
[00:00:00.000 --> 00:00:03.780]  提醒姐妹平安,我們先一齊祈禱
[00:00:03.780 --> 00:00:07.180]  祈福我們感謝神明的恩典
[00:00:07.180 --> 00:00:08.840]  讓我們在主人的清晨
[00:00:08.840 --> 00:00:11.980]  由生命起色,可以來到這裏敬拜祢
[00:00:11.980 --> 00:00:15.420]  亦都可以聆聽祢自己的說話
[00:00:15.420 --> 00:00:18.020]  扶我們求聖靈在我們心裏面動工
[00:00:18.020 --> 00:00:19.780]  幫助我們聽得明白
[00:00:19.780 --> 00:00:22.520]  並且有聖靈的加能、賜力
[00:00:22.520 --> 00:00:25.960]  讓我們可以在生活上實踐出聖經的教導
[00:00:25.960 --> 00:00:28.260]  奉主耶穌基督的名祈禱
[00:00:31.000 --> 00:00:34.160]  上個星期已經和大家思想過
[00:00:34.160 --> 00:00:37.500]  登山補訓的八福
[00:00:37.500 --> 00:00:40.500]  登山補訓其實就包括了
[00:00:40.500 --> 00:00:43.500]  馬太福音第五章到第七章
[00:00:43.500 --> 00:00:45.500]  三章是聖經的
[00:00:45.500 --> 00:00:48.500]  這幾章經文大概是
[00:00:48.500 --> 00:00:51.520]  聖經中最有名的經文了
[00:00:51.520 --> 00:00:54.020]  我希望大家記得
[00:00:54.020 --> 00:00:55.520]  我曾經指出
[00:00:55.520 --> 00:00:58.020]  其實八福可以很簡單地
[00:00:58.020 --> 00:01:02.020]  總結為兩方面的重點
[00:01:02.020 --> 00:01:07.020]  第一就是我們和上帝的關係
[00:01:07.020 --> 00:01:10.000]  在八福裏面說了好幾次
[00:01:10.000 --> 00:01:12.000]  我們是上帝的兒女
[00:01:12.000 --> 00:01:14.000]  成為天國的子民
[00:01:14.000 --> 00:01:16.000]  又能夠看得到上帝
[00:01:16.000 --> 00:01:18.000]  又得到上帝的安慰
[00:01:18.000 --> 00:01:23.000]  這些福都是我們和上帝有了好的關係之後
[00:01:23.000 --> 00:01:25.000]  才得到的
[00:01:26.020 --> 00:01:28.020]  然後其他的福
[00:01:28.020 --> 00:01:33.020]  就是要和其他人有好的人際關係
[00:01:33.020 --> 00:01:36.020]  例如我們要仁慈待人
[00:01:36.020 --> 00:01:40.020]  我們要促進和平
[00:01:40.020 --> 00:01:44.020]  我們就會和其他人有好的關係
[00:01:44.020 --> 00:01:46.020]  說完八福之後
[00:01:46.020 --> 00:01:49.020]  主耶穌還說了兩件重要的事
[00:01:49.020 --> 00:01:54.020]  第一就是天國人是世界的光
[00:01:54.020 --> 00:01:59.020]  第二就是在世上我們要遵循上帝的法律
[00:01:59.020 --> 00:02:01.020]  這兩點加上前面的八福
[00:02:01.020 --> 00:02:03.020]  就一共有十點
[00:02:03.020 --> 00:02:07.020]  可以類同摩西的十誡
[00:02:07.020 --> 00:02:10.020]  上星期我也提到
[00:02:10.020 --> 00:02:15.020]  馬太特別在登山寶訓第一節提到
[00:02:15.020 --> 00:02:17.020]  耶穌上了山
[00:02:17.020 --> 00:02:22.020]  其實就是想讀者聯想起摩西曾經上山
[00:02:25.020 --> 00:02:27.020]  摩西上山之前
[00:02:27.020 --> 00:02:29.020]  摩西上山是見上帝
[00:02:29.020 --> 00:02:31.020]  拿著法板
[00:02:31.020 --> 00:02:33.020]  但他上山之前
[00:02:33.020 --> 00:02:37.020]  其實他已經向以色列的人
[00:02:37.020 --> 00:02:40.020]  宣佈了一些法例
[00:02:40.020 --> 00:02:44.020]  在出埃及的二十一章一節
[00:02:44.020 --> 00:02:48.020]  他就說向以色列人民頒佈下列條例
[00:02:48.020 --> 00:02:50.020]  講了很多條例
[00:02:50.020 --> 00:02:52.020]  由二十一章第二節開始
[00:02:52.020 --> 00:02:55.020]  一直講到二十三章的二十八節
[00:02:55.020 --> 00:02:58.020]  而那些條例
[00:02:58.020 --> 00:03:05.020]  可以說是去調解人與人之間的條例
[00:03:05.020 --> 00:03:07.020]  關係的條例
[00:03:07.020 --> 00:03:08.020]  我也說過了
[00:03:08.020 --> 00:03:12.020]  馬太是仿效摩西五經
[00:03:12.020 --> 00:03:15.020]  來寫這本馬太福音
[00:03:15.020 --> 00:03:17.020]  所以講完八福
[00:03:17.020 --> 00:03:19.020]  加上天國人的身份
[00:03:19.020 --> 00:03:21.020]  和要遵守律法之後
[00:03:21.020 --> 00:03:23.020]  在第五章
[00:03:23.020 --> 00:03:26.020]  馬太福音第五章的其餘經文
[00:03:26.020 --> 00:03:31.020]  就是講到人與人之間的關係的講論
[00:03:31.020 --> 00:03:33.020]  我們今天會看第六章下半章
[00:03:33.020 --> 00:03:38.020]  所以我們不會很詳細去講第五章的經文
[00:03:38.020 --> 00:03:40.020]  不過我會給大家一個大綱
[00:03:40.020 --> 00:03:45.020]  大家可以回去自己再思想一下
[00:03:45.020 --> 00:03:48.020]  然後我會比較詳細解釋
[00:03:48.020 --> 00:03:50.020]  就是五章四十八節
[00:03:50.020 --> 00:03:54.020]  因為這節經文很多時引起一些誤解
[00:03:54.020 --> 00:03:57.020]  第五章其餘的經文
[00:03:57.020 --> 00:03:59.020]  我弄了一個表出來
[00:03:59.020 --> 00:04:02.020]  希望大家可以看到
[00:04:02.020 --> 00:04:04.020]  我寧願看銀幕也不是很清楚
[00:04:04.020 --> 00:04:06.020]  不過大約就是這樣
[00:04:06.020 --> 00:04:09.020]  第五章二十一節至二十六節
[00:04:09.020 --> 00:04:12.020]  如果我們根據《聖經》的標題
[00:04:12.020 --> 00:04:14.020]  就說《論法奴》
[00:04:14.020 --> 00:04:16.020]  其實在這段經文裏面
[00:04:16.020 --> 00:04:20.020]  是講到與兄弟間的關係
[00:04:20.020 --> 00:04:24.020]  甚至是親密的鄰舍間的關係
[00:04:24.020 --> 00:04:25.020]  因為以色列人
[00:04:25.020 --> 00:04:27.020]  隔壁鄰舍都是以色列人
[00:04:27.020 --> 00:04:28.020]  都是猶太人
[00:04:28.020 --> 00:04:30.020]  都當是兄弟
[00:04:30.020 --> 00:04:32.020]  所以《論法奴》
[00:04:32.020 --> 00:04:34.020]  從關係的角度去看
[00:04:34.020 --> 00:04:38.020]  是與家人、自己人的關係
[00:04:38.020 --> 00:04:40.020]  在五章二十七至三十節
[00:04:40.020 --> 00:04:43.020]  《聖經》的標題是《論奸淫》
[00:04:43.020 --> 00:04:46.020]  其實是講到男性與女性相處的關係
[00:04:46.020 --> 00:04:49.020]  你看到男性看到女性
[00:04:49.020 --> 00:04:50.020]  或者女性看到男性
[00:04:50.020 --> 00:04:52.020]  反過來都是一樣
[00:04:52.020 --> 00:04:54.020]  不要想入非非
[00:04:54.020 --> 00:04:58.020]  不要想奸淫的事情
[00:04:58.020 --> 00:05:01.020]  在五章三十一至三十二節
