
[00:00:00.000 --> 00:00:03.280]  弟兄姊妹主乃平安
[00:00:03.280 --> 00:00:09.280]  在上世紀第二次世界大戰當中
[00:00:09.280 --> 00:00:15.960]  猶太人是經歷過前所未有的災難
[00:00:15.960 --> 00:00:19.000]  當時納粹黨的德國
[00:00:19.000 --> 00:00:22.880]  他們是由希特拉去統治
[00:00:22.880 --> 00:00:29.320]  而希特拉的心態就是要滅絕猶太人
[00:00:29.320 --> 00:00:35.400]  有很多猶太人被關在集中營
[00:00:35.400 --> 00:00:41.160]  那些老弱婦孺早就被送去煤氣爐被焗死了
[00:00:41.160 --> 00:00:44.640]  而一群所謂年青力壯的
[00:00:44.640 --> 00:00:47.480]  就在集中營做苦工
[00:00:47.480 --> 00:00:51.840]  那些非人的生活
[00:00:51.840 --> 00:00:53.240]  當我讀神學的時候
[00:00:53.240 --> 00:00:57.360]  都有讀到關於猶太人的歷史
[00:00:57.360 --> 00:01:01.800]  有些文獻有些是他們後來傳活出來的
[00:01:01.800 --> 00:01:06.520]  講述他們的見證
[00:01:06.520 --> 00:01:07.520]  他們經常都問
[00:01:07.520 --> 00:01:09.080]  當他們在集中營的時候
[00:01:09.080 --> 00:01:10.920]  他們有幾個問題
[00:01:10.920 --> 00:01:15.560]  第一就是上帝去了哪裏
[00:01:15.560 --> 00:01:19.880]  第二就是為何上帝可以容許
[00:01:19.880 --> 00:01:24.560]  這些苦難淋到他們身上
[00:01:24.560 --> 00:01:31.240]  他們又問到為何上帝是遺棄了他們
[00:01:31.240 --> 00:01:37.320]  他們問我們今天仍然有希望嗎?
[00:01:37.320 --> 00:01:40.520]  在這個星期大家都知道發生一件
[00:01:40.520 --> 00:01:44.320]  可以說是世界一個重大一件的新聞
[00:01:44.320 --> 00:01:49.040]  連在英國都是一個A1的頭條
[00:01:49.040 --> 00:01:52.520]  就在我們長大的城市
[00:01:52.520 --> 00:01:54.000]  熟悉的城市香港
[00:01:54.000 --> 00:01:56.720]  發生一個很大的災難
[00:01:56.720 --> 00:01:59.360]  一場火災
[00:01:59.360 --> 00:02:03.400]  帶走了很多人的生命
[00:02:03.400 --> 00:02:08.200]  很多人都喪失家園
[00:02:08.200 --> 00:02:10.840]  因為是發生在香港
[00:02:10.840 --> 00:02:13.840]  是我們熟悉的地方
[00:02:13.840 --> 00:02:15.640]  因為發生在大埔
[00:02:15.640 --> 00:02:18.800]  是我們很多朋友住的地方
[00:02:18.800 --> 00:02:22.800]  我們更加關注
[00:02:22.800 --> 00:02:28.800]  亦都是因為我們教會有姐妹
[00:02:28.800 --> 00:02:36.320]  亦都是因為這樣失去了親人
[00:02:36.320 --> 00:02:40.920]  姐妹是我們團契的團友
[00:02:40.920 --> 00:02:44.000]  早幾天團契團長都有跟我說
[00:02:44.000 --> 00:02:47.920]  他說姐妹是我們教會一家當中
[00:02:47.920 --> 00:02:51.160]  最親的家人
[00:02:51.160 --> 00:02:56.160]  我們都因為這個苦難感同身受
[00:02:56.160 --> 00:02:59.760]  我終於明白保羅在《羅馬書》所說的一句話
[00:02:59.760 --> 00:03:08.080]  就是與哀哭的人同哭
[00:03:08.080 --> 00:03:10.160]  想起猶太人在集中營的時候
[00:03:10.160 --> 00:03:12.480]  他們經常都問
[00:03:12.480 --> 00:03:17.040]  究竟今天我們仍然有什麼盼望?
[00:03:17.040 --> 00:03:24.960]  今天我們在這個世界上有什麼盼望呢?
[00:03:24.960 --> 00:03:32.600]  無獨有偶 今天我們是張琳琦第一個主人
[00:03:32.600 --> 00:03:36.040]  亦都是講盼望
[00:03:36.040 --> 00:03:41.320]  今天的蠟燭點起是盼望的蠟燭
[00:03:41.320 --> 00:03:43.640]  似乎真的有些諷刺
[00:03:43.640 --> 00:03:50.320]  我們今天在一個充滿苦難魔鬼掌控的幽暗世界當中
[00:03:50.320 --> 00:03:54.440]  仍然有什麼盼望?
[00:03:54.440 --> 00:03:58.000]  這個世界我看到很多災難
[00:03:58.000 --> 00:04:05.040]  很多時候我們就會問上帝為什麼?
[00:04:05.040 --> 00:04:07.120]  我們怪上帝
[00:04:07.120 --> 00:04:11.200]  就算你沒有宗教信仰 你會怪上天
[00:04:11.200 --> 00:04:14.560]  但是你有沒有想過很多災難是人為
[00:04:14.560 --> 00:04:20.680]  是人的自私 人的貪婪
[00:04:20.680 --> 00:04:23.120]  因為這個世界是有罪的
[00:04:23.120 --> 00:04:28.040]  這個世界是魔鬼掌權
[00:04:28.040 --> 00:04:31.920]  當我們看到很多人藉著災難想發財
[00:04:31.920 --> 00:04:38.040]  去欺騙的話 我們感覺痛心
[00:04:38.040 --> 00:04:45.360]  當我們看到政府將災難化為政治化
[00:04:45.360 --> 00:04:48.800]  連一些關注組提出訴求都要滅聲的話
[00:04:48.800 --> 00:04:52.200]  我們實在是很悲哀
[00:04:52.200 --> 00:04:55.840]  我們仍然有盼望嗎?
[00:04:55.840 --> 00:04:58.800]  約伯記有一句話經常提醒我
[00:04:58.800 --> 00:05:02.320]  他在約伯記五章第七節 第八節
[00:05:02.320 --> 00:05:05.960]  很多時候我們讀第七節就沒有讀第八節
[00:05:05.960 --> 00:05:10.280]  約伯記第五章第七節說 人生在世必遇患難
[00:05:10.280 --> 00:05:12.720]  如同火星飛騰
[00:05:12.720 --> 00:05:16.840]  就是說我們在這個世界上是會有很多的患難
[00:05:16.840 --> 00:05:20.120]  很多時候就會燒到靠近你
[00:05:20.120 --> 00:05:23.440]  避都避不開
[00:05:23.440 --> 00:05:27.120]  只是這句話其實是比較消極
[00:05:27.120 --> 00:05:29.240]  比較少少阿Q精神 是不是?
[00:05:29.240 --> 00:05:31.920]  是有的 沒辦法
[00:05:31.920 --> 00:05:35.680]  但是因為我們忘記了看第八節
[00:05:35.680 --> 00:05:37.160]  約伯怎麼說?
[00:05:37.160 --> 00:05:40.600]  他說「至於我 我必仰望上帝
[00:05:40.600 --> 00:05:45.560]  把我的事情託付給他」
[00:05:45.560 --> 00:05:49.600]  我們不要只看第七節 不看第八節
[00:05:49.600 --> 00:05:52.240]  如果我們沒有信仰
[00:05:52.240 --> 00:05:54.840]  我們就只看第七節
[00:05:54.840 --> 00:05:57.040]  我們很可憐
[00:05:57.040 --> 00:05:59.920]  因為我們沒有盼望
[00:05:59.920 --> 00:06:03.440]  約伯是最有資格說這番話的
[00:06:03.440 --> 00:06:05.800]  如果大家熟悉約伯的故事
[00:06:05.800 --> 00:06:12.720]  他真的遇到一些很大的苦難
[00:06:12.720 --> 00:06:17.480]  他看到有苦難 他知道避不開
[00:06:17.480 --> 00:06:19.880]  但是他仍然有盼望
[00:06:19.880 --> 00:06:22.800]  因為他說「至於我 我必仰望上帝
[00:06:22.800 --> 00:06:26.320]  把我的事情託付給他」
[00:06:26.320 --> 00:06:32.200]  他的盼望從耶和華那裡來
[00:06:32.200 --> 00:06:36.040]  他的盼望從上帝那裡來
[00:06:36.040 --> 00:06:41.880]  猶太人他們怎麼可以熬過這段最黑暗的日子呢?
[00:06:41.880 --> 00:06:47.920]  為什麼傳播的人出來仍然可以講到見證呢?
[00:06:47.920 --> 00:06:49.880]  就因為他們的執著
[00:06:49.880 --> 00:06:52.160]  他們對神沒有放棄過
[00:06:52.160 --> 00:06:55.520]  他們知道他們是上帝的子民
[00:06:55.520 --> 00:06:56.920]  這個是不會變的
[00:06:56.920 --> 00:07:00.120]  不會因環境而變
[00:07:00.120 --> 00:07:06.760]  他們期待彌賽亞的救贖和更新
[00:07:06.760 --> 00:07:09.000]  當然我們知道
[00:07:09.000 --> 00:07:13.280]  他們是不認識主耶穌基督就是彌賽亞
