
[00:00:00.000 --> 00:00:03.040]  這段經文我想大家都很熟悉
[00:00:03.040 --> 00:00:04.840]  因為這個其實在《約翰福音》
[00:00:04.840 --> 00:00:07.280]  耶穌臨死之前是一個祈禱
[00:00:07.280 --> 00:00:10.000]  或者一個祝福對於門徒所說的話
[00:00:10.000 --> 00:00:11.560]  大家都熟悉
[00:00:11.560 --> 00:00:14.000]  但裏面有一個很重要的真理
[00:00:14.000 --> 00:00:17.440]  它裏面提到神對我們的那份愛
[00:00:17.440 --> 00:00:19.520]  神對我們的那份愛是怎樣呢?
[00:00:19.520 --> 00:00:23.080]  但我們很多時候會用錯方法去看
[00:00:23.080 --> 00:00:29.560]  在去年《紐約時報》發表了一份調查
[00:00:29.560 --> 00:00:35.160]  當中追訪了1611個人
[00:00:35.160 --> 00:00:36.680]  訪問一下他們
[00:00:36.680 --> 00:00:40.280]  他們說這千多人裏面
[00:00:40.280 --> 00:00:42.800]  其實他們都結婚15年了
[00:00:42.800 --> 00:00:48.600]  問他們最開心的日子是哪一段時間呢?
[00:00:48.600 --> 00:00:51.280]  還有維持了多久呢?
[00:00:51.280 --> 00:00:53.720]  你覺得最開心的日子
[00:00:53.720 --> 00:00:55.000]  通常你和鄰居談一下
[00:00:55.000 --> 00:00:56.080]  現在簡單談一下
[00:00:56.080 --> 00:00:57.200]  如果你結婚的話
[00:00:57.200 --> 00:01:01.240]  你就說一下你自己覺得結婚最開心的是哪一段時間
[00:01:01.240 --> 00:01:02.600]  維持了多久呢?
[00:01:02.600 --> 00:01:03.720]  如果你還沒有結婚的話
[00:01:03.720 --> 00:01:05.200]  你不如和鄰居談一下
[00:01:05.200 --> 00:01:09.360]  你覺得維持了多久和是哪一段時間呢?
[00:01:09.360 --> 00:01:10.360]  好了
[00:01:28.200 --> 00:01:29.720]  大家談完了嗎?
[00:01:29.720 --> 00:01:34.280]  哈哈哈哈笑得這麼開心
[00:01:34.280 --> 00:01:37.600]  大家談完就回來了
[00:01:37.600 --> 00:01:42.200]  這個話題似乎大家好像不能停下來
[00:01:42.200 --> 00:01:44.160]  哈哈哈哈
[00:01:44.160 --> 00:01:47.160]  大家談完就回來了
[00:01:47.160 --> 00:01:50.160]  這個話題似乎大家好像不能停下來
[00:01:50.160 --> 00:01:51.360]  哈哈哈哈
[00:01:51.360 --> 00:01:53.800]  大家談完就回來了
[00:01:53.800 --> 00:01:56.800]  大家談完就回來了
[00:01:56.800 --> 00:01:57.800]  好了
[00:01:57.800 --> 00:01:58.800]  讓我先問問這堆人
[00:01:58.800 --> 00:02:00.280]  你們笑得哈哈哈哈
[00:02:00.280 --> 00:02:05.880]  你們覺得是哪一段時間最開心和維持了多久呢?
[00:02:05.880 --> 00:02:06.880]  你們回答吧
[00:02:06.880 --> 00:02:08.880]  隨便你們這個群組
[00:02:08.880 --> 00:02:16.200]  高Cathy結婚了
[00:02:16.200 --> 00:02:18.000]  原來大家不知道
[00:02:18.000 --> 00:02:21.600]  那你們的答案是甚麼呢?
[00:02:21.600 --> 00:02:25.600]  頭幾年很開心
[00:02:25.600 --> 00:02:27.600]  那你們的答案是甚麼呢?
[00:02:27.600 --> 00:02:30.600]  現在還很開心
[00:02:30.600 --> 00:02:33.600]  原來這裏有個人秘密結婚我們不知道
[00:02:33.600 --> 00:02:36.600]  那這邊你們覺得是
[00:02:36.600 --> 00:02:39.600]  隨便找一個人叫出來吧
[00:02:39.600 --> 00:02:48.600]  Samuel 說他現在很開心
[00:02:48.600 --> 00:02:51.600]  你們後面呢?
[00:02:51.600 --> 00:02:54.600]  哪段時間最開心呢?
[00:02:56.600 --> 00:02:58.600]  後面有個嬰兒有話要說
[00:02:58.600 --> 00:03:00.600]  阿Jack有話要說
[00:03:00.600 --> 00:03:02.600]  你們有沒有答案呢?
[00:03:02.600 --> 00:03:05.600]  Horace 你來猜猜吧
[00:03:05.600 --> 00:03:07.600]  你們這些將要結婚的
[00:03:07.600 --> 00:03:14.600]  初初應該是最開心的
[00:03:14.600 --> 00:03:17.600]  初初應該是最開心的
[00:03:17.600 --> 00:03:18.600]  到這邊了
[00:03:18.600 --> 00:03:20.600]  最後這裏
[00:03:20.600 --> 00:03:22.600]  我先叫一個
[00:03:22.600 --> 00:03:24.600]  Francis 你覺得呢?
[00:03:24.600 --> 00:03:26.600]  對呀
[00:03:26.600 --> 00:03:32.600]  (Francis 說這個動作很幽默)
[00:03:32.600 --> 00:03:36.600]  真的懂得說笑 很幽默
[00:03:36.600 --> 00:03:40.600]  這個調查大家都不會意外
[00:03:40.600 --> 00:03:47.600]  普遍大家都覺得新婚是最開心的
[00:03:47.600 --> 00:03:50.600]  而新婚能維持多久呢?
[00:03:50.600 --> 00:03:52.600]  他說平均兩年
[00:03:52.600 --> 00:03:55.600]  那種熱情那種火花
[00:03:55.600 --> 00:03:57.600]  就會隨之而慢慢消逝
[00:03:57.600 --> 00:03:59.600]  因為這件事已經分十五年了
[00:03:59.600 --> 00:04:02.600]  他就說通常過了兩年之後
[00:04:02.600 --> 00:04:04.600]  從那種熱情激情
[00:04:04.600 --> 00:04:07.600]  就會慢慢進入一種
[00:04:07.600 --> 00:04:11.600]  友情和同伴那種感覺
[00:04:11.600 --> 00:04:13.600]  為什麼笑得這麼開心?
[00:04:13.600 --> 00:04:16.600]  覺得很認同
[00:04:16.600 --> 00:04:19.600]  其實你都很有趣
[00:04:19.600 --> 00:04:22.600]  為什麼我從這個調查裏面
[00:04:22.600 --> 00:04:25.600]  會聯想到和剛才那段的經文呢?
[00:04:25.600 --> 00:04:27.600]  其實很多時候我們的經驗
[00:04:27.600 --> 00:04:30.600]  或者在我們實質裏面體驗到
[00:04:30.600 --> 00:04:35.600]  都是一些比較有限制的愛
[00:04:35.600 --> 00:04:36.600]  你譬如聽到這些的時候
[00:04:36.600 --> 00:04:38.600]  我不知道你內心聽到這些報告
[00:04:38.600 --> 00:04:40.600]  內心會不會覺得很無奈
[00:04:40.600 --> 00:04:43.600]  難道真愛真的要在愛情小說裏面才找到?
[00:04:43.600 --> 00:04:46.600]  還是你覺得其實都很開心
[00:04:46.600 --> 00:04:49.600]  原來大家都在同一條船底下
[00:04:49.600 --> 00:04:51.600]  我不知道你是哪一種心情
[00:04:51.600 --> 00:04:53.600]  但是這個好像是一個普遍的經驗
[00:04:53.600 --> 00:04:58.600]  大家原來對於在實際人的經歷裏面
[00:04:58.600 --> 00:05:00.600]  其實好像人的愛都很缺乏
[00:05:00.600 --> 00:05:03.600]  難怪我們看神的愛的時候
[00:05:03.600 --> 00:05:06.600]  其實我們很多時候都會帶著一些限制
[00:05:06.600 --> 00:05:09.600]  或者帶著一些有色眼鏡去看
[00:05:09.600 --> 00:05:12.600]  我們剛才看那段經文《永恆福音》
[00:05:12.600 --> 00:05:14.600]  我覺得有一個很重要的真理
[00:05:14.600 --> 00:05:16.600]  原來我們很多時候都忽略了
[00:05:16.600 --> 00:05:17.600]  也沒有看到
[00:05:17.600 --> 00:05:21.600]  我們不如再邀請大家讀一次第十五章第九節
[00:05:21.600 --> 00:05:23.600]  一起讀吧
[00:05:23.600 --> 00:05:32.600]  第九節就可以了
[00:05:32.600 --> 00:05:36.600]  這裏它說:我愛你們正如父愛我一樣
[00:05:36.600 --> 00:05:40.600]  在第十七章二十三、二十六節裏
[00:05:40.600 --> 00:05:42.600]  它經常說的東西都一樣
[00:05:42.600 --> 00:05:44.600]  不過後面那裏有一點
[00:05:44.600 --> 00:05:46.600]  「也知道你愛他們」這裏耶穌說
[00:05:46.600 --> 00:05:48.600]  「你」是說到天父
[00:05:48.600 --> 00:05:51.600]  「你愛他們如同愛我一樣」
[00:05:51.600 --> 00:05:53.600]  我不知道你從來看一段經文的時候
[00:05:53.600 --> 00:05:54.600]  有沒有想過
[00:05:54.600 --> 00:05:58.600]  原來神沒有用一種特別的愛去愛我們
[00:05:58.600 --> 00:06:00.600]  然後又用另一種愛去愛耶穌
[00:06:00.600 --> 00:06:02.600]  原來在神的眼中
