
[00:00:00.000 --> 00:00:02.920]  好 各位兄弟姐妹 早晨
[00:00:02.920 --> 00:00:07.240]  好 這個題目不知道大家覺得怎麼樣
[00:00:07.240 --> 00:00:11.480]  換個火熱一點的畫面
[00:00:11.480 --> 00:00:13.320]  給大家思想一下
[00:00:13.320 --> 00:00:17.280]  原來我們每個禮拜回到教會
[00:00:17.280 --> 00:00:19.920]  就好像接受一個邀請一樣
[00:00:19.920 --> 00:00:21.120]  不知道你在人生當中
[00:00:21.120 --> 00:00:25.040]  有沒有曾經有一個很重要的人
[00:00:25.040 --> 00:00:26.560]  或者很重要的聚會
[00:00:26.560 --> 00:00:29.600]  被人邀請你去參加
[00:00:29.600 --> 00:00:32.040]  你收到邀請選擇的時候
[00:00:32.040 --> 00:00:34.600]  你會抱着什麼心情呢
[00:00:34.600 --> 00:00:37.760]  都是一個邀請而已
[00:00:37.760 --> 00:00:39.120]  想想去不去
[00:00:39.120 --> 00:00:42.160]  或者到時候纔去
[00:00:42.160 --> 00:00:46.160]  或者你很早很早已經在預備這個邀請
[00:00:46.160 --> 00:00:49.200]  因爲你參加過很重要很重要的聚會
[00:00:49.200 --> 00:00:51.240]  我想起我自己二十年前
[00:00:51.240 --> 00:00:54.000]  大家想想你過去人生有沒有
[00:00:54.000 --> 00:00:56.840]  我當時還在一個計劃機構裏面做的
[00:00:56.840 --> 00:01:00.040]  當時有一位香港的名人
[00:01:00.040 --> 00:01:02.200]  也是富豪
[00:01:02.200 --> 00:01:06.680]  也是香港三大地產商之一
[00:01:06.680 --> 00:01:08.440]  邀請我總幹事
[00:01:08.440 --> 00:01:09.880]  就是我老闆
[00:01:09.880 --> 00:01:12.720]  和我去參加他們的早餐會
[00:01:12.720 --> 00:01:13.760]  也是喫早餐而已
[00:01:13.760 --> 00:01:16.080]  不是什麼特別大的聚會
[00:01:16.080 --> 00:01:19.640]  但是我總幹事也很看重這個邀請
[00:01:19.640 --> 00:01:22.040]  他很想在這次的聚會里面
[00:01:22.040 --> 00:01:25.400]  能夠給邀請對象一個好的印象
[00:01:25.400 --> 00:01:29.480]  希望將來能在呼音工作上有更多的合作
[00:01:29.480 --> 00:01:31.640]  所以他也有很多的準備
[00:01:31.640 --> 00:01:38.280]  正在準備有什麼要和基督徒富豪聊天
[00:01:38.280 --> 00:01:41.040]  而我呢就去準備多些資料
[00:01:41.040 --> 00:01:42.320]  他最近有什麼新聞呢
[00:01:42.320 --> 00:01:48.200]  或者基督徒有什麼喜好
[00:01:48.200 --> 00:01:50.280]  還有在這裏研究一下
[00:01:50.280 --> 00:01:52.400]  早上怎麼去的地方
[00:01:52.400 --> 00:01:54.680]  可能Plan A就這樣去
[00:01:54.680 --> 00:01:56.200]  但如果堵車又怎麼辦呢
[00:01:56.200 --> 00:01:58.040]  有沒有Plan B呢
[00:01:58.040 --> 00:02:02.640]  到了早上之前的晚上
[00:02:02.640 --> 00:02:03.400]  也睡不了覺
[00:02:03.400 --> 00:02:04.600]  很緊張
[00:02:04.600 --> 00:02:06.160]  準備了這麼多東西
[00:02:06.160 --> 00:02:08.240]  還有什麼我們想漏了的呢
[00:02:08.240 --> 00:02:09.480]  心情又緊張
[00:02:09.480 --> 00:02:11.280]  但也有點興奮的
[00:02:11.280 --> 00:02:16.320]  這就是我曾經遇過很重要的邀請的一個約會
[00:02:16.320 --> 00:02:19.000]  今天又邀請弟兄姐妹去想一下
[00:02:19.000 --> 00:02:20.440]  其實呢
[00:02:20.440 --> 00:02:22.200]  原來我們每個禮拜
[00:02:22.200 --> 00:02:26.080]  都有一個很重要的邀請
[00:02:26.080 --> 00:02:28.360]  就是永生上帝的邀請
[00:02:28.360 --> 00:02:31.720]  邀請你每個禮拜來到他面前
[00:02:31.720 --> 00:02:33.080]  去敬拜他
[00:02:33.080 --> 00:02:35.160]  去與神相遇
[00:02:35.160 --> 00:02:36.560]  這個不是責任來的
[00:02:36.560 --> 00:02:38.160]  是一個恩典來的
[00:02:38.160 --> 00:02:39.800]  不是例行公事來的
[00:02:39.800 --> 00:02:43.040]  是一個生命的火焰時刻
[00:02:43.040 --> 00:02:45.320]  就是剛纔所讀的羅馬書
[00:02:45.320 --> 00:02:47.680]  十二章一至二節
[00:02:47.680 --> 00:02:52.800]  就是這個邀請間的一個信函的解釋
[00:02:52.800 --> 00:02:57.160]  和一個呼召
[00:02:57.160 --> 00:02:59.360]  意思就是說
[00:02:59.360 --> 00:03:02.280]  保羅在羅馬書一至十一章裏面
[00:03:02.280 --> 00:03:05.400]  已經將上帝的恩典救贖
[00:03:05.400 --> 00:03:08.720]  我們如何恩信清義這件事說好了
[00:03:08.720 --> 00:03:12.400]  到了第十二章一個分水嶺
[00:03:12.400 --> 00:03:13.080]  第一個字說
[00:03:13.080 --> 00:03:17.800]  所以弟兄們 保羅告訴我們
[00:03:17.800 --> 00:03:20.960]  當我們領受了上帝恩典
[00:03:20.960 --> 00:03:23.000]  福音的救贖之後
[00:03:23.000 --> 00:03:26.720]  我們回應就是一個很自然的時刻
[00:03:26.720 --> 00:03:29.640]  所以願意我們今天進入一個經文當中
[00:03:29.640 --> 00:03:33.360]  讓聖靈幫助我們更加明白
[00:03:33.360 --> 00:03:37.320]  每一次回來崇拜邀請的意義是什麼呢
[00:03:37.320 --> 00:03:39.200]  我們同心禱告
[00:03:39.200 --> 00:03:41.760]  慈悲和天賦我們禱告仰望你
[00:03:41.760 --> 00:03:44.040]  求聖靈以下幫助我們
[00:03:44.040 --> 00:03:47.200]  去明白崇拜的意義
[00:03:47.200 --> 00:03:49.040]  在每一個星期的邀請
[00:03:49.040 --> 00:03:51.480]  我們如何去準備好自己
[00:03:51.480 --> 00:03:55.440]  求聖靈你都好像火一樣去燃燒我們的心
[00:03:55.440 --> 00:03:57.360]  以致我們在每一次的崇拜裏面
[00:03:57.360 --> 00:03:59.720]  都能夠被主你的火去烙着
[00:03:59.720 --> 00:04:02.080]  求聖靈開我們的耳朵
[00:04:02.080 --> 00:04:03.520]  開我們的心
[00:04:03.520 --> 00:04:06.480]  讓我們更加願意去行出你的話語
[00:04:06.480 --> 00:04:08.840]  又讓我成爲你流通的管事
[00:04:08.840 --> 00:04:11.360]  以致我按正義分解真理的道
[00:04:11.360 --> 00:04:12.920]  求主幫助我們
[00:04:12.920 --> 00:04:15.080]  禱告奉耶穌基督名求
[00:04:15.080 --> 00:04:16.360]  阿們
[00:04:16.360 --> 00:04:19.280]  我相信今天這兩節經文大家非常熟悉
[00:04:19.280 --> 00:04:21.520]  所以弟兄們
[00:04:21.520 --> 00:04:25.120]  我以神的慈悲勸你們
[00:04:25.120 --> 00:04:26.720]  第一個我想大家留意的字
[00:04:26.720 --> 00:04:28.160]  "勸"這個字
[00:04:28.160 --> 00:04:30.760]  "勸"這個字在希臘原文的意思就是
[00:04:30.760 --> 00:04:34.360]  一個狠切的呼召
[00:04:34.360 --> 00:04:37.920]  一個愛的催促
[00:04:37.920 --> 00:04:39.480]  你會覺得很特別的
[00:04:39.480 --> 00:04:42.560]  保羅爲什麼會用"勸"這個字呢
[00:04:42.560 --> 00:04:45.120]  保羅是一個這麼有分量的使徒
[00:04:45.120 --> 00:04:47.280]  他建立了這麼多的教會
[00:04:47.280 --> 00:04:51.280]  他在一字十一章裏面說了這麼多神學的信息
[00:04:51.280 --> 00:04:53.040]  在這裏他帶有一個地位
[00:04:53.040 --> 00:04:54.640]  或者帶有一個權柄
[00:04:54.640 --> 00:04:56.000]  他可以強硬的
[00:04:56.000 --> 00:04:57.680]  現在我要命令你
[00:04:57.680 --> 00:04:59.800]  我現在要警告你們
[00:04:59.800 --> 00:05:01.920]  你們要怎麼做
[00:05:01.920 --> 00:05:03.040]  或者
[00:05:03.040 --> 00:05:04.800]  我們這個永生上帝
[00:05:04.800 --> 00:05:06.600]  是一位創天造地的主
[00:05:06.600 --> 00:05:08.600]  他更加可以命令我們
[00:05:08.600 --> 00:05:10.640]  要我們敬拜他
[00:05:10.640 --> 00:05:12.840]  但保羅不是用一個命令
[00:05:12.840 --> 00:05:13.840]  強迫
[00:05:13.840 --> 00:05:16.000]  他用"勸"
[00:05:16.000 --> 00:05:17.440]  只是說了
[00:05:17.440 --> 00:05:19.160]  這個就是上帝的慈悲
[00:05:19.160 --> 00:05:20.880]  上帝的憐憫
[00:05:20.880 --> 00:05:22.440]  上帝的邀請
[00:05:22.440 --> 00:05:24.240]  不是一個勉強
[00:05:24.240 --> 00:05:26.080]  不是一個操控
[00:05:26.080 --> 00:05:28.040]  就像一個慈愛的爸爸
[00:05:28.040 --> 00:05:31.280]  邀請他所愛的兒女回家
[00:05:31.280 --> 00:05:33.200]  用愛去吸引他們
[00:05:33.200 --> 00:05:35.720]  而不是一個責任的驅使
[00:05:35.720 --> 00:05:37.440]  其實這個邀請
[00:05:37.440 --> 00:05:39.040]  已經用了1-11章
[00:05:39.040 --> 00:05:40.800]  去鋪排去準備
[00:05:40.800 --> 00:05:42.880]  用上帝的慈悲憐憫
[00:05:42.880 --> 00:05:44.720]  建立在我們認識的
[00:05:44.720 --> 00:05:46.880]  《羅馬書》的1-11章裏面
[00:05:46.880 --> 00:05:48.440]  在第3章
[00:05:48.440 --> 00:05:49.560]  保羅告訴我們
[00:05:49.560 --> 00:05:51.080]  世人都犯了罪
[00:05:51.080 --> 00:05:53.200]  規決了神帝的榮耀
[00:05:53.200 --> 00:05:54.320]  在第5章
[00:05:54.320 --> 00:05:55.240]  我們見到
[00:05:55.240 --> 00:05:56.440]  我們的主耶穌基督
[00:05:56.440 --> 00:05:58.040]  爲罪人犧牲
[00:05:58.040 --> 00:05:59.720]  顯明瞭神的愛
[00:05:59.720 --> 00:06:01.520]  我們被這份愛去吸引
[00:06:01.520 --> 00:06:03.120]  在第6章
[00:06:03.120 --> 00:06:04.560]  我們與基督同死
[00:06:04.560 --> 00:06:06.120]  同葬同復活
[00:06:06.120 --> 00:06:08.080]  再不能夠合制我們
[00:06:08.080 --> 00:06:09.840]  去到第8章
[00:06:09.840 --> 00:06:11.480]  耶穌基督
[00:06:11.480 --> 00:06:12.920]  我們在基督裏面
[00:06:12.920 --> 00:06:14.400]  不被定罪
[00:06:14.400 --> 00:06:17.160]  相反我們領受聖靈的引寄
[00:06:17.160 --> 00:06:20.240]  我們確認我們上帝兒女的身份
[00:06:20.240 --> 00:06:21.920]  在9-11章
[00:06:21.920 --> 00:06:24.000]  上帝揀選了她的百姓
[00:06:24.000 --> 00:06:25.360]  她的子民
[00:06:25.360 --> 00:06:28.080]  不是因爲行爲
[00:06:28.080 --> 00:06:31.520]  而是出於上帝的恩典
[00:06:31.520 --> 00:06:33.400]  所以這裏說
[00:06:33.400 --> 00:06:34.920]  神的慈悲
[00:06:34.920 --> 00:06:35.840]  憐憫
[00:06:35.840 --> 00:06:37.440]  保祿就用上帝的慈悲
[00:06:37.440 --> 00:06:39.280]  憐憫這個救贖的恩典
[00:06:39.280 --> 00:06:40.840]  勸我們
[00:06:40.840 --> 00:06:42.360]  要去到主的面前
[00:06:42.360 --> 00:06:44.560]  去敬拜祂
[00:06:44.560 --> 00:06:47.280]  讓我們完全領受了這份赦免
[00:06:47.280 --> 00:06:49.920]  上帝無條件地揀選
[00:06:49.920 --> 00:06:51.680]  重新我們的時候
[00:06:51.680 --> 00:06:52.880]  敬拜祂
[00:06:52.880 --> 00:06:55.880]  就很自然從心裏面發出來
[00:06:55.880 --> 00:06:58.320]  所以敬拜從來都不是一種壓力
[00:06:58.320 --> 00:07:00.520]  希望大家每個星期回來教會
[00:07:00.520 --> 00:07:01.680]  不是出於一份壓力
[00:07:01.680 --> 00:07:04.320]  或者誰叫我這樣做的
[00:07:04.320 --> 00:07:05.160]  所以我就要回來
[00:07:05.160 --> 00:07:07.480]  而是出於一份愛的吸引
[00:07:07.480 --> 00:07:08.920]  我們被愛的
[00:07:08.920 --> 00:07:13.840]  我們回來要敬拜這位永生的上帝
[00:07:13.840 --> 00:07:15.440]  在上個星期六
[00:07:15.440 --> 00:07:16.800]  我們教會有個退休刑
[00:07:16.800 --> 00:07:18.240]  在浸會園
[00:07:18.240 --> 00:07:20.080]  我們去行苦路
[00:07:20.080 --> 00:07:21.920]  去默想耶穌基督
[00:07:21.920 --> 00:07:24.800]  曾經爲我們釘身十架
[00:07:24.800 --> 00:07:26.440]  行的苦路里面
[00:07:26.440 --> 00:07:28.080]  祂的被鞭打
[00:07:28.080 --> 00:07:29.280]  祂的被侮辱
[00:07:29.280 --> 00:07:30.040]  祂的流血
[00:07:30.040 --> 00:07:31.480]  祂的捨身
[00:07:31.480 --> 00:07:32.440]  在上個星期三
[00:07:32.440 --> 00:07:34.240]  我們都有祈禱會
[00:07:34.240 --> 00:07:37.800]  我們去默想耶穌基督苦路十四站
[00:07:37.800 --> 00:07:38.520]  我們回想
[00:07:38.520 --> 00:07:42.560]  我們好像每年都要有一些時間
[00:07:42.560 --> 00:07:46.040]  好好地去重溫耶穌基督
[00:07:46.040 --> 00:07:48.560]  爲世人的罪去犧牲自己
[00:07:48.560 --> 00:07:50.440]  去成就救恩
[00:07:50.440 --> 00:07:52.600]  我們就很自然從心底裏面
[00:07:52.600 --> 00:07:54.400]  去發出一份愛的回應
[00:07:54.400 --> 00:07:55.880]  感激之情
[00:07:55.880 --> 00:07:58.640]  而再我們知道復活節將會來臨
[00:07:58.640 --> 00:07:59.760]  我們思想到
[00:07:59.760 --> 00:08:02.520]  耶穌基督是那位死而復活的真神
[00:08:02.520 --> 00:08:04.400]  在上帝永生神的懿旨的時候
[00:08:04.400 --> 00:08:07.960]  我們更加自然地產生了一份
[00:08:07.960 --> 00:08:09.960]  對上主的讚美
[00:08:09.960 --> 00:08:12.880]  祂能夠勝過死亡的一份榮耀
[00:08:12.880 --> 00:08:15.160]  我們向一位復活的主耶穌基督
[00:08:15.160 --> 00:08:16.160]  救主
[00:08:16.160 --> 00:08:20.360]  獻上我們真神的敬拜和讚美
[00:08:20.360 --> 00:08:21.680]  其實這個請柬
[00:08:21.680 --> 00:08:24.560]  不單止在羅馬書第十二章一至二節出現
[00:08:24.560 --> 00:08:26.520]  在整卷的舊聖經裏面
[00:08:26.520 --> 00:08:28.040]  我們都見到
[00:08:28.040 --> 00:08:31.800]  上帝不斷邀請人到祂的面前
[00:08:31.800 --> 00:08:34.000]  走出一級紀第十九章
[00:08:34.000 --> 00:08:37.680]  上帝就透過摩西向祂的百姓去宣告
[00:08:37.680 --> 00:08:40.600]  你們要聚集在西奶山裏面敬拜祂
[00:08:40.600 --> 00:08:41.600]  在設立聖誕之前
[00:08:41.600 --> 00:08:43.160]  你們要潔淨自己
[00:08:43.160 --> 00:08:46.120]  等候主的顯現
[00:08:46.120 --> 00:08:48.200]  在詩篇九十五篇第六節
[00:08:48.200 --> 00:08:48.960]  我們一起讀好嗎
[00:08:48.960 --> 00:08:50.320]  一二三
[00:08:50.320 --> 00:08:53.520]  來啊 我們要屈身敬拜
[00:08:53.520 --> 00:08:57.040]  在做我們的耶和麪前跪下
[00:08:57.040 --> 00:08:58.600]  每一次的崇拜
[00:08:58.600 --> 00:09:02.000]  就是上帝的子民被呼召
[00:09:02.000 --> 00:09:05.800]  被呼喚來到上帝的面前
[00:09:05.800 --> 00:09:10.680]  神的心意就是要我們聚集在一起去敬拜祂
[00:09:10.680 --> 00:09:12.000]  不單止在舊約
[00:09:12.000 --> 00:09:13.240]  在新約
[00:09:13.240 --> 00:09:15.480]  在耶穌很多的比喻裏面都說
[00:09:15.480 --> 00:09:19.880]  天國就像一位王位的兒子娶妻
[00:09:19.880 --> 00:09:21.320]  設下的宴席
[00:09:21.320 --> 00:09:22.600]  祂要打發僕人
[00:09:22.600 --> 00:09:24.920]  邀請人來到天國
[00:09:24.920 --> 00:09:28.080]  來到宴會里面去赴宴
[00:09:28.080 --> 00:09:29.520]  而我們熟悉的約翰福音
[00:09:29.520 --> 00:09:30.680]  四章二十三節
[00:09:30.680 --> 00:09:31.720]  這是新漢語本
[00:09:31.720 --> 00:09:32.920]  我們一起讀
[00:09:32.920 --> 00:09:34.920]  事後將到
[00:09:34.920 --> 00:09:37.120]  現在就是了
[00:09:37.120 --> 00:09:38.920]  真誠敬拜的人
[00:09:38.920 --> 00:09:41.960]  要以靈以真理敬拜父
[00:09:41.960 --> 00:09:42.800]  爲什麼
[00:09:42.800 --> 00:09:47.360]  因爲父正尋找這樣敬拜他的人
[00:09:47.360 --> 00:09:51.520]  原來上帝正在尋找要敬拜他的人
[00:09:51.520 --> 00:09:53.080]  上帝預備了
[00:09:53.080 --> 00:09:54.640]  神邀請了
[00:09:54.640 --> 00:09:57.520]  而我們作爲人要怎樣
[00:09:57.520 --> 00:09:59.880]  要回應這個邀請
[00:09:59.880 --> 00:10:03.760]  你準備好去接受這個回應了嗎
