
[00:00:00.000 --> 00:00:01.480]  馬可福音很有趣
[00:00:01.480 --> 00:00:03.800]  馬可福音很多時候裡面都會出現
[00:00:03.800 --> 00:00:05.560]  一些我們叫做三文治的結構
[00:00:05.560 --> 00:00:08.080]  什麼是三文治呢 就是
[00:00:08.080 --> 00:00:11.680]  馬可很喜歡將一件事情
[00:00:11.680 --> 00:00:13.960]  將它拆開上下
[00:00:13.960 --> 00:00:17.240]  然後中間加插另一件事情下去
[00:00:17.240 --> 00:00:19.320]  今天我們所看的這一段經文
[00:00:19.320 --> 00:00:22.960]  就正正是這一類的三文治
[00:00:22.960 --> 00:00:27.400]  馬可將耶穌的家人來找他的這件事拆開
[00:00:27.400 --> 00:00:31.520]  然後中間加入了律法教師指責
[00:00:31.520 --> 00:00:35.760]  指控耶穌的這件事
[00:00:35.760 --> 00:00:40.200]  我們根據看其他馬可福音的三文治結構
[00:00:40.200 --> 00:00:42.440]  我們知道通常三文治
[00:00:42.440 --> 00:00:45.600]  這些結構的兩件事情
[00:00:45.600 --> 00:00:47.360]  通常都有一個關聯
[00:00:47.360 --> 00:00:49.880]  當我們看這件事情的時候
[00:00:49.880 --> 00:00:51.640]  我特意用不同的顏色
[00:00:51.640 --> 00:00:54.480]  讓大家知道分段
[00:00:54.480 --> 00:00:56.120]  三文治怎麼看
[00:00:56.120 --> 00:00:59.120]  在這個結構裡面我們就知道
[00:00:59.120 --> 00:01:03.280]  原來家 家庭的家
[00:01:03.280 --> 00:01:05.120]  在這兩件事裡面
[00:01:05.120 --> 00:01:07.840]  似乎佔了一個很重要的角色
[00:01:07.840 --> 00:01:14.080]  我相信是這兩件事其中一個很重要的主題
[00:01:14.080 --> 00:01:18.000]  這裡我們看到有律法教師
[00:01:18.000 --> 00:01:20.560]  律法教師大家如果有看過舊的聖經
[00:01:20.560 --> 00:01:22.080]  有沒有人看過舊的聖經
[00:01:22.080 --> 00:01:26.120]  舊的和諧本聖經叫做《文士》
[00:01:26.120 --> 00:01:27.240]  有聽過吧
[00:01:27.240 --> 00:01:27.880]  《文士》
[00:01:27.880 --> 00:01:31.960]  或者現在有些譯本叫做《經學家》
[00:01:31.960 --> 00:01:35.240]  其實是同一班人
[00:01:35.240 --> 00:01:38.800]  這裡說到這一班的文士
[00:01:38.800 --> 00:01:43.840]  他們專門從耶路撒冷那地方
[00:01:43.840 --> 00:01:46.360]  大家如果看地圖會知道其實很遠
[00:01:46.360 --> 00:01:47.600]  耶路撒冷那地方
[00:01:47.600 --> 00:01:53.720]  去到加尼尼耶穌行神蹟的地方
[00:01:53.720 --> 00:01:57.240]  來指控祂
[00:01:57.240 --> 00:01:58.520]  耶路撒冷來的
[00:01:58.520 --> 00:02:01.400]  耶路撒冷是宗教的中心
[00:02:01.400 --> 00:02:04.280]  而宗教中心的宗教領袖
[00:02:04.280 --> 00:02:07.240]  特地長途跋涉來到加尼尼的地方
[00:02:07.240 --> 00:02:08.440]  去指控耶穌
[00:02:08.440 --> 00:02:11.320]  不惹笑
[00:02:11.320 --> 00:02:13.600]  他們指控耶穌什麼呢
[00:02:13.600 --> 00:02:14.240]  我們來看看
[00:02:14.240 --> 00:02:16.160]  有兩件事
[00:02:16.160 --> 00:02:17.800]  他們說
[00:02:17.800 --> 00:02:21.080]  祂是被別西卜附身
[00:02:21.080 --> 00:02:23.160]  第一個指控
[00:02:23.160 --> 00:02:28.960]  這是對耶穌的身份的否定
[00:02:28.960 --> 00:02:30.920]  這是否定耶穌的身份
[00:02:30.920 --> 00:02:37.040]  第二個指控祂是靠鬼王趕鬼
[00:02:37.040 --> 00:02:43.880]  說的是對耶穌背後的權柄的否定
[00:02:43.880 --> 00:02:47.200]  耶穌
[00:02:47.200 --> 00:02:49.960]  在這裡這一群的文士
[00:02:49.960 --> 00:02:54.040]  就是這樣指出這兩件事去質詢耶穌
[00:02:54.040 --> 00:02:57.120]  我們要想為什麼這群的文士
[00:02:57.120 --> 00:03:00.720]  他們對耶穌會有這樣的質詢呢
[00:03:00.720 --> 00:03:01.640]  不知道大家知不知道
[00:03:01.640 --> 00:03:04.240]  律法教師做什麼的
[00:03:04.240 --> 00:03:05.160]  有人這樣比喻
[00:03:05.160 --> 00:03:08.920]  律法教師就好像現在的神學院的老師
[00:03:08.920 --> 00:03:11.000]  教導聖經
[00:03:11.000 --> 00:03:13.240]  教導一群的以色列民
[00:03:13.240 --> 00:03:16.880]  繼續遵行神的律法
[00:03:16.880 --> 00:03:18.360]  繼續彌禱過
[00:03:18.360 --> 00:03:19.360]  為什麼要這樣呢
[00:03:19.360 --> 00:03:22.600]  因為他們相信唯有用律法
[00:03:22.600 --> 00:03:24.360]  他們持守著律法
[00:03:24.360 --> 00:03:25.720]  這一群的猶太人
[00:03:25.720 --> 00:03:27.040]  這一群的以色列民
[00:03:27.040 --> 00:03:29.360]  他們才可以一直這樣走下去
[00:03:29.360 --> 00:03:32.640]  即使是在第二個國家的統治之下
[00:03:32.640 --> 00:03:33.600]  如果不是
[00:03:33.600 --> 00:03:36.160]  當沒有了這個律法之後
[00:03:36.160 --> 00:03:38.360]  人們不守律法的時候
[00:03:38.360 --> 00:03:41.560]  這個民族就要滅亡
[00:03:41.560 --> 00:03:42.920]  耶穌做了什麼呢
[00:03:42.920 --> 00:03:45.000]  記不記得第二章做了什麼
[00:03:45.000 --> 00:03:46.120]  祂叫門徒
[00:03:46.120 --> 00:03:48.800]  祂有沒有阻止門徒不禁食呢
[00:03:48.800 --> 00:03:51.840]  沒有
[00:03:51.840 --> 00:03:53.160]  人們來祂說
[00:03:53.160 --> 00:03:55.320]  你的門徒在安息日
[00:03:55.320 --> 00:03:57.280]  執墨水食
[00:03:57.280 --> 00:03:59.000]  不要攔阻他們
[00:03:59.000 --> 00:04:02.200]  甚至祂自己在安息日做了什麼呢
[00:04:02.200 --> 00:04:04.920]  醫病
[00:04:04.920 --> 00:04:07.240]  這一群的文士
[00:04:07.240 --> 00:04:09.480]  就覺得有沒有搞錯
[00:04:09.480 --> 00:04:10.920]  這個人肯定是用來
[00:04:10.920 --> 00:04:14.840]  顛覆這個民族
[00:04:14.840 --> 00:04:16.440]  想這個民族
[00:04:16.440 --> 00:04:18.840]  以色列的民族走向滅亡
[00:04:18.840 --> 00:04:19.720]  但其實是否重要呢
[00:04:19.720 --> 00:04:20.800]  也不重要的
[00:04:20.800 --> 00:04:22.880]  如果去山卡拉的地方
[00:04:22.880 --> 00:04:25.320]  沒有什麼人認識祂
[00:04:25.320 --> 00:04:26.800]  那就隨便祂吧
[00:04:26.800 --> 00:04:28.760]  有很多這樣的人
[00:04:28.760 --> 00:04:30.200]  最大的問題是
