
[00:00:00.000 --> 00:00:02.940]  上星期我們同工繼續在分享馬克福音那邊
[00:00:02.940 --> 00:00:05.420]  就是去到喀西馬尼園
[00:00:05.420 --> 00:00:08.220]  一個我們很熟悉的情景
[00:00:08.220 --> 00:00:10.640]  就是耶穌基督帶著三位門徒
[00:00:10.640 --> 00:00:12.020]  去到一個地方
[00:00:12.020 --> 00:00:13.860]  叫做喀西馬尼園的地方
[00:00:13.860 --> 00:00:15.240]  這個名字就是
[00:00:15.240 --> 00:00:20.760]  一些被壓榨出油的異議的地方
[00:00:20.760 --> 00:00:23.120]  當時耶穌在這個地方那邊
[00:00:23.120 --> 00:00:25.520]  祂是帶出了祂自己
[00:00:25.520 --> 00:00:29.600]  百分之百的人性的表現
[00:00:29.600 --> 00:00:32.540]  祂看到祂要面對這個虎杯
[00:00:32.540 --> 00:00:36.400]  就是面對祂要走上十字架這個虎杯
[00:00:36.400 --> 00:00:38.440]  祂都去到神面前
[00:00:38.440 --> 00:00:39.280]  跟神說
[00:00:39.280 --> 00:00:42.600]  祂說可不可以挪開這個虎杯
[00:00:42.600 --> 00:00:43.520]  但另一方面
[00:00:43.520 --> 00:00:45.020]  祂也都加多一句
[00:00:45.020 --> 00:00:47.680]  祂說不要成就我的旨意
[00:00:47.680 --> 00:00:51.120]  我是願意成就你的旨意
[00:00:51.120 --> 00:00:54.280]  當然同工在分享這一段經文的時候
[00:00:54.280 --> 00:00:56.760]  也是有不同的角度去思考
[00:00:56.760 --> 00:00:58.800]  也都提到其實在人裡面
[00:00:58.800 --> 00:01:00.800]  我們也都不要忌諱
[00:01:00.800 --> 00:01:02.720]  去表達我們人生當中
[00:01:02.720 --> 00:01:05.480]  我們的確有時我們會有掙扎
[00:01:05.480 --> 00:01:07.320]  有時我們會有軟弱
[00:01:07.320 --> 00:01:10.160]  甚至有時我們都會有跌倒的時間
[00:01:10.160 --> 00:01:11.840]  真的好像那三位門徒
[00:01:11.840 --> 00:01:14.240]  不能夠和耶穌一起警醒
[00:01:14.240 --> 00:01:15.920]  他居然睡了覺
[00:01:15.920 --> 00:01:18.040]  以致到在過程當中
[00:01:18.040 --> 00:01:19.320]  耶穌提醒我們
[00:01:19.320 --> 00:01:21.160]  我們其實每一時每一刻
[00:01:21.160 --> 00:01:22.880]  我們都要去警醒
[00:01:22.880 --> 00:01:23.680]  但另一方面
[00:01:23.680 --> 00:01:25.400]  我們也都不能夠逃避
[00:01:25.400 --> 00:01:26.440]  我們人生裡邊
[00:01:26.440 --> 00:01:28.040]  因著個人心裡邊
[00:01:28.040 --> 00:01:29.520]  有時有一些的私慾
[00:01:29.520 --> 00:01:31.760]  帶來一些的試探
[00:01:31.760 --> 00:01:34.840]  我們的耶穌是凡事都受過試探
[00:01:34.840 --> 00:01:37.120]  祂只是沒有犯罪
[00:01:37.120 --> 00:01:38.880]  換言之我們也都深信
[00:01:38.880 --> 00:01:41.520]  試探本身並不是罪
[00:01:41.520 --> 00:01:43.800]  不過被試探所勝
[00:01:43.800 --> 00:01:45.440]  就是成為一個罪
[00:01:45.440 --> 00:01:47.720]  以致到我們在看回這段聖經
[00:01:47.720 --> 00:01:48.920]  看回我們的主
[00:01:48.920 --> 00:01:52.240]  祂怎樣去面對這個試探的當中
[00:01:52.240 --> 00:01:54.960]  怎樣能夠勝過這個試探
[00:01:54.960 --> 00:01:57.080]  當然我們不能夠去否定
[00:01:57.080 --> 00:01:58.160]  就是說我們今天
[00:01:58.160 --> 00:02:00.360]  能夠在禱告上面
[00:02:00.360 --> 00:02:01.920]  我們去倚靠上面
[00:02:01.920 --> 00:02:03.480]  以及在信服上面
[00:02:03.480 --> 00:02:04.600]  以致到我們能夠
[00:02:04.600 --> 00:02:05.840]  因著我們的信服
[00:02:05.840 --> 00:02:08.520]  能夠勝過試探
[00:02:08.520 --> 00:02:10.360]  當然這個景象
[00:02:10.360 --> 00:02:13.440]  原本可以說是星期五的
[00:02:13.440 --> 00:02:15.600]  一個凌晨的時間
[00:02:15.600 --> 00:02:17.520]  就快天亮的時間
[00:02:17.520 --> 00:02:19.560]  是一個很安靜的環境
[00:02:19.560 --> 00:02:20.840]  但今天的經文
[00:02:20.840 --> 00:02:23.200]  就延續這個赫西瑪利園
[00:02:23.200 --> 00:02:26.160]  但是場景其實有一點改變
[00:02:26.160 --> 00:02:28.680]  這個場景原本很安靜
[00:02:28.680 --> 00:02:29.800]  當然很安靜
[00:02:29.800 --> 00:02:31.240]  只有耶穌在祈禱
[00:02:31.240 --> 00:02:32.440]  三位門徒睡了覺
[00:02:32.440 --> 00:02:33.240]  安不安靜?
[00:02:33.240 --> 00:02:34.440]  當然安靜
[00:02:34.440 --> 00:02:35.480]  但忽然之間
[00:02:35.480 --> 00:02:38.440]  猶大就帶著一大班人
[00:02:38.440 --> 00:02:40.560]  拿著刀、拿著棒
[00:02:40.560 --> 00:02:42.840]  去捉拿耶穌
[00:02:42.840 --> 00:02:43.640]  所以景象
[00:02:43.640 --> 00:02:44.880]  由只有幾個人
[00:02:44.880 --> 00:02:46.080]  在一個環境當中
[00:02:46.080 --> 00:02:47.720]  在一個很靜的環境當中
[00:02:47.720 --> 00:02:49.640]  就忽然間一大堆人
[00:02:49.640 --> 00:02:51.000]  去到赫西瑪利園
[00:02:51.000 --> 00:02:52.960]  要去捉耶穌
[00:02:52.960 --> 00:02:54.240]  好幾年前有齣戲
[00:02:54.240 --> 00:02:55.560]  叫做《受難曲》
[00:02:55.560 --> 00:02:56.640]  這個電影就是
[00:02:56.640 --> 00:02:58.240]  當時我也有看電影
[00:02:58.240 --> 00:03:00.440]  看到這個幕的時候
[00:03:00.440 --> 00:03:01.440]  很震撼
[00:03:01.440 --> 00:03:03.400]  忽然間很多人
[00:03:03.400 --> 00:03:05.680]  衝進去赫西瑪利園
[00:03:05.680 --> 00:03:09.400]  就將耶穌捉拿
[00:03:09.400 --> 00:03:11.760]  當然今天我要分享的
[00:03:11.760 --> 00:03:14.480]  除了是耶穌被捕之外
[00:03:14.480 --> 00:03:18.440]  也是被大祭司審問的一段聖經
[00:03:18.440 --> 00:03:19.920]  所以是有兩部分
[00:03:19.920 --> 00:03:21.720]  一部分就是耶穌被捉
[00:03:21.720 --> 00:03:25.760]  第二部分就是耶穌受大祭司的審問
[00:03:25.760 --> 00:03:27.800]  當然在四福音當中
[00:03:27.800 --> 00:03:29.520]  我們也發現了
[00:03:29.520 --> 00:03:32.320]  四福音都有記載同一件事
[00:03:32.320 --> 00:03:34.240]  不過四個不同的作者
[00:03:34.240 --> 00:03:38.240]  的確他們有少許的差異
[00:03:38.240 --> 00:03:39.640]  在《馬學福音》那邊
[00:03:39.640 --> 00:03:42.880]  很清楚地提到有一個少年人
[00:03:42.880 --> 00:03:44.760]  但是在三卷福音書
[00:03:44.760 --> 00:03:45.920]  也沒有提及
[00:03:45.920 --> 00:03:47.440]  這裡提到有一個少年人
[00:03:47.440 --> 00:03:50.160]  赤身披著一塊麻布
