
[00:00:00.000 --> 00:00:03.280]  再次也歡迎在網絡上的弟兄姐妹,
[00:00:03.280 --> 00:00:06.100]  很高興能夠再次到你的家中跟你一同敬拜祖,
[00:00:06.100 --> 00:00:09.540]  一同來分享祖的話語。
[00:00:09.540 --> 00:00:12.920]  五月份是我們教會所定的家庭月。
[00:00:12.920 --> 00:00:18.140]  再次提醒我們說,我們的神是看重每一個婚姻,每一個家庭。
[00:00:18.140 --> 00:00:23.220]  因爲我們知道有健康的婚姻和家庭,纔會有健康活潑的教會;
[00:00:23.220 --> 00:00:27.620]  有健康的家庭,纔會有健康的社會,健康的國家。
[00:00:27.620 --> 00:00:33.160]  所以在聖經裏面很多處都告訴我們如何做丈夫,做妻子應當有的責任。
[00:00:33.160 --> 00:00:36.860]  在《已父所書》第五章三十三節告訴我們說,
[00:00:36.860 --> 00:00:43.300]  無論怎樣,你們個人要愛自己的妻子,好像愛自己一樣。
[00:00:43.300 --> 00:00:49.160]  妻子也應當敬重丈夫,就好像老臣一樣。
[00:00:49.160 --> 00:00:52.260]  有一天,老臣慶祝他一百歲的生日。
[00:00:52.260 --> 00:00:57.420]  他的好朋友都稱讚他仍然有這麼健康的身體,這麼好的氣色,
[00:00:57.420 --> 00:01:00.020]  就問他說他的祕訣到底是什麼呢?
[00:01:00.020 --> 00:01:05.120]  老臣就回答說,我告訴你們我的一個祕訣。
[00:01:05.120 --> 00:01:08.460]  七十五年前,當我和我太太結婚的時候,
[00:01:08.460 --> 00:01:13.620]  結婚的那一天,我們夫妻就彼此立約。
[00:01:13.620 --> 00:01:16.300]  從今以後,如果我們吵架的時候,
[00:01:16.300 --> 00:01:21.700]  錯的一方必須到屋外裏面走個五公里的路。
[00:01:21.700 --> 00:01:27.460]  從此以後,我每天走五公里已經走了七十五年了。
[00:01:27.460 --> 00:01:29.060]  另外一個好朋友就問他說,
[00:01:29.060 --> 00:01:33.580]  那爲什麼你的太太也是這麼健壯,身材那麼好呢?
[00:01:33.580 --> 00:01:36.100]  那我告訴你另外一個祕密。
[00:01:36.100 --> 00:01:41.260]  每次我出去走的時候,太太就偷偷地跟蹤在我後面,
[00:01:41.260 --> 00:01:47.260]  確定說我要走完這五公里的路,不要躲在公園裏面偷懶休息。
[00:01:47.260 --> 00:01:51.500]  祝福大家在家庭院裏面,夫妻彼此相愛,
[00:01:51.500 --> 00:01:54.500]  能夠彼此尊重,阿們。
[00:01:54.500 --> 00:01:57.620]  今天告訴你另外一個非常重要的祕訣。
[00:01:57.620 --> 00:01:59.220]  這個祕訣是告訴我們說,
[00:01:59.220 --> 00:02:03.860]  在一個非常不可能,甚至一個完全絕望的環境當中,
[00:02:03.860 --> 00:02:06.940]  神仍然可以帶給你希望。
[00:02:06.940 --> 00:02:11.980]  一個已經死去很久的骸骨都能夠復生起來。
[00:02:11.980 --> 00:02:16.140]  我相信我們當中有些人目前正在這樣一個絕望,
[00:02:16.140 --> 00:02:18.940]  完全沒有一絲希望的狀況當中,
[00:02:18.940 --> 00:02:21.980]  今天要透過神的話語,再次鼓勵你說,
[00:02:21.980 --> 00:02:25.180]  骸骨是可以復生的,阿們。
[00:02:25.180 --> 00:02:28.300]  我們一起來看《頤西節書》第37章。
[00:02:28.300 --> 00:02:32.700]  37章我們從第一節會看到第14節,我們把它分成兩段。
[00:02:32.700 --> 00:02:36.660]  首先第一節到第十節,乃是神帶領頤西節,
[00:02:36.660 --> 00:02:40.900]  他是祭司,也是先知,看到一個特別的異象。
[00:02:40.900 --> 00:02:46.740]  然後從第11節到第14節,就解釋這個異象裏面的意思到底是什麼。
[00:02:46.740 --> 00:02:50.820]  我們先來看《頤西節書》第37章,第一節到第三節。
[00:02:50.820 --> 00:02:54.540]  這裏聖經說,耶和華的靈降在我身上,
[00:02:54.540 --> 00:02:59.260]  耶和華借祂的靈帶我出去,將我放在平原中,
[00:02:59.260 --> 00:03:02.100]  這平原遍滿骸骨。
[00:03:02.100 --> 00:03:04.940]  所以你知道這個是一個非常特殊的情況,
[00:03:04.940 --> 00:03:10.580]  神把頤西節用祂的靈帶領到另外一個地方去,看到這樣一個異象。
[00:03:10.580 --> 00:03:14.580]  第二節說,祂使我從骸骨的四圍經過,
[00:03:14.580 --> 00:03:21.500]  隨之在平原的骸骨盛多,而且極其枯乾。
[00:03:21.500 --> 00:03:25.020]  遍滿了骸骨,而且骸骨都是非常非常的枯乾。
[00:03:25.020 --> 00:03:27.300]  第三節說什麼呢?
[00:03:27.300 --> 00:03:32.380]  祂對我說,人子啊,這些骸骨能復活嗎?
[00:03:32.380 --> 00:03:35.780]  我說,主耶和華,你是知道的。
[00:03:35.780 --> 00:03:39.500]  這一段話的背景,乃是記載在頤西節裏面,
[00:03:39.500 --> 00:03:45.940]  當時以色列的百姓猶大國,他們已經被尼布加尼沙王,巴比倫的王,佔領。
[00:03:45.940 --> 00:03:52.540]  而且他們被擄到異國他鄉,在巴比倫那裏居住了有十年之久。
[00:03:52.540 --> 00:03:59.100]  你可以想象,離開他們自己的家園王國,到異國他鄉住了十年的時間。
[00:03:59.100 --> 00:04:04.500]  所以他們心情非常非常的低落,就好像這遍地的骸骨一樣。
[00:04:04.500 --> 00:04:06.180]  我們來看看幾個觀察。
[00:04:06.180 --> 00:04:18.540]  首先神的靈帶領頤西節,看到這骸骨充滿了整個平原,根本一點活的氣息都沒有。
[00:04:18.540 --> 00:04:24.100]  而且聖靈告訴我們說,第二節說,這些骸骨是極其枯乾。
[00:04:24.100 --> 00:04:30.660]  請問你,一個人死去以後,他的身體什麼時候纔會變成骸骨呢?
[00:04:30.660 --> 00:04:38.020]  根據Google的設想,告訴我們說,在這麼幹燥的以色列中東的地帶,
[00:04:38.020 --> 00:04:43.060]  一個人死去以後要一年的時間,這些屍體會變成骸骨。
[00:04:43.060 --> 00:04:46.260]  而且這裏說,這個骸骨是極其的枯乾。
[00:04:46.260 --> 00:04:50.100]  換句話說,這些骸骨已經死去了至少一年的時間。
[00:04:50.100 --> 00:04:57.180]  從人的角度來說,這個是完全沒有希望,是完全絕望,
[00:04:57.180 --> 00:05:01.540]  完全是失去了所有盼望的情況。
[00:05:01.540 --> 00:05:09.460]  然後非常有趣的是,耶和華神就問頤西節這位先知祭司一句非常有趣的話,
[00:05:09.460 --> 00:05:19.740]  "人子啊,這些骸骨能復活嗎?"
[00:05:19.740 --> 00:05:25.340]  你想想看,這種問題太簡單了,把三歲小孩都給回答,怎麼可能呢?
[00:05:25.340 --> 00:05:30.220]  這骸骨已經是乾的,不能再幹了,怎麼能夠復活呢?
[00:05:30.220 --> 00:05:36.940]  這裏神乃是告訴頤西節傳達給以色列百姓一個非常重要的信息,
[00:05:36.940 --> 00:05:41.140]  也是枯骨復生的很重要的祕訣。
[00:05:41.140 --> 00:05:45.780]  首先第一,神非常關心以色列百姓的狀況,
[00:05:45.780 --> 00:05:49.860]  所以可以說是人的盡頭乃是神的起頭。
[00:05:49.860 --> 00:05:56.380]  所以他要頤西節告訴以色列百姓說,要相信人的盡頭是神的起頭,阿們?
[00:05:56.380 --> 00:06:04.540]  那我們一起來說一遍來,要相信人的盡頭是神的起頭。
[00:06:04.540 --> 00:06:10.980]  可以說以色列家已經完全走到了他們人生的盡頭,
[00:06:10.980 --> 00:06:16.660]  遍地平原都是骸骨,一點生命的氣體都沒有。
[00:06:16.660 --> 00:06:23.500]  可能當中有些人目前正處在這樣一個骸骨的情況當中,
[00:06:23.500 --> 00:06:27.700]  可能你的婚姻關係目前正在平原裏面的骸骨一樣,
[00:06:27.700 --> 00:06:31.260]  完全沒有一絲的盼望,
[00:06:31.260 --> 00:06:36.500]  或者是你的生活,你的職業也到了這種骸骨的情況,
[00:06:36.500 --> 00:06:43.140]  過去一年多的疫情,將你過去所有投資的都血本無歸。
[00:06:43.140 --> 00:06:49.020]  可能有些人說在長期的病痛當中,醫生們都已經束手無策,
[00:06:49.020 --> 00:06:56.260]  我們大家都好像現在這種的骸骨當中,完全完全沒有一絲的希望。
[00:06:56.260 --> 00:07:00.780]  但是神卻要告訴,頤西節先知告訴我們說,
[00:07:00.780 --> 00:07:04.020]  你的盡頭,我們的盡頭是神的起頭,
[00:07:04.020 --> 00:07:06.900]  而且是我們經歷神最好的機會,
[00:07:06.900 --> 00:07:10.900]  所以人的盡頭是我們經歷神的機會。
[00:07:10.900 --> 00:07:16.700]  告訴旁邊的人說,你的盡頭是經歷神的機會。
[00:07:16.700 --> 00:07:20.660]  你的盡頭是經歷神最好的機會。
[00:07:20.660 --> 00:07:23.380]  當時我們看了頤西節37章時,
[00:07:23.380 --> 00:07:26.100]  一節神就向頤西節解釋這個意象。
[00:07:26.100 --> 00:07:27.700]  怎麼說呢?主對我說,
[00:07:27.700 --> 00:07:31.780]  "人子啊,這些骸骨就是以色列全家。"
[00:07:31.780 --> 00:07:32.820]  他們說什麼呢?
[00:07:32.820 --> 00:07:39.500]  "我們的骨頭枯乾了,我們的指腕失去了,我們滅絕儘儘了。"
[00:07:39.500 --> 00:07:43.580]  三個形容詞講到他們根本是完全絕望的,
[00:07:43.580 --> 00:07:50.620]  不能再絕望了,骨頭枯乾了,指腕失去了,滅絕儘儘了。
[00:07:50.620 --> 00:07:54.500]  我們等候以後,我們已經等了10年了。
[00:07:54.500 --> 00:08:03.020]  120個月,等了10年的時間,完全沒有一絲的盼望。
[00:08:03.020 --> 00:08:06.940]  但是非常有趣的,神就問頤西節說,
[00:08:06.940 --> 00:08:13.860]  "人子啊,這些骸骨能夠復活嗎?"
[00:08:13.860 --> 00:08:16.060]  頤西節非常有智慧的。
[00:08:16.060 --> 00:08:19.380]  他沒有說這怎麼可能呢,簡直是笑話嘛。
[00:08:19.380 --> 00:08:23.660]  他有智慧,他說,"主耶和華,禰是知道的。"
[00:08:23.660 --> 00:08:25.260]  非常重要,他稱呼主說,
[00:08:25.260 --> 00:08:32.180]  "主耶和華,禰是掌管萬有,統管萬有的主耶和華,是以色列利月的神。
[00:08:32.180 --> 00:08:38.180]  在我們人世沒有辦法,但是在禰,凡事都能。"
[00:08:38.180 --> 00:08:43.300]  我們人世沒有答案,我們人的盡頭只有禰。
[00:08:43.300 --> 00:08:46.180]  要開始工作的時候,
[00:08:46.180 --> 00:08:50.020]  當你有時候面對如此重要的問題的時候,
[00:08:50.020 --> 00:08:52.180]  千萬不要急着回答。
[00:08:52.180 --> 00:08:54.620]  雖然問題看起來非常的簡單,
[00:08:54.620 --> 00:08:57.420]  你要有智慧的先想一想再回答。
[00:08:57.420 --> 00:08:59.380]  就好像老胡一樣,
[00:08:59.380 --> 00:09:01.620]  有一天跟他太太吵架吵得很厲害,
[00:09:01.620 --> 00:09:03.220]  他太太就很生氣地問他說,
[00:09:03.220 --> 00:09:06.100]  "你說,我們的婚姻還有希望嗎?"
[00:09:06.100 --> 00:09:11.060]  現在如果老胡說,根本一點希望都沒有,那就死定了。
[00:09:11.060 --> 00:09:12.820]  老胡想了一想說,
[00:09:12.820 --> 00:09:17.540]  "老伯大人啊,禰是知道的。"
[00:09:17.540 --> 00:09:21.660]  "禰是知道的。主耶和華,禰是知道的。
[00:09:21.660 --> 00:09:25.980]  我沒有辦法,但是禰有辦法。"
[00:09:25.980 --> 00:09:32.060]  親愛的弟兄姐妹,你目前現在低谷的深淵裏面嗎?
[00:09:32.060 --> 00:09:35.460]  看來看去,左看右看,周圍都是害股,
[00:09:35.460 --> 00:09:39.820]  都是非常枯乾的害股,一點希望都沒有。
[00:09:39.820 --> 00:09:42.540]  躺在病牀上躺了多久?
[00:09:42.540 --> 00:09:47.140]  在這個職場上找來找去,還有沒有任何的希望?
[00:09:47.140 --> 00:09:50.540]  其實你是最有資格、最有條件,
[00:09:50.540 --> 00:09:54.620]  經歷神工作的機會。
[00:09:54.620 --> 00:10:00.300]  我們人的盡頭是神他工作的起頭。
[00:10:00.300 --> 00:10:04.860]  記得在聖經裏面提到一個患十二年血漏病的婦人嗎?
[00:10:04.860 --> 00:10:09.700]  聖經說她花盡了她一生所有的十二年,
[00:10:09.700 --> 00:10:12.540]  一百四十四個月,
[00:10:12.540 --> 00:10:14.860]  十二年花盡她一生所有的,
[00:10:14.860 --> 00:10:18.540]  而且在醫生手上受盡了許多的苦。
[00:10:18.540 --> 00:10:21.180]  你說早知道的話就來求耶穌嗎?
[00:10:21.180 --> 00:10:24.140]  當她走投無路的時候,花盡她一生所有,
[00:10:24.140 --> 00:10:25.540]  而且受了很多的苦以後,
[00:10:25.540 --> 00:10:28.540]  患血漏病花了十二年。
[00:10:28.540 --> 00:10:30.340]  有一天,她忽然醒悟過來,
[00:10:30.340 --> 00:10:32.420]  要來到主的面前,
[00:10:32.420 --> 00:10:36.340]  而且她說,我只要摸主的衣裳的穗子,
