
[00:00:00.000 --> 00:00:06.800]  今日我們思想到羅馬書第三章第21至31節
[00:00:06.800 --> 00:00:09.380]  基本上在羅馬書前面的部分
[00:00:09.380 --> 00:00:12.220]  我們用了三次的講道
[00:00:12.220 --> 00:00:16.400]  講道保羅去證明世人都犯了罪
[00:00:16.400 --> 00:00:18.980]  虧缺了神的榮耀
[00:00:18.980 --> 00:00:22.160]  基本上我們要明白救恩是甚麼
[00:00:22.160 --> 00:00:24.360]  救神的救贖的計劃是甚麼
[00:00:24.360 --> 00:00:30.080]  首先我們要知道答案才知道問題是甚麼
[00:00:30.080 --> 00:00:37.300]  問題在上一系列的三課已經講得很清楚
[00:00:37.300 --> 00:00:39.920]  保羅在解釋救恩的時候
[00:00:39.920 --> 00:00:44.960]  他用了第一章、第二章、第三章的前部分
[00:00:44.960 --> 00:00:48.480]  來證明人的罪就是那個問題
[00:00:48.480 --> 00:00:50.760]  而這個罪是無可推諉
[00:00:50.760 --> 00:00:52.320]  所有人都有罪
[00:00:52.320 --> 00:00:56.040]  所有人的罪都是深入骨髓
[00:00:56.040 --> 00:00:57.620]  不無可約救
[00:00:57.620 --> 00:01:02.200]  而所有人現在都是在被神定罪的
[00:01:02.200 --> 00:01:06.980]  可怕的一個狀況之下
[00:01:06.980 --> 00:01:10.640]  那時候是否沒有出路呢?
[00:01:10.640 --> 00:01:14.460]  保羅說在人方面根本就是沒有出路
[00:01:14.460 --> 00:01:17.260]  但是現在有一條出路為我們打開了
[00:01:17.260 --> 00:01:20.720]  這條出路就是神自己的救贖
[00:01:20.720 --> 00:01:23.940]  今天我們這一部分就開始講到
[00:01:23.940 --> 00:01:26.400]  在《羅馬書》這個新的階段
[00:01:26.400 --> 00:01:29.460]  保羅講到罪的問題之後
[00:01:29.460 --> 00:01:33.560]  現在神的救贖如何去解決這個罪的問題呢?
[00:01:33.560 --> 00:01:35.820]  在一開始的時候
[00:01:35.820 --> 00:01:37.240]  在第21節他說
[00:01:37.240 --> 00:01:40.940]  如今神的義在律法以外已經顯明出來
[00:01:40.940 --> 00:01:44.540]  有律法和先知為證
[00:01:44.540 --> 00:01:50.760]  神的義顯明出來就是人唯一的出路
[00:01:50.760 --> 00:01:58.540]  這就是《羅馬書》一個很重要的主線
[00:01:58.540 --> 00:02:02.740]  其中一個主要講到神的義如何顯明出來
[00:02:02.740 --> 00:02:07.040]  而神的義顯明出來基本上就是出路
[00:02:07.040 --> 00:02:09.820]  然後在25至26節
[00:02:09.820 --> 00:02:15.480]  神賜納耶穌做挽回就是吃著耶穌的血
[00:02:15.480 --> 00:02:17.400]  藉著耶穌的血藉著人的信要顯明神的義
[00:02:17.400 --> 00:02:19.280]  又講到要顯明神的義
[00:02:19.280 --> 00:02:22.800]  因為祂用忍耐的心歡迎人先是所犯的罪
[00:02:22.800 --> 00:02:24.860]  好在今時顯明祂的義
[00:02:24.860 --> 00:02:27.120]  使人知道祂自己為義
[00:02:27.120 --> 00:02:29.140]  也稱信耶穌的人為義
[00:02:29.140 --> 00:02:32.700]  這裡不斷強調神的義
[00:02:32.700 --> 00:02:37.560]  在未詳細去解釋之前
[00:02:37.560 --> 00:02:40.620]  我想大家要去想一想
[00:02:40.620 --> 00:02:44.020]  很多時候我們一想到神的救贖
[00:02:44.020 --> 00:02:46.400]  或者耶穌為人釘十字架
[00:02:46.400 --> 00:02:49.760]  我們即時很直接的聯想
[00:02:49.760 --> 00:02:53.200]  我們必然想到神多麼愛人
[00:02:53.200 --> 00:02:55.160]  為人死了十字架
[00:02:55.160 --> 00:02:57.080]  當然這些是對的
[00:02:57.080 --> 00:02:58.240]  聖經是有這樣說的
[00:02:58.240 --> 00:03:00.840]  「神愛世人,甚至將他的獨生子賜給他們
[00:03:00.840 --> 00:03:03.360]  叫一切信他的,不致滅亡,反得永生」
[00:03:03.360 --> 00:03:06.160]  這是《約翰福音》三章十六節所說的
[00:03:06.160 --> 00:03:09.480]  但是你不要忽略一點
[00:03:09.480 --> 00:03:12.920]  在十字架上不僅有神的愛
[00:03:12.920 --> 00:03:15.680]  其實在羅馬書更加強調
[00:03:15.680 --> 00:03:18.640]  其實是神的義
[00:03:18.640 --> 00:03:21.200]  如何去理解十字架上
[00:03:21.200 --> 00:03:23.000]  來彰顯神的義呢?
[00:03:23.000 --> 00:03:26.400]  我們今天會更加詳細去解釋
[00:03:26.400 --> 00:03:27.960]  有一些觀念
[00:03:27.960 --> 00:03:30.360]  可能你平時聽開的
[00:03:30.360 --> 00:03:32.760]  今天也會跟你
[00:03:32.760 --> 00:03:35.760]  希望可以重新去思考的時候
[00:03:35.760 --> 00:03:41.280]  讓你更加明白究竟是甚麼一回事
[00:03:41.280 --> 00:03:45.040]  而神的義彰顯出來
[00:03:45.040 --> 00:03:46.040]  首先第一點
[00:03:46.040 --> 00:03:48.720]  其實神的義彰顯出來
[00:03:48.720 --> 00:03:51.320]  馬丁路德理解是很正確的
[00:03:51.320 --> 00:03:53.760]  馬丁路德理解就是
[00:03:53.760 --> 00:03:55.560]  神的義
[00:03:55.560 --> 00:03:57.120]  神就是公義的神
[00:03:57.120 --> 00:03:58.360]  神是聖潔的神
[00:03:58.360 --> 00:04:00.240]  神的義彰顯出來
[00:04:00.240 --> 00:04:05.440]  基本上是令罪人非常之懼怕的
[00:04:05.440 --> 00:04:07.520]  所以馬丁路德一開始看羅馬書的時候
[00:04:07.520 --> 00:04:08.840]  他非常之不明白
[00:04:08.840 --> 00:04:10.040]  他也非常之懼怕
[00:04:10.040 --> 00:04:12.720]  因為神的義彰顯出來
[00:04:12.720 --> 00:04:15.280]  罪人當然要懼怕
[00:04:15.280 --> 00:04:17.200]  你說神的愛彰顯出來
