
[00:00:00.000 --> 00:00:05.000]  多謝主又有機會在此與大家分享聖經的說話
[00:00:05.000 --> 00:00:08.000]  今天早上預備了的經文
[00:00:08.000 --> 00:00:12.000]  是耶穌一段有關施捨的論述
[00:00:12.000 --> 00:00:13.000]  很出名的
[00:00:13.000 --> 00:00:16.000]  記載就是《馬太福音》第六章第一到第四節
[00:00:16.000 --> 00:00:19.000]  由於都不在我們今天的經課裏面
[00:00:19.000 --> 00:00:23.000]  所以很想在這裏讀一讀這段經文
[00:00:23.000 --> 00:00:25.000]  讓我們一起思考耶穌的話的時候
[00:00:25.000 --> 00:00:27.000]  印象更加深刻
[00:00:27.000 --> 00:00:29.000]  《馬太福音》第六章一到第四節
[00:00:29.000 --> 00:00:32.000]  大家的聖經是在第六頁
[00:00:59.000 --> 00:01:01.000]  我實在告訴你們
[00:01:01.000 --> 00:01:04.000]  他們已經得了他們的賞賜
[00:01:04.000 --> 00:01:06.000]  你施捨的時候
[00:01:06.000 --> 00:01:10.000]  不要叫左手知道右手所作的
[00:01:10.000 --> 00:01:14.000]  要叫你施捨的事行在暗中
[00:01:14.000 --> 00:01:17.000]  你負在暗中察看
[00:01:17.000 --> 00:01:20.000]  必然報答你
[00:01:20.000 --> 00:01:25.000]  我們所讀的這段說話
[00:01:25.000 --> 00:01:27.000]  是在《馬太福音》裏面很出名的
[00:01:27.000 --> 00:01:31.000]  登山補訓裏面的其中一個段落
[00:01:31.000 --> 00:01:33.000]  在第六章這個地方裏面
[00:01:33.000 --> 00:01:37.000]  耶穌開始談論到三件善事
[00:01:37.000 --> 00:01:39.000]  這三件善事
[00:01:39.000 --> 00:01:45.000]  分別就是施捨、禱告和禁食
[00:01:45.000 --> 00:01:48.000]  為什麼稱它們為善事呢?
[00:01:48.000 --> 00:01:50.000]  稱它們為善事
[00:01:50.000 --> 00:01:52.000]  其實意思就是美善的事
[00:01:52.000 --> 00:01:54.000]  即是美好的事
[00:01:54.000 --> 00:01:58.000]  在上帝的眼中看為美好的事
[00:01:58.000 --> 00:02:03.000]  但是善善這個字原來在文字裏面
[00:02:03.000 --> 00:02:05.000]  就是我們很熟悉的
[00:02:05.000 --> 00:02:07.000]  在新約裏面經常出現
[00:02:07.000 --> 00:02:10.000]  有著很重要的神學意義的字眼
[00:02:10.000 --> 00:02:12.000]  「義」這個字
[00:02:12.000 --> 00:02:16.000]  通常我們在英語裏面叫righteousness
[00:02:16.000 --> 00:02:20.000]  在這裏耶穌所提及的三件義
[00:02:20.000 --> 00:02:23.000]  其實就是在猶太教的傳統裏面
[00:02:23.000 --> 00:02:25.000]  很重視的
[00:02:25.000 --> 00:02:28.000]  關乎他們宗教信仰裏面的
[00:02:28.000 --> 00:02:31.000]  三件虔敬的事
[00:02:31.000 --> 00:02:34.000]  耶穌很想對這三件猶太教
[00:02:34.000 --> 00:02:36.000]  看為很重要的虔敬的事
[00:02:36.000 --> 00:02:38.000]  或者虔敬的宗教行為
[00:02:38.000 --> 00:02:42.000]  都給予他自己的見解和看法
[00:02:42.000 --> 00:02:45.000]  事實上在不久之前
[00:02:45.000 --> 00:02:48.000]  大概在第五章第二十節的地方
[00:02:48.000 --> 00:02:51.000]  耶穌曾經對著他的聽眾
[00:02:51.000 --> 00:02:53.000]  說了一句這樣的說話
[00:02:53.000 --> 00:02:58.000]  「你們的義若不勝過民事和法理在人的義
[00:02:58.000 --> 00:03:01.000]  斷不能進天國」
[00:03:01.000 --> 00:03:05.000]  耶穌要將一個更高的義的標準擺出來
[00:03:05.000 --> 00:03:07.000]  所以往後在第六章裏面
[00:03:07.000 --> 00:03:10.000]  談到的這三件義、三件善事
[00:03:10.000 --> 00:03:11.000]  某方面來說
[00:03:11.000 --> 00:03:14.000]  是回應耶穌在這方面所談的
[00:03:14.000 --> 00:03:19.000]  有關超越義的事實
[00:03:19.000 --> 00:03:22.000]  耶穌對這三件事都有他自己的見解
[00:03:22.000 --> 00:03:24.000]  不過今天因為時間的關係
[00:03:24.000 --> 00:03:30.000]  我們只能夠將焦點放在其中一件事上
[00:03:30.000 --> 00:03:34.000]  也就是所說的施捨這件事上
[00:03:34.000 --> 00:03:37.000]  很想和大家透過三方面來看看
[00:03:37.000 --> 00:03:42.000]  有關耶穌基督對施捨這件這麼看重的事
[00:03:42.000 --> 00:03:44.000]  他的看法是怎樣
[00:03:44.000 --> 00:03:48.000]  首先我們先來看看施捨的真義
[00:03:48.000 --> 00:03:53.000]  施捨這個字眼對於我們中國人來說是不陌生
[00:03:53.000 --> 00:03:58.000]  因為我們在中國文化的背景裏都時時用這個字
[00:03:58.000 --> 00:04:00.000]  而且在這個字的裏面
[00:04:00.000 --> 00:04:04.000]  我們都給予了一些我們慣常有的含義
[00:04:04.000 --> 00:04:06.000]  按照中國人的慣用法
[00:04:06.000 --> 00:04:08.000]  特別是我們廣東人的慣用法
[00:04:08.000 --> 00:04:10.000]  施捨是指甚麼呢
[00:04:10.000 --> 00:04:17.000]  施捨是指你要將財物給給那些行乞的人
[00:04:17.000 --> 00:04:20.000]  我在旺角住了一段很長的時間
[00:04:20.000 --> 00:04:22.000]  旺角是一個人來人往的地方
[00:04:22.000 --> 00:04:25.000]  很多時候在這些人來人往的街道路口
[00:04:25.000 --> 00:04:27.000]  都會見到一些行乞的人
[00:04:27.000 --> 00:04:30.000]  尤其是在一些地鐵出口的地方
[00:04:30.000 --> 00:04:33.000]  往往有時會見到一些很深的人
[00:04:33.000 --> 00:04:34.000]  他們感覺對方可憐
[00:04:34.000 --> 00:04:36.000]  會和他們分享一些財物
[00:04:36.000 --> 00:04:40.000]  這個行為就是我們中國人所見慣的
[00:04:40.000 --> 00:04:44.000]  我們中國人所謂的施捨這個字的意義
[00:04:44.000 --> 00:04:47.000]  但我們知道這個意義
[00:04:47.000 --> 00:04:53.000]  其實只不過是施捨這個字的一個狹義的用法
[00:04:53.000 --> 00:04:55.000]  而且在這個意義裏面
[00:04:55.000 --> 00:04:57.000]  總有少少負面的意思
[00:04:57.000 --> 00:05:00.000]  因為我們總覺得行乞是不好的
[00:05:00.000 --> 00:05:04.000]  所以施捨被視為一個較高地位的人
[00:05:04.000 --> 00:05:07.000]  對一個較低地位的人的給予
[00:05:07.000 --> 00:05:09.000]  在中國傳統來看
[00:05:09.000 --> 00:05:15.000]  他的遮來之食其實都沒有甚麼特別的尊嚴可畏
[00:05:15.000 --> 00:05:17.000]  但施捨這個字在中國文化傳統裏面
[00:05:17.000 --> 00:05:20.000]  本來其實不是這樣的
[00:05:20.000 --> 00:05:23.000]  這個字其實是源於佛教
[00:05:23.000 --> 00:05:26.000]  中國和佛教有很親密的關係
[00:05:26.000 --> 00:05:28.000]  所以佛教裏面很多的觀念
[00:05:28.000 --> 00:05:33.000]  很多的用詞都融入了我們日常生活裏面
[00:05:33.000 --> 00:05:35.000]  這個字本來是源於佛教
[00:05:35.000 --> 00:05:42.000]  是指佛教那些善信們對那些行腳僧人的暴施
[00:05:42.000 --> 00:05:45.000]  而這種暴施的行為
[00:05:45.000 --> 00:05:53.000]  其實是被視為有無量功德的高尚宗教的行為
[00:05:53.000 --> 00:05:55.000]  有些時候我們可能在電視裏面見到
[00:05:55.000 --> 00:05:57.000]  譬如在泰國的地方裏面
[00:05:57.000 --> 00:06:00.000]  他們行小城佛教的傳統
[00:06:00.000 --> 00:06:02.000]  小城佛教傳統的僧人
[00:06:02.000 --> 00:06:06.000]  當他們修行的時候他們的生活就靠信眾去暴施
[00:06:06.000 --> 00:06:09.000]  所以每天這些僧人出來的時候
[00:06:09.000 --> 00:06:11.000]  都要在大街小巷經過的時候
[00:06:11.000 --> 00:06:15.000]  善信就會將一些食物放在他們的撥腳裏面
[00:06:15.000 --> 00:06:18.000]  來暴施給他們
[00:06:18.000 --> 00:06:21.000]  這些類似遮食式的行為
[00:06:21.000 --> 00:06:26.000]  其實在小城佛教裏面是很普通的
[00:06:26.000 --> 00:06:29.000]  據說佛教的始祖喬達摩
[00:06:29.000 --> 00:06:31.000]  在他修行的時候
[00:06:31.000 --> 00:06:35.000]  都曾經以這個方法來作為他生活的依賴
[00:06:35.000 --> 00:06:40.000]  都因為這個原因曾經受過一些羞辱
[00:06:40.000 --> 00:06:44.000]  我們中國的佛教傳統就比較傾向於大城那邊
[00:06:44.000 --> 00:06:46.000]  大城佛教僧侶是有點不同的
