
[00:00:00.000 --> 00:00:06.000]  各位主內地兄姊妹平安,各位朋友平安
[00:00:06.000 --> 00:00:11.000]  上個禮拜助理項目林浩欣先生在這裡跟大家說
[00:00:11.000 --> 00:00:15.000]  人生旅途做夢時
[00:00:15.000 --> 00:00:19.000]  今天我想繼續說人生的旅途
[00:00:19.000 --> 00:00:23.000]  人生的旅途有很多個驛站
[00:00:23.000 --> 00:00:29.000]  而每一個驛站都很可能是一個人的人生裡面的轉捩點
[00:00:29.000 --> 00:00:35.000]  今天跟大家要說的題目是關乎尼泊爾山
[00:00:35.000 --> 00:00:37.000]  是Mount Nibiru
[00:00:37.000 --> 00:00:41.000]  尼泊爾山對很多人來說是不熟悉的
[00:00:41.000 --> 00:00:46.000]  但是是人生旅途一個最後的驛站
[00:00:46.000 --> 00:00:51.000]  熟悉聖經此地的人當然都會聽過
[00:00:51.000 --> 00:00:54.000]  或者甚至去過尼泊爾山
[00:00:54.000 --> 00:01:01.000]  因為現代的聖地旅遊都會把它作為一個重要的景點
[00:01:01.000 --> 00:01:06.000]  尼泊爾山是位於今天的約旦國
[00:01:06.000 --> 00:01:09.000]  離首都安曼大概是30里
[00:01:09.000 --> 00:01:12.000]  尼泊爾山的山又不是很高
[00:01:12.000 --> 00:01:17.000]  大概只有600多米,即是2000尺左右
[00:01:17.000 --> 00:01:22.000]  和我們對面的馬鞍山是差不多的高度
[00:01:22.000 --> 00:01:30.000]  正如中國古語有云,山不在高,有龍則靈
[00:01:30.000 --> 00:01:35.000]  尼泊爾山在聖經的傳說裡面是相當有名氣的
[00:01:35.000 --> 00:01:41.000]  有著許多關於耶和華神的故事和傳說
[00:01:41.000 --> 00:01:47.000]  現在的尼泊爾山山上面有紀念摩西的碑石
[00:01:47.000 --> 00:01:54.000]  也有一句銅蛇的雕塑是一位現代意大利的藝術家
[00:01:54.000 --> 00:01:58.000]  大概是1984年的作品
[00:01:58.000 --> 00:02:04.000]  山上還有許多廢棄了的古老教堂和修道院
[00:02:04.000 --> 00:02:06.000]  是中世紀的建築
[00:02:06.000 --> 00:02:09.000]  這些人為的添加物品
[00:02:09.000 --> 00:02:13.000]  無論是建築物或者是藝術的雕塑
[00:02:13.000 --> 00:02:15.000]  都是以前沒有的
[00:02:15.000 --> 00:02:18.000]  舊約時候的尼泊爾山
[00:02:18.000 --> 00:02:27.000]  大概就是一座自然的小樹木,比較光禿的山丘
[00:02:27.000 --> 00:02:33.000]  在比斯加,大家剛才讀聖經的時候就聽過了
[00:02:33.000 --> 00:02:37.000]  比斯加山的山脈上的相連
[00:02:37.000 --> 00:02:41.000]  大概和比斯加山峰是遙遙相對
[00:02:41.000 --> 00:02:44.000]  但是比斯加比它高
[00:02:44.000 --> 00:02:47.000]  我自己沒有去過尼泊爾山
[00:02:47.000 --> 00:02:51.000]  但是今天想和大家做個導遊
[00:02:51.000 --> 00:02:54.000]  因為我們有這麼好的器材
[00:02:54.000 --> 00:03:01.000]  可以向大家展示一下尼泊爾山的面貌和風景
[00:03:01.000 --> 00:03:05.000]  首先就是地圖
[00:03:05.000 --> 00:03:07.000]  尼泊爾山的重要性
[00:03:07.000 --> 00:03:10.000]  大家都知道在死海的旁邊
[00:03:10.000 --> 00:03:14.000]  然後那邊的地圖就是黃色那裡
[00:03:14.000 --> 00:03:17.000]  就是表示以色列人出埃及
[00:03:17.000 --> 00:03:20.000]  是摩西帶著的人走的那條路
[00:03:20.000 --> 00:03:22.000]  那條路如果現在去走
[00:03:22.000 --> 00:03:24.000]  你不用一年就可以走完
[00:03:24.000 --> 00:03:28.000]  但是在摩西帶領之下
[00:03:28.000 --> 00:03:30.000]  這條路走了四十年
[00:03:30.000 --> 00:03:32.000]  去到最後那裡
[00:03:32.000 --> 00:03:35.000]  就是最上面那裡就是尼泊爾山
[00:03:35.000 --> 00:03:38.000]  在死海之上,約旦河的旁邊
[00:03:38.000 --> 00:03:41.000]  就是過了死海的海水
[00:03:41.000 --> 00:03:43.000]  它就會去到迦南地
[00:03:43.000 --> 00:03:47.000]  進入神的應許之地
[00:03:47.000 --> 00:03:49.000]  下面我們看看幾張圖
[00:03:49.000 --> 00:03:52.000]  這個就是今天看到的尼泊爾山
[00:03:52.000 --> 00:03:54.000]  旁邊有些樹
[00:03:54.000 --> 00:03:57.000]  但是整個山仍然比較光禿
[00:03:57.000 --> 00:04:00.000]  繼續吧
[00:04:00.000 --> 00:04:02.000]  在尼泊爾山上面
[00:04:02.000 --> 00:04:03.000]  如果建築不多
[00:04:03.000 --> 00:04:06.000]  但是你看到還有一些建築物
[00:04:06.000 --> 00:04:09.000]  是中古時代已經開始建築的
[00:04:09.000 --> 00:04:13.000]  遺留下來的教堂和修道院
[00:04:13.000 --> 00:04:17.000]  這裡還有另一張
[00:04:17.000 --> 00:04:19.000]  比較新的建築物
[00:04:19.000 --> 00:04:22.000]  有一個很高大的碑
[00:04:22.000 --> 00:04:26.000]  這個石碑是用來紀念摩西的
[00:04:26.000 --> 00:04:29.000]  但是在碑名下面
[00:04:29.000 --> 00:04:34.000]  也提到幾個聖經上面的名字
[00:04:34.000 --> 00:04:36.000]  一個就是約書
[00:04:36.000 --> 00:04:39.000]  一個就是以利亞
[00:04:39.000 --> 00:04:42.000]  這條就是銅蛇
[00:04:42.000 --> 00:04:46.000]  這個銅挑是1980年代
[00:04:46.000 --> 00:04:48.000]  藝術家做的
[00:04:48.000 --> 00:04:52.000]  樹立在尼泊爾山上面
[00:04:52.000 --> 00:04:54.000]  還有一個比較新的建築
[00:04:54.000 --> 00:04:57.000]  是2000年才做的
[00:04:57.000 --> 00:05:03.000]  紀念整個聖經故事
[00:05:03.000 --> 00:05:07.000]  在山頂遠眺
[00:05:07.000 --> 00:05:08.000]  看到什麼呢
[00:05:08.000 --> 00:05:11.000]  一邊是看到山景
[00:05:11.000 --> 00:05:14.000]  一邊是看到加南地
[00:05:14.000 --> 00:05:18.000]  巴勒斯坦
[00:05:18.000 --> 00:05:22.000]  應該就是看到這麼多
[00:05:22.000 --> 00:05:25.000]  今天想跟大家講講這個山
[00:05:25.000 --> 00:05:28.000]  這個山有兩個重要的人物
[00:05:28.000 --> 00:05:33.000]  一個就是摩西
[00:05:33.000 --> 00:05:36.000]  我想摩西是我們在座中
[00:05:36.000 --> 00:05:38.000]  大部分人的代表
[00:05:38.000 --> 00:05:42.000]  他是老年人
[00:05:42.000 --> 00:05:44.000]  但是這裡是不是多一點呢
[00:05:44.000 --> 00:05:47.000]  如果你上了六十以上
[00:05:47.000 --> 00:05:49.000]  我們現在叫你長者
[00:05:49.000 --> 00:05:53.000]  我用摩西作為我們這批人的代表
[00:05:53.000 --> 00:05:55.000]  其他的人就是年輕人
[00:05:55.000 --> 00:05:57.000]  用約書來代表
[00:05:57.000 --> 00:05:59.000]  其實約書也不年輕
[00:05:59.000 --> 00:06:01.000]  在那個時候將近八十歲
[00:06:01.000 --> 00:06:04.000]  但是他在摩西的眼中是下一代
[00:06:04.000 --> 00:06:07.000]  是下一代人的領袖
[00:06:07.000 --> 00:06:09.000]  除了那些人之外
[00:06:09.000 --> 00:06:10.000]  有些人說我又不是摩西
[00:06:10.000 --> 00:06:11.000]  又不是約書
[00:06:11.000 --> 00:06:13.000]  你就是其他的人
[00:06:13.000 --> 00:06:18.000]  今天我希望講這三段
[00:06:18.000 --> 00:06:20.000]  一段是講摩西的
[00:06:20.000 --> 00:06:22.000]  一段是講約書的
[00:06:22.000 --> 00:06:25.000]  一段是講其他的我們
[00:06:25.000 --> 00:06:37.000]  來到這個彌波山
[00:06:37.000 --> 00:06:45.000]  我們就用這個大綱講下去
[00:06:45.000 --> 00:06:48.000]  聖經裡面的彌波山
[00:06:48.000 --> 00:06:52.000]  是一個神人相會的地方
[00:06:52.000 --> 00:06:57.000]  我叫它 a place of encountering God
[00:06:57.000 --> 00:07:07.000]  你會遇到上帝的地方
[00:07:07.000 --> 00:07:09.000]  第一個在這裡見到的
[00:07:09.000 --> 00:07:11.000]  應該就是摩西
[00:07:11.000 --> 00:07:14.000]  摩西在這個地方見到上帝
[00:07:14.000 --> 00:07:16.000]  應該很多次了
[00:07:16.000 --> 00:07:19.000]  所以最後的時候
[00:07:19.000 --> 00:07:22.000]  他也來到彌波山上面
[00:07:22.000 --> 00:07:24.000]  聽上帝的話
[00:07:24.000 --> 00:07:28.000]  以及和他一起檢視他的人生
[00:07:28.000 --> 00:07:30.000]  回顧他的過去
[00:07:30.000 --> 00:07:32.000]  但是同時
[00:07:32.000 --> 00:07:35.000]  上帝也在最後見他的時候
[00:07:35.000 --> 00:07:38.000]  展示他的將來
[00:07:38.000 --> 00:07:42.000]  在舊約聖經新明記三十四章
[00:07:42.000 --> 00:07:45.000]  就是剛才經文沒有讀出的第二段
[00:07:45.000 --> 00:07:47.000]  一至四節那裡
[00:07:47.000 --> 00:07:50.000]  就是這次神人相會的時候
[00:07:50.000 --> 00:07:52.000]  比較清晰的記載
[00:07:52.000 --> 00:07:54.000]  這裡說
[00:07:54.000 --> 00:07:58.000]  摩西在摩額平原登彌波山
[00:07:58.000 --> 00:08:03.000]  上了那與耶利哥相對的彼斯加的山頂
[00:08:03.000 --> 00:08:06.000]  耶和華把激烈傳遞
[00:08:06.000 --> 00:08:09.000]  直到達那佛塔里傳遞
[00:08:09.000 --> 00:08:12.000]  以法連馬拿西的地
[00:08:12.000 --> 00:08:15.000]  猶大地傳遞直到西海
[00:08:15.000 --> 00:08:17.000]  南地和宗樹城
[00:08:17.000 --> 00:08:19.000]  耶利哥的平原
[00:08:19.000 --> 00:08:22.000]  直到所以都至給他看
[00:08:22.000 --> 00:08:24.000]  耶和華對他說
[00:08:24.000 --> 00:08:26.000]  這就是我向阿伯拉罕
[00:08:26.000 --> 00:08:30.000]  以撒亞國起誓的應去之地
[00:08:30.000 --> 00:08:36.000]  說我必將這地賜給你的後裔
[00:08:36.000 --> 00:08:40.000]  現在我要使你的眼睛看見了
[00:08:40.000 --> 00:08:43.000]  你卻不得過那邊去
[00:08:43.000 --> 00:08:45.000]  聖經裡面的彌波山
[00:08:45.000 --> 00:08:49.000]  就是講到神怎樣和摩西
[00:08:49.000 --> 00:08:51.000]  作最後對話的地方
[00:08:51.000 --> 00:08:54.000]  在那裡人可以見到上帝
[00:08:54.000 --> 00:08:59.000]  並且可以得到上帝的曉諭和指示
[00:08:59.000 --> 00:09:00.000]  正因為這樣
[00:09:00.000 --> 00:09:02.000]  歷代有很多的基督徒
[00:09:02.000 --> 00:09:04.000]  基督教的聖者
[00:09:04.000 --> 00:09:06.000]  包括教宗保祿二世
[00:09:06.000 --> 00:09:09.000]  都曾經去到彌波山
[00:09:09.000 --> 00:09:12.000]  為了去尋求一見上帝的面
[00:09:12.000 --> 00:09:16.000]  或者去聆聽祂的預旨
[00:09:16.000 --> 00:09:19.000]  以及得到祂的啟示
[00:09:19.000 --> 00:09:20.000]  但是更多的人
[00:09:20.000 --> 00:09:23.000]  像摩西那樣來到彌波山
[00:09:23.000 --> 00:09:28.000]  來到人生旅途最後的一個驛站
[00:09:28.000 --> 00:09:32.000]  人生最後的一個關口
[00:09:32.000 --> 00:09:36.000]  彌波山象徵著人生的終站
[00:09:36.000 --> 00:09:39.000]  或者是人生的尾段
[00:09:39.000 --> 00:09:40.000]  到了彌波山
[00:09:40.000 --> 00:09:44.000]  意思是人生的旅程就要終結
[00:09:44.000 --> 00:09:47.000]  死亡也快要來到
[00:09:47.000 --> 00:09:49.000]  人到了彌波山
[00:09:49.000 --> 00:09:51.000]  也就是到了晚年
[00:09:51.000 --> 00:09:52.000]  到了老年
[00:09:52.000 --> 00:09:54.000]  到了垂墓之年
[00:09:54.000 --> 00:09:58.000]  在此時此刻應該做些什麼呢?
[00:09:58.000 --> 00:10:02.000]  難道還是充滿少年的幻想
[00:10:02.000 --> 00:10:06.000]  和青年的追夢的激情嗎?
[00:10:06.000 --> 00:10:08.000]  剛才我們讀經的時候
[00:10:08.000 --> 00:10:09.000]  讀到《雅各》
[00:10:09.000 --> 00:10:11.000]  按照聖經的年曆
[00:10:11.000 --> 00:10:13.000]  我今天應該講《雅各》
[00:10:13.000 --> 00:10:16.000]  但是正因為少年的激情
[00:10:16.000 --> 00:10:18.000]  和青年的夢想
[00:10:18.000 --> 00:10:20.000]  就不是彌波山的故事
[00:10:20.000 --> 00:10:22.000]  所以我就不講它們
[00:10:22.000 --> 00:10:24.000]  到了這裡
[00:10:24.000 --> 00:10:27.000]  是時候對自己的人生
[00:10:27.000 --> 00:10:30.000]  作全盤的總結和檢討
[00:10:30.000 --> 00:10:36.000]  也是時候重溫上帝的教誨和應許
[00:10:36.000 --> 00:10:37.000]  因為到了彌波山
[00:10:37.000 --> 00:10:41.000]  你知道這段人生的路將要結束
[00:10:41.000 --> 00:10:46.000]  同時你要面對另一個全新的旅程
[00:10:46.000 --> 00:10:50.000]  一個進入到另一個世界的新的徵程
[00:10:50.000 --> 00:10:53.000]  在這裡你會有什麼想法
