
[00:00:00.000 --> 00:00:04.320]  這個崇拜是今年最後一個
[00:00:04.320 --> 00:00:07.140]  所以我都很珍惜這個 很興奮
[00:00:07.140 --> 00:00:08.800]  在這個情況下跟大家說
[00:00:08.800 --> 00:00:10.660]  不如大家都帶著興奮吧
[00:00:10.660 --> 00:00:12.660]  告訴你很開心
[00:00:12.660 --> 00:00:14.900]  為你準備進入新的一年
[00:00:14.900 --> 00:00:16.900]  跟隔壁的人說
[00:00:16.900 --> 00:00:23.380]  這個真的很興奮
[00:00:23.380 --> 00:00:24.980]  舊的就要過去了
[00:00:24.980 --> 00:00:26.980]  這是聖經提醒我們
[00:00:26.980 --> 00:00:30.240]  今天想跟大家說的訊息就是
[00:00:30.240 --> 00:00:33.520]  「這是連率你耶華說的」
[00:00:33.520 --> 00:00:37.720]  今天我會選取《耳塞俠書》第54章1到10節
[00:00:37.720 --> 00:00:39.240]  如果大家有聖經看的話
[00:00:39.240 --> 00:00:42.860]  你會發覺《耳塞俠書》第54章1到10節第10節
[00:00:42.860 --> 00:00:44.660]  最後一句話就是
[00:00:44.660 --> 00:00:47.280]  「這是連率你的耶華說的」
[00:00:47.280 --> 00:00:49.280]  我就用了這個做題目
[00:00:49.280 --> 00:00:51.780]  希望透過這個連率
[00:00:51.780 --> 00:00:55.700]  我們一起去經歷這個連率
[00:00:55.700 --> 00:00:57.700]  想起連率想起什麼?
[00:00:57.700 --> 00:00:59.700]  其實八幅裏面
[00:00:59.700 --> 00:01:03.140]  第五幅 連率的人必蒙連率
[00:01:03.140 --> 00:01:05.140]  連率的意思就是
[00:01:05.140 --> 00:01:07.140]  不可愛的地方你去愛它
[00:01:07.140 --> 00:01:09.620]  不能原諒的地方你原諒它
[00:01:09.620 --> 00:01:11.620]  不能接納的地方你接納它
[00:01:11.620 --> 00:01:15.220]  所以透過這篇訊息我們預備我們今年
[00:01:15.220 --> 00:01:17.620]  無論怎樣都好 過去就過去
[00:01:17.620 --> 00:01:20.900]  上帝仍然告訴我 我是連率你的主
[00:01:20.900 --> 00:01:22.900]  預備好了嗎?
[00:01:22.900 --> 00:01:24.900]  先說一說
[00:01:24.900 --> 00:01:28.820]  因為今天牽涉的會有一些可能冒犯到大家
[00:01:28.820 --> 00:01:30.820]  那些名詞如有類同
[00:01:30.820 --> 00:01:32.820]  我求主你拿開
[00:01:32.820 --> 00:01:34.820]  是聖經所說的名詞
[00:01:34.820 --> 00:01:36.820]  不是我特意的 好嗎?讓大家明白
[00:01:36.820 --> 00:01:38.820]  好 如果來到我就來了
[00:01:38.820 --> 00:01:40.820]  記得呢
[00:01:40.820 --> 00:01:43.380]  我在大學二年級的時候
[00:01:43.380 --> 00:01:45.380]  有一次的考試
[00:01:45.380 --> 00:01:47.380]  那麼
[00:01:47.380 --> 00:01:50.100]  我當時住在一個偏廳裏面
[00:01:50.100 --> 00:01:52.100]  靠一條簾遮住
[00:01:52.100 --> 00:01:54.100]  那天早上我正在睡覺
[00:01:54.100 --> 00:01:56.100]  因為前一晚讀書讀得比較晚
[00:01:56.100 --> 00:01:58.100]  突然間有個人
[00:01:58.100 --> 00:02:00.100]  一進來 打開門
[00:02:00.100 --> 00:02:02.100]  他常常都是這樣
[00:02:02.100 --> 00:02:04.100]  這個是我的好朋友的同學
[00:02:04.100 --> 00:02:06.100]  就穿了我的簾 看看我是怎樣做甚麼
[00:02:06.100 --> 00:02:08.100]  我常常都很不喜歡他這個動作
[00:02:08.100 --> 00:02:10.100]  因為沒有磚沒有牆
[00:02:10.100 --> 00:02:12.100]  因為這樣的情況
[00:02:12.100 --> 00:02:14.100]  一見到我睡覺 他就說了
[00:02:14.100 --> 00:02:16.100]  用國語當時說
[00:02:16.100 --> 00:02:18.100]  楊兄 你幹嘛還在睡?
[00:02:18.100 --> 00:02:20.100]  你為什麼不去考試?
[00:02:20.100 --> 00:02:22.100]  大家聽到沒有?
[00:02:22.100 --> 00:02:24.100]  大家聽到沒有?
[00:02:24.100 --> 00:02:26.100]  那我就
[00:02:26.100 --> 00:02:28.100]  不要開玩笑嘛
[00:02:28.100 --> 00:02:30.100]  不是笑才是求嘛
[00:02:30.100 --> 00:02:34.100]  不是跟你開玩笑的
[00:02:34.100 --> 00:02:36.100]  真是下集
[00:02:36.100 --> 00:02:38.100]  真是這次考 你看看
[00:02:38.100 --> 00:02:40.100]  那份卷還在
[00:02:40.100 --> 00:02:42.100]  我當時 如果你是我會怎樣?
[00:02:42.100 --> 00:02:44.100]  又焦
[00:02:44.100 --> 00:02:46.100]  又急 糟了
[00:02:46.100 --> 00:02:48.100]  為什麼會不記得呢?
[00:02:48.100 --> 00:02:50.100]  你猜猜
[00:02:50.100 --> 00:02:52.100]  你猜猜我多少年前
[00:02:52.100 --> 00:02:54.100]  沒理由這樣的情況
[00:02:54.100 --> 00:02:56.100]  但現在就真的出現這樣的情況
[00:02:56.100 --> 00:02:58.100]  所以如果有雷同
[00:02:58.100 --> 00:03:00.100]  他答應了你的事
[00:03:00.100 --> 00:03:02.100]  你最近
[00:03:02.100 --> 00:03:04.100]  我答應了一個組員
[00:03:04.100 --> 00:03:06.100]  說去他家吃飯
[00:03:06.100 --> 00:03:08.100]  突然間他打電話來
[00:03:08.100 --> 00:03:10.100]  糟了 我記得下
[00:03:10.100 --> 00:03:12.100]  不過沒有記在簿上
[00:03:12.100 --> 00:03:14.100]  但那個年代不會這樣的嘛
[00:03:14.100 --> 00:03:18.100]  那我就很怕
[00:03:18.100 --> 00:03:20.100]  馬上拿著書包 穿上衣服
[00:03:20.100 --> 00:03:22.100]  然後騎著電單車
[00:03:22.100 --> 00:03:24.100]  坐著電單車
[00:03:24.100 --> 00:03:26.100]  去找那個教授
[00:03:26.100 --> 00:03:28.100]  因為我學校裏面
[00:03:28.100 --> 00:03:30.100]  大部分的老師
[00:03:30.100 --> 00:03:32.100]  都是住在學校的
[00:03:32.100 --> 00:03:34.100]  所以我知道他在哪裏住
[00:03:34.100 --> 00:03:36.100]  因為我們在學校的教會
[00:03:36.100 --> 00:03:38.100]  他也是那間教會的會友
[00:03:38.100 --> 00:03:40.100]  所以我都熟悉一點
[00:03:40.100 --> 00:03:42.100]  我就去到他門口
[00:03:42.100 --> 00:03:46.100]  我就敲門
[00:03:46.100 --> 00:03:48.100]  終於見到他
[00:03:48.100 --> 00:03:50.100]  我告訴他
[00:03:50.100 --> 00:03:52.100]  老師我真的忘記了考試
[00:03:52.100 --> 00:03:54.100]  怎麼辦呢
[00:03:54.100 --> 00:03:56.100]  如果你是個老師
[00:03:56.100 --> 00:03:58.100]  你會怎樣
[00:03:58.100 --> 00:04:00.100]  有沒有人做過老師
[00:04:00.100 --> 00:04:04.100]  你會怎樣
[00:04:04.100 --> 00:04:06.100]  但當時
[00:04:06.100 --> 00:04:08.100]  他就說
[00:04:08.100 --> 00:04:10.100]  你進來我家
[00:04:10.100 --> 00:04:12.100]  然後就叫我
[00:04:12.100 --> 00:04:14.100]  拿一份卷給我
[00:04:14.100 --> 00:04:16.100]  你坐在這裏
[00:04:16.100 --> 00:04:18.100]  你做吧
[00:04:18.100 --> 00:04:20.100]  他們考個半小時 你考個半小時
[00:04:20.100 --> 00:04:22.100]  你考完之後 你把那份卷放下
[00:04:22.100 --> 00:04:24.100]  你自己走就可以了
[00:04:24.100 --> 00:04:26.100]  我當時
[00:04:26.100 --> 00:04:28.100]  又感動又激動
[00:04:28.100 --> 00:04:30.100]  所以當時
[00:04:30.100 --> 00:04:32.100]  我有這樣的體會
[00:04:32.100 --> 00:04:34.100]  我很深深經歷到
[00:04:34.100 --> 00:04:36.100]  什麼叫做練術
[00:04:36.100 --> 00:04:38.100]  其實按照
[00:04:38.100 --> 00:04:40.100]  律法
[00:04:40.100 --> 00:04:42.100]  或者道理人情
[00:04:42.100 --> 00:04:44.100]  我是不能當時
[00:04:44.100 --> 00:04:46.100]  考試的
[00:04:46.100 --> 00:04:48.100]  最多可能他給你補考
[00:04:48.100 --> 00:04:50.100]  但他跟我們一起
[00:04:50.100 --> 00:04:52.100]  所以我今天
[00:04:52.100 --> 00:04:54.100]  想借我當時的經歷
[00:04:54.100 --> 00:04:56.100]  也都很體恤到
[00:04:56.100 --> 00:04:58.100]  在耳塞耳書54章
[00:04:58.100 --> 00:05:00.100]  1到10節
[00:05:00.100 --> 00:05:02.100]  這個情況
[00:05:02.100 --> 00:05:04.100]  這次裏面
[00:05:04.100 --> 00:05:06.100]  我們年尾
[00:05:06.100 --> 00:05:08.100]  應該是今年度講耳塞耳書最後一章
[00:05:08.100 --> 00:05:10.100]  不過想都講一講
[00:05:10.100 --> 00:05:12.100]  耳塞耳書我們都講了一段時間
[00:05:12.100 --> 00:05:14.100]  有一季
[00:05:14.100 --> 00:05:16.100]  你知不知道耳塞耳的名字叫做什麼
[00:05:16.100 --> 00:05:18.100]  解釋
[00:05:18.100 --> 00:05:20.100]  有沒有
[00:05:20.100 --> 00:05:22.100]  我想在預備的時候
[00:05:22.100 --> 00:05:24.100]  我們真是可能沒有講到
[00:05:24.100 --> 00:05:26.100]  原來耳塞耳就告訴大家
[00:05:26.100 --> 00:05:28.100]  他的名字叫做耶和華拯救
[00:05:28.100 --> 00:05:30.100]  耶和華拯救
[00:05:30.100 --> 00:05:32.100]  其實即是耶穌
[00:05:32.100 --> 00:05:34.100]  耶穌就是以色列文的拯救
[00:05:34.100 --> 00:05:36.100]  所以耳塞耳也好 若書也好
[00:05:36.100 --> 00:05:38.100]  他們的名詞和耶穌這個字很相似
[00:05:38.100 --> 00:05:40.100]  不過我只是告訴你
[00:05:40.100 --> 00:05:42.100]  當讀耳塞耳書的時候我們知道耶和華是拯救
[00:05:42.100 --> 00:05:44.100]  耳塞耳書1到39章
[00:05:44.100 --> 00:05:46.100]  是大部分的審判
[00:05:46.100 --> 00:05:48.100]  責罵 但由40章開始
[00:05:48.100 --> 00:05:50.100]  到66章
[00:05:50.100 --> 00:05:52.100]  都是很多的安慰
[00:05:52.100 --> 00:05:54.100]  很多的鼓勵
[00:05:54.100 --> 00:05:56.100]  今天我們是54章
[00:05:56.100 --> 00:05:58.100]  也是在鼓勵安慰的一部分之內
[00:05:58.100 --> 00:06:02.100]  一張powerpoint想看一看
[00:06:02.100 --> 00:06:04.100]  耳塞耳書54章
[00:06:04.100 --> 00:06:06.100]  是52章的
[00:06:06.100 --> 00:06:08.100]  解答的背景
[00:06:08.100 --> 00:06:10.100]  不知為何
[00:06:10.100 --> 00:06:12.100]  中間會插了53章
[00:06:12.100 --> 00:06:14.100]  就是最出名的
[00:06:14.100 --> 00:06:16.100]  耶穌受苦僕人之事
[00:06:16.100 --> 00:06:18.100]  我要再研究一下
[00:06:18.100 --> 00:06:20.100]  再問一下神
[00:06:20.100 --> 00:06:22.100]  不過我想告訴大家
[00:06:22.100 --> 00:06:24.100]  52章講一切的以色列文的犯罪
[00:06:24.100 --> 00:06:26.100]  是得罪神的時候
[00:06:26.100 --> 00:06:28.100]  隔了一個53章
[00:06:28.100 --> 00:06:30.100]  如果你硬要稱是以色列文犯罪
[00:06:30.100 --> 00:06:32.100]  但神的拯救
[00:06:32.100 --> 00:06:34.100]  尼塞亞尼道
[00:06:34.100 --> 00:06:36.100]  然後進入54章
[00:06:36.100 --> 00:06:38.100]  就用了三個名詞
[00:06:38.100 --> 00:06:40.100]  很活生生在生活上
[00:06:40.100 --> 00:06:42.100]  也是以色列人
[00:06:42.100 --> 00:06:44.100]  所經歷過的情況
[00:06:44.100 --> 00:06:46.100]  去將上帝的慈愛表白出來
[00:06:46.100 --> 00:06:48.100]  第一個
[00:06:48.100 --> 00:06:50.100]  就是不辱的婦人
[00:06:50.100 --> 00:06:52.100]  第二個是庇幽之妻
[00:06:52.100 --> 00:06:54.100]  第三個是復興的母親
[00:06:54.100 --> 00:06:56.100]  其實三個都是一個女士
[00:06:56.100 --> 00:06:58.100]  在一個
[00:06:58.100 --> 00:07:00.100]  舊約裏面
[00:07:00.100 --> 00:07:02.100]  女士是不被
[00:07:02.100 --> 00:07:04.100]  尊崇高的地位的情況
[00:07:04.100 --> 00:07:06.100]  以塞亞
[00:07:06.100 --> 00:07:08.100]  卻用這三個女士
[00:07:08.100 --> 00:07:10.100]  去襯托出
[00:07:10.100 --> 00:07:12.100]  因為篇幅的關係
[00:07:12.100 --> 00:07:14.100]  我只能夠選一至十章
[00:07:14.100 --> 00:07:16.100]  重點
[00:07:16.100 --> 00:07:18.100]  稍為提一提後面
[00:07:18.100 --> 00:07:20.100]  然後成為我今天的重點
[00:07:20.100 --> 00:07:22.100]  我想希望用這篇詩篇
[00:07:22.100 --> 00:07:24.100]  我們有個心願
[00:07:24.100 --> 00:07:26.100]  送別
[00:07:26.100 --> 00:07:28.100]  13年
[00:07:28.100 --> 00:07:30.100]  迎接14年
[00:07:30.100 --> 00:07:32.100]  在這篇訊息
[00:07:32.100 --> 00:07:34.100]  如果大家除了聽之外
[00:07:34.100 --> 00:07:36.100]  除了待會看
[00:07:36.100 --> 00:07:38.100]  如果你有自己的聖經
[00:07:38.100 --> 00:07:40.100]  看當時的聖經講什麼之外
[00:07:40.100 --> 00:07:42.100]  你又想一想
[00:07:42.100 --> 00:07:44.100]  這份聖經進入我們
[00:07:44.100 --> 00:07:46.100]  或者我自己的生命
[00:07:46.100 --> 00:07:48.100]  有什麼影響
[00:07:48.100 --> 00:07:50.100]  兩個同時進行
[00:07:50.100 --> 00:07:52.100]  因為我們的腦可以這樣
[00:07:52.100 --> 00:07:54.100]  我們經常都會問一個問題
[00:07:54.100 --> 00:07:56.100]  在這篇的訊息
[00:07:56.100 --> 00:07:58.100]  到底連率的耶和華
[00:07:58.100 --> 00:08:00.100]  向我們講什麼
[00:08:00.100 --> 00:08:02.100]  連率的耶和華
[00:08:02.100 --> 00:08:04.100]  向以色列人講過什麼
[00:08:04.100 --> 00:08:06.100]  連率的耶和華
[00:08:06.100 --> 00:08:08.100]  向你又講過什麼
[00:08:08.100 --> 00:08:10.100]  我們來看看
[00:08:10.100 --> 00:08:12.100]  我們先讀一讀
[00:08:12.100 --> 00:08:14.100]  我們會有十節經文
[00:08:14.100 --> 00:08:16.100]  我們想用這個
[00:08:16.100 --> 00:08:18.100]  男士們請讀單節
[00:08:18.100 --> 00:08:20.100]  女士們讀雙節
[00:08:20.100 --> 00:08:22.100]  這個叫啟認方式
[00:08:22.100 --> 00:08:24.100]  我們用這個方式讀完這十節
[00:08:24.100 --> 00:08:26.100]  男士們預備
[00:08:26.100 --> 00:08:28.100]  你這不懷孕
[00:08:28.100 --> 00:08:30.100]  不生育的要過場
[00:08:56.100 --> 00:08:58.100]  (念經)
[00:08:58.100 --> 00:09:00.100]  (念經)
[00:09:00.100 --> 00:09:02.100]  你的後裔必得多國遺孽
[00:09:02.100 --> 00:09:04.100]  又使荒涼的成因
[00:09:04.100 --> 00:09:06.100]  有人居住
[00:09:06.100 --> 00:09:08.100]  (念經)
[00:09:08.100 --> 00:09:10.100]  (念經)
[00:09:10.100 --> 00:09:12.100]  (念經)
[00:09:12.100 --> 00:09:14.100]  (念經)
[00:09:14.100 --> 00:09:16.100]  (念經)
[00:09:16.100 --> 00:09:18.100]  (念經)
[00:09:18.100 --> 00:09:20.100]  (念經)
[00:09:20.100 --> 00:09:22.100]  因為做你的
[00:09:22.100 --> 00:09:24.100]  是你的丈夫
[00:09:24.100 --> 00:09:26.100]  萬君耶華是他的名
[00:09:26.100 --> 00:09:28.100]  救贖你的
[00:09:28.100 --> 00:09:30.100]  是以色列的聖者
[00:09:30.100 --> 00:09:32.100]  他必稱為全地之神
[00:09:32.100 --> 00:09:34.100]  (念經)
[00:09:34.100 --> 00:09:36.100]  (念經)
[00:09:36.100 --> 00:09:38.100]  (念經)
[00:09:38.100 --> 00:09:40.100]  (念經)
[00:09:40.100 --> 00:09:42.100]  (念經)
[00:09:42.100 --> 00:09:44.100]  這是你神所說的
[00:09:44.100 --> 00:09:46.100]  我離棄你
[00:09:46.100 --> 00:09:48.100]  不過騙事
[00:09:48.100 --> 00:09:50.100]  卻要施大恩
[00:09:50.100 --> 00:09:52.100]  將你收回
