
[00:00:00.000 --> 00:00:07.000]  各位早晨,很高興和大家一起
[00:00:07.000 --> 00:00:13.000]  我曾經很多年前來過這間教會
[00:00:13.000 --> 00:00:17.000]  但不是在星期日的崇拜
[00:00:17.000 --> 00:00:24.000]  我認識你的牧師,也向他學習了很多
[00:00:24.000 --> 00:00:31.000]  我曾經說過我會在星期日來探望你們
[00:00:31.000 --> 00:00:40.000]  今天能夠和你們一起見拜神是非常開心的
[00:00:40.000 --> 00:00:52.000]  我們每一個人的生命都會經歷到很多重要的時刻
[00:00:52.000 --> 00:01:01.000]  可能你們的生命裏面都記得有些東西
[00:01:01.000 --> 00:01:04.000]  你經歷過很開心,有些東西令你很憂傷的
[00:01:04.000 --> 00:01:14.000]  但是在這個生命裏面可能有一些東西是非常非常重要的
[00:01:14.000 --> 00:01:22.000]  這些經歷是改變了你的生命的
[00:01:22.000 --> 00:01:26.000]  這些經歷你永遠不會忘記
[00:01:26.000 --> 00:01:43.000]  所以今天我們來看亞國舊日亞國經歷的一個非常奇妙特別的經歷
[00:01:43.000 --> 00:01:52.000]  是一個轉化了亞國的生命
[00:01:52.000 --> 00:01:59.000]  我們曾經看過《創世紀》這篇經文
[00:01:59.000 --> 00:02:07.000]  亞國正在走向亞國
[00:02:07.000 --> 00:02:13.000]  實際上亞國正在逃避
[00:02:13.000 --> 00:02:20.000]  因爲他的哥哥伊薩爾想殺他追他
[00:02:20.000 --> 00:02:26.000]  他欺騙伊薩爾兩次
[00:02:26.000 --> 00:02:35.000]  因此亞國的哥哥失去了父親的祝福
[00:02:35.000 --> 00:02:41.000]  他的哥哥又失去了長子的名分
[00:02:41.000 --> 00:02:47.000]  亞國一路走就一路覺得累了
[00:02:47.000 --> 00:02:52.000]  他就在一個地方停下來
[00:02:52.000 --> 00:02:54.000]  他想睡覺休息
[00:02:54.000 --> 00:03:04.000]  他用石頭做枕頭就睡在那個旱野裏
[00:03:04.000 --> 00:03:08.000]  在那個故事中我們學到亞國有一個夢
[00:03:08.000 --> 00:03:10.000]  他在睡覺的時候就做了一個夢
[00:03:10.000 --> 00:03:14.000]  在他的夢裏面
[00:03:14.000 --> 00:03:19.000]  他見夢了一堂天梯
[00:03:19.000 --> 00:03:23.000]  從地下的那堂梯一直上到天堂
[00:03:23.000 --> 00:03:33.000]  他好像看到那堂天梯的頂部上帝坐在那裏
[00:03:33.000 --> 00:03:40.000]  又見到天使在那裏上上落落
[00:03:40.000 --> 00:03:45.000]  這是一個非常美麗的圖畫
[00:03:45.000 --> 00:03:52.000]  他覺得這是一個神聖的圖畫
[00:03:52.000 --> 00:04:05.000]  他看到上帝坐在那裏
[00:04:05.000 --> 00:04:08.000]  天使在上帝下來要實行上帝的使命
[00:04:08.000 --> 00:04:11.000]  然後上去報告使命的成功
[00:04:11.000 --> 00:04:13.000]  然後再下來
[00:04:13.000 --> 00:04:29.000]  上帝對他說我就是上帝耶和華
[00:04:29.000 --> 00:04:33.000]  上帝說我是主我是耶和華是同一個字
[00:04:33.000 --> 00:04:44.000]  我是耶和華是祖父祖父的上帝
[00:04:44.000 --> 00:04:54.000]  爲什麼上帝要向亞國解釋他自己的身份呢
[00:04:54.000 --> 00:04:59.000]  亞國已經不認識上帝了
[00:04:59.000 --> 00:05:03.000]  但他需要說我是耶和華
[00:05:03.000 --> 00:05:08.000]  我是祖父的上帝我是祖父的上帝
[00:05:08.000 --> 00:05:11.000]  上帝再說我就是耶和華
[00:05:11.000 --> 00:05:14.000]  我是祖父的上帝我是祖父的父親的上帝
[00:05:14.000 --> 00:05:22.000]  雖然亞國認識這位上帝
[00:05:22.000 --> 00:05:31.000]  他那時候還沒有和這個神有真正的關係
[00:05:31.000 --> 00:05:36.000]  你知道神是一件事
[00:05:36.000 --> 00:05:43.000]  但你和祂有真正的關係是另外一回事
[00:05:43.000 --> 00:05:54.000]  你不能說你是我的神但你和這個上帝其實是沒有關聯的
[00:05:54.000 --> 00:06:04.000]  亞國一直到現在爲止他的生命都離開神很遠
[00:06:04.000 --> 00:06:11.000]  他的生命裏面沒有上帝的參與
[00:06:11.000 --> 00:06:17.000]  我們當中可能有些人都認識這個上帝
[00:06:17.000 --> 00:06:20.000]  但上帝離開你很遠
[00:06:20.000 --> 00:06:26.000]  上帝沒有參與在你每天的生命裏面
[00:06:26.000 --> 00:06:40.000]  可能你就像亞國那樣在你的生命裏面沒有真實的經歷過上帝
[00:06:40.000 --> 00:06:47.000]  亞國聽到上帝對他說話
[00:06:47.000 --> 00:06:50.000]  有時候我們都會想
[00:06:50.000 --> 00:06:55.000]  上帝對我們說話的時候你會想究竟上帝如何參與我的生命裏面
[00:06:55.000 --> 00:07:00.000]  亞國聽到上帝對他說話
[00:07:00.000 --> 00:07:03.000]  有時候我們都會想
[00:07:03.000 --> 00:07:06.000]  上帝對我們說話的時候你會想究竟上帝如何參與我的生命裏面
[00:07:06.000 --> 00:07:12.000]  上帝在亞國說
[00:07:12.000 --> 00:07:15.000]  你現在站在這個地方我會賜給你和你的後裔
[00:07:15.000 --> 00:07:23.000]  原來上帝參與我們生命的其中一個方法就是爲我們提供我們需要的東西
[00:07:23.000 --> 00:07:44.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:07:44.000 --> 00:07:47.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:07:47.000 --> 00:07:53.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:07:53.000 --> 00:07:54.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:07:54.000 --> 00:07:55.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:07:55.000 --> 00:07:56.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:07:56.000 --> 00:07:57.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:07:57.000 --> 00:07:58.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:07:58.000 --> 00:07:59.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:07:59.000 --> 00:08:00.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:00.000 --> 00:08:01.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:01.000 --> 00:08:02.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:02.000 --> 00:08:03.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:03.000 --> 00:08:17.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:17.000 --> 00:08:18.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:18.000 --> 00:08:19.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:19.000 --> 00:08:20.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:20.000 --> 00:08:21.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:21.000 --> 00:08:22.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:22.000 --> 00:08:23.000]  亞國以爲我去到哪裏哪裏是屬於我的
[00:08:23.000 --> 00:08:24.000]  亞國以爲我去到哪裏哪裏是屬於我的
