
[00:00:00.000 --> 00:00:07.500]  多謝主讓我有機會在此跟大家分享自己的說話
[00:00:07.500 --> 00:00:16.000]  有人說家庭是一個叫人又愛又恨的地方
[00:00:16.000 --> 00:00:25.000]  因為很多開心的事、快樂的事、滿足的事都在家中發生
[00:00:25.000 --> 00:00:36.000]  因為在家中,理應是最沒有防衛,回到家中可以躺著,最釋放的一個地方
[00:00:36.000 --> 00:00:46.000]  但同樣地,有時候最大的傷害往往來自最親密的人,可能就是家人
[00:00:46.000 --> 00:00:55.000]  一輪新冠肺炎肆虐,學生哥要停課留在家中
[00:00:55.000 --> 00:01:00.000]  成年人又要work from home,要在家中辦公
[00:01:00.000 --> 00:01:05.000]  甚至星期六、日,假期都不能回家,又不能外出
[00:01:05.000 --> 00:01:16.000]  有些人說這樣太好了,以前我們忙得不得了,現在有很多可以和家人、夫婦、親子的時間
[00:01:16.000 --> 00:01:23.000]  彌補我們以前太忙,忙到不和家人在一起的時間
[00:01:23.000 --> 00:01:33.000]  另一方面,也有人說這是群獸鬥,不斷有很多磨擦,關係很緊張
[00:01:33.000 --> 00:01:39.000]  在這段時間,如果大家留意,很多的家庭悲劇都發生
[00:01:39.000 --> 00:01:49.000]  所以你發覺在政府裏面,你看電視的宣傳短片,都不斷勸我們要珍惜我們的家人
[00:01:49.000 --> 00:01:57.000]  因為整個社會都因著這段緊張的時間,出現了不少的家庭悲劇
[00:01:57.000 --> 00:02:08.000]  無論如何,家庭始終是我們要一起去面對,不能逃避的一個地方
[00:02:08.000 --> 00:02:19.000]  如果家真是家的時候,我們就真是能夠享受家所帶給我們的那種樂趣
[00:02:19.000 --> 00:02:29.000]  所以我今天很想剛才江牧師跟我們讀的經文,我們提到裏面你眼裏都會看到有一個家庭
[00:02:29.000 --> 00:02:37.000]  在聖經裏面,耶穌很喜愛的這個家庭,我們叫它做「伯大尼之家」
[00:02:37.000 --> 00:02:44.000]  我們看看這個家庭,究竟有什麼值得我們去學習和借鏡
[00:02:44.000 --> 00:02:54.000]  伯大尼,我們知道一點點的背景,它大概位於耶路撒冷三公里以外的一個城市
[00:02:54.000 --> 00:03:01.000]  三公里有多長?大概三千米,我再具體一點
[00:03:01.000 --> 00:03:08.000]  就是一個球場繞七個半球場,你們可以想像一下有多長
[00:03:08.000 --> 00:03:16.000]  所以在聖經裏面每當提到這個城市的時候,它就會有一個家庭經常出現
[00:03:16.000 --> 00:03:20.000]  我們通常就叫這個家庭做「伯大尼之家」
[00:03:20.000 --> 00:03:26.000]  即是說是住在伯大尼裏面的其中一個家庭
[00:03:26.000 --> 00:03:32.000]  不過叫它做「伯大尼之家」,即是說這個家庭很有知名度
[00:03:32.000 --> 00:03:38.000]  所以成為伯大尼這個地方家庭的代表
[00:03:38.000 --> 00:03:44.000]  打個比喻,如果你剛才在柴灣地鐵站走出來的時候
[00:03:44.000 --> 00:03:54.000]  有人在柴灣地鐵站問:請問離頌街的東茂廣場在哪裏?
[00:03:54.000 --> 00:03:59.000]  那個人就說:哦,就是在報道會傳恩堂那裏
[00:03:59.000 --> 00:04:04.000]  嘩,很厲害嗎?如果是這樣你都很厲害,你的教會很有名
[00:04:04.000 --> 00:04:08.000]  你成為離頌街東茂廣場的代表
[00:04:08.000 --> 00:04:14.000]  那一定是有你很特別,很個人之處才會這麼有名
[00:04:14.000 --> 00:04:17.000]  我們心願如此
[00:04:17.000 --> 00:04:23.000]  回頭來看,為何伯大尼這個家庭這麼著名呢?
[00:04:23.000 --> 00:04:30.000]  可能是因為耶穌是他們的常客,而且和他們的關係相當密切
[00:04:30.000 --> 00:04:32.000]  有幾件事證明到的
[00:04:32.000 --> 00:04:35.000]  耶穌每次來到耶路撒冷工作的時候
[00:04:35.000 --> 00:04:43.000]  祂一定路經這個家裏,休息一會兒,歇一歇,探望他們
[00:04:43.000 --> 00:04:47.000]  當聖經說到拉撒路這個人病了
[00:04:47.000 --> 00:04:52.000]  他們的家人馬上打發人去找耶穌,第一時間就去找耶穌
[00:04:52.000 --> 00:04:57.000]  後來拉撒路他復活了
[00:04:57.000 --> 00:05:01.000]  或者後來聖經又寫到,瑪利亞囂香高這些事
[00:05:01.000 --> 00:05:05.000]  全部都是和這個家庭有關的
[00:05:05.000 --> 00:05:10.000]  你可以看到,這個家庭和耶穌是有密切的關係
[00:05:10.000 --> 00:05:14.000]  而且是耶穌很關心,很喜悅的家庭
[00:05:14.000 --> 00:05:18.000]  我們儘管看看這個家庭,它的結構是怎樣的
[00:05:18.000 --> 00:05:22.000]  有三個成員,大家姐叫馬大
[00:05:22.000 --> 00:05:25.000]  馬大在聖經,我想你一點都不會陌生
[00:05:25.000 --> 00:05:28.000]  今天我講這段經文,可能你已經看過很多次
[00:05:28.000 --> 00:05:31.000]  無數次,你講過很多次故事
[00:05:31.000 --> 00:05:33.000]  馬大你應該不陌生
[00:05:33.000 --> 00:05:39.000]  聖經的描寫,我們發現這個大家姐是一個事務型的人
[00:05:39.000 --> 00:05:44.000]  即是在家裏面大大小小,小小的東西
[00:05:44.000 --> 00:05:49.000]  他都打點,他都處理,就好像一個管家
[00:05:49.000 --> 00:05:53.000]  耶穌曾經說他,在路加三十章41節說
[00:05:53.000 --> 00:05:58.000]  他是為許多的事,操心忙碌
[00:05:58.000 --> 00:06:01.000]  但耶穌這樣說,我們要注意
[00:06:01.000 --> 00:06:06.000]  他不是批評馬大不好,性格的事無得好不好
[00:06:06.000 --> 00:06:09.000]  他只是顯出,他的性格就是這樣
[00:06:09.000 --> 00:06:14.000]  我們經常都標籤他,馬大好像只會工作
[00:06:14.000 --> 00:06:19.000]  其實馬大這種人,他是一種很愛服侍人的人
[00:06:19.000 --> 00:06:23.000]  教會裏面,我告訴你,你的家裏面不可以沒有這種人
[00:06:23.000 --> 00:06:26.000]  通常在你的家裏,或者在教會裏面
[00:06:26.000 --> 00:06:32.000]  有些姐妹們,或者是家裏面的太太
[00:06:32.000 --> 00:06:38.000]  你的大家姐,媽媽,都可能是這一類型的人
[00:06:38.000 --> 00:06:42.000]  第二個成員,二姐姐,叫做瑪利亞
[00:06:42.000 --> 00:06:47.000]  聖經裏面要描述,她的性格和馬大是幾不同的
[00:06:47.000 --> 00:06:51.000]  她是一個很安靜的人,很安靜型的人
[00:06:51.000 --> 00:06:54.000]  或者你這樣說,她是細心些的
[00:06:54.000 --> 00:06:57.000]  她是坐在耶穌的腳前聽道的
[00:06:57.000 --> 00:07:00.000]  從她為耶穌安葬的事
[00:07:00.000 --> 00:07:04.000]  而先預備了很貴重的拿達香膏
[00:07:04.000 --> 00:07:09.000]  敲在耶穌的頭上這件事,我們是見到她的細心
[00:07:09.000 --> 00:07:13.000]  她會留心到身邊人,周圍人的需要
[00:07:13.000 --> 00:07:16.000]  第三個成員,拉薩羅
[00:07:16.000 --> 00:07:18.000]  聖經沒有特別提及他
[00:07:18.000 --> 00:07:21.000]  通常這個人是怎樣的呢?
[00:07:21.000 --> 00:07:27.000]  是從周圍的人,或者身邊的事那裏將這個人襯托出來
[00:07:27.000 --> 00:07:34.000]  可以肯定的,兩個姐姐和耶穌都痛愛弟弟
[00:07:34.000 --> 00:07:39.000]  我們常說拉仔拉心肝,就是這樣
[00:07:39.000 --> 00:07:46.000]  雖然他是拉仔,但你看到他不會似寵身嬌
[00:07:46.000 --> 00:07:50.000]  他一定是有他很乖的一面,所以得到人的痛愛
[00:07:50.000 --> 00:07:54.000]  大概這個成員的架構就是這樣
[00:07:54.000 --> 00:08:00.000]  你從表面上看,這個不是一個整全的家庭
[00:08:00.000 --> 00:08:03.000]  起碼你見不到上一代,沒有爸爸媽媽
[00:08:03.000 --> 00:08:06.000]  沒有公公婆婆,沒有爺爺嬤嬤
[00:08:06.000 --> 00:08:10.000]  如果用現代話來說,他們是苦海孤初
[00:08:10.000 --> 00:08:16.000]  相依為命,很不幸的一個家庭
[00:08:16.000 --> 00:08:21.000]  但我們從聖經裏面看得到,不是他們的不幸
[00:08:21.000 --> 00:08:28.000]  反而是感受到他們那種足以令人羨慕的一個家庭
[00:08:28.000 --> 00:08:35.000]  我自己可以這樣看,家庭的結構不是最重要
[00:08:35.000 --> 00:08:39.000]  最重要是這個家,究竟擁有甚麼元素
[00:08:39.000 --> 00:08:43.000]  百大離之家,究竟擁有甚麼特別的元素
[00:08:43.000 --> 00:08:47.000]  那麼值得一提,那麼值得我們去學習
[00:08:47.000 --> 00:08:51.000]  因為我很想藉著這個家庭,它裏面的一些特質
[00:08:51.000 --> 00:08:54.000]  幫助大家去應用在我們自己的家
[00:08:54.000 --> 00:08:58.000]  甚至應用在我們的教會裏面,傳恩堂
[00:08:58.000 --> 00:09:02.000]  希望我們都能夠讓我們的家,讓我們的教會
[00:09:02.000 --> 00:09:06.000]  都能夠成為主所喜悅的地方,不單止是這樣
[00:09:06.000 --> 00:09:10.000]  最重要是有主常常同在的地方
[00:09:10.000 --> 00:09:15.000]  先看第一個元素,是一個有愛的地方
[00:09:15.000 --> 00:09:20.000]  我想我們在座當中,我們的家庭可能我們都很有愛
[00:09:20.000 --> 00:09:26.000]  我家裏很有愛的,有父母、兒女、兄弟姊妹、夫婦之間的愛
[00:09:26.000 --> 00:09:30.000]  不過百大離之家,比我們更加看得到的
[00:09:30.000 --> 00:09:36.000]  不單止是人世間的洒毒情深,手足之情
[00:09:36.000 --> 00:09:42.000]  更加重要的是他們這種愛是有源頭的,是來自神的
[00:09:42.000 --> 00:09:49.000]  這個家庭既有人的愛,亦都有從神而來的愛
[00:09:49.000 --> 00:09:52.000]  剛才那位牧師跟我們讀過一些經文
[00:09:52.000 --> 00:09:54.000]  我特別想抽出來
[00:09:54.000 --> 00:09:58.000]  在《約翰福音》十一章三至五節和三十六節
