
[00:00:00.000 --> 00:00:01.240]  感謝讚美主
[00:00:01.240 --> 00:00:03.800]  我們今天算是我們從疫情到現在
[00:00:03.800 --> 00:00:06.600]  大概人數最多的一次
[00:00:06.600 --> 00:00:07.500]  感謝主
[00:00:07.500 --> 00:00:09.380]  雖然是受洗的時候
[00:00:09.380 --> 00:00:12.300]  但是我們即將也要開始慢慢地
[00:00:12.300 --> 00:00:14.640]  教會要開始這個
[00:00:14.640 --> 00:00:15.880]  Gradually的
[00:00:15.880 --> 00:00:18.440]  漸漸地要開始Reopening
[00:00:18.440 --> 00:00:19.480]  親愛的兄姊妹
[00:00:19.480 --> 00:00:21.040]  今天是復活節
[00:00:21.040 --> 00:00:22.840]  復活節是我們
[00:00:22.840 --> 00:00:25.880]  可以說是教會一個非常重要的日子
[00:00:25.880 --> 00:00:27.340]  可是很奇怪
[00:00:27.340 --> 00:00:29.240]  在我們這個信仰的過程當中
[00:00:29.240 --> 00:00:31.200]  我不曉得你慶祝到現在
[00:00:31.200 --> 00:00:34.580]  你慶祝最多的耶穌有關耶穌的
[00:00:34.580 --> 00:00:36.040]  不管是出生
[00:00:36.040 --> 00:00:38.940]  就是聖誕節對不對
[00:00:38.940 --> 00:00:40.040]  然後呢
[00:00:40.040 --> 00:00:41.500]  壽難節
[00:00:41.500 --> 00:00:43.780]  再來就是復活節
[00:00:43.780 --> 00:00:46.540]  你想在我們的這個信仰當中
[00:00:46.540 --> 00:00:49.480]  哪一個節日是最受歡迎
[00:00:49.480 --> 00:00:53.440]  哪一個節日是我們慶祝最厲害的
[00:00:53.440 --> 00:00:55.780]  哪一個
[00:00:55.780 --> 00:00:58.540]  聖誕節是不是
[00:00:58.540 --> 00:01:00.680]  所以你看聖誕節的時候大家都放假
[00:01:00.680 --> 00:01:02.280]  大家都在那個地方
[00:01:02.280 --> 00:01:03.400]  慶祝啊
[00:01:03.400 --> 00:01:05.180]  這個送禮物啊等等
[00:01:05.180 --> 00:01:07.680]  聖誕節是最熱鬧的
[00:01:07.680 --> 00:01:09.200]  但是親愛的兄姊妹
[00:01:09.200 --> 00:01:11.380]  其實你從今天這段聖經裡面
[00:01:11.380 --> 00:01:13.600]  經文羅馬書第一章第五
[00:01:13.600 --> 00:01:15.300]  第一節到第五節這邊
[00:01:15.300 --> 00:01:17.780]  這是保羅在他的書信當中
[00:01:17.780 --> 00:01:19.540]  介紹可以說
[00:01:19.540 --> 00:01:20.580]  他的引言
[00:01:20.580 --> 00:01:22.340]  他的介紹
[00:01:22.340 --> 00:01:24.840]  有關自己
[00:01:24.840 --> 00:01:28.180]  然後可以說就是他整個的書信裡面
[00:01:28.180 --> 00:01:30.640]  講到這個引言最長的
[00:01:30.640 --> 00:01:34.180]  整個引言應該是到第七節
[00:01:34.180 --> 00:01:36.640]  我今天沒有時間講這麼多
[00:01:36.640 --> 00:01:38.740]  但是保羅在這裡跟他的書信一樣
[00:01:38.740 --> 00:01:41.200]  一開始他先講到他自己是誰
[00:01:41.200 --> 00:01:43.440]  他說他是耶穌基督的僕人保羅
[00:01:43.440 --> 00:01:45.000]  奉召為使徒
[00:01:45.000 --> 00:01:47.240]  特派傳神的福音
[00:01:47.240 --> 00:01:48.900]  然後接著他就開始講
[00:01:48.900 --> 00:01:50.600]  這個福音是什麼呢
[00:01:50.600 --> 00:01:52.240]  親愛的天主我們在這裡已經慶祝了
[00:01:52.240 --> 00:01:55.480]  我問你什麼叫做福音
[00:01:55.480 --> 00:01:59.400]  什麼叫做福音
[00:01:59.400 --> 00:02:02.040]  福音是什麼
[00:02:02.040 --> 00:02:04.180]  當我們講傳福音的時候
[00:02:04.180 --> 00:02:06.040]  我們知不知道什麼是福音
[00:02:06.040 --> 00:02:07.840]  保羅在這個地方提到
[00:02:07.840 --> 00:02:09.840]  他說保羅說這個福音
[00:02:09.840 --> 00:02:17.080]  是神從前藉眾先知在聖經上所應許的
[00:02:17.080 --> 00:02:20.300]  然後接著第三節第四節
[00:02:20.300 --> 00:02:26.280]  他就講到這個福音的內容是什麼
[00:02:26.280 --> 00:02:28.380]  首先我們來看
[00:02:28.380 --> 00:02:32.000]  他提到說這個福音的內容是什麼呢
[00:02:32.000 --> 00:02:36.580]  他說這個福音就是論道他的兒子
[00:02:36.580 --> 00:02:38.640]  我主耶穌基督
[00:02:38.640 --> 00:02:40.740]  換句話說福音是什麼
[00:02:40.740 --> 00:02:42.880]  福音就是耶穌基督
[00:02:42.880 --> 00:02:44.280]  傳福音是什麼意思
[00:02:44.280 --> 00:02:49.780]  就是傳耶穌基督
[00:02:49.780 --> 00:02:51.880]  馬可福音第一章也這樣講
[00:02:51.880 --> 00:03:00.340]  他說耶穌基督神的兒子福音的起頭
[00:03:00.340 --> 00:03:01.780]  那個意思就是說
[00:03:01.780 --> 00:03:08.780]  耶穌基督就是這個福音的內容
[00:03:08.780 --> 00:03:10.800]  所以親愛的兄弟姐妹
[00:03:10.800 --> 00:03:13.380]  這個福音的內容就是耶穌基督
[00:03:13.380 --> 00:03:16.640]  然後接著保羅就繼續的在講到說
[00:03:16.640 --> 00:03:23.000]  他說按肉體說他是從大衛後裔生的
[00:03:23.000 --> 00:03:24.200]  這個意思就是說
[00:03:24.200 --> 00:03:26.080]  如果你去看馬太福音裡面
[00:03:26.080 --> 00:03:28.300]  耶穌基督的家譜
[00:03:28.300 --> 00:03:30.800]  耶穌你看這樣一直這樣講
[00:03:30.800 --> 00:03:32.400]  從亞當開始一直講
[00:03:32.400 --> 00:03:36.240]  講到後來就講到耶穌基督的
[00:03:36.240 --> 00:03:41.540]  他是大衛的後裔
[00:03:41.540 --> 00:03:42.740]  為什麼講大衛的後裔
[00:03:42.740 --> 00:03:45.300]  每一個猶太人都知道
[00:03:45.300 --> 00:03:49.200]  大衛是在以色列的歷史當中
[00:03:49.200 --> 00:03:55.240]  他們認為如果講最復興的一個王朝是什麼時候呢
[00:03:55.240 --> 00:03:57.440]  就是大衛
[00:03:57.440 --> 00:04:01.340]  所以這個先知講到說
[00:04:01.340 --> 00:04:04.140]  恢復大衛倒塌的帳目
[00:04:04.140 --> 00:04:06.100]  就有點像我們中國人講說
[00:04:06.100 --> 00:04:09.440]  我們要怎麼樣復興中華
[00:04:09.440 --> 00:04:12.500]  當我們想到我們中國最興旺的朝代的時候
[00:04:12.500 --> 00:04:15.900]  我們想到的是什麼
[00:04:15.900 --> 00:04:18.800]  唐朝
[00:04:18.800 --> 00:04:20.500]  猶太人有這樣子的一個想法
[00:04:20.500 --> 00:04:25.140]  所以當這裡提到大衛的後裔生的時候
[00:04:25.140 --> 00:04:28.540]  在舊約的先知裡面多次的提到
[00:04:28.540 --> 00:04:32.900]  預言這一位米賽亞就是大衛的後裔
[00:04:32.900 --> 00:04:34.900]  講大衛的後裔
[00:04:34.900 --> 00:04:38.600]  他說按肉體說也表明耶穌基督
[00:04:38.600 --> 00:04:41.840]  他是人性上面來講
[00:04:41.840 --> 00:04:46.300]  他是大衛的後裔
[00:04:46.300 --> 00:04:48.340]  但是接著他第四節講說
[00:04:48.340 --> 00:04:52.340]  按聖三的靈說
[00:04:52.340 --> 00:04:54.740]  其實這個聖三的靈
[00:04:54.740 --> 00:04:57.200]  這個善原文是沒有的
[00:04:57.200 --> 00:05:00.400]  換句話說按聖靈來說
[00:05:00.400 --> 00:05:02.800]  他是從死裡復活
[00:05:02.800 --> 00:05:10.100]  以大人顯明是神的兒子
[00:05:10.100 --> 00:05:12.700]  所以這第三節第四節
[00:05:12.700 --> 00:05:22.040]  可以說就是整個福音的核心
[00:05:22.040 --> 00:05:25.200]  所以剛才我們講說福音是什麼呢
[00:05:25.200 --> 00:05:26.700]  福音就是耶穌基督對不對
[00:05:26.700 --> 00:05:31.000]  所以講福音講耶穌基督的就是從耶穌基督出生
[00:05:31.000 --> 00:05:34.800]  一直到耶穌基督死
[00:05:34.800 --> 00:05:36.100]  是不是
[00:05:36.100 --> 00:05:38.700]  我們講一個人的結束的時候我們都是怎麼樣
[00:05:38.700 --> 00:05:41.400]  他的出生然後最後講到哪裡
[00:05:41.400 --> 00:05:43.600]  講到死亡對不對
[00:05:43.600 --> 00:05:45.700]  但是當我們講到耶穌基督的時候
[00:05:45.700 --> 00:05:47.200]  我們不能講到這裡
[00:05:47.200 --> 00:05:49.000]  我們講到耶穌基督的出生
[00:05:49.000 --> 00:05:52.000]  我們還必須講到耶穌基督的死
[00:05:52.000 --> 00:05:56.300]  然後進一步我們還要講到什麼
[00:05:56.300 --> 00:05:58.800]  復活
[00:05:58.800 --> 00:06:02.900]  所以保羅在這裡讓我們看見
[00:06:02.900 --> 00:06:06.600]  我們信仰的核心這個福音的中心
[00:06:06.600 --> 00:06:08.500]  當我們在傳福音的時候
[00:06:08.500 --> 00:06:12.200]  我們要講的不僅僅是耶穌基督愛你
[00:06:12.200 --> 00:06:13.300]  為你而死
[00:06:13.300 --> 00:06:15.200]  釘在十字架上面
[00:06:15.200 --> 00:06:18.400]  要繼續講到第三天他從死裡復活
[00:06:18.400 --> 00:06:20.000]  並且還要講到什麼
[00:06:20.000 --> 00:06:24.300]  耶穌基督還要再來
[00:06:24.300 --> 00:06:27.900]  所以今天我們在這裡講復活節
[00:06:27.900 --> 00:06:31.000]  大概很多的教會一年當中
[00:06:31.000 --> 00:06:34.000]  一定有一個時間會講到耶穌基督的復活
[00:06:34.000 --> 00:06:37.800]  就是復活節
[00:06:37.800 --> 00:06:40.000]  可是
[00:06:40.000 --> 00:06:48.100]  這個有一個叫做Dr. Weber Smith
[00:06:48.100 --> 00:06:49.900]  他是一個
[00:06:49.900 --> 00:06:54.900]  可以說是美國一個很著名的神學家
[00:06:54.900 --> 00:07:00.300]  他也是富樂神學院的其中的一個founder
[00:07:00.300 --> 00:07:04.000]  美國Pasadena那個富樂神學院的
[00:07:04.000 --> 00:07:05.400]  很有名的一個神學院的
[00:07:05.400 --> 00:07:08.800]  他是其中的一個創辦人
[00:07:08.800 --> 00:07:13.400]  他後來又到了芝加哥的Trinity神學院
[00:07:13.400 --> 00:07:16.500]  做他們的教授
[00:07:16.500 --> 00:07:19.500]  所以在美國是一個非常知名的教授
[00:07:19.500 --> 00:07:23.600]  但是這位美國知名的神學院教授
[00:07:23.600 --> 00:07:26.500]  他對於羅馬書第一章第四節
[00:07:26.500 --> 00:07:29.500]  發出了一個很尖銳的問題
[00:07:29.500 --> 00:07:31.600]  他說我很疑惑
[00:07:31.600 --> 00:07:35.400]  為何我們最主要的這些的傳教的人
[00:07:35.400 --> 00:07:36.800]  傳道的人
[00:07:36.800 --> 00:07:39.200]  卻從來不去宣講
[00:07:39.200 --> 00:07:49.200]  或者發表關於這節經文的講道文
[00:07:49.200 --> 00:07:52.200]  當然這是西方世界美國教會
[00:07:52.200 --> 00:07:56.300]  我不曉得我們華人教會如何
[00:07:56.300 --> 00:07:58.100]  他說明一件事情就說
[00:07:58.100 --> 00:07:59.800]  今天美國的教會
[00:07:59.800 --> 00:08:01.800]  他帶出了一個問題就說
