
[00:00:00.000 --> 00:00:03.000]  先和大家講一下歷史
[00:00:03.000 --> 00:00:08.000]  1644年其實是中國歷史上翻天覆地的一個年代
[00:00:08.000 --> 00:00:14.000]  在那一年,反政府的民兵領袖李自成攻陷北京
[00:00:14.000 --> 00:00:19.000]  而崇禎王吊頸自殺,明朝就滅亡了
[00:00:19.000 --> 00:00:22.000]  但是,鎮守三海關的總兵吳三桂
[00:00:22.000 --> 00:00:27.000]  因為他外切陳元源,被李自成的部下搶走了
[00:00:27.000 --> 00:00:31.000]  一路之下竟然大開中門
[00:00:31.000 --> 00:00:34.000]  帶清兵殺入中原
[00:00:34.000 --> 00:00:36.000]  大家都聽過這段歷史吧
[00:00:36.000 --> 00:00:39.000]  號稱天下第一關的三海關
[00:00:39.000 --> 00:00:43.000]  本來應該是阻止外族入侵的關口
[00:00:43.000 --> 00:00:47.000]  但是竟然現在成為一個致命的缺口
[00:00:47.000 --> 00:00:50.000]  滿清就由這裡長驅直入
[00:00:50.000 --> 00:00:55.000]  李自成最後戰敗被殺
[00:00:55.000 --> 00:00:59.000]  滿清就在北京建立政權
[00:00:59.000 --> 00:01:01.000]  這就是大清王朝
[00:01:01.000 --> 00:01:04.000]  我們知道清入關之後
[00:01:04.000 --> 00:01:07.000]  其實最初是大開殺戒
[00:01:07.000 --> 00:01:09.000]  涉政王多爾群
[00:01:09.000 --> 00:01:14.000]  也用強硬的手段去逼中國人剃頭留鞭
[00:01:14.000 --> 00:01:18.000]  要麼你就剃頭,要麼就砍頭
[00:01:18.000 --> 00:01:21.000]  所有人都要換上清裝
[00:01:21.000 --> 00:01:26.000]  無論你喜歡不喜歡,自願被迫
[00:01:26.000 --> 00:01:31.000]  一律成為大清帝國的子民
[00:01:31.000 --> 00:01:34.000]  當時的中國人可不可以說
[00:01:34.000 --> 00:01:37.000]  不三個人一個人開關
[00:01:37.000 --> 00:01:41.000]  就要全中國的人民被滿清糟質
[00:01:41.000 --> 00:01:44.000]  屈服在外族強權之下
[00:01:44.000 --> 00:01:46.000]  很不公平
[00:01:46.000 --> 00:01:48.000]  可以這樣說
[00:01:48.000 --> 00:01:50.000]  但這是事實
[00:01:50.000 --> 00:01:54.000]  而且歷史還不斷重複
[00:01:54.000 --> 00:01:58.000]  到了十九世紀的中葉
[00:01:58.000 --> 00:02:03.000]  清朝在鴉片戰爭慘敗之後
[00:02:03.000 --> 00:02:07.000]  1842年的時候
[00:02:07.000 --> 00:02:10.000]  被迫簽訂南京條約
[00:02:10.000 --> 00:02:14.000]  香港就這樣割讓給英國
[00:02:14.000 --> 00:02:16.000]  隨後的北京條約
[00:02:16.000 --> 00:02:20.000]  又割讓給戛行街以南的九龍半島
[00:02:20.000 --> 00:02:22.000]  到1898年的時候
[00:02:22.000 --> 00:02:26.000]  英國又向清政府租借新界
[00:02:26.000 --> 00:02:30.000]  99年期直到1997
[00:02:30.000 --> 00:02:32.000]  那你也可以說
[00:02:32.000 --> 00:02:36.000]  這條約不是我簽的
[00:02:36.000 --> 00:02:39.000]  也不在香港簽
[00:02:39.000 --> 00:02:43.000]  還有清朝都忙了這麼久
[00:02:43.000 --> 00:02:46.000]  十九世紀的陳年舊事
[00:02:46.000 --> 00:02:48.000]  關我什麼事
[00:02:48.000 --> 00:02:51.000]  我都還沒出世
[00:02:51.000 --> 00:02:55.000]  但事實上當時的香港人
[00:02:55.000 --> 00:02:58.000]  甚至直到我們這一代的香港人
[00:02:58.000 --> 00:03:01.000]  我們喜歡也好不喜歡也好
[00:03:01.000 --> 00:03:08.000]  都是在港英政府的權勢下被統治
[00:03:08.000 --> 00:03:11.000]  這個政權是根據英皇制告
[00:03:11.000 --> 00:03:14.000]  皇室訓令去管治香港
[00:03:14.000 --> 00:03:18.000]  而不是再是行大清律例
[00:03:18.000 --> 00:03:20.000]  幾百年之後
[00:03:20.000 --> 00:03:24.000]  香港又再一次經歷政權的轉移
[00:03:24.000 --> 00:03:28.000]  事實上當你去到不同的國家或地區
[00:03:28.000 --> 00:03:31.000]  你就進入了不同的權力範圍
[00:03:31.000 --> 00:03:35.000]  你就受當地的政權去管轄
[00:03:35.000 --> 00:03:36.000]  是不是
[00:03:36.000 --> 00:03:38.000]  在當地出生的嬰兒
[00:03:38.000 --> 00:03:42.000]  身份上就是屬於當地政府名下的公民
[00:03:42.000 --> 00:03:46.000]  這個身份在他媽媽肚子裡已經定了
[00:03:46.000 --> 00:03:48.000]  不是他自己選的
[00:03:48.000 --> 00:03:52.000]  你生在什麼的勢力範圍底下
[00:03:52.000 --> 00:03:56.000]  你就受那個權力去管轄
[00:03:56.000 --> 00:03:59.000]  這個叫權勢
[00:03:59.000 --> 00:04:04.000]  今天可能我們都不是很服
[00:04:04.000 --> 00:04:07.000]  為什麼聖經說我們是罪人
[00:04:07.000 --> 00:04:12.000]  我們都認為亞當夏娃犯罪只是陳年舊事
[00:04:12.000 --> 00:04:15.000]  他們犯罪關我什麼事
[00:04:15.000 --> 00:04:18.000]  做什麼為我們是罪人
[00:04:18.000 --> 00:04:21.000]  嬰兒有什麼罪
[00:04:21.000 --> 00:04:23.000]  其實事實就是說
[00:04:23.000 --> 00:04:27.000]  人類的始祖是不聽神的吩咐
[00:04:27.000 --> 00:04:30.000]  吃了分辨性的果子
[00:04:30.000 --> 00:04:32.000]  既然人是不怕得罪上帝
[00:04:32.000 --> 00:04:36.000]  而去選擇相信魔鬼的時候
[00:04:36.000 --> 00:04:42.000]  罪就是由山海關這個缺口
[00:04:42.000 --> 00:04:45.000]  進入了本來美麗的世界
[00:04:45.000 --> 00:04:48.000]  世界從此就成為了
[00:04:48.000 --> 00:04:53.000]  罪權力範圍的控制底下
[00:04:53.000 --> 00:04:57.000]  所有在亞當夏娃之後出生的
[00:04:57.000 --> 00:05:02.000]  都是出生在一個被罪惡權勢所管理的世界
[00:05:02.000 --> 00:05:07.000]  所以當大衛反省自己的罪性的時候
[00:05:07.000 --> 00:05:10.000]  他體驗到一件事就是
[00:05:10.000 --> 00:05:11.000]  麻煩下一張
[00:05:11.000 --> 00:05:15.000]  不知道為什麼這個動不了
[00:05:15.000 --> 00:05:17.000]  大衛說什麼呢
[00:05:17.000 --> 00:05:20.000]  漢亞我是在罪孽裡生的
[00:05:20.000 --> 00:05:23.000]  我在母親懷胎的時候就拿著罪
[00:05:23.000 --> 00:05:26.000]  這個不是純粹的文學修辭手法去寫
[00:05:26.000 --> 00:05:29.000]  其實是他講出的事實
[00:05:29.000 --> 00:05:32.000]  我們無論在身份上
[00:05:32.000 --> 00:05:36.000]  在本質上都是罪人
[00:05:36.000 --> 00:05:41.000]  如果你是根據教會的讀經計劃去看聖經的時候
[00:05:41.000 --> 00:05:43.000]  由摩西五經一直讀下去
[00:05:43.000 --> 00:05:46.000]  你就會看到在罪惡權勢底下
[00:05:46.000 --> 00:05:50.000]  世界的人一代比一代惡
[00:05:50.000 --> 00:05:55.000]  所犯的罪一代比一代得人驚
[00:05:55.000 --> 00:05:59.000]  從亞當到該隱 你記得嗎
[00:05:59.000 --> 00:06:03.000]  再到拉麥 再到羅亞的時代
[00:06:03.000 --> 00:06:06.000]  再到士師的時代
[00:06:06.000 --> 00:06:11.000]  各人都是任意而行 目中無神
[00:06:11.000 --> 00:06:14.000]  什麼恐怖的 變態的事情都做得出
[00:06:14.000 --> 00:06:17.000]  越讀就越心寒
[00:06:17.000 --> 00:06:22.000]  其實罪的權勢不單止是制人
[00:06:22.000 --> 00:06:26.000]  進入這個世界之後 萬物都在罪權勢底下捱
[00:06:26.000 --> 00:06:32.000]  在羅馬書的第八章
[00:06:32.000 --> 00:06:35.000]  第二十節一直講下去的時候
[00:06:35.000 --> 00:06:41.000]  就是講到受造之物屈服在空虛底下
