
[00:00:00.000 --> 00:00:07.000]  今天跟大家分享的一段經文是在《傳道書》
[00:00:07.000 --> 00:00:12.000]  最近有機會再一次讀《傳道書》的時候
[00:00:12.000 --> 00:00:15.000]  給我一些反省
[00:00:15.000 --> 00:00:18.000]  今天跟大家分享這段經文
[00:00:18.000 --> 00:00:21.000]  如果你有聖經的話
[00:00:21.000 --> 00:00:23.000]  我鼓勵你打開你的聖經
[00:00:23.000 --> 00:00:28.000]  稍後我一邊講的時候都會打出一些經文
[00:00:28.000 --> 00:00:30.000]  我想我先讀一次給大家聽
[00:00:30.000 --> 00:00:33.000]  如果有機會你們可以打開來看
[00:00:33.000 --> 00:00:36.000]  如果不是的話你聽我讀也可以
[00:00:36.000 --> 00:00:38.000]  在《傳道書》第一章
[00:00:38.000 --> 00:00:42.000]  我們從第十二節讀到第十八節
[00:00:42.000 --> 00:00:43.000]  它也這樣說
[00:00:43.000 --> 00:00:46.000]  我傳道者在耶路撒冷作過以色列的王
[00:00:46.000 --> 00:00:48.000]  我專心用智慧尋求
[00:00:48.000 --> 00:00:50.000]  查究天下所做的一切事
[00:00:50.000 --> 00:00:53.000]  乃至神叫世人所經練的
[00:00:53.000 --> 00:00:56.000]  是極重的勞苦
[00:00:56.000 --> 00:00:58.000]  我見日光之下所做的一切事
[00:00:58.000 --> 00:01:00.000]  到時虛空到時暴風
[00:01:00.000 --> 00:01:02.000]  彎曲的不能變直
[00:01:02.000 --> 00:01:04.000]  缺少的不能足數
[00:01:04.000 --> 00:01:06.000]  我心裡議論說
[00:01:06.000 --> 00:01:10.000]  我得了大智慧勝過我以前在耶路撒冷的眾人
[00:01:10.000 --> 00:01:16.000]  而且我心中多經歷智慧和知識的事
[00:01:16.000 --> 00:01:21.000]  我又專心察明智慧狂妄和愚昧
[00:01:21.000 --> 00:01:25.000]  乃至這也是暴風
[00:01:25.000 --> 00:01:29.000]  因為多有智慧就多有仇犯
[00:01:29.000 --> 00:01:34.000]  加增知識就加增憂傷
[00:01:34.000 --> 00:01:42.000]  今天讀這個經文
[00:01:42.000 --> 00:01:45.000]  和如果你看這個題目的話
[00:01:45.000 --> 00:01:47.000]  我想你大概可以猜到
[00:01:47.000 --> 00:01:51.000]  那個信息的方向是甚麼
[00:01:51.000 --> 00:01:53.000]  坦白說
[00:01:53.000 --> 00:01:58.000]  我今天講這個題目其實有很大的掙扎
[00:01:58.000 --> 00:02:02.000]  最少有兩方面的掙扎
[00:02:02.000 --> 00:02:04.000]  一方面我是在神學院教書的
[00:02:04.000 --> 00:02:06.000]  大家可能都知道
[00:02:06.000 --> 00:02:16.000]  而且很長時間我都在領導教務行政的職位上
[00:02:16.000 --> 00:02:19.000]  所以多年來我花了很多力氣
[00:02:19.000 --> 00:02:25.000]  去抗拒那些反理性、反學識的說法
[00:02:25.000 --> 00:02:28.000]  有些人認為在屬靈的事情上
[00:02:28.000 --> 00:02:30.000]  理性是不重要的
[00:02:30.000 --> 00:02:32.000]  學識是不重要的
[00:02:32.000 --> 00:02:35.000]  學術研究是不重要的
[00:02:35.000 --> 00:02:38.000]  只要你好好的親近神就可以了
[00:02:38.000 --> 00:02:40.000]  甚至有人認為這些學識
[00:02:40.000 --> 00:02:44.000]  反而令到我們和神的關係不好
[00:02:44.000 --> 00:02:47.000]  我一直都在反駁這種說法
[00:02:47.000 --> 00:02:50.000]  這個題目好像把我多年來所提倡的東西
[00:02:50.000 --> 00:02:53.000]  全部推翻了
[00:02:53.000 --> 00:02:57.000]  另一方面的掙扎是
[00:02:57.000 --> 00:03:02.000]  表面上很多人都以為我是一個有學問的人
[00:03:02.000 --> 00:03:06.000]  其實我很小的時候就開始近視眼
[00:03:06.000 --> 00:03:11.000]  小學三年級就開始戴眼鏡
[00:03:11.000 --> 00:03:16.000]  所以我整個樣子都像一個書生
[00:03:16.000 --> 00:03:20.000]  從小很多人都以為我很喜歡讀書
[00:03:20.000 --> 00:03:22.000]  但其實我告訴你
[00:03:22.000 --> 00:03:25.000]  我是一個很懶惰的學生
[00:03:25.000 --> 00:03:26.000]  我一點都不喜歡讀書
[00:03:26.000 --> 00:03:29.000]  我小時候只想著去玩
[00:03:29.000 --> 00:03:31.000]  如果不是神呼召我的話
[00:03:31.000 --> 00:03:33.000]  我一定不會去讀神學
[00:03:33.000 --> 00:03:37.000]  如果不是神把神學教育的負擔
[00:03:37.000 --> 00:03:38.000]  放在我心裡的話
[00:03:38.000 --> 00:03:42.000]  我肯定不會再去讀一個博士學位
[00:03:42.000 --> 00:03:44.000]  所以從這個角度來看
[00:03:44.000 --> 00:03:50.000]  這個題目好像是替我不喜歡讀書的性格做辯護
[00:03:50.000 --> 00:03:54.000]  所以無論你是從這方面看
[00:03:54.000 --> 00:03:55.000]  還是從那方面看
[00:03:55.000 --> 00:03:59.000]  我都覺得我是不適合講這個題目的一個人
[00:03:59.000 --> 00:04:02.000]  但是反過來說
[00:04:02.000 --> 00:04:05.000]  最不適合的人可能是最適合的人
[00:04:05.000 --> 00:04:07.000]  等一會你就會知道為什麼
[00:04:07.000 --> 00:04:10.000]  最不適合的人就是最適合的人
[00:04:10.000 --> 00:04:12.000]  傳道書如果你有看過傳道書
[00:04:12.000 --> 00:04:17.000]  你都知道傳道書的其中一個很重要的重點叫做虛空
[00:04:17.000 --> 00:04:22.000]  如果你從第一章第一節開始讀
[00:04:22.000 --> 00:04:25.000]  我剛才是讀十二節開始
[00:04:25.000 --> 00:04:28.000]  如果讀前面第一節到第十一節的話
[00:04:28.000 --> 00:04:33.000]  你可以看到虛空這個字出現了很多次
[00:04:33.000 --> 00:04:37.000]  這個字在很多英文聖經的翻譯版本裡
[00:04:37.000 --> 00:04:40.000]  翻譯為Vanity
[00:04:40.000 --> 00:04:44.000]  Vanity可能是虛幻或者虛浮的意思
[00:04:44.000 --> 00:04:49.000]  其實原文的意思是煙霧的意思
[00:04:49.000 --> 00:04:51.000]  vapor 好像煙霧那樣
[00:04:51.000 --> 00:04:54.000]  就是拿不住的一些東西
[00:04:54.000 --> 00:04:57.000]  有些英文版本你可能會看到
[00:04:57.000 --> 00:05:00.000]  翻譯成為meaningless
[00:05:00.000 --> 00:05:05.000]  但是其實它原本就是一些拿不住的一些煙霧
