
[00:00:00.000 --> 00:00:01.000]  我們先祈禱
[00:00:01.000 --> 00:00:04.800]  天父,我們感謝祢讓我們有機會學習主祢的話語
[00:00:04.800 --> 00:00:06.800]  神,我們看到祢很愛我們
[00:00:06.800 --> 00:00:09.200]  祢看到我們的特質
[00:00:09.200 --> 00:00:12.800]  祢看到我們是可以被塑造的時候
[00:00:12.800 --> 00:00:14.000]  祢就塑造我們
[00:00:14.000 --> 00:00:17.600]  祢會用很多方法塗鑿我們的生命
[00:00:17.600 --> 00:00:18.800]  我們感謝祢
[00:00:18.800 --> 00:00:21.600]  求求祢親自帶我們去藉著若拿書
[00:00:21.600 --> 00:00:23.400]  讓我們有這份反省
[00:00:23.400 --> 00:00:25.000]  聽下者在面前的禱告交托
[00:00:25.000 --> 00:00:26.100]  但奉主德性的名
[00:00:26.100 --> 00:00:26.800]  Amen
[00:00:26.800 --> 00:00:32.400]  好了,我們看到我講過第一章和第三章是有關連
[00:00:32.400 --> 00:00:35.400]  第一章講若拿逃避神的呼召
[00:00:35.400 --> 00:00:37.400]  是不是他接觸那些外邦人
[00:00:37.400 --> 00:00:40.800]  因為坐船的時候那些是外籍人士
[00:00:40.800 --> 00:00:43.400]  第三章一會兒我們會看
[00:00:43.400 --> 00:00:45.400]  就是他進入尼尼尼城
[00:00:45.400 --> 00:00:47.400]  就是他接觸那些外邦人
[00:00:47.400 --> 00:00:52.000]  第二章和第四章又是一個對照
[00:00:52.000 --> 00:00:54.000]  第二章他在哪裏
[00:00:54.000 --> 00:00:56.400]  進入了哪裏
[00:00:56.800 --> 00:00:59.400]  進入了漁福那裏
[00:00:59.400 --> 00:01:01.200]  在漁土裏面
[00:01:01.200 --> 00:01:02.600]  漆黑一片的
[00:01:02.600 --> 00:01:05.400]  他就好像自己下到陰間那樣
[00:01:05.400 --> 00:01:06.600]  他就向神呼求
[00:01:06.600 --> 00:01:08.000]  他跟神有對話
[00:01:08.000 --> 00:01:08.800]  記不記得
[00:01:08.800 --> 00:01:11.200]  第四章一會兒我們今晚都會看
[00:01:11.200 --> 00:01:13.000]  都是他跟神有對話的
[00:01:13.000 --> 00:01:14.400]  你看不看到很美麗的
[00:01:14.400 --> 00:01:17.000]  一三二四是放在一起
[00:01:17.000 --> 00:01:20.200]  好了,是不是一條鯨魚呢
[00:01:20.200 --> 00:01:21.800]  我已經講過不一定
[00:01:21.800 --> 00:01:25.200]  聖經裏面只是用大魚來帶去
[00:01:25.200 --> 00:01:27.400]  來描繪而已
[00:01:27.400 --> 00:01:32.200]  好了,這條魚終於三天之後就套了他
[00:01:32.200 --> 00:01:34.000]  出去一個乾地上面
[00:01:34.000 --> 00:01:35.600]  當他出去的時候
[00:01:35.600 --> 00:01:38.000]  神又向他來講說話了
[00:01:38.000 --> 00:01:41.800]  請大家一起來讀約拿書第三章
[00:01:41.800 --> 00:01:43.400]  今天有沒有人拿咪
[00:01:43.400 --> 00:01:44.200]  有
[00:01:44.200 --> 00:01:47.200]  第三章的第一到第四節
[00:01:47.200 --> 00:01:48.200]  第一到第四節
[00:01:48.200 --> 00:01:49.400]  我們一起來讀出來好嗎
[00:01:49.400 --> 00:01:53.800]  「耶和華的華爾次臨到約拿船
[00:01:53.800 --> 00:01:57.400]  你起來往尼尼眉大城去
[00:01:57.400 --> 00:02:00.000]  向其中的居民宣告
[00:02:00.000 --> 00:02:02.200]  我所吩咐你的話
[00:02:02.200 --> 00:02:05.600]  約拿便照耶和華的華起來
[00:02:05.600 --> 00:02:07.600]  往尼尼眉去
[00:02:07.600 --> 00:02:10.600]  這尼尼眉是極大的城
[00:02:10.600 --> 00:02:12.800]  有三日的路程
[00:02:12.800 --> 00:02:15.400]  約拿走了一日
[00:02:15.400 --> 00:02:16.600]  宣告說
[00:02:16.600 --> 00:02:18.400]  再等四十日
[00:02:18.400 --> 00:02:21.200]  尼尼眉城必傾覆了」
[00:02:21.200 --> 00:02:23.400]  好了,這裏一開始的時候
[00:02:23.400 --> 00:02:27.400]  就講到神再一次確認
[00:02:27.400 --> 00:02:29.200]  祂的召命
[00:02:29.200 --> 00:02:31.800]  祂的召命沒有變更
[00:02:31.800 --> 00:02:33.800]  祂一開始就叫約拿
[00:02:33.800 --> 00:02:38.000]  去尼尼眉城傳審判的信息
