
[00:00:00.000 --> 00:00:02.680]  我們來到第十章
[00:00:02.680 --> 00:00:04.680]  第十章是講什麼呢
[00:00:04.680 --> 00:00:08.760]  我們的主題是約瑟雅漢鎮的領袖
[00:00:08.760 --> 00:00:12.520]  如果我問你,你喜不喜歡你的老闆
[00:00:12.520 --> 00:00:14.720]  或者你的老闆是不是一個領袖
[00:00:14.720 --> 00:00:17.800]  有些人可能會問,老闆當然是領袖啦
[00:00:17.800 --> 00:00:19.600]  這些話很難講
[00:00:19.600 --> 00:00:22.560]  我聽到一個笑話是關於老闆的
[00:00:22.560 --> 00:00:24.560]  不知道大家覺得好不好笑
[00:00:24.560 --> 00:00:26.960]  有個下屬有一天就跟老闆說
[00:00:26.960 --> 00:00:29.920]  老闆,老闆,老闆,我需要加薪水
[00:00:29.920 --> 00:00:36.400]  因爲有四家大公司追着我,在找我
[00:00:36.400 --> 00:00:37.920]  所以我要加薪水
[00:00:37.920 --> 00:00:41.960]  老闆一聽到,四家大公司追着你
[00:00:41.960 --> 00:00:46.120]  所以他就說,那我們就談談,來來往往
[00:00:46.120 --> 00:00:51.000]  最後呢,達成協議,加你百分之十的薪水
[00:00:51.000 --> 00:00:54.120]  很開心,簽了新的約
[00:00:54.120 --> 00:00:57.880]  老闆就問,簽了約,不如我也問一問
[00:00:57.880 --> 00:01:01.440]  究竟哪四家公司這麼厲害找你
[00:01:01.440 --> 00:01:02.560]  他停一停
[00:01:02.560 --> 00:01:04.400]  老闆就說,你說吧
[00:01:04.400 --> 00:01:05.800]  那好吧
[00:01:05.800 --> 00:01:09.920]  第一找我的就是水務署,要我交水費
[00:01:09.920 --> 00:01:13.760]  第二找我的就是中華電力,要交電費
[00:01:13.760 --> 00:01:17.360]  第三就是煤氣公司,要交煤氣費
[00:01:17.360 --> 00:01:18.240]  停一停
[00:01:18.240 --> 00:01:20.760]  老闆說,還有一家呢
[00:01:20.760 --> 00:01:24.920]  就是財務公司,在追債
[00:01:24.920 --> 00:01:27.080]  我不知道你聽到這些說話,我覺得挺有趣的
[00:01:27.080 --> 00:01:29.280]  我不知道你覺得這個老闆好還是不好
[00:01:29.280 --> 00:01:31.520]  總之無論如何都加了薪水
[00:01:31.520 --> 00:01:33.720]  但是很奇怪的就是
[00:01:33.720 --> 00:01:38.120]  沒怎麼仔細問清楚發生了什麼事
[00:01:38.120 --> 00:01:40.160]  當然這個老闆怎麼樣都好
[00:01:40.160 --> 00:01:42.720]  都不等於是一個好的領袖
[00:01:42.720 --> 00:01:46.240]  因爲老闆和領袖其實是有分別的
[00:01:46.240 --> 00:01:49.600]  一般來說,老闆是會要求工作的
[00:01:49.600 --> 00:01:52.400]  但如果他是一個好的領袖,他會怎樣?
[00:01:52.400 --> 00:01:57.020]  除了要求他會引導你去完成你要做的事
[00:01:57.020 --> 00:02:00.600]  如果一個好的老闆成爲一個領袖的話
[00:02:00.600 --> 00:02:04.200]  他不僅會只是用你,猜測你出去
[00:02:04.200 --> 00:02:08.040]  他會建立你,在中間告訴你有什麼要學
[00:02:08.040 --> 00:02:11.880]  作爲一個榜樣讓你看到,可以更新改變
[00:02:11.880 --> 00:02:15.460]  老闆很喜歡說什麼,我厲害,我好,我聰明,我大
[00:02:15.460 --> 00:02:18.900]  我,我,我,我,我,我,我,我,我,我
[00:02:18.900 --> 00:02:20.500]  但是領袖是什麼呢?
[00:02:20.500 --> 00:02:22.340]  是我們,一個團隊
[00:02:22.340 --> 00:02:24.100]  一起去成長
[00:02:24.100 --> 00:02:27.540]  一起去功勞歸大家
[00:02:27.540 --> 00:02:29.660]  老闆喜歡什麼呢?
[00:02:29.660 --> 00:02:31.900]  用權位來帶領
[00:02:31.900 --> 00:02:33.940]  我們叫lead by position
[00:02:33.940 --> 00:02:35.820]  你那個位置,你就帶吧
[00:02:35.820 --> 00:02:37.820]  但不等於帶得到,為什麼呢?
[00:02:37.820 --> 00:02:39.580]  真正的領袖是
[00:02:39.580 --> 00:02:41.140]  他有實力的
[00:02:41.140 --> 00:02:44.500]  他有誠信integrity
[00:02:44.500 --> 00:02:48.340]  他有著那種能力讓人覺得順服
[00:02:48.340 --> 00:02:49.980]  老闆有時候會怎樣呢?
[00:02:49.980 --> 00:02:51.700]  不好的老闆特別會推卸責任
[00:02:51.700 --> 00:02:52.940]  不好的你,好的我
[00:02:52.940 --> 00:02:54.300]  不好的換一個
[00:02:54.300 --> 00:02:56.500]  但是好的領袖是一起承擔
[00:02:56.500 --> 00:02:57.700]  是啊,你都會做錯
[00:02:57.700 --> 00:02:59.780]  不過我們再一起想
[00:02:59.780 --> 00:03:01.780]  怎樣繼續踏前
[00:03:01.780 --> 00:03:03.460]  老闆很喜歡叫你去
[00:03:03.460 --> 00:03:04.660]  叫你那裡,這裡
[00:03:04.660 --> 00:03:07.580]  但是領袖會一起去
[00:03:07.580 --> 00:03:10.900]  有些老闆很喜歡覺得我的方法最好
[00:03:10.900 --> 00:03:12.620]  但是真正好的領袖
[00:03:12.620 --> 00:03:15.940]  是會聆聽、集思、講意
[00:03:15.940 --> 00:03:17.140]  今天我們提到
[00:03:17.140 --> 00:03:18.540]  當然是一個
[00:03:18.540 --> 00:03:22.940]  有著這些因素、元素的好領袖
[00:03:22.940 --> 00:03:25.460]  他叫做約書雅
[00:03:25.460 --> 00:03:27.140]  當然你說,陳牧
[00:03:27.140 --> 00:03:29.900]  我又不是什麼領袖,怎麼聽呢?
[00:03:29.900 --> 00:03:30.860]  那你就錯了
[00:03:30.860 --> 00:03:32.140]  因為這些特質
[00:03:32.140 --> 00:03:35.780]  無論任何人都很值得學習的
[00:03:35.780 --> 00:03:37.540]  Amen?
[00:03:37.540 --> 00:03:38.580]  所以跟旁邊的人說
[00:03:38.580 --> 00:03:42.980]  關你事的,好嗎?
[00:03:42.980 --> 00:03:44.540]  好了,我小重溫背景
[00:03:44.540 --> 00:03:46.060]  今天我們去到第十章
[00:03:46.060 --> 00:03:49.980]  第十章的之前一章是第幾章?
[00:03:49.980 --> 00:03:51.780]  是的,第九章,答得好
[00:03:51.780 --> 00:03:53.380]  先給你旁邊的一個掌聲
[00:03:53.380 --> 00:03:54.420]  答得好
[00:03:54.420 --> 00:03:55.620]  第九章說什麼呢?
[00:03:55.620 --> 00:03:57.940]  有小重溫你就明白今天說什麼了
[00:03:57.940 --> 00:04:00.500]  當時在說以色列人要進入
[00:04:00.500 --> 00:04:02.740]  認許地,迦南地,行不行?
[00:04:02.740 --> 00:04:04.340]  他要得地為業
[00:04:04.340 --> 00:04:06.220]  當時其實迦南就是今天的以色列
[00:04:06.220 --> 00:04:08.260]  很多小城
[00:04:08.260 --> 00:04:10.420]  每個小城都有王在
[00:04:10.420 --> 00:04:11.340]  管轄得不行?
[00:04:11.340 --> 00:04:13.300]  當時進入到第九章說
[00:04:13.300 --> 00:04:15.540]  在上面,這個國的上面
[00:04:15.540 --> 00:04:17.260]  迦南地,認許地的上面
[00:04:17.260 --> 00:04:20.260]  有五個小城合起來的王
[00:04:20.260 --> 00:04:23.860]  就是很想合起來對付以色列
[00:04:23.860 --> 00:04:25.700]  其中一個就是姬編
[00:04:25.700 --> 00:04:28.060]  姬編的手是大的,是厲害的
[00:04:28.060 --> 00:04:31.140]  但是他知道上帝在以色列民所做的事情
[00:04:31.140 --> 00:04:32.540]  最後他不打了
[00:04:32.540 --> 00:04:34.780]  他跟他談和約
[00:04:34.780 --> 00:04:37.420]  在他的眼中是歸向耶和華
[00:04:37.420 --> 00:04:40.620]  但是在其他迦南地的地方
[00:04:40.620 --> 00:04:44.540]  他就是一個出賣人的地方
[00:04:44.540 --> 00:04:46.300]  出賣的,出賣者
[00:04:46.300 --> 00:04:48.020]  出賣迦南地方
[00:04:48.020 --> 00:04:49.340]  所以那個之後
[00:04:49.340 --> 00:04:50.660]  他歸入了以色列之後
[00:04:50.660 --> 00:04:52.300]  在第十章
[00:04:52.300 --> 00:04:54.740]  在南面的地方
[00:04:54.740 --> 00:04:55.580]  就說到這裡
[00:04:55.580 --> 00:05:00.460]  因為姬編是在北面較為南的一個地方
[00:05:00.460 --> 00:05:01.660]  現在去到南面
[00:05:01.660 --> 00:05:03.900]  就包括耶路撒冷城
[00:05:03.900 --> 00:05:05.140]  當時
[00:05:05.140 --> 00:05:07.340]  就去到第十章第一節
[00:05:07.340 --> 00:05:08.540]  就發生這件事
[00:05:08.540 --> 00:05:10.340]  不如我們一起看一看背景
[00:05:10.340 --> 00:05:13.300]  我們才進入今天要學習的地方
[00:05:13.300 --> 00:05:15.180]  我們一起讀,預備起
[00:05:15.180 --> 00:05:21.660]  耶路撒冷王
[00:05:21.660 --> 00:05:36.940]  進行毀滅
[00:05:36.940 --> 00:05:39.140]  哎呀,一開始那幾章說到什麼
[00:05:39.140 --> 00:05:41.380]  本來到耶利哥都很厲害
[00:05:41.380 --> 00:05:42.220]  誰知道倒塌了
[00:05:42.220 --> 00:05:43.420]  耶利哥城
[00:05:43.420 --> 00:05:45.700]  艾城,想著艾城可以贏得以色列
[00:05:45.700 --> 00:05:47.100]  誰知道又輸了
[00:05:47.100 --> 00:05:48.180]  大敗
[00:05:48.180 --> 00:05:49.420]  然後去到一個地方
[00:05:49.420 --> 00:05:52.740]  姬編的居民竟然跟以色列納約
[00:05:52.740 --> 00:05:54.580]  所以他想一想
[00:05:54.580 --> 00:05:55.500]  他怎麼辦呢
[00:05:55.500 --> 00:05:56.980]  我不知道如果你們去怎麼辦
[00:05:56.980 --> 00:05:58.220]  他的表現就是
[00:05:58.220 --> 00:05:59.940]  就甚什麼
[00:05:59.940 --> 00:06:01.100]  懼怕
[00:06:01.100 --> 00:06:02.180]  第二節可以嗎
[00:06:02.180 --> 00:06:05.700]  這個耶路撒冷王害怕了
[00:06:05.700 --> 00:06:06.700]  因為什麼呢
[00:06:06.700 --> 00:06:07.340]  我們一起讀下去
[00:06:07.340 --> 00:06:08.260]  1,2,3
[00:06:08.260 --> 00:06:18.380]  因為姬編是
[00:06:18.380 --> 00:06:20.060]  他說姬編是一座什麼
[00:06:20.060 --> 00:06:22.620]  大城,不是小東西
[00:06:22.620 --> 00:06:24.900]  比耶利哥還厲害
[00:06:24.900 --> 00:06:27.900]  而裡面的又比艾城更大
[00:06:27.900 --> 00:06:30.660]  而且裡面的人都是什麼
[00:06:30.660 --> 00:06:32.180]  勇士
[00:06:32.180 --> 00:06:34.260]  我不知道你想起勇士想起什麼
[00:06:34.260 --> 00:06:37.060]  大隻的,高大的
[00:06:37.060 --> 00:06:38.700]  很勇猛的
[00:06:38.700 --> 00:06:41.060]  跟陳茂昇剛剛相反
[00:06:41.060 --> 00:06:42.380]  又不大隻
[00:06:42.380 --> 00:06:44.060]  又不是很勇猛
[00:06:44.060 --> 00:06:45.580]  打起來我一定會輸
[00:06:45.580 --> 00:06:46.540]  但是贏定了
[00:06:46.540 --> 00:06:46.980]  很厲害
[00:06:46.980 --> 00:06:52.620]  但是他都跟以色列有和約
[00:06:52.620 --> 00:06:53.780]  在這個時刻
[00:06:53.780 --> 00:06:57.460]  如果你是耶路撒冷王
[00:06:57.460 --> 00:06:58.980]  你怎麼選擇呢
[00:06:58.980 --> 00:07:00.860]  其實你也有不同的選擇
[00:07:00.860 --> 00:07:01.860]  你除了害怕
[00:07:01.860 --> 00:07:05.540]  你可以想想會不會像姬編一樣
[00:07:05.540 --> 00:07:09.420]  不如和約伏在耶和華下面
[00:07:09.420 --> 00:07:11.780]  作為以色列人的僕人呢
[00:07:11.780 --> 00:07:12.900]  還是
[00:07:12.900 --> 00:07:15.060]  我們看下去他的選擇是什麼
[00:07:15.060 --> 00:07:16.500]  第3,第4節這樣說
[00:07:16.500 --> 00:07:17.340]  我們一起讀
[00:07:17.340 --> 00:07:18.220]  預備起
[00:07:18.220 --> 00:07:27.820]  所以耶路撒冷王
[00:07:27.820 --> 00:07:42.860]  拉吉王
[00:07:42.860 --> 00:07:45.020]  對了,他接著怎樣
[00:07:45.020 --> 00:07:46.900]  他聯同其他王
[00:07:46.900 --> 00:07:48.180]  還有幾個呢
[00:07:48.180 --> 00:07:50.020]  第一個王叫什麼王
[00:07:50.020 --> 00:07:51.660]  耶路撒冷王
[00:07:51.660 --> 00:07:53.420]  第二個王呢
[00:07:53.420 --> 00:07:55.780]  希伯倫王
[00:07:55.780 --> 00:07:57.780]  不是碧鹹,是阿咸
[00:07:57.780 --> 00:08:00.540]  第三個是誰
[00:08:00.540 --> 00:08:03.220]  沒有錯,第四個王
[00:08:03.220 --> 00:08:05.580]  第五個王
[00:08:05.580 --> 00:08:07.460]  沒有錯,第六個王
[00:08:07.460 --> 00:08:08.180]  是沒有的
[00:08:08.180 --> 00:08:10.540]  很厲害,答得很精準
[00:08:10.540 --> 00:08:11.500]  這五個王
[00:08:11.500 --> 00:08:12.940]  你看到這幅圖
[00:08:12.940 --> 00:08:15.100]  他們聯同聚集
[00:08:15.100 --> 00:08:16.660]  領軍
[00:08:16.660 --> 00:08:19.100]  耶路撒冷王打算打上去
[00:08:19.100 --> 00:08:20.180]  你看到這幅圖
[00:08:20.180 --> 00:08:22.540]  姬編是上一點
[00:08:22.540 --> 00:08:26.300]  下面那五個比較藍的聚集在一起
