
[00:00:00.000 --> 00:00:03.640]  好 各位弟兄姊妹 我們最近講過一門課
[00:00:03.640 --> 00:00:05.680]  其中主要有一部分的內容
[00:00:05.680 --> 00:00:12.160]  就是用遠騰周作的小說來看日本人對於福音的理解
[00:00:12.160 --> 00:00:16.000]  其實遠騰他的小說有一個非常重要的主題
[00:00:16.000 --> 00:00:20.160]  那就是他以弱者作爲他小說的一個主人公
[00:00:20.160 --> 00:00:24.120]  常常的探討上帝的面前弱者如何的自存
[00:00:24.120 --> 00:00:28.600]  以及上帝如何的去挽回這個弱者
[00:00:28.600 --> 00:00:30.800]  其實在我們的聖經當中
[00:00:30.800 --> 00:00:34.680]  福音書裏面有一個非常強烈的信息
[00:00:34.680 --> 00:00:38.880]  就是弱者在神的面前被挽回這樣的信息
[00:00:38.880 --> 00:00:43.360]  主耶穌曾經挽回過三次不認主的彼得
[00:00:43.360 --> 00:00:46.400]  他被主挽回之後
[00:00:46.400 --> 00:00:47.960]  不至於失了信心
[00:00:47.960 --> 00:00:51.080]  並且囑咐他說
[00:00:51.080 --> 00:00:54.240]  你回頭以後你要兼顧你的弟兄
[00:00:54.240 --> 00:00:56.880]  那這個人在三十多年以後
[00:00:56.880 --> 00:01:01.240]  也就是公元九十年差不多前後
[00:01:01.240 --> 00:01:05.480]  然後基督教面對着前所未有的一個逼迫
[00:01:05.480 --> 00:01:07.400]  屢受打擊
[00:01:07.400 --> 00:01:12.840]  那又是因爲他們在一神論的這種信仰當中
[00:01:12.840 --> 00:01:18.920]  和羅馬帝國整個多神的崇拜這種所謂的和諧相處
[00:01:18.920 --> 00:01:21.320]  這種原則又相牴觸
[00:01:21.320 --> 00:01:24.320]  所以難免在他們各自的生活環境裏面
[00:01:24.320 --> 00:01:30.240]  受到很多的壓力和反感
[00:01:30.240 --> 00:01:32.800]  那當時羅馬帝國的皇帝尼祿
[00:01:32.800 --> 00:01:39.480]  曾經在羅馬對基督徒進行了一場極大的逼迫
[00:01:39.480 --> 00:01:44.040]  他就立法讓基督徒成爲非法的人士
[00:01:44.040 --> 00:01:49.800]  那當時在小亞西亞就是土耳其這樣的一個
[00:01:49.800 --> 00:01:51.320]  今天的土耳其這個地區
[00:01:51.320 --> 00:01:55.400]  在北邊並沒有太大的波及這次逼迫
[00:01:55.400 --> 00:01:57.840]  但也受到了異教的很大的壓力
[00:01:57.840 --> 00:01:59.120]  這時候呢
[00:01:59.120 --> 00:02:06.120]  彼得就寫了這封信給當時處在這種壓力環境當中的基督徒
[00:02:06.120 --> 00:02:08.320]  鼓勵他們的要盡忠
[00:02:08.320 --> 00:02:10.160]  而不能與羅馬的文化
[00:02:10.160 --> 00:02:13.600]  異教的信仰等等相混合相妥協
[00:02:13.600 --> 00:02:16.680]  還要面對一個對他們不友善的政權
[00:02:16.680 --> 00:02:17.680]  另一方面呢
[00:02:17.680 --> 00:02:20.960]  這些基督徒當然不是一個隱居的羣體
[00:02:20.960 --> 00:02:23.320]  他們的使命的就是進入到那個社會
[00:02:23.320 --> 00:02:24.920]  帶領人信主
[00:02:24.920 --> 00:02:26.320]  也見證他們的信仰
[00:02:26.320 --> 00:02:30.520]  所以他們又不能藏又不能躲
[00:02:30.520 --> 00:02:33.280]  即使藏躲也很快被發現
[00:02:33.280 --> 00:02:36.680]  所以逆境的使得這些基督徒的信仰和他們的生命呢
[00:02:36.680 --> 00:02:38.840]  都受到很大的考驗
[00:02:38.840 --> 00:02:41.200]  那我們今天呢
[00:02:41.200 --> 00:02:44.400]  就看彼得前書這卷書呢
[00:02:44.400 --> 00:02:49.400]  就是彼得是一個親身經歷羅馬逼迫的這樣的一個使徒
[00:02:49.400 --> 00:02:51.760]  他寫這封信呢充滿着安慰
[00:02:51.760 --> 00:02:53.840]  也充滿着鼓勵啊
[00:02:53.840 --> 00:02:57.320]  面對着小亞西亞教會的這種窘境
[00:02:57.320 --> 00:02:58.960]  就是壓力之下呢
[00:02:58.960 --> 00:03:01.280]  他通知他們做好預備
[00:03:01.280 --> 00:03:03.360]  並且提醒他們呢
[00:03:03.360 --> 00:03:05.240]  要把自己呢
[00:03:05.240 --> 00:03:07.240]  在神的面前呈現
[00:03:07.240 --> 00:03:07.680]  目的呢
[00:03:07.680 --> 00:03:11.400]  就是其實要勉勵他們兼顧他們的信心呢
[00:03:11.400 --> 00:03:13.920]  就像第五章裏所說的說
[00:03:13.920 --> 00:03:16.080]  我給你們寫這封簡短的信呢
[00:03:16.080 --> 00:03:18.080]  就是好好要勸勉你們
[00:03:18.080 --> 00:03:20.840]  並證明了這是真的是神的恩典
[00:03:20.840 --> 00:03:22.760]  你們要在恩典當中呢
[00:03:22.760 --> 00:03:23.520]  站穩
[00:03:23.520 --> 00:03:26.320]  這是彼得寫這封書的目的
[00:03:26.320 --> 00:03:31.640]  就是提醒我們的在一個不友善的環境當中呢
[00:03:31.640 --> 00:03:34.520]  不至於失去了神兒女的身份
[00:03:34.520 --> 00:03:35.880]  在患難當中呢
[00:03:35.880 --> 00:03:40.080]  活出一個屬神子民的這樣的一個面貌來
[00:03:40.080 --> 00:03:41.320]  有尊嚴
[00:03:41.320 --> 00:03:42.680]  甚至能面帶着微笑
[00:03:44.360 --> 00:03:50.240]  其實目前的教會也處在風雨飄搖的局面當中
[00:03:50.240 --> 00:03:52.400]  內地是緊張
[00:03:52.400 --> 00:03:53.440]  香港呢
[00:03:53.440 --> 00:03:55.080]  也頗爲緊張
[00:03:55.080 --> 00:03:56.880]  那學習彼得這封書信呢
[00:03:56.880 --> 00:03:59.200]  我覺得非常的適切
[00:03:59.200 --> 00:04:02.880]  就是讓我們聽一聽大師兄他怎樣的勸勉
[00:04:02.880 --> 00:04:03.680]  而從中呢
[00:04:03.680 --> 00:04:10.720]  也能夠聽到上帝對於深處窘境或者深處壓力當中的神的兒女呢
[00:04:10.720 --> 00:04:13.480]  到底有什麼樣的一些心意啊
[00:04:13.480 --> 00:04:18.000]  我們一同思考教會面對這種環境處理呢
[00:04:18.000 --> 00:04:20.160]  危機應對了時局
[00:04:20.160 --> 00:04:21.800]  我們先看看整個啊
[00:04:21.800 --> 00:04:24.080]  羅馬的彼得前書的這種大綱啊
[00:04:24.080 --> 00:04:26.960]  你看今天我們講的一章的一到十二節呢
[00:04:26.960 --> 00:04:29.320]  就是一個卷首的問安
[00:04:29.320 --> 00:04:30.280]  其實彼得呢
[00:04:30.280 --> 00:04:30.880]  在這裏呢
[00:04:30.880 --> 00:04:34.000]  特別提醒要注意你的身份
[00:04:34.000 --> 00:04:37.640]  那一章三節下次我們講到一直呢
[00:04:37.640 --> 00:04:38.960]  到十二節呢
[00:04:38.960 --> 00:04:40.880]  其實就是啊
