
[00:00:00.000 --> 00:00:02.300]  我哋上一次就講到
[00:00:02.300 --> 00:00:04.200]  該人嘅最大嘅問題
[00:00:04.200 --> 00:00:06.500]  或者話反映緊我哋自己裏面嘅
[00:00:06.500 --> 00:00:08.800]  就係該人拜緊自己
[00:00:08.800 --> 00:00:11.000]  嗰個自我中心係一個乜嘢?
[00:00:11.000 --> 00:00:14.500]  係一個靠自己嘅偶像崇拜
[00:00:14.500 --> 00:00:16.900]  而家呢個故仔就嚟到
[00:00:16.900 --> 00:00:18.100]  差唔多結束
[00:00:18.100 --> 00:00:22.800]  神就要面質該人
[00:00:22.800 --> 00:00:24.400]  因為佢殺咗人
[00:00:24.400 --> 00:00:25.500]  神出現
[00:00:25.500 --> 00:00:26.700]  神出現
[00:00:26.700 --> 00:00:29.300]  係咪神主動同該人講嘢?
[00:00:30.000 --> 00:00:31.000]  係咪呀?
[00:00:31.000 --> 00:00:31.700]  係喎
[00:00:31.700 --> 00:00:34.200]  即係話該人殺咗阿伯之後
[00:00:34.200 --> 00:00:36.400]  有冇主動去搵神呀?
[00:00:36.400 --> 00:00:37.700]  我哋應該話
[00:00:37.700 --> 00:00:39.100]  自從佢嬲
[00:00:39.100 --> 00:00:40.700]  神主動搵佢
[00:00:40.700 --> 00:00:42.000]  同佢講嘢之後
[00:00:42.000 --> 00:00:44.400]  其實佢可能再冇搵過邊個
[00:00:44.400 --> 00:00:45.700]  再冇搵過神
[00:00:45.700 --> 00:00:47.400]  當你心裏面有情緒
[00:00:47.400 --> 00:00:49.300]  當你覺得心心不忿
[00:00:49.300 --> 00:00:51.100]  當你覺得神虧負你
[00:00:51.100 --> 00:00:52.900]  你會唔會去搵佢呀?
[00:00:52.900 --> 00:00:53.700]  你會唔會呀?
[00:00:53.700 --> 00:00:55.000]  如果你是咁樣嘅人
[00:00:55.000 --> 00:00:56.200]  我要提醒你
[00:00:56.200 --> 00:00:57.200]  千祈唔好
[00:00:57.200 --> 00:01:00.100]  呢個就係極度中計嘅一個舉動嚟㗎
[00:01:00.100 --> 00:01:01.900]  你可以嬲神㗎
[00:01:01.900 --> 00:01:04.000]  神係唔介意你嬲佢呀
[00:01:04.000 --> 00:01:05.800]  因為你分分鐘會嬲錯㗎嘛
[00:01:05.800 --> 00:01:06.400]  係咪呀?
[00:01:06.400 --> 00:01:08.100]  所以冇乜所謂嘅
[00:01:08.100 --> 00:01:09.400]  你可以埋怨佢㗎
[00:01:09.400 --> 00:01:11.000]  佢都唔介意你埋怨佢
[00:01:11.000 --> 00:01:12.900]  因為你分分鐘會埋怨錯㗎
[00:01:12.900 --> 00:01:13.600]  係咪呀?
[00:01:13.600 --> 00:01:14.400]  不過
[00:01:14.400 --> 00:01:16.500]  你最可怕嘅一件事呢
[00:01:16.500 --> 00:01:18.200]  就係你離開佢
[00:01:18.200 --> 00:01:19.500]  你唔同佢講嘢
[00:01:19.500 --> 00:01:20.300]  你離開佢
[00:01:20.300 --> 00:01:21.300]  你唔同佢講嘢
[00:01:21.300 --> 00:01:23.600]  你只會越行越乜嘢呀?
[00:01:23.600 --> 00:01:24.800]  越行越乜嘢呀?
[00:01:24.800 --> 00:01:28.400]  請你咁智慧嘅人同你隔離嗰個好智慧嘅人講
[00:01:28.400 --> 00:01:31.500]  你會越離越點呀?
[00:01:31.500 --> 00:01:32.200]  吓!
[00:01:32.200 --> 00:01:34.600]  越離佢離佢越咩呀?
[00:01:34.600 --> 00:01:35.700]  越怨呀
[00:01:35.700 --> 00:01:36.700]  越離越乜嘢呀?
[00:01:36.700 --> 00:01:38.300]  錯得乜嘢呀?
[00:01:38.300 --> 00:01:39.300]  交關呀
[00:01:39.300 --> 00:01:42.000]  呢個係一個好重要嘅重點喎
[00:01:42.000 --> 00:01:43.100]  但係無論點呀
[00:01:43.100 --> 00:01:44.200]  你發現呢
[00:01:44.200 --> 00:01:45.700]  神係一而再
[00:01:45.700 --> 00:01:46.800]  再而三
[00:01:46.800 --> 00:01:49.100]  主動嘅嚟尋找
[00:01:49.100 --> 00:01:51.100]  嗰個面
[00:01:51.100 --> 00:01:52.900]  背向佢嘅人
[00:01:52.900 --> 00:01:55.400]  你覺唔覺得神有時候都係咁樣對你
[00:01:55.400 --> 00:01:57.500]  對我呀?
[00:01:57.500 --> 00:01:59.000]  係呀
[00:01:59.000 --> 00:02:01.300]  我頭先一口氣咁話畀你聽
[00:02:01.300 --> 00:02:02.800]  你可以嬲神
[00:02:02.800 --> 00:02:04.100]  你可以埋怨佢
[00:02:04.100 --> 00:02:06.100]  因為你分分鐘都會錯嘅
[00:02:06.100 --> 00:02:06.800]  啱唔啱呀?
[00:02:06.800 --> 00:02:09.300]  但係你唔好停止同佢講說話
[00:02:09.300 --> 00:02:10.700]  你唔好背向佢
[00:02:10.700 --> 00:02:12.300]  咁神嚟搵佢呀
[00:02:12.300 --> 00:02:13.100]  神就同佢講
[00:02:13.100 --> 00:02:14.500]  嗰個人
[00:02:14.500 --> 00:02:16.500]  你嘅兄弟
[00:02:16.500 --> 00:02:18.600]  係邊呀?
[00:02:18.600 --> 00:02:19.500]  嘩!
[00:02:19.500 --> 00:02:22.000]  即係問得好輕鬆喎係咪?
[00:02:22.000 --> 00:02:23.400]  咁
[00:02:23.400 --> 00:02:25.100]  咁神問呢句說話
[00:02:25.100 --> 00:02:26.300]  有冇道理呀?
[00:02:26.300 --> 00:02:28.500]  其實神問我哋嘢呢
[00:02:28.500 --> 00:02:30.500]  我哋要小心答㗎喎
[00:02:30.500 --> 00:02:31.700]  要小心答㗎
[00:02:31.700 --> 00:02:33.700]  因為佢唔會立亂乜嘢呀
[00:02:33.700 --> 00:02:34.900]  唔會立亂問㗎
[00:02:34.900 --> 00:02:36.600]  佢唔會問錯嘢㗎
[00:02:36.600 --> 00:02:37.700]  佢話嗰個人
[00:02:37.700 --> 00:02:38.900]  你嘅兄弟
[00:02:38.900 --> 00:02:40.700]  係邊呀?
[00:02:40.700 --> 00:02:42.700]  好簡單嘅一個問題係咪?
[00:02:42.700 --> 00:02:43.900]  咁
[00:02:43.900 --> 00:02:45.800]  嗰個人可以直接了當講
[00:02:45.800 --> 00:02:48.800]  喺地底下
[00:02:48.800 --> 00:02:50.100]  佢知唔知㗎?
[00:02:50.100 --> 00:02:50.900]  佢知喺地底下
[00:02:50.900 --> 00:02:52.400]  佢點知喺地底下?
[00:02:52.400 --> 00:02:54.200]  因為佢埋咗佢嘅係咪?
[00:02:54.200 --> 00:02:54.500]  係咪?
[00:02:54.500 --> 00:02:55.800]  所以佢好清楚知道
[00:02:55.800 --> 00:02:56.800]  係邊個項
[00:02:56.800 --> 00:02:57.800]  但係嗰個人呢
[00:02:57.800 --> 00:02:58.900]  犀利㗎啦
[00:02:58.900 --> 00:02:59.800]  惡高頭
[00:02:59.800 --> 00:03:00.900]  或者唔使惡添
[00:03:00.900 --> 00:03:02.600]  就好直接了當嘅答
[00:03:02.600 --> 00:03:03.600]  好爽快嘅答
[00:03:03.600 --> 00:03:05.000]  我點知呀?
[00:03:05.000 --> 00:03:06.200]  嘩!
[00:03:06.200 --> 00:03:07.700]  你覺得呢句我點知
[00:03:07.700 --> 00:03:09.300]  係咩說話嚟㗎?
[00:03:09.300 --> 00:03:11.700]  如果要你為呢句說話定性
[00:03:11.700 --> 00:03:13.800]  你覺得呢句說話係乜嘢呀?
[00:03:13.800 --> 00:03:16.700]  如果你明明知道
[00:03:16.700 --> 00:03:18.100]  你嘅細佬哥
[00:03:18.100 --> 00:03:20.200]  做咗一啲嘢
[00:03:20.200 --> 00:03:21.300]  你問佢
[00:03:21.300 --> 00:03:23.100]  阿仔或者阿女
[00:03:23.100 --> 00:03:25.100]  阿媽嗰啲錢
[00:03:25.100 --> 00:03:26.600]  擺咗喺嗰度嗰啲錢
[00:03:26.600 --> 00:03:29.000]  係邊呀?
[00:03:29.000 --> 00:03:32.100]  你明明知道佢攞咗㗎
[00:03:32.100 --> 00:03:33.000]  佢答你
[00:03:33.000 --> 00:03:33.600]  哦!
[00:03:33.600 --> 00:03:35.300]  我點知呀?
[00:03:35.300 --> 00:03:36.400]  阿媽
[00:03:36.400 --> 00:03:37.500]  我又唔係你嘅銀行
[00:03:37.500 --> 00:03:39.800]  你唔好存款入我嘅戶口度
[00:03:39.800 --> 00:03:42.300]  你唔好吩咐我負責乜嘢呀?
[00:03:42.300 --> 00:03:43.500]  睇住佢㗎喎
[00:03:43.500 --> 00:03:44.300]  咁你點呀?
[00:03:44.300 --> 00:03:45.600]  你點呀?
[00:03:45.600 --> 00:03:48.300]  你第二句會講乜嘢呀?
[00:03:48.300 --> 00:03:50.300]  你會講乜嘢呀?
[00:03:50.300 --> 00:03:51.500]  你同隔離嗰個講吓
[00:03:51.500 --> 00:03:52.900]  睇吓你哋教仔嘅方法
[00:03:52.900 --> 00:03:53.900]  教女嘅方法係咩樣
[00:03:53.900 --> 00:03:56.400]  第二句你會講乜嘢呀?
[00:03:56.400 --> 00:03:58.200]  係呀,阿寶珠我聽到啦
[00:03:58.200 --> 00:03:58.900]  阿寶珠話
[00:03:58.900 --> 00:04:01.200]  你真係唔知?
[00:04:01.200 --> 00:04:01.800]  係咪呀?
[00:04:01.800 --> 00:04:04.000]  仲有冇人有第二句㗎?
[00:04:04.000 --> 00:04:04.700]  有冇呀?
[00:04:04.700 --> 00:04:05.900]  有冇人快啲㗎?
[00:04:05.900 --> 00:04:07.900]  你個衰
[00:04:07.900 --> 00:04:08.700]  乜乜?
[00:04:08.700 --> 00:04:09.700]  係咪呀?
[00:04:09.700 --> 00:04:12.000]  你講乜嘢呀?
[00:04:12.000 --> 00:04:13.700]  你講大話好簡單㗎嘛
[00:04:13.700 --> 00:04:14.200]  係咪呀?
[00:04:14.200 --> 00:04:15.000]  你講大話
[00:04:15.000 --> 00:04:16.100]  好自然㗎
[00:04:16.100 --> 00:04:17.300]  第一句第二句
[00:04:17.300 --> 00:04:18.700]  你可能就已經話佢
[00:04:18.700 --> 00:04:19.800]  你講大話
[00:04:19.800 --> 00:04:21.500]  喂,神其實可唔可以講嗰個人
[00:04:21.500 --> 00:04:23.500]  喂,你講大話
[00:04:23.500 --> 00:04:24.600]  可以喎
[00:04:24.600 --> 00:04:26.400]  因為神好清楚知道
[00:04:26.400 --> 00:04:27.100]  係咪?
[00:04:27.100 --> 00:04:29.300]  點解神唔篤爆佢呢?
