
[00:00:00.000 --> 00:00:01.500]  第六屆門民平安
[00:00:01.500 --> 00:00:03.500]  感謝神
[00:00:03.500 --> 00:00:05.560]  我還有因為詹姆斯的邀請
[00:00:05.560 --> 00:00:08.380]  我再有機會到各位當中來服侍各位
[00:00:08.380 --> 00:00:12.420]  毫無疑問大家都知道最近香港的情況
[00:00:12.420 --> 00:00:15.440]  是多年以來很少有的
[00:00:15.440 --> 00:00:18.740]  我在香港住了28年也沒看過這種情況
[00:00:18.740 --> 00:00:20.720]  所以我知道很多人的心可能
[00:00:20.720 --> 00:00:23.200]  因為這個環境受了很大的影響
[00:00:23.200 --> 00:00:25.340]  我今天特別想為
[00:00:25.340 --> 00:00:27.400]  我們每一個人所處的環境
[00:00:27.400 --> 00:00:31.940]  我想把這個神的話語放在各位的心中
[00:00:31.940 --> 00:00:36.500]  如果我們知道神為等候他的人行事的話
[00:00:36.500 --> 00:00:40.660]  你的心裡面應該是不用擔心
[00:00:40.660 --> 00:00:43.660]  不用慌亂也不用焦慮
[00:00:43.660 --> 00:00:46.100]  因為我們的神他做事的時候
[00:00:46.100 --> 00:00:49.740]  你不用有什麼恐懼也不用什麼擔心
[00:00:49.740 --> 00:00:52.180]  因為神依然坐著為王
[00:00:52.180 --> 00:00:54.380]  祂是我們當中可以依靠的
[00:00:54.380 --> 00:00:58.100]  那我們剛才列的這個經文
[00:00:58.100 --> 00:01:02.700]  有一句話是讓人非常深省的
[00:01:02.700 --> 00:01:06.840]  就是說在你以外還有什麼神
[00:01:06.840 --> 00:01:08.900]  為等候他的人行事呢
[00:01:08.900 --> 00:01:11.860]  各位知道在這個世界上有許多假神
[00:01:11.860 --> 00:01:12.980]  有許多偶像
[00:01:12.980 --> 00:01:17.620]  他們不會為這個敬拜他的人做任何事情
[00:01:17.620 --> 00:01:19.820]  但是我們的神卻不一樣
[00:01:19.820 --> 00:01:21.220]  祂會行事的
[00:01:21.220 --> 00:01:26.940]  很多時候也許有人會覺得我禱告了很久
[00:01:26.940 --> 00:01:31.660]  我也為我的一些心上的事情向神祈求
[00:01:31.660 --> 00:01:33.740]  似乎什麼事都沒發生
[00:01:33.740 --> 00:01:35.740]  好像神什麼事都沒做
[00:01:35.740 --> 00:01:38.540]  所以我今天想特別利用這個機會
[00:01:38.540 --> 00:01:41.140]  跟各位特別的來解釋一下
[00:01:41.140 --> 00:01:44.020]  神為等候他的人行事
[00:01:44.020 --> 00:01:48.020]  這句話它所真正的含義在什麼地方
[00:01:48.020 --> 00:01:53.140]  這個經文我們剛剛都讀過了
[00:01:53.140 --> 00:01:59.300]  各位都了解神跟人之間是有很特殊的關係的
[00:01:59.300 --> 00:02:01.780]  各位也許都聽過一句話就是
[00:02:01.780 --> 00:02:07.660]  Christianity is not a religion, it's a relationship
[00:02:07.660 --> 00:02:11.260]  這句話就是說基督教並不是一個宗教
[00:02:11.260 --> 00:02:13.700]  基督教是一種關係
[00:02:13.700 --> 00:02:17.900]  為什麼基督教是一種關係呢
[00:02:17.900 --> 00:02:21.260]  很多人覺得我們在團契的教會裡面
[00:02:21.260 --> 00:02:24.300]  互相有愛大家有一種關係互相扶持
[00:02:24.300 --> 00:02:26.500]  好像是這種關係
[00:02:26.500 --> 00:02:27.660]  這其中是對的
[00:02:27.660 --> 00:02:29.100]  但除了這以外
[00:02:29.100 --> 00:02:31.300]  真正的這關係是什麼呢
[00:02:31.300 --> 00:02:35.340]  因為基督徒在受洗的時候
[00:02:35.340 --> 00:02:37.380]  願意承認自己的罪
[00:02:37.380 --> 00:02:41.260]  把自己交出來讓基督的寶血潔淨以後
[00:02:41.260 --> 00:02:44.980]  你的心裡面就有基督的內註
[00:02:44.980 --> 00:02:47.060]  也就是聖靈在你的心裡面
[00:02:47.060 --> 00:02:50.540]  其實人一個基督徒的心裡面
[00:02:50.540 --> 00:02:54.580]  是神跟人的一種結合是有關係的
[00:02:54.580 --> 00:02:56.660]  各位知道人事物
[00:02:56.660 --> 00:02:59.260]  人跟人人跟事人跟物都有關係
[00:02:59.260 --> 00:03:00.820]  關係是一個連結
[00:03:00.820 --> 00:03:05.420]  當我們說我們跟神的關係
[00:03:05.420 --> 00:03:08.180]  是像葡萄樹的關係一樣是連結的
[00:03:08.180 --> 00:03:09.660]  這個就是一個關係
[00:03:09.660 --> 00:03:15.620]  而這種關係跟幾十年前國內常流行的關係
[00:03:15.620 --> 00:03:17.740]  那是叫走後門那個是完全不一樣
[00:03:17.740 --> 00:03:19.540]  那是負面的一種用法
[00:03:19.540 --> 00:03:22.580]  真正的關係就是人跟人之間
[00:03:22.580 --> 00:03:24.420]  我認識以後跟他有關係
[00:03:24.420 --> 00:03:27.460]  當你有任何的需要他會幫助你
[00:03:27.460 --> 00:03:32.660]  這種關係幾乎就要被稱為有關係是一個特別的原因
[00:03:32.660 --> 00:03:34.340]  因為沒有一種宗教
[00:03:34.340 --> 00:03:38.060]  神跟人有這麼密切的關係
[00:03:38.060 --> 00:03:41.420]  他甚至為你行事這是一個非常特別的
[00:03:41.420 --> 00:03:44.500]  所以我們跟神之間的關係
[00:03:44.500 --> 00:03:48.060]  在聖經裡面有一段話是告訴我們說
[00:03:48.060 --> 00:03:50.980]  神是如何想跟我們建立關係
[00:03:50.980 --> 00:03:54.180]  神說我要在他們中間居住
[00:03:54.180 --> 00:03:56.180]  在他們中間來往
[00:03:56.180 --> 00:03:59.500]  我要做你們的神你們要做我的子民
[00:03:59.500 --> 00:04:01.580]  這關係已經把他講得很清楚了
[00:04:01.580 --> 00:04:03.660]  神要跟我們住在一起
[00:04:03.660 --> 00:04:05.900]  他住在哪裡
[00:04:05.900 --> 00:04:08.020]  住在我們的心裡
[00:04:08.020 --> 00:04:12.620]  有的人禱告我覺得那可能是不對
[00:04:12.620 --> 00:04:17.060]  他希望聖靈下來在我們的聚會場所
[00:04:17.060 --> 00:04:17.580]  這是對的
[00:04:17.580 --> 00:04:20.700]  因為聖靈是充滿著一切
[00:04:20.700 --> 00:04:23.300]  但也在我們的心裡面
[00:04:23.300 --> 00:04:26.060]  你的心裡面是神跟我們的一種結合
[00:04:26.060 --> 00:04:28.740]  基督徒的心為什麼跟一般人不一樣
[00:04:28.740 --> 00:04:30.580]  因為一般人是你的財寶在哪裡
[00:04:30.580 --> 00:04:31.940]  你的心就在哪裡
[00:04:31.940 --> 00:04:34.700]  基督徒也是我們的財寶在哪裡
[00:04:34.700 --> 00:04:35.900]  我們的心在哪裡
[00:04:35.900 --> 00:04:37.700]  但我們的財寶是我們的主
[00:04:37.700 --> 00:04:38.900]  我們的神
[00:04:38.900 --> 00:04:40.540]  他也在我們的心裡面
[00:04:40.540 --> 00:04:46.100]  所以有時候一個基督徒他能夠向神禱告祈求的時候
[00:04:46.100 --> 00:04:50.100]  他的心裡面神界的聖靈會告訴他的一些話語
[00:04:50.100 --> 00:04:51.940]  會幫助他會帶領他
[00:04:51.940 --> 00:04:54.460]  我等一下可以跟各位多多解釋一下
[00:04:54.460 --> 00:04:57.260]  神跟人的關係
[00:04:57.260 --> 00:04:58.780]  一個很明顯的一段經文
