
[00:00:00.000 --> 00:00:06.720]  今日我繼續和大家講《河西亞書》
[00:00:06.720 --> 00:00:07.920]  不知大家還記不記得
[00:00:07.920 --> 00:00:11.560]  上星期我用第一章經文
[00:00:11.560 --> 00:00:19.600]  講了一些有關對神的性情的認識
[00:00:19.600 --> 00:00:23.440]  神有一樣很特別的性情
[00:00:23.440 --> 00:00:30.240]  雖然人屢屢犯罪離棄他
[00:00:30.240 --> 00:00:36.240]  但他卻不會離棄人
[00:00:36.240 --> 00:00:39.400]  不知大家還記不記得神的性情
[00:00:39.400 --> 00:00:45.960]  但神有另外一個性情是性結和公義
[00:00:45.960 --> 00:00:48.280]  由於他的性結和公義
[00:00:48.280 --> 00:00:51.800]  他不會對罪就算數
[00:00:51.800 --> 00:00:55.240]  他會追討罪孽
[00:00:55.240 --> 00:00:58.800]  他追討的方式就是
[00:00:58.800 --> 00:01:02.640]  首先透過先知的說話來譴責
[00:01:02.640 --> 00:01:09.680]  先知的說話對我們來說就是聖經的華語
[00:01:09.680 --> 00:01:12.840]  透過先知的說話
[00:01:12.840 --> 00:01:15.760]  他去指出人的罪
[00:01:15.760 --> 00:01:19.360]  然後呼籲人去悔改
[00:01:19.360 --> 00:01:23.800]  並且警告如果不悔改
[00:01:23.800 --> 00:01:27.600]  懲罰就會臨到
[00:01:27.600 --> 00:01:30.800]  而懲罰的目的
[00:01:30.800 --> 00:01:34.800]  也是希望人受到懲罰之後
[00:01:34.800 --> 00:01:36.480]  痛定思痛
[00:01:36.480 --> 00:01:38.640]  就去想起神
[00:01:38.640 --> 00:01:41.680]  然後回頭悔改
[00:01:41.680 --> 00:01:42.680]  去尋求神
[00:01:42.680 --> 00:01:44.680]  去歸向神
[00:01:44.680 --> 00:01:50.000]  神就會再次施恩憐憫人
[00:01:50.000 --> 00:01:55.720]  這也是表達到神對人的那種特別的愛
[00:01:55.720 --> 00:02:01.640]  這種愛就是神的永不止息的愛
[00:02:01.640 --> 00:02:05.760]  我們是否這樣認識神在這方面的性情呢?
[00:02:05.760 --> 00:02:09.680]  希望大家都已經聽清楚明白
[00:02:09.680 --> 00:02:15.840]  因爲這是一個很重要的真理
[00:02:15.840 --> 00:02:18.920]  今天要講的就是
[00:02:18.920 --> 00:02:23.960]  由神希望人悔改的這個真理
[00:02:23.960 --> 00:02:27.280]  所引申下來的一個題目
[00:02:27.280 --> 00:02:33.440]  就是一個人表示願意悔改
[00:02:33.440 --> 00:02:38.760]  那麼神會希望這個願意悔改的人
[00:02:38.760 --> 00:02:46.400]  他有什麼樣的表現呢?
[00:02:46.400 --> 00:02:49.680]  今天所選讀的這一段經文
[00:02:49.680 --> 00:02:54.200]  就是《河西雅書》六章一至六節
[00:02:54.200 --> 00:02:55.960]  這段經文就是告訴我們
[00:02:55.960 --> 00:02:57.880]  一個真心悔改的人
[00:02:57.880 --> 00:03:00.840]  他會喜歡憐憫人
[00:03:00.840 --> 00:03:07.320]  他還會喜歡不斷去認識神
[00:03:07.320 --> 00:03:10.640]  一個肯憐憫人和肯認識神的人
[00:03:10.640 --> 00:03:12.160]  是神所喜悅的
[00:03:12.160 --> 00:03:16.560]  因爲神本身他自己有這種性情
[00:03:16.560 --> 00:03:25.320]  就是喜愛良善和喜愛人去認識他
[00:03:25.320 --> 00:03:28.160]  今天我就和大家一起去學習
[00:03:28.160 --> 00:03:35.360]  去認識神在這方面的性情
[00:03:35.360 --> 00:03:39.600]  《河西雅書》第六章這一段的文字
[00:03:39.600 --> 00:03:41.480]  或者這一段的說話
[00:03:41.480 --> 00:03:44.200]  很可能是有一些祭司
[00:03:44.200 --> 00:03:47.120]  聽到先知的責備之後
[00:03:47.120 --> 00:03:50.360]  他就去回應
[00:03:50.360 --> 00:03:55.720]  他就對先知所說的話
[00:03:55.720 --> 00:03:58.960]  來去一一去做一些事
[00:03:58.960 --> 00:04:02.920]  他呼籲百姓來去回應先知的責備
[00:04:02.920 --> 00:04:05.160]  所以我們首先又要看一下
[00:04:05.160 --> 00:04:10.640]  究竟先知說了些什麼話來責備他們呢?
[00:04:10.640 --> 00:04:17.400]  我們可以先去看看第五章四節
[00:04:17.400 --> 00:04:20.200]  在這裏先知責備他們
[00:04:20.200 --> 00:04:23.080]  不認識耶和華
[00:04:23.080 --> 00:04:27.080]  和不懂得歸向神
[00:04:27.080 --> 00:04:29.880]  說他們不懂得歸向神
[00:04:29.880 --> 00:04:32.360]  他們不認識耶和華
[00:04:32.360 --> 00:04:37.200]  第十三節 五章十三節
[00:04:37.200 --> 00:04:41.280]  這裏說到以法廉 即以色列
[00:04:41.280 --> 00:04:44.960]  見自己有病 但見自己有傷
[00:04:44.960 --> 00:04:48.720]  有病有傷的意思就是指國家有危難
[00:04:48.720 --> 00:04:53.600]  有困苦的意思
[00:04:53.600 --> 00:04:57.760]  就打發人往亞述去見耶律寶王
[00:04:57.760 --> 00:05:01.920]  他卻不能醫治你們
[00:05:01.920 --> 00:05:03.480]  不能治好你們的傷
[00:05:03.480 --> 00:05:06.680]  第十四節
[00:05:06.680 --> 00:05:08.880]  我必向以法廉如獅子
[00:05:08.880 --> 00:05:12.440]  我必撕裂 也就是給困難他們
[00:05:12.440 --> 00:05:13.680]  無人答救
[00:05:13.680 --> 00:05:15.840]  第十五節 目的是什麼呢?
[00:05:15.840 --> 00:05:19.200]  等他們自覺有罪尋求我滅
[00:05:19.200 --> 00:05:24.000]  他們在急難的時候切切尋求我
[00:05:24.000 --> 00:05:27.600]  先知責備他們無良善
[00:05:27.600 --> 00:05:31.000]  不懂得去行良善
[00:05:31.000 --> 00:05:34.920]  說他們不認識神
[00:05:34.920 --> 00:05:36.800]  不懂得歸向神
[00:05:36.800 --> 00:05:40.000]  有病有傷卻是找錯醫生
[00:05:40.000 --> 00:05:42.120]  所以醫不好
[00:05:42.120 --> 00:05:45.600]  神撕裂他們 降災
[00:05:45.600 --> 00:05:46.920]  打傷他們
[00:05:46.920 --> 00:05:50.520]  有外敵侵略他們
[00:05:50.520 --> 00:05:52.960]  目的就是等他們知罪
[00:05:52.960 --> 00:05:56.880]  然後回頭尋求神
[00:05:56.880 --> 00:06:00.280]  他們聽到之後有什麼反應呢?
[00:06:00.280 --> 00:06:03.960]  這是第六節經文的反應
[00:06:03.960 --> 00:06:10.720]  於是祭司領袖呼籲百姓歸向神
[00:06:10.720 --> 00:06:16.040]  我們看第六章第一節
[00:06:16.040 --> 00:06:30.120]  祭司領袖呼籲百姓歸向耶和華
[00:06:30.120 --> 00:06:32.400]  神撕裂我們嗎?
[00:06:32.400 --> 00:06:34.520]  祂必定會醫治我們
[00:06:34.520 --> 00:06:36.520]  神打傷我們嗎?
[00:06:36.520 --> 00:06:39.760]  祂必定會爲我們包紮
[00:06:39.760 --> 00:06:43.360]  很快會好
[00:06:43.360 --> 00:06:48.560]  他們好像表現得很有信心
[00:06:48.560 --> 00:06:50.960]  第二節
[00:06:50.960 --> 00:06:53.480]  過兩天祂必使我們甦醒
[00:06:53.480 --> 00:06:56.160]  第三天祂必使我們興起
[00:06:56.160 --> 00:07:02.880]  興起的意思是恢復元氣
[00:07:02.880 --> 00:07:06.960]  我們就在祂面前得以存活
[00:07:06.960 --> 00:07:12.440]  這句話好像對神充滿希望
[00:07:12.440 --> 00:07:15.040]  過兩天、第三天
[00:07:15.040 --> 00:07:17.280]  這句話是一句口頭禪
[00:07:17.280 --> 00:07:23.400]  意思是很快就成功
[00:07:23.400 --> 00:07:28.840]  很快就會有好日子
[00:07:28.840 --> 00:07:30.440]  大家不用擔心
[00:07:30.440 --> 00:07:35.280]  好像對神充滿希望、充滿信心
[00:07:35.280 --> 00:07:37.720]  第三節
[00:07:37.720 --> 00:07:39.680]  我們務要認識耶和華
[00:07:39.680 --> 00:07:42.000]  竭力追求認識祂
[00:07:42.000 --> 00:07:44.760]  祂出現,確如神光
[00:07:44.760 --> 00:07:46.720]  祂必臨到我們像金魚
[00:07:46.720 --> 00:07:50.840]  像滋潤田地的春雨
[00:07:50.840 --> 00:07:53.400]  這句話的意思是
[00:07:53.400 --> 00:07:58.600]  我們真的要認真去認識神
[00:07:58.600 --> 00:08:02.200]  我們要追求去認識神
[00:08:02.200 --> 00:08:05.200]  神的恩典必定好像春雨一樣
[00:08:05.200 --> 00:08:10.880]  按時候一定會來到
[00:08:10.880 --> 00:08:13.480]  神的恩典必定會再臨到
[00:08:13.480 --> 00:08:15.320]  是很肯定的
[00:08:15.320 --> 00:08:16.600]  怎樣很肯定呢?
[00:08:16.600 --> 00:08:21.720]  就是很肯定明天仍然會天光
[00:08:21.720 --> 00:08:28.200]  明天仍然太陽會出來
[00:08:28.200 --> 00:08:30.880]  這三節聖經裏面每一句話
[00:08:30.880 --> 00:08:39.800]  都是針對先知對百姓的責備而講的
[00:08:39.800 --> 00:08:43.320]  大家看完這三節經文的時候
[00:08:43.320 --> 00:08:46.960]  你覺得怎麼樣呢?
[00:08:46.960 --> 00:08:50.480]  你覺得這些話有問題嗎?
[00:08:50.480 --> 00:08:53.400]  你覺得很好還是不好呢?
[00:08:53.400 --> 00:08:56.680]  你覺得他們真的很認真
[00:08:56.680 --> 00:09:01.000]  還是有些虛假或虛浮呢?
[00:09:01.000 --> 00:09:08.240]  你覺得很感動還是會感嘆呢?
[00:09:08.240 --> 00:09:13.440]  這三節經文是一首詩歌
[00:09:13.440 --> 00:09:18.520]  乍聽起來好像很認真很積極
[00:09:18.520 --> 00:09:23.680]  但其實是一個很膚淺的悔改信念
[00:09:23.680 --> 00:09:28.960]  有些聖經學者去形容這首詩歌爲
[00:09:28.960 --> 00:09:32.920]  略顯悔意的懺悔歌
[00:09:32.920 --> 00:09:37.160]  是略顯悔意
[00:09:37.160 --> 00:09:39.400]  這個悔改信念裏面每一句話
[00:09:39.400 --> 00:09:42.800]  都是針對先知的責備而講的
[00:09:42.800 --> 00:09:46.200]  但偏偏裏面漏了一句話
[00:09:46.200 --> 00:09:48.480]  漏了一件事
[00:09:48.480 --> 00:09:51.080]  漏了哪一件事呢?
[00:09:51.080 --> 00:09:53.160]  大家留意到嗎?
[00:09:53.160 --> 00:09:56.280]  或者猜不猜到呢?
[00:09:56.280 --> 00:10:00.760]  我們再看五章第十五節
[00:10:00.760 --> 00:10:04.240]  我們看看漏了些什麼呢?
[00:10:04.240 --> 00:10:08.880]  看不看到呢?
[00:10:08.880 --> 00:10:12.680]  漏了那句自覺有罪
[00:10:12.680 --> 00:10:21.800]  或者是承認己罪這件事
[00:10:21.800 --> 00:10:23.400]  沒有認罪的悔改
[00:10:23.400 --> 00:10:27.760]  是不認真和不完全的悔改
[00:10:27.760 --> 00:10:31.680]  神是要等人向他承認己罪之後
[00:10:31.680 --> 00:10:35.600]  然後纔會赦免
[00:10:35.600 --> 00:10:39.680]  在《藥人一書》裏很清楚地講
[00:10:39.680 --> 00:10:42.120]  我們要約認自己的罪
[00:10:42.120 --> 00:10:44.480]  神是公義信實必會赦免我們
[00:10:44.480 --> 00:10:45.800]  如果說我們自己無罪
[00:10:45.800 --> 00:10:47.680]  我們就是自己欺騙自己
[00:10:47.680 --> 00:10:54.800]  也就是欺騙神說謊
[00:10:54.800 --> 00:10:58.360]  也就好像我們如果做錯了事
[00:10:58.360 --> 00:11:00.240]  得罪了人
[00:11:00.240 --> 00:11:06.760]  我們怎麼做才能得到別人的原諒呢?
[00:11:06.760 --> 00:11:08.800]  是不是隻是不停地和他說
[00:11:08.800 --> 00:11:10.360]  我們遲些就會好
[00:11:10.360 --> 00:11:12.400]  將來就會怎樣好怎樣好
[00:11:12.400 --> 00:11:15.320]  這樣就行了
[00:11:15.320 --> 00:11:17.600]  我們知道不是
[00:11:17.600 --> 00:11:21.720]  我們知道是必須要向對方認錯
