
[00:00:00.000 --> 00:00:03.880]  有些人講宣教,就是傳福音不需要技巧
[00:00:03.880 --> 00:00:09.240]  就傳,就講一講,我怎麼信的,很好,很好,很好
[00:00:09.240 --> 00:00:10.840]  你就信吧
[00:00:10.840 --> 00:00:15.320]  這個比較,我比較不能接受
[00:00:15.320 --> 00:00:20.000]  當然,也有可能就這樣子,讓你帶人家信主的
[00:00:20.000 --> 00:00:27.320]  有些人,他老早就準備好了,你講什麼,他都會接受的
[00:00:27.320 --> 00:00:34.200]  我記得有一次宣教,我去非洲,去南非共和國
[00:00:34.200 --> 00:00:40.920]  那一次我們短宣隊去,那是1999年吧
[00:00:40.920 --> 00:00:49.600]  對,那時候還在想,99年那時候怕灰雞一揮
[00:00:49.600 --> 00:00:53.280]  等一下灰雞就,前幾年停不下來了
[00:00:53.280 --> 00:00:59.320]  到非洲去,有六個人去
[00:00:59.320 --> 00:01:03.960]  那時候我已經是傳道了
[00:01:03.960 --> 00:01:09.960]  我想想看,那時候,第一場到南非那邊去
[00:01:09.960 --> 00:01:14.760]  第一場講道,是讓一個姐妹講
[00:01:14.760 --> 00:01:20.800]  教會裡面一個姐妹,我想想看,她好像是從安徽來的吧
[00:01:20.800 --> 00:01:27.800]  然後她講什麼,講說中國文化與基督教信仰
[00:01:27.800 --> 00:01:31.840]  那她就,第一場讓她去講的時候
[00:01:31.840 --> 00:01:36.520]  她講一講中國文化與基督教信仰,講完以後,她也來個呼召
[00:01:36.520 --> 00:01:42.720]  其實也沒有什麼特別的要呼應的信息
[00:01:42.720 --> 00:01:46.120]  但是她就比較一下,她就講一下,她也呼召
[00:01:46.120 --> 00:01:58.080]  結果一個人舉手了,後來我們問,你怎麼這麼快,不能夠假設,你怎麼這麼快就信出
[00:01:58.080 --> 00:02:02.880]  你有什麼感動,她說,我老早就準備好了
[00:02:02.880 --> 00:02:07.040]  也就是說,誰來講我都要準備舉手的
[00:02:07.040 --> 00:02:11.120]  是有這樣子的人,所以你講什麼,他都有可能舉手的
[00:02:11.120 --> 00:02:14.240]  因為那個人,我記得很清楚
[00:02:14.240 --> 00:02:19.240]  我是到幾點,十一點
[00:02:19.240 --> 00:02:31.240]  八點半,十一點就十一點了
[00:02:31.240 --> 00:02:37.800]  那我就多講一點,那個人的見證,那個人的告訴我他發生的事情
[00:02:37.800 --> 00:02:44.800]  因為這個事情,我常常在一些很心硬的人身上,我也提起過
[00:02:44.800 --> 00:02:47.800]  我也會把他的事情拿出來講
[00:02:47.800 --> 00:02:56.200]  因為我曾經遇到過好幾位,死了過去又活起來的人
[00:02:56.200 --> 00:03:01.800]  這個有時候有些人不見得你,也許你有機會聽到
[00:03:01.800 --> 00:03:09.800]  我碰到過,至少跟我單面講起的,一個是在San Jose那邊的一個姐妹
[00:03:09.800 --> 00:03:19.800]  她死了,就是整個血壓都沒有了,然後又去急救,急救回來了
[00:03:19.800 --> 00:03:25.800]  一個是我在IBM公司的時候的一個經理,他說他也是
[00:03:25.800 --> 00:03:29.800]  那個是死掉,他們告訴我的情形是這樣
[00:03:29.800 --> 00:03:34.800]  死了以後,很快很快,這個也許我們有聽過
[00:03:34.800 --> 00:03:41.800]  經過一個很暗的隧道,完了以後突然間很亮起來
[00:03:41.800 --> 00:03:47.800]  一看,那麼漂亮的地方都是花,花那麼漂亮
[00:03:47.800 --> 00:03:54.800]  後來人家一直把她抓回來,她是不想回來,但是被救回來
[00:03:54.800 --> 00:04:00.800]  真的,這兩個告訴我的事情都是同樣的
[00:04:00.800 --> 00:04:03.800]  那為什麼講到這兩個,我就講這第三個
[00:04:03.800 --> 00:04:10.800]  這個男的,他是橘子姓主的,他是秦桓島的人
[00:04:10.800 --> 00:04:15.800]  他說他年輕的時候,其實他也很年輕
[00:04:15.800 --> 00:04:20.800]  幾年前他跟他父親哥哥做生意
[00:04:20.800 --> 00:04:26.800]  有一天急著要,完了以後就太累了,就在車子上睡覺
[00:04:26.800 --> 00:04:30.800]  打個盹,他想等一下又要出去做什麼了
[00:04:30.800 --> 00:04:33.800]  他就在汽車上面,那車子上又太冷了
[00:04:33.800 --> 00:04:37.800]  他不知道用什麼暖氣弄在車子裡面一開
[00:04:37.800 --> 00:04:43.800]  後來他睡著了,睡著以後沒有想到那個暖氣不知道燒到什麼地方
[00:04:43.800 --> 00:04:48.800]  就燒起來了,燒起來以後他整個都被燒了
[00:04:48.800 --> 00:04:53.800]  那燒了以後,整個頭都腫大了
[00:04:53.800 --> 00:04:58.800]  痛得他自己迷迷糊糊當中就叫出來,痛得叫出來
[00:04:58.800 --> 00:05:05.800]  一叫他爸爸跟他哥哥在樓上聽到他的叫聲,趕快跑出來
[00:05:05.800 --> 00:05:07.800]  看到車子上怎麼都是火
[00:05:07.800 --> 00:05:13.800]  他爸爸搶著一打開那個火一燒出來,把他爸爸頭髮的眉毛都給燒掉了
[00:05:13.800 --> 00:05:18.800]  然後把他搶出來,搶出來以後他講了
[00:05:18.800 --> 00:05:23.800]  然後叫急救的車子來
[00:05:23.800 --> 00:05:30.800]  他說他在上面,他看到人家在幹什麼
[00:05:30.800 --> 00:05:34.800]  他已經認不出那是他了,他說這是誰啊
[00:05:34.800 --> 00:05:40.800]  他看到他爸爸在那邊哭,哥哥在那邊救他
[00:05:40.800 --> 00:05:43.800]  他是硬被搶救回來的
[00:05:43.800 --> 00:05:49.800]  所以他自己曉得這個生命不是只有死了就算了
[00:05:49.800 --> 00:05:55.800]  他自己上去了,他看得清清楚楚自己在那邊
[00:05:55.800 --> 00:06:01.800]  所以很多人有些人他已經碰到什麼事情,他已經準備好了
[00:06:01.800 --> 00:06:06.800]  你要不要信別的他也信,搞不好就是這樣子
[00:06:06.800 --> 00:06:12.800]  所以我們為什麼要傳福音,就是要抓住機會把福音傳揚出去
[00:06:12.800 --> 00:06:19.800]  那我自己呢,願意跟大家分享
[00:06:19.800 --> 00:06:24.800]  當然宣教你最起碼你自己也要會傳福音
[00:06:24.800 --> 00:06:28.800]  這個是跑不掉的
[00:06:28.800 --> 00:06:33.800]  我自己有一個冊子,隨時帶在身上
[00:06:33.800 --> 00:06:36.800]  我為什麼要用冊子
[00:06:36.800 --> 00:06:40.800]  你跟人家講福音的時候,你講了天花亂墜
[00:06:40.800 --> 00:06:44.800]  人的頭腦是會飛來飛去的
[00:06:44.800 --> 00:06:49.800]  你再跟他講話,他也許真的想著明天的股票,後天的什麼東西
[00:06:49.800 --> 00:06:51.800]  他在想別的事情
[00:06:51.800 --> 00:06:55.800]  你有東西看的時候,他比較容易專心
[00:06:55.800 --> 00:06:59.800]  我發現我覺得比較好處
[00:06:59.800 --> 00:07:03.800]  這些呢,我都印了很多
[00:07:03.800 --> 00:07:07.800]  有的人喜歡小一點的,我那時候還印了比較小本一點
[00:07:07.800 --> 00:07:11.800]  我們老花了,所以不能小本的,一定要大本的
[00:07:11.800 --> 00:07:13.800]  所以整本的,這很容易
[00:07:13.800 --> 00:07:17.800]  我說過,我傳福音就用這個
[00:07:17.800 --> 00:07:21.800]  帶了真是不少人信主
[00:07:21.800 --> 00:07:24.800]  為什麼我要用這個呢
[00:07:24.800 --> 00:07:28.800]  那我是告訴大家,傳福音的工具太多了
[00:07:28.800 --> 00:07:34.800]  福音橋,福音四律,接通天地線
[00:07:34.800 --> 00:07:40.800]  你們可能還有很多不同的小本子
[00:07:40.800 --> 00:07:44.800]  沒有關係,各有好處
[00:07:44.800 --> 00:07:47.800]  我的意思就是說,各有長處
[00:07:47.800 --> 00:07:50.800]  但是我今天用我這個來告訴你的話
[00:07:50.800 --> 00:07:57.800]  你可以從我的方法裡,學習一些東西
[00:07:57.800 --> 00:08:02.800]  畢竟我這用了從1990年開始用起
[00:08:02.800 --> 00:08:06.800]  用到現在二十幾年,也改進了很多
[00:08:06.800 --> 00:08:09.800]  本來是沒有彩色的,本來是一張一張的
[00:08:09.800 --> 00:08:12.800]  後來也是一個姐妹跟我講
[00:08:12.800 --> 00:08:15.800]  這弄漂亮一點,設計起來
[00:08:15.800 --> 00:08:18.800]  這是她設計的,就弄起來
[00:08:18.800 --> 00:08:24.800]  我只是說,你用別的,但是也可以把我的一些idea
[00:08:24.800 --> 00:08:28.800]  我用的方法裡,你可以加在你用的方法裡
[00:08:28.800 --> 00:08:30.800]  都可以,都可以
[00:08:30.800 --> 00:08:33.800]  那我告訴你,為什麼我覺得這個方法
[00:08:33.800 --> 00:08:38.800]  我覺得比較好一點,是什麼原因
[00:08:38.800 --> 00:08:42.800]  有一些傳福音的,都先跟人家講
[00:08:42.800 --> 00:08:46.800]  先講到說,有沒有神
[00:08:46.800 --> 00:08:50.800]  你要曉得,我們對國內來的弟兄姊妹
[00:08:50.800 --> 00:08:54.800]  因為我重點,大部分都是國內來的弟兄姊妹
[00:08:54.800 --> 00:08:58.800]  國內來,基本上是從無神論背景的
[00:08:58.800 --> 00:09:03.800]  你要跟他先講到有沒有神,就要花了半天的時間
[00:09:03.800 --> 00:09:06.800]  說不定在第一關就熬不過去了
[00:09:06.800 --> 00:09:10.800]  就已經結束了,就根本不跟你談了
[00:09:10.800 --> 00:09:16.800]  所以我這個方法就是,我根本不跟你談有沒有神
[00:09:16.800 --> 00:09:20.800]  反正我就告訴你,照聖經講,聖經從開始
[00:09:20.800 --> 00:09:23.800]  第一句怎麼講
[00:09:23.800 --> 00:09:26.800]  神傳到天地,他沒有講到有沒有
[00:09:26.800 --> 00:09:28.800]  現在討論有沒有神
[00:09:28.800 --> 00:09:31.800]  就是神傳到天地,從這個開始
[00:09:31.800 --> 00:09:34.800]  但是呢,我到第九章的時候
[00:09:34.800 --> 00:09:37.800]  我到後面的時候,我才跟你討論有沒有神
[00:09:37.800 --> 00:09:40.800]  沒有關係,這不能逃避的問題
[00:09:40.800 --> 00:09:43.800]  但是我就直接告訴你,我覺得有神
[00:09:43.800 --> 00:09:46.800]  所以有神的角度來講
[00:09:46.800 --> 00:09:49.800]  來講了以後,到最後我們再來討論
[00:09:49.800 --> 00:09:51.800]  這樣子不會說,一開始就結束了
[00:09:51.800 --> 00:09:53.800]  一開始他不跟你談了嘛
[00:09:53.800 --> 00:09:55.800]  我根本不覺得有神,那就不談了
[00:09:55.800 --> 00:09:57.800]  我們談別的
[00:09:57.800 --> 00:10:01.800]  那我用這種方法呢
[00:10:01.800 --> 00:10:05.800]  我教很多,尤其去美中傳福音的
[00:10:05.800 --> 00:10:08.800]  我剛剛講,我們到美中去的時候
[00:10:08.800 --> 00:10:11.800]  我已經是隊長了,組長了
[00:10:11.800 --> 00:10:14.800]  組長權力就很大了
[00:10:14.800 --> 00:10:18.800]  那到那邊去,我們都有任務的
[00:10:18.800 --> 00:10:21.800]  你一趟去了,請了假一趟去傳福音的
[00:10:21.800 --> 00:10:26.800]  你沒有好好做個功回來,多丟臉
[00:10:26.800 --> 00:10:29.800]  那麼我就告訴他們怎麼做法
[00:10:29.800 --> 00:10:31.800]  我們怎麼做法,因為到美中
[00:10:31.800 --> 00:10:33.800]  這邊有沒有一些美中過來的
[00:10:33.800 --> 00:10:36.800]  應該有一些美中過來的,這麼少啊
[00:10:36.800 --> 00:10:38.800]  我覺得應該很多美中過來的
[00:10:38.800 --> 00:10:42.800]  很多美中,要曉得美中我們去過的那些學校
[00:10:42.800 --> 00:10:46.800]  唉,這個中國人真多啊
[00:10:46.800 --> 00:10:50.800]  而且中國人last name最好看的
[00:10:50.800 --> 00:10:51.800]  對不對
[00:10:51.800 --> 00:10:53.800]  因為我根本不曉得
[00:10:53.800 --> 00:10:55.800]  你曉得學生數數一大堆
[00:10:55.800 --> 00:10:58.800]  那只要到那個郵箱那邊去看
[00:10:58.800 --> 00:11:01.800]  last name只要一個聲音的都是中國人
[00:11:01.800 --> 00:11:04.800]  當然一不小心還會有韓國人
[00:11:04.800 --> 00:11:08.800]  但大部分都是只有一個聲音的
[00:11:08.800 --> 00:11:11.800]  都是一個聲音就結束了
[00:11:11.800 --> 00:11:13.800]  那我們就去敲了
[00:11:13.800 --> 00:11:15.800]  這棟幾個,這棟幾個
[00:11:15.800 --> 00:11:16.800]  就去敲門了
[00:11:16.800 --> 00:11:20.800]  這個門一敲,不開門就算了
[00:11:20.800 --> 00:11:21.800]  只要一開門
[00:11:21.800 --> 00:11:25.800]  我們是規定都是兩個兩個去的
[00:11:25.800 --> 00:11:26.800]  不打一個人的
[00:11:26.800 --> 00:11:27.800]  一個人的不好打
[00:11:27.800 --> 00:11:30.800]  一個人的你如果男的去碰到女的你怎麼辦
[00:11:30.800 --> 00:11:31.800]  女的去碰到男的怎麼辦
[00:11:31.800 --> 00:11:34.800]  所以兩個最好是一個男的一個女的
[00:11:34.800 --> 00:11:36.800]  都這樣子進去都沒有
[00:11:36.800 --> 00:11:38.800]  一進去只要他門一開
[00:11:38.800 --> 00:11:41.800]  一隻腳就先踩進去
[00:11:41.800 --> 00:11:42.800]  他就關不了了
[00:11:42.800 --> 00:11:45.800]  門就關不上來了
[00:11:45.800 --> 00:11:47.800]  要不然的話你一敲門
[00:11:47.800 --> 00:11:48.800]  他一講兩句
[00:11:48.800 --> 00:11:50.800]  他就把門給你督上去了
[00:11:50.800 --> 00:11:51.800]  對不對
[00:11:51.800 --> 00:11:52.800]  你一腳一踩進去
[00:11:52.800 --> 00:11:53.800]  你就假裝的
[00:11:53.800 --> 00:11:55.800]  你就踩進去一下
[00:11:55.800 --> 00:11:57.800]  哇,你們家好漂亮啊
[00:11:57.800 --> 00:12:00.800]  就開始
[00:12:00.800 --> 00:12:02.800]  很多人跟我講
[00:12:02.800 --> 00:12:06.800]  有些人他們也看過這種來推銷的
[00:12:06.800 --> 00:12:10.800]  我們這個也算是推銷的
[00:12:10.800 --> 00:12:11.800]  我很忙
[00:12:11.800 --> 00:12:14.800]  我知道你一定很忙
[00:12:14.800 --> 00:12:18.800]  你能不能給我十分鐘還是五分鐘的時間
