
[00:00:00.000 --> 00:00:02.960]  大衛傳的第十二講
[00:00:02.960 --> 00:00:05.260]  撒母以下的第五章
[00:00:05.260 --> 00:00:08.280]  今天我要講一章的經文
[00:00:08.280 --> 00:00:11.760]  有人說 牧師 你有時講兩章
[00:00:11.760 --> 00:00:14.740]  今天的內容是很豐富
[00:00:14.740 --> 00:00:15.880]  是很充滿
[00:00:15.880 --> 00:00:18.520]  所以我只能夠講一章的經文
[00:00:18.520 --> 00:00:19.900]  今天的題目
[00:00:19.900 --> 00:00:21.380]  很有意義
[00:00:21.380 --> 00:00:25.520]  神的聖山聖城 耶路撒冷
[00:00:25.520 --> 00:00:29.280]  我非常興奮 今天會講耶路撒冷城
[00:00:29.280 --> 00:00:31.960]  我非常熱愛耶路撒冷
[00:00:31.960 --> 00:00:34.640]  耶路撒冷不單是古時
[00:00:34.640 --> 00:00:36.720]  是一個非常重要的城市
[00:00:36.720 --> 00:00:38.640]  就算今時今日
[00:00:38.640 --> 00:00:42.080]  也是非常非常重要
[00:00:42.080 --> 00:00:44.680]  因為今天有很多的內容
[00:00:44.680 --> 00:00:46.520]  所以我要單刀直入
[00:00:46.520 --> 00:00:48.480]  立即講大綱
[00:00:48.480 --> 00:00:50.280]  你知道我以前的講道
[00:00:50.280 --> 00:00:51.720]  很多時講一大輪
[00:00:51.720 --> 00:00:54.560]  才進入主題 進入大綱
[00:00:54.560 --> 00:00:57.520]  今天要立刻講大綱
[00:00:57.520 --> 00:01:00.480]  有五點我今天會跟大家講
[00:01:00.480 --> 00:01:04.240]  第一點是大衛被高立為以色列的王
[00:01:04.240 --> 00:01:07.320]  撒母以下的五章一至五節
[00:01:07.320 --> 00:01:11.240]  第二點是大衛遷都去耶路撒冷
[00:01:11.240 --> 00:01:14.480]  撒母以下的五章六至十節
[00:01:14.480 --> 00:01:19.360]  第三點是大衛和鄰國來打交道
[00:01:19.360 --> 00:01:21.520]  主要是推羅國
[00:01:21.520 --> 00:01:25.440]  在撒母以下的五章十一至十二節
[00:01:25.440 --> 00:01:29.400]  第四點我們又一次講大衛的家譜
[00:01:29.400 --> 00:01:32.920]  撒母以下的五章十三至十六節
[00:01:32.920 --> 00:01:37.400]  而最後一點就要講到大衛戰勝斐理士人
[00:01:37.400 --> 00:01:41.640]  我們知道斐理士人是以色列人的宿敵
[00:01:41.640 --> 00:01:45.040]  是以色列人可以說是最大的敵人
[00:01:45.040 --> 00:01:50.600]  這些經文在撒母以下的五章十七至二十五節
[00:01:50.600 --> 00:01:54.160]  同樣的經文亦都是記載在歷代至上
[00:01:54.160 --> 00:01:56.960]  如果大家在讀撒母以下的第五章
[00:01:56.960 --> 00:02:03.000]  不妨回到歷代至上看看同樣的經文是怎樣講
[00:02:03.000 --> 00:02:05.200]  第一點我要跟大家講的
[00:02:05.200 --> 00:02:08.840]  就是大衛被高立為以色列王
[00:02:08.840 --> 00:02:14.240]  其實撒母以下的第五章經文是有它難解的地方
[00:02:14.240 --> 00:02:15.320]  為什麼呢?
[00:02:15.320 --> 00:02:20.480]  因為雖然是講出大衛他的戰績、他的功績
[00:02:20.480 --> 00:02:24.680]  但是好像事情不是照著順序來講
[00:02:24.680 --> 00:02:26.920]  這些事發生不是順序
[00:02:26.920 --> 00:02:31.120]  所以這是翻譯的時候比較困難
[00:02:31.120 --> 00:02:34.720]  大衛成為全以色列的王
[00:02:34.720 --> 00:02:39.120]  可能是在伊斯波切被殺之後的幾個星期
[00:02:39.120 --> 00:02:44.600]  當時是公元前一千零三年的時候
[00:02:44.600 --> 00:02:47.240]  厄尼爾已經死了
[00:02:47.240 --> 00:02:49.440]  真的要感謝厄尼爾
[00:02:49.440 --> 00:02:50.360]  為什麼呢?
[00:02:50.360 --> 00:02:54.680]  他聯合了以色列不變的十一支派
[00:02:54.680 --> 00:03:00.560]  現在大衛只需要將由大國融入十一支派
[00:03:00.560 --> 00:03:05.480]  再變成十二支派來領導全以色列
[00:03:05.480 --> 00:03:08.320]  接著發生的事情是在希伯倫
[00:03:08.320 --> 00:03:12.640]  大衛將會被加冕成為以色列的王
[00:03:12.640 --> 00:03:17.360]  當時以色列國支派的領袖來到希伯倫
[00:03:17.360 --> 00:03:20.560]  他們跟大衛講出三件事
[00:03:20.560 --> 00:03:23.120]  第一就是血緣的關係
[00:03:23.120 --> 00:03:25.720]  他說「我們源自你的骨肉」
[00:03:25.720 --> 00:03:28.240]  這句話可能有兩個意思
[00:03:28.240 --> 00:03:30.320]  一個是比較廣闊的意思
[00:03:30.320 --> 00:03:32.600]  就是大家都是瓦國的後人
[00:03:32.600 --> 00:03:37.200]  我們都是瓦國十二個子、十二個支派出來的
[00:03:37.200 --> 00:03:39.800]  所以我們都是同氣連枝
[00:03:39.800 --> 00:03:42.240]  這個可能是第一個解釋
[00:03:42.240 --> 00:03:43.640]  第二個解釋
[00:03:43.640 --> 00:03:45.920]  大衛是數羅的女婿
[00:03:45.920 --> 00:03:49.000]  所以可以說是有親屬的關係
[00:03:49.000 --> 00:03:53.040]  所以他們這句話可能有這兩個解釋
[00:03:53.040 --> 00:03:54.400]  第二點
[00:03:54.400 --> 00:03:57.640]  他們也講出大衛領導的能力
[00:03:57.640 --> 00:04:01.120]  他們說從前數羅作我們王的時候
[00:04:01.120 --> 00:04:04.560]  率領以色列出入的事理
[00:04:04.560 --> 00:04:07.440]  早在數羅仍在世的時候
[00:04:07.440 --> 00:04:10.840]  大衛已經成為數羅的將軍
[00:04:10.840 --> 00:04:14.000]  在撒母以上的十八章第五節
[00:04:14.000 --> 00:04:17.600]  而第三件事他們講的應該是最重要
[00:04:17.600 --> 00:04:20.000]  講出神的應許
[00:04:20.000 --> 00:04:22.760]  他們說「耶和華也曾應許你說
[00:04:22.760 --> 00:04:27.280]  你必牧養我的民以色列作以色列的軍」
[00:04:27.280 --> 00:04:29.160]  我和大家也講過
[00:04:29.160 --> 00:04:32.120]  在撒母以上的十三章十四節
[00:04:32.120 --> 00:04:36.480]  經文已經說神曾找到一個合他心意的人
[00:04:36.480 --> 00:04:39.120]  而在數撒母以上的十六章
[00:04:39.120 --> 00:04:44.200]  撒母以高立大衛證明他就是神所揀選
[00:04:44.200 --> 00:04:46.600]  這一點非常重要
[00:04:46.600 --> 00:04:50.600]  在生命記的第十七章十四至二十節
[00:04:50.600 --> 00:04:52.960]  講出王的質素
[00:04:52.960 --> 00:04:57.040]  而最重要的是要被神所揀選
[00:04:57.040 --> 00:05:01.080]  經文說大衛要牧養我的民
[00:05:01.080 --> 00:05:05.040]  這是聖經裡面第一次用牧羊人
[00:05:05.040 --> 00:05:07.320]  來比喻王
[00:05:07.320 --> 00:05:10.440]  其實這個在古代近東的時候
[00:05:10.440 --> 00:05:12.680]  是廣泛被使用
[00:05:12.680 --> 00:05:16.040]  用牧羊人來描述王
[00:05:16.040 --> 00:05:20.640]  在詩篇的七十八篇七十至七十二節
[00:05:20.640 --> 00:05:23.840]  說神揀選他的僕人大衛
[00:05:23.840 --> 00:05:27.840]  從羊圈中將他召出來
[00:05:27.840 --> 00:05:30.800]  我們見到大衛真是一個牧羊人
[00:05:30.800 --> 00:05:36.400]  他從小就在八里行來牧養他父親的羊
[00:05:36.400 --> 00:05:40.240]  那些長老於是就來到希伯倫
[00:05:40.240 --> 00:05:43.080]  在歷代至上的十二章給我們見到
[00:05:43.080 --> 00:05:46.320]  這是一個很大的會議
[00:05:46.320 --> 00:05:49.080]  一共進行了三天三夜
[00:05:49.080 --> 00:05:51.800]  這是一個全國的大會
[00:05:51.800 --> 00:05:55.640]  以色列人的長老和大衛來到納約
[00:05:55.640 --> 00:05:59.080]  他們按立大衛成為以色列人的王
[00:05:59.080 --> 00:06:03.600]  亦證明了先前撒母以按立大衛
[00:06:03.600 --> 00:06:05.800]  證明他是被神揀選的
[00:06:05.800 --> 00:06:07.800]  第二點亦都是表明
[00:06:07.800 --> 00:06:12.080]  以色列國是願意接受大衛成為他們的王
[00:06:12.080 --> 00:06:15.000]  願意服從大衛的權柄
[00:06:15.000 --> 00:06:18.760]  我相信是大祭司高立大衛
[00:06:18.760 --> 00:06:22.360]  今次是大衛第三次被高立
[00:06:22.360 --> 00:06:25.040]  第一次在撒母以上的十六章
[00:06:25.040 --> 00:06:26.800]  是撒母以高立大衛
[00:06:26.800 --> 00:06:29.080]  證明他是被神揀選的
[00:06:29.080 --> 00:06:30.280]  第二次
[00:06:30.280 --> 00:06:35.440]  他成為猶大王在撒母以下的二章四節被高立
[00:06:35.440 --> 00:06:41.800]  今次是第三次被高立成為全以色列的王
[00:06:41.800 --> 00:06:47.320]  經文說大衛登基當時是三十歲
[00:06:47.320 --> 00:06:51.000]  這裡應該是指他成為猶大王的時候
[00:06:51.000 --> 00:06:52.440]  他是三十歲
[00:06:52.440 --> 00:06:54.400]  當他成為全以色列的王
[00:06:54.400 --> 00:06:58.760]  應該是三十七至三十八歲之間
[00:06:58.760 --> 00:07:01.280]  他統治了一共四十年
[00:07:01.280 --> 00:07:04.920]  具體來說應該是四十年零六個月
[00:07:04.920 --> 00:07:08.640]  他在希伯倫統治猶大七年半
[00:07:08.640 --> 00:07:12.600]  他在耶路撒冷統治以色列三十三年
[00:07:12.600 --> 00:07:16.440]  一共是四十年零六個月
[00:07:16.440 --> 00:07:19.160]  說完了大衛被高立
[00:07:19.160 --> 00:07:23.840]  第二點就是大衛要遷都去耶路撒冷
[00:07:23.840 --> 00:07:27.560]  他要遷都去耶路撒冷是有很多的考慮
[00:07:27.560 --> 00:07:30.760]  第一個考慮是政治上的考慮
[00:07:30.760 --> 00:07:33.680]  他在猶大國成為猶大王的時候
[00:07:33.680 --> 00:07:36.120]  他的首都是希伯倫
[00:07:36.120 --> 00:07:37.920]  希伯倫在南邊
[00:07:37.920 --> 00:07:41.000]  如果他再用希伯倫來做他的首都
[00:07:41.000 --> 00:07:43.760]  北邊的支派覺得他會偏私
[00:07:43.760 --> 00:07:47.320]  他們不會覺得大衛是公義的
[00:07:47.320 --> 00:07:49.640]  所以大衛要另外找一個地方
[00:07:49.640 --> 00:07:52.960]  他就揀選了耶布斯人的城
[00:07:52.960 --> 00:07:54.200]  耶路撒冷
[00:07:54.200 --> 00:07:58.400]  當時耶路撒冷是被耶布斯人佔領的
[00:07:58.400 --> 00:08:04.720]  耶路撒冷城是在便亞敏支派和猶大支派的邊界
[00:08:04.720 --> 00:08:08.920]  從來沒有屬於任何十二支派的支派
[00:08:08.920 --> 00:08:11.960]  所以當大衛揀選耶路撒冷
[00:08:11.960 --> 00:08:13.880]  沒有人會說他偏私
