
[00:00:00.000 --> 00:00:03.680]  我們又會繼續講《雅歌》
[00:00:03.680 --> 00:00:08.000]  我曾經以前都跟大家講過
[00:00:08.000 --> 00:00:10.320]  我講到每講一部書
[00:00:10.320 --> 00:00:14.400]  講完之後我都會深深地愛上這部書
[00:00:14.400 --> 00:00:16.640]  《雅歌》亦都不例外
[00:00:16.640 --> 00:00:19.960]  我發覺我自己真的愛上了這部書
[00:00:19.960 --> 00:00:22.560]  今天要跟大家講的題目
[00:00:22.560 --> 00:00:26.480]  就是從聖經看婚姻的程序
[00:00:26.480 --> 00:00:29.440]  這是聖經教導我們
[00:00:29.440 --> 00:00:33.080]  婚姻應該有甚麼程序
[00:00:33.080 --> 00:00:37.440]  很多人都會覺得神是很古板
[00:00:37.440 --> 00:00:39.320]  古賣拋腮
[00:00:39.320 --> 00:00:42.040]  見到別人開心見到別人快樂
[00:00:42.040 --> 00:00:43.320]  他就不抵得
[00:00:43.320 --> 00:00:46.080]  要去禁止要去阻止
[00:00:46.080 --> 00:00:50.440]  但其實神是很希望我們開心快樂
[00:00:50.440 --> 00:00:54.560]  神是很希望在婚姻的生活裏面
[00:00:54.560 --> 00:01:01.560]  開心的時候有情趣在婚姻裏面
[00:01:01.560 --> 00:01:03.520]  如果大家記得的話
[00:01:03.520 --> 00:01:07.600]  上次和大家講了所羅門王和舒拉蜜
[00:01:07.600 --> 00:01:11.560]  在他們的婚姻裏面出現了問題
[00:01:11.560 --> 00:01:14.080]  他們兩個開始吵架
[00:01:14.080 --> 00:01:18.080]  而所羅門王就因為這樣不辭而別
[00:01:18.080 --> 00:01:19.400]  走了去
[00:01:19.400 --> 00:01:25.520]  舒拉蜜因為這樣瘋狂地去找所羅門王
[00:01:25.520 --> 00:01:29.560]  最後她想起所羅門王會在哪裏
[00:01:29.560 --> 00:01:33.880]  就是在自己的原址裏面牧羊群藥
[00:01:33.880 --> 00:01:37.080]  所以她就去原址找所羅門王
[00:01:37.080 --> 00:01:38.720]  就真的被她找到
[00:01:38.720 --> 00:01:41.480]  她很熟悉所羅門王
[00:01:41.480 --> 00:01:43.400]  找到了之後
[00:01:43.400 --> 00:01:46.440]  所羅門王立刻歡迎舒拉蜜
[00:01:46.440 --> 00:01:48.840]  向她表示愛意
[00:01:48.840 --> 00:01:51.400]  所羅門王沒有去罵舒拉蜜
[00:01:51.400 --> 00:01:53.680]  為什麼你不開門給我
[00:01:53.680 --> 00:01:54.800]  我來拍門
[00:01:54.800 --> 00:01:56.480]  你給我吃閉門羹
[00:01:56.480 --> 00:01:58.000]  你不開門
[00:01:58.000 --> 00:02:01.280]  他也沒有生舒拉蜜的氣
[00:02:01.280 --> 00:02:04.280]  因為她晚上一個人走了出街
[00:02:04.280 --> 00:02:08.200]  到處走來找所羅門王
[00:02:08.200 --> 00:02:09.800]  這是很危險的事
[00:02:09.800 --> 00:02:13.560]  我們說過舒拉蜜差點被人輕薄
[00:02:13.560 --> 00:02:15.800]  但所羅門王沒有罵她
[00:02:15.800 --> 00:02:18.720]  在《雅歌》的六章四節
[00:02:18.720 --> 00:02:21.440]  所羅門王讚美舒拉蜜
[00:02:21.440 --> 00:02:23.840]  說:你的美麗如德薩
[00:02:23.840 --> 00:02:26.000]  修美如耶路撒冷
[00:02:26.000 --> 00:02:31.520]  威武如展開聖旗的軍隊
[00:02:31.520 --> 00:02:34.680]  現代人我相信不會用這樣的話
[00:02:34.680 --> 00:02:36.760]  來形容自己的太太
[00:02:36.760 --> 00:02:39.000]  形容自己的女朋友
[00:02:39.000 --> 00:02:40.440]  你會不會說
[00:02:40.440 --> 00:02:45.280]  老婆,你真的比洛杉磯漂亮
[00:02:45.280 --> 00:02:47.200]  可能你的太太會說
[00:02:47.200 --> 00:02:48.760]  洛杉磯很漂亮嗎?
[00:02:48.760 --> 00:02:52.080]  你找我來跟洛杉磯比較
[00:02:52.080 --> 00:02:56.440]  其實德薩和耶路撒冷
[00:02:56.440 --> 00:02:59.280]  都是古代的兩個城市
[00:02:59.280 --> 00:03:03.480]  德薩是迦南地的一個古城
[00:03:03.480 --> 00:03:07.400]  在《約書亞記》的十二章二十四節
