
[00:00:00.000 --> 00:00:06.000]  今日父親節,但為我而言都是百感交集
[00:00:06.000 --> 00:00:11.000]  除了是我在尖尖家的目的裡面
[00:00:11.000 --> 00:00:14.000]  最後一次的講道之外
[00:00:14.000 --> 00:00:20.000]  亦都是我第三年不能夠和我父親過父親節
[00:00:20.000 --> 00:00:26.000]  亦都是第一年不能夠和我岳父過父親節
[00:00:26.000 --> 00:00:33.000]  亦都是不能夠和我的恩師蓮達傑牧師過父親節
[00:00:33.000 --> 00:00:36.000]  當我想到的時候我很不開心
[00:00:36.000 --> 00:00:41.000]  不過另一方面我想到如今他們在天家
[00:00:41.000 --> 00:00:46.000]  我爸爸,我岳父,還有我恩師
[00:00:46.000 --> 00:00:48.000]  他們一定在天上為我祈禱
[00:00:48.000 --> 00:00:55.000]  讓我有力,帶著能力來完成這個講道
[00:00:55.000 --> 00:00:58.000]  所以求主幫助我
[00:00:58.000 --> 00:01:03.000]  我們同心祈禱
[00:01:03.000 --> 00:01:06.000]  賜給人愛的天父
[00:01:06.000 --> 00:01:11.000]  此刻當我們準備聆聽你的聖言的時候
[00:01:11.000 --> 00:01:13.000]  求你光照我們
[00:01:13.000 --> 00:01:16.000]  並且使我們能夠以溫柔的心
[00:01:16.000 --> 00:01:19.000]  領受所栽種的道
[00:01:19.000 --> 00:01:23.000]  因為你的聖言是活潑的,是有功效的
[00:01:23.000 --> 00:01:27.000]  比一切兩刃的劍更鋒利
[00:01:27.000 --> 00:01:30.000]  甚至魂與靈,骨折與骨碎
[00:01:30.000 --> 00:01:32.000]  都能夠刺入浮開
[00:01:32.000 --> 00:01:37.000]  連心中的意念主義都能辨明
[00:01:37.000 --> 00:01:42.000]  上主,求你今日使我們無論宣講的聆聽的
[00:01:42.000 --> 00:01:45.000]  都能夠同感一靈,同夢造就
[00:01:45.000 --> 00:01:51.000]  好能夠結出一百倍,六十倍,三十倍的果實
[00:01:51.000 --> 00:01:53.000]  求你撫聽我們的懇求
[00:01:53.000 --> 00:01:57.000]  靠賴耶穌基督的聖名
[00:02:21.000 --> 00:02:25.000]  已經是今年的一月三十一日
[00:02:25.000 --> 00:02:27.000]  那時候我只說了一點
[00:02:27.000 --> 00:02:29.000]  就是順從真理
[00:02:29.000 --> 00:02:33.000]  作為一個門徒的標記
[00:02:33.000 --> 00:02:35.000]  他要順從真理
[00:02:35.000 --> 00:02:37.000]  什麼叫順從真理呢?
[00:02:37.000 --> 00:02:40.000]  就是聽主的話,遵主的命
[00:02:40.000 --> 00:02:45.000]  門徒其實這個字就是從紀律這個字演變而來
[00:02:45.000 --> 00:02:49.000]  順從真理就即是順從耶穌基督
[00:02:49.000 --> 00:02:53.000]  因為耶穌基督就是真理的本身
[00:02:53.000 --> 00:02:57.000]  今天要完成這個下集
[00:02:57.000 --> 00:03:00.000]  應該再沒有下集了
[00:03:00.000 --> 00:03:03.000]  我們一起看這段經文
[00:03:03.000 --> 00:03:08.000]  我們一起讀彼得前書一章二十二節
[00:03:08.000 --> 00:03:11.000]  彼得前書一章二十二節
[00:03:11.000 --> 00:03:17.000]  找到我們一起讀
[00:03:17.000 --> 00:03:19.000]  你們
[00:03:47.000 --> 00:03:50.000]  出於老我的彼此相愛
[00:03:50.000 --> 00:03:53.000]  但是出於真理的彼此相愛是怎樣呢?
[00:03:53.000 --> 00:03:55.000]  就是用清潔的心
[00:03:55.000 --> 00:03:57.000]  不能夠壞的種子
[00:03:57.000 --> 00:03:59.000]  永存的來形容上帝
[00:03:59.000 --> 00:04:01.000]  希望我們活出的樣式
[00:04:01.000 --> 00:04:04.000]  這是一個很強烈的對比
[00:04:04.000 --> 00:04:08.000]  到底什麼叫切實相愛呢?
[00:04:08.000 --> 00:04:14.000]  切實相愛是表明一種恆常和持久的態度
[00:04:14.000 --> 00:04:16.000]  在原文的意思是
[00:04:16.000 --> 00:04:20.000]  用盡你的力量去愛
[00:04:20.000 --> 00:04:24.000]  什麼叫用盡你的力量呢?
[00:04:24.000 --> 00:04:29.000]  就好像我們跑步
[00:04:29.000 --> 00:04:32.000]  有沒有人看歐國盃的?
[00:04:32.000 --> 00:04:35.000]  少少,看精華
[00:04:35.000 --> 00:04:37.000]  有沒有人看歐國盃的?三樓
[00:04:37.000 --> 00:04:39.000]  山頂的朋友
[00:04:39.000 --> 00:04:43.000]  不用只是點頭,你可以舉手
[00:04:43.000 --> 00:04:45.000]  你真的看到球員已經抽筋了
[00:04:45.000 --> 00:04:47.000]  踢到七十分鐘,天氣熱
[00:04:47.000 --> 00:04:49.000]  但仍然要拼盡
[00:04:49.000 --> 00:04:54.000]  類似燃燒最後的力量
[00:04:54.000 --> 00:04:56.000]  但是彼得在這裡說
[00:04:56.000 --> 00:05:00.000]  他說是愛哪些人呢?
[00:05:00.000 --> 00:05:05.000]  彼得在這裡說不是叫你去愛外面的人
[00:05:05.000 --> 00:05:08.000]  不是要你急馬鈴嗦去愛外面的人
[00:05:08.000 --> 00:05:12.000]  是要愛這裡裡面的人
[00:05:12.000 --> 00:05:19.000]  為什麼教會經常讓人失望呢?
[00:05:19.000 --> 00:05:23.000]  是因為教會沒有愛
[00:05:23.000 --> 00:05:27.000]  有的都是彼此傷害
[00:05:27.000 --> 00:05:30.000]  總是沒有注意別人的感受
[00:05:30.000 --> 00:05:34.000]  教會越來越變得商業化
[00:05:34.000 --> 00:05:37.000]  人人成為消費者
[00:05:37.000 --> 00:05:41.000]  投訴文化氾濫
[00:05:41.000 --> 00:05:47.000]  我不是只說尖沉
[00:05:47.000 --> 00:05:49.000]  值得注意的是
[00:05:49.000 --> 00:05:56.000]  初代教會為什麼會有大復興的出現呢?
[00:05:56.000 --> 00:05:59.000]  當然,因為那些使徒
[00:05:59.000 --> 00:06:01.000]  好像彼得變得剛強壯膽
[00:06:01.000 --> 00:06:04.000]  他說到滿有能力,這是一定的
[00:06:04.000 --> 00:06:07.000]  教會總是一窩蜂做一些事
[00:06:07.000 --> 00:06:12.000]  有的去美國學別人
[00:06:12.000 --> 00:06:16.000]  去到美國又不太行,又去韓國
[00:06:16.000 --> 00:06:20.000]  去完韓國又去新加坡
[00:06:20.000 --> 00:06:23.000]  學G12、G13
[00:06:23.000 --> 00:06:27.000]  你學不到最重要的東西
[00:06:27.000 --> 00:06:30.000]  其實初代教會最成功的原因
[00:06:30.000 --> 00:06:31.000]  復興的原因
[00:06:31.000 --> 00:06:34.000]  其實是因為先有愛
[00:06:34.000 --> 00:06:37.000]  你想想,凡物公用
[00:06:37.000 --> 00:06:38.000]  選立執事
[00:06:38.000 --> 00:06:40.000]  耶路撒冷會議
[00:06:40.000 --> 00:06:43.000]  都是因為什麼出發?
[00:06:43.000 --> 00:06:47.000]  都是以愛來出發
[00:06:47.000 --> 00:06:51.000]  今天如果我們尖沉家
[00:06:51.000 --> 00:06:54.000]  我們制定的政策
[00:06:54.000 --> 00:06:56.000]  或者我們弟兄姊妹在待人接物上
[00:06:56.000 --> 00:07:00.000]  若果先用愛行先
[00:07:00.000 --> 00:07:06.000]  結果可以很不同
[00:07:06.000 --> 00:07:08.000]  什麼叫做盡力?
[00:07:08.000 --> 00:07:11.000]  剛才我說的很像那些足球員
[00:07:11.000 --> 00:07:13.000]  他真的拼了
[00:07:13.000 --> 00:07:16.000]  就算抽筋他也繼續
