
[00:00:00.000 --> 00:00:07.000]  喂!頂尖姐妹,我想問問大家,有幾多人相信有神蹟的?請舉手。
[00:00:07.000 --> 00:00:10.000]  全部都相信。
[00:00:10.000 --> 00:00:13.000]  有幾多人有經歷過神蹟的?請舉手。
[00:00:13.000 --> 00:00:15.000]  經歷過神蹟的。
[00:00:15.000 --> 00:00:18.000]  不是全部,很多,我們感恩。
[00:00:18.000 --> 00:00:24.000]  昨晚,前晚,全陽一班頂尖姐妹在我們當中侍奉完之後,
[00:00:24.000 --> 00:00:28.000]  我們在對面燒烤的時候,
[00:00:28.000 --> 00:00:33.000]  彼此當中,我們也分享了很多神在我們身上的故事。
[00:00:33.000 --> 00:00:38.000]  而當我分享到教會裏面過去經歷的神蹟奇事,
[00:00:38.000 --> 00:00:41.000]  不是人做到的,是神才做到的時候,
[00:00:41.000 --> 00:00:43.000]  他們驚覺。
[00:00:43.000 --> 00:00:46.000]  各位頂尖姐妹,作為恩福人,
[00:00:46.000 --> 00:00:51.000]  你們有沒有想過,過去神給我們經歷的神蹟,
[00:00:51.000 --> 00:00:55.000]  不能夠用巧合、偶然來解釋呢?
[00:00:55.000 --> 00:00:57.000]  當我和他們分享的時候,
[00:00:57.000 --> 00:01:04.000]  這件事是我們第八次搬進來的。
[00:01:04.000 --> 00:01:07.000]  我們搬進來的時候,
[00:01:07.000 --> 00:01:11.000]  看見搬進來之前,人數越來越多,
[00:01:11.000 --> 00:01:13.000]  我們找地方聚會越來越困難,
[00:01:13.000 --> 00:01:16.000]  然後繼續不斷排長龍,特別是廁所排長龍,
[00:01:16.000 --> 00:01:18.000]  特別是女廁,
[00:01:18.000 --> 00:01:19.000]  一排排半個小時,
[00:01:19.000 --> 00:01:21.000]  然後下面排長龍,
[00:01:21.000 --> 00:01:23.000]  經常有警察來問上面有什麼賣,
[00:01:23.000 --> 00:01:27.000]  為什麼這麼長一條龍在這裏等待,
[00:01:27.000 --> 00:01:29.000]  因為這樣,所以發個夢,
[00:01:29.000 --> 00:01:31.000]  而發夢要建堂的時候,
[00:01:31.000 --> 00:01:34.000]  就是發夢在地上產的時候,
[00:01:34.000 --> 00:01:37.000]  我們的袋子有400萬港幣,
[00:01:37.000 --> 00:01:40.000]  但我們要建一個堂是多少錢呢?
[00:01:40.000 --> 00:01:45.000]  是2億5千萬,2億5千萬,
[00:01:45.000 --> 00:01:47.000]  袋子只有400萬,
[00:01:47.000 --> 00:01:51.000]  你去建一個2億5千萬的一個堂,
[00:01:51.000 --> 00:01:55.000]  是不是叫做異想天開?
[00:01:55.000 --> 00:01:58.000]  一般人說是,
[00:01:58.000 --> 00:02:00.000]  沒有人夠膽下水,
[00:02:00.000 --> 00:02:02.000]  但神既然給我們這個時間,
[00:02:02.000 --> 00:02:04.000]  我們就去吧,
[00:02:04.000 --> 00:02:06.000]  這個就是第一個神蹟,
[00:02:06.000 --> 00:02:08.000]  袋子只有400萬,
[00:02:08.000 --> 00:02:11.000]  竟然去建2億5千萬的堂,
[00:02:11.000 --> 00:02:13.000]  而竟然是夢境成真,
[00:02:13.000 --> 00:02:14.000]  第二個神蹟,
[00:02:14.000 --> 00:02:16.000]  當我們買地的時候,
[00:02:16.000 --> 00:02:18.000]  廢地8千3百萬,
[00:02:18.000 --> 00:02:21.000]  但我們的袋子只有400萬,
[00:02:21.000 --> 00:02:23.000]  我們明知道我們要籌錢,
[00:02:23.000 --> 00:02:25.000]  但都未必夠,
[00:02:25.000 --> 00:02:26.000]  要跟銀行借,
[00:02:26.000 --> 00:02:28.000]  我們說借1千5萬就夠了,
[00:02:28.000 --> 00:02:31.000]  因為我們籌得到6千萬了,
[00:02:31.000 --> 00:02:34.000]  銀行連1千5萬都不借,
[00:02:34.000 --> 00:02:35.000]  他們問,
[00:02:35.000 --> 00:02:38.000]  你能否保證你們的教會,
[00:02:38.000 --> 00:02:43.000]  每個月都可以還得到你們的還款呢?
[00:02:43.000 --> 00:02:46.000]  你可否保證每個月都有這麼多的收入呢?
[00:02:46.000 --> 00:02:48.000]  我告訴他們,
[00:02:48.000 --> 00:02:49.000]  對不起,
[00:02:49.000 --> 00:02:55.000]  這是信心來的,
[00:02:55.000 --> 00:02:57.000]  接著他們說,
[00:02:57.000 --> 00:03:02.000]  你可否有10個有經濟實力的人來簽,
[00:03:02.000 --> 00:03:04.000]  叫做guarantee,
[00:03:04.000 --> 00:03:06.000]  就是保證我們還得到錢,
[00:03:06.000 --> 00:03:08.000]  我告訴他們,
[00:03:08.000 --> 00:03:11.000]  這間教會不是10個人的,
[00:03:11.000 --> 00:03:14.000]  這間教會是2千多人的,
[00:03:14.000 --> 00:03:17.000]  所以要簽就2千多人簽,
[00:03:17.000 --> 00:03:20.000]  你真是很煩,
[00:03:20.000 --> 00:03:22.000]  最後就告退,
[00:03:22.000 --> 00:03:23.000]  借不到,
[00:03:23.000 --> 00:03:26.000]  1千5萬都借不到,
[00:03:26.000 --> 00:03:29.000]  但當我們買了塊地之後,
[00:03:29.000 --> 00:03:31.000]  這間銀行竟然主動找我們,
[00:03:31.000 --> 00:03:34.000]  聽到你們買了塊地,
[00:03:34.000 --> 00:03:38.000]  有沒有興趣跟我們借錢呢?
[00:03:38.000 --> 00:03:40.000]  我們說1千5萬你都不借,
[00:03:40.000 --> 00:03:43.000]  我們現在是1億5千5百萬要建堂,
[00:03:43.000 --> 00:03:44.000]  你肯借嗎?
[00:03:44.000 --> 00:03:46.000]  他說沒問題,
[00:03:46.000 --> 00:03:48.000]  這樣都行?
[00:03:48.000 --> 00:03:49.000]  我還不相信,
[00:03:49.000 --> 00:03:51.000]  接著3個高層來了我們當中,
[00:03:51.000 --> 00:03:55.000]  連續3次跟我們建堂小組,
[00:03:55.000 --> 00:03:56.000]  跟我們執事,
[00:03:56.000 --> 00:03:58.000]  然後在執事會裡面來談,
[00:03:58.000 --> 00:04:00.000]  我們發覺到這個夢,
[00:04:00.000 --> 00:04:01.000]  原來是真的,
[00:04:01.000 --> 00:04:05.000]  他真的肯借1億5千5百萬,
[00:04:05.000 --> 00:04:08.000]  還有2千5百萬流動,
[00:04:08.000 --> 00:04:09.000]  借完你可以還,
[00:04:09.000 --> 00:04:10.000]  還完你可以借,
[00:04:10.000 --> 00:04:11.000]  總之你喜歡借就借,
[00:04:11.000 --> 00:04:13.000]  喜歡還就還,
[00:04:13.000 --> 00:04:14.000]  都行的,
[00:04:14.000 --> 00:04:16.000]  很低息,
[00:04:16.000 --> 00:04:19.000]  甚至比我買樓還要低息,
[00:04:19.000 --> 00:04:21.000]  你信不信呢?
[00:04:21.000 --> 00:04:22.000]  頂智媒,
[00:04:22.000 --> 00:04:25.000]  不是偶然可以解答,
[00:04:25.000 --> 00:04:27.000]  不是巧合可以解答,
[00:04:27.000 --> 00:04:28.000]  第三,
[00:04:28.000 --> 00:04:30.000]  保地價,
[00:04:30.000 --> 00:04:32.000]  一說到保地價的時候,
[00:04:32.000 --> 00:04:33.000]  你想一想,
[00:04:33.000 --> 00:04:35.000]  你的口袋只有這麼少錢,
[00:04:35.000 --> 00:04:37.000]  然後預計2億5千萬,
[00:04:37.000 --> 00:04:41.000]  原來是計算了保地價只有1千萬,
[00:04:41.000 --> 00:04:43.000]  1千萬即是多少錢?
[00:04:43.000 --> 00:04:48.000]  即是60元左右一呎保地價,
[00:04:48.000 --> 00:04:49.000]  你有沒有聽過?
[00:04:49.000 --> 00:04:50.000]  香港政府,
[00:04:50.000 --> 00:04:53.000]  你轉用途是60元一呎,
[00:04:53.000 --> 00:04:54.000]  有沒有聽過?
[00:04:54.000 --> 00:04:55.000]  我們當中有官,
[00:04:55.000 --> 00:04:56.000]  他們可以告訴你,
[00:04:56.000 --> 00:04:58.000]  你發夢嗎?
[00:04:58.000 --> 00:04:59.000]  多少錢?
[00:04:59.000 --> 00:05:00.000]  500元一呎,
[00:05:00.000 --> 00:05:02.000]  如果500元一呎,
[00:05:02.000 --> 00:05:05.000]  就是這一棟大樓的保地價是8千萬,
[00:05:05.000 --> 00:05:09.000]  實際上我們都親耳聽過那個官說,
[00:05:09.000 --> 00:05:11.000]  8千萬不宜價,
[00:05:11.000 --> 00:05:13.000]  8千萬給少了你們,
[00:05:13.000 --> 00:05:15.000]  因為你們點子16萬呎,
[00:05:15.000 --> 00:05:17.000]  你們很多,
[00:05:17.000 --> 00:05:19.000]  所以應該是超過8千萬,
[00:05:19.000 --> 00:05:23.000]  不過8千萬都是給便宜了你們,
[00:05:23.000 --> 00:05:25.000]  那天早上開會,
[00:05:25.000 --> 00:05:27.000]  心情很沉重,
[00:05:27.000 --> 00:05:29.000]  真是很害怕,
[00:05:29.000 --> 00:05:30.000]  現在8千萬來,
[00:05:30.000 --> 00:05:31.000]  你去哪裡籌這麼多錢?
[00:05:31.000 --> 00:05:34.000]  因為我們當時已經非常勇,
[00:05:34.000 --> 00:05:36.000]  我們籌了9千多萬,
[00:05:36.000 --> 00:05:38.000]  已經開始了,
[00:05:38.000 --> 00:05:41.000]  但如果還要加多7千萬,
[00:05:41.000 --> 00:05:43.000]  百常加緊,
[00:05:43.000 --> 00:05:44.000]  很困難,
[00:05:44.000 --> 00:05:45.000]  所以還沒開始,
[00:05:45.000 --> 00:05:46.000]  我很早去到一個地方,
[00:05:46.000 --> 00:05:48.000]  就在附近的一個公園土告,
[00:05:48.000 --> 00:05:49.000]  土告的時候,
[00:05:49.000 --> 00:05:51.000]  整天想著1千萬,
[00:05:51.000 --> 00:05:54.000]  心裡面的聲音就是1千萬,
[00:05:54.000 --> 00:05:58.000]  結果上去了,
[00:05:58.000 --> 00:06:00.000]  上去的時候,
[00:06:00.000 --> 00:06:02.000]  很感恩,
[00:06:02.000 --> 00:06:06.000]  主席怎麼不見了?
[00:06:06.000 --> 00:06:08.000]  後來有一個西人來了,
[00:06:08.000 --> 00:06:09.000]  滿面鬍鬚,
[00:06:09.000 --> 00:06:10.000]  不是那個,
[00:06:10.000 --> 00:06:12.000]  那個是小姐,
[00:06:12.000 --> 00:06:14.000]  是西人,
[00:06:14.000 --> 00:06:16.000]  是白小姐,
[00:06:16.000 --> 00:06:18.000]  為什麼現在另一個人來了?
[00:06:18.000 --> 00:06:19.000]  他告訴你,
[00:06:19.000 --> 00:06:21.000]  白小姐病了,
[00:06:21.000 --> 00:06:22.000]  重感冒,
[00:06:22.000 --> 00:06:23.000]  今天來不了,
[00:06:23.000 --> 00:06:24.000]  所以我來,
[00:06:24.000 --> 00:06:26.000]  那時候我就想一想,
[00:06:26.000 --> 00:06:27.000]  今天會怎樣呢?
[00:06:27.000 --> 00:06:29.000]  接著就去到我們的部分,
[00:06:29.000 --> 00:06:32.000]  長沙環區見到教會,
[00:06:32.000 --> 00:06:33.000]  是個好事,
[00:06:33.000 --> 00:06:36.000]  有個教會在那裡,
[00:06:36.000 --> 00:06:38.000]  一聽已經很不同了,
[00:06:38.000 --> 00:06:40.000]  這區沒有教會,
[00:06:40.000 --> 00:06:43.000]  有一間教會也不錯,
[00:06:43.000 --> 00:06:45.000]  接著他就說,
[00:06:45.000 --> 00:06:46.000]  補地價多少呢?
[00:06:46.000 --> 00:06:47.000]  旁邊那個說,
[00:06:47.000 --> 00:06:48.000]  8千萬,
[00:06:48.000 --> 00:06:50.000]  當時我就舉手,
[00:06:50.000 --> 00:06:51.000]  Sir,
[00:06:51.000 --> 00:06:53.000]  May I suggest,
[00:06:53.000 --> 00:06:56.000]  Cut it down?
[00:06:56.000 --> 00:06:57.000]  我就解釋給他聽,
[00:06:57.000 --> 00:06:59.000]  因為整棟大廈是教會,
[00:06:59.000 --> 00:07:01.000]  我們不是牟利,
[00:07:01.000 --> 00:07:03.000]  我們是服務人群,
[00:07:03.000 --> 00:07:07.000]  另外我們是奉獻了3米半的闊度,
[00:07:07.000 --> 00:07:11.000]  40多米的長度出來給公眾用途,
[00:07:11.000 --> 00:07:12.000]  在地下那裡,
[00:07:12.000 --> 00:07:14.000]  1米給行車,
[00:07:14.000 --> 00:07:16.000]  2米半給行人,
[00:07:16.000 --> 00:07:20.000]  全部都是納稅人的錢奉獻出來,
[00:07:20.000 --> 00:07:21.000]  所以因為這樣,
[00:07:21.000 --> 00:07:23.000]  我希望他們考慮,
[00:07:23.000 --> 00:07:27.000]  可不可以將這個補地價降低呢?
