
[00:00:00.000 --> 00:00:01.200]  先生、女士們
[00:00:01.200 --> 00:00:04.540]  我覺得我們不用聽太多道理
[00:00:04.540 --> 00:00:06.400]  道理都聽過了
[00:00:06.400 --> 00:00:09.200]  你信徒越久 你聽的道理都很多了
[00:00:09.200 --> 00:00:12.560]  今天需要的就是把它活出來
[00:00:12.560 --> 00:00:16.280]  今天我想這個也是我今天要講的主題
[00:00:16.280 --> 00:00:19.160]  我們都知道 做基督徒的你都知道
[00:00:19.160 --> 00:00:22.160]  喜樂的人生應該是什麼一個人生
[00:00:22.160 --> 00:00:25.440]  來 請告訴我
[00:00:25.440 --> 00:00:33.120]  應該是什麼樣的人生
[00:00:33.120 --> 00:00:39.520]  感恩的人生 還有呢
[00:00:39.520 --> 00:00:42.600]  好 還有呢
[00:00:42.600 --> 00:00:44.640]  那你想想看
[00:00:44.640 --> 00:00:47.720]  這是你本來 你剛才我問你的時候
[00:00:47.720 --> 00:00:52.320]  你本來你自己裡面的想法嗎
[00:00:52.320 --> 00:00:54.880]  你心中最想要有的是什麼
[00:00:54.880 --> 00:00:59.240]  請告訴我
[00:00:59.240 --> 00:01:01.020]  都不敢說
[00:01:01.020 --> 00:01:03.840]  想要擁有一棟房子的請舉手
[00:01:03.840 --> 00:01:07.680]  沒有房子想擁有房子 有沒有
[00:01:07.680 --> 00:01:11.000]  很誠實 感謝主 為你們的誠實感謝主
[00:01:11.000 --> 00:01:14.840]  很想要有一部新車的請舉手
[00:01:14.840 --> 00:01:16.900]  也是
[00:01:16.900 --> 00:01:22.280]  很想要有一個老公的請舉手
[00:01:22.280 --> 00:01:27.660]  他不舉手 因為他已經有老公了
[00:01:27.660 --> 00:01:29.960]  你會發現今天這個世界上面
[00:01:29.960 --> 00:01:33.040]  大家覺得什麼叫幸福美滿呢
[00:01:33.040 --> 00:01:35.600]  我們中國人都懂 都會背 是不是
[00:01:35.600 --> 00:01:40.460]  這個叫做金榜提名詞
[00:01:40.460 --> 00:01:42.500]  還有呢
[00:01:42.500 --> 00:01:46.600]  九旱風乾林 洞房花燭夜
[00:01:46.600 --> 00:01:49.420]  他鄉遇故知
[00:01:49.420 --> 00:01:50.700]  還有一個
[00:01:50.700 --> 00:01:53.260]  沒了 就四個
[00:01:53.260 --> 00:01:57.600]  我們想的大概就是這些東西 對不對
[00:01:57.600 --> 00:01:58.900]  親愛的六指妹
[00:01:58.900 --> 00:02:02.480]  這就是你所期望的一個快樂人生嗎
[00:02:02.480 --> 00:02:05.560]  快樂就是這樣子的人生嗎
[00:02:05.560 --> 00:02:13.480]  你被列作富士比全世界最有錢的百大之間
[00:02:13.480 --> 00:02:15.780]  你覺得就幸福嗎
[00:02:15.780 --> 00:02:20.140]  你成為華人世界裡面最有錢的首富
[00:02:20.140 --> 00:02:22.440]  你覺得就快樂嗎
[00:02:22.440 --> 00:02:25.000]  中國曾經最有錢的一個人
[00:02:25.000 --> 00:02:29.620]  他說我很有錢 但是我不快樂的
[00:02:29.620 --> 00:02:31.660]  這個人是誰啊
[00:02:31.660 --> 00:02:34.480]  馬雲
[00:02:34.480 --> 00:02:39.860]  現在馬雲去哪裡了
[00:02:39.860 --> 00:02:44.720]  其實在中國越有錢越危險
[00:02:44.720 --> 00:02:50.860]  可能不久名字就不見了 人就不見了
[00:02:50.860 --> 00:02:51.620]  親愛的六指妹
[00:02:51.620 --> 00:02:55.220]  什麼才是我們覺得應該要有的一個人生呢
[00:02:55.220 --> 00:02:59.580]  快樂的人生到底是怎麼樣的一個人生呢
[00:02:59.580 --> 00:03:02.120]  保羅在剛才我們所讀的這兩節經文裡面
[00:03:02.120 --> 00:03:03.660]  這是我們講以夫書
[00:03:03.660 --> 00:03:05.720]  斐利比書講的第二章
[00:03:05.720 --> 00:03:11.340]  整個斐利比書講到喜樂講了16次
[00:03:11.340 --> 00:03:15.940]  所以斐利比書的一個主軸 一個主題可以說是喜樂
[00:03:15.940 --> 00:03:17.220]  但是請問六指妹
[00:03:17.220 --> 00:03:20.560]  保羅在講到喜樂的時候在第一章裡面
[00:03:20.560 --> 00:03:23.380]  剛才講的18節裡面 我們再來練好不好
[00:03:23.380 --> 00:03:25.940]  來 預備 請
[00:03:25.940 --> 00:03:29.260]  基督究竟被傳開了
[00:03:29.260 --> 00:03:35.920]  為此我就歡喜 並且還要歡喜
[00:03:35.920 --> 00:03:44.120]  所以保羅在這邊告訴我們說 他歡喜是為什麼
[00:03:44.120 --> 00:03:49.220]  他說他歡喜是因為基督被傳開了
[00:03:49.220 --> 00:03:52.820]  簡單的說就是福音被傳開了
[00:03:52.820 --> 00:03:55.380]  耶穌的名被傳開了
[00:03:55.380 --> 00:03:57.420]  大家都信了耶穌
[00:03:57.420 --> 00:04:01.520]  今天討論室的人都聽了耶穌 都信了耶穌
[00:04:01.520 --> 00:04:07.160]  哈利路亞 都沒那麼興奮耶
[00:04:07.160 --> 00:04:16.120]  如果每一個在今天來的人通通給你一棟房子
[00:04:16.120 --> 00:04:23.280]  你知道那個美國有一個很有名的脫口秀的一個主持人
[00:04:23.280 --> 00:04:25.840]  叫做歐普拉 你們知道嗎
[00:04:25.840 --> 00:04:27.640]  歐普拉
[00:04:27.640 --> 00:04:31.740]  他在他的這個節目裡面
[00:04:31.740 --> 00:04:33.780]  當然不是每一次
[00:04:33.780 --> 00:04:37.360]  有一次我看到 很多年前
[00:04:37.360 --> 00:04:42.740]  他裡面就在說 好像是不知道是抽還是怎麼樣子
[00:04:42.740 --> 00:04:44.800]  反正就是在他的節目當中
[00:04:44.800 --> 00:04:46.580]  他就當場抽出來
[00:04:46.580 --> 00:04:51.200]  有誰可以得到一部汽車
[00:04:51.200 --> 00:04:54.780]  如果今天我們在這裡辦這樣的一個聚會
[00:04:54.780 --> 00:04:58.100]  可能全南灣的華人都跑來了
[00:04:58.100 --> 00:05:01.440]  甚至不懂中文的都來了
[00:05:01.440 --> 00:05:03.740]  像丘子妹
[00:05:03.740 --> 00:05:14.240]  可是到底這樣子的快樂真快樂嗎
[00:05:14.240 --> 00:05:19.620]  我們來看看
[00:05:19.620 --> 00:05:22.680]  聖經裡面告訴我們說
[00:05:22.680 --> 00:05:28.060]  有一個 我們一起來讀彼得前書第一章
[00:05:28.060 --> 00:05:30.560]  這一段聖經 來 我們一起來讀
[00:05:30.560 --> 00:05:33.440]  雖然你們沒有見過他
[00:05:33.440 --> 00:05:38.800]  卻是愛他
[00:05:38.800 --> 00:05:43.940]  信他而有說不出來蠻有榮光的喜樂
[00:05:43.940 --> 00:05:47.260]  因為你們得到信心的效果
[00:05:47.260 --> 00:05:50.840]  就是靈魂的得救
[00:05:50.840 --> 00:05:54.180]  彼得在這裡說 他說因為信他而有
[00:05:54.180 --> 00:06:00.320]  說不出來蠻有榮光的喜樂
[00:06:00.320 --> 00:06:02.620]  所以這樣子的喜樂
[00:06:02.620 --> 00:06:04.920]  是什麼樣子的一種喜樂呢
[00:06:04.920 --> 00:06:09.020]  這裡形容說是蠻有榮光的一種喜樂
[00:06:09.020 --> 00:06:12.080]  我一聽到榮光我就覺得
[00:06:12.080 --> 00:06:15.680]  那是一個多麼樣強烈的一個字
[00:06:15.680 --> 00:06:21.560]  你知道這個榮光是什麼 榮光就是榮耀
[00:06:21.560 --> 00:06:24.380]  榮耀這個字 它原文的意思裡面
[00:06:24.380 --> 00:06:28.480]  也有一個所謂重量 一個value
[00:06:28.480 --> 00:06:30.540]  這樣子的一個喜樂
[00:06:30.540 --> 00:06:34.880]  是一種有重量的 是一個很有價值的
[00:06:34.880 --> 00:06:37.180]  親愛的同志們 這樣子的喜樂
[00:06:37.180 --> 00:06:41.280]  是因著信他 他是誰
[00:06:41.280 --> 00:06:44.860]  因著信耶穌而有的喜樂
[00:06:44.860 --> 00:06:46.900]  保羅在寫菲律賓書的時候
[00:06:46.900 --> 00:06:49.980]  他正在哪裡 請告訴我
[00:06:49.980 --> 00:06:52.800]  他在監獄裡面
[00:06:52.800 --> 00:06:56.120]  所以在聖經裡面記載到一件事情
[00:06:56.120 --> 00:07:00.980]  當門徒們 使徒們他們在監牢裡面
[00:07:00.980 --> 00:07:03.540]  還記得嗎
[00:07:03.540 --> 00:07:08.660]  結果保羅跟希臘在半夜的時候
[00:07:08.660 --> 00:07:11.740]  在那邊讚美神唱詩歌
[00:07:11.740 --> 00:07:14.300]  帶了一個什麼結果呢
[00:07:14.300 --> 00:07:16.100]  結果地大震動
[00:07:16.100 --> 00:07:18.660]  然後監牢的門就打開了 是不是
[00:07:18.660 --> 00:07:25.060]  獄卒一看這種情形 就是那個守監獄的人
[00:07:25.060 --> 00:07:27.860]  他一看這個情形嚇壞了
[00:07:27.860 --> 00:07:31.200]  囚犯跑走他會怎麼辦
[00:07:31.200 --> 00:07:32.980]  那他倒沒有 是不是
[00:07:32.980 --> 00:07:35.040]  所以獄卒就很緊張了
[00:07:35.040 --> 00:07:40.420]  可是沒有想到這時候保羅怎麼說
[00:07:40.420 --> 00:07:41.940]  保羅就告訴他們說
[00:07:41.940 --> 00:07:48.340]  相信主耶穌 你和你一家就必得救
[00:07:48.340 --> 00:07:53.200]  結果保羅就跟著獄卒就到他家裡面
[00:07:53.200 --> 00:07:56.280]  他們全家聽了保羅的傳福音
[00:07:56.280 --> 00:07:59.340]  他們全家信了主 你回去看十度信戰
[00:07:59.340 --> 00:08:03.180]  全家信了主怎麼樣
[00:08:03.180 --> 00:08:07.020]  聖經上說 就很喜樂了
[00:08:07.020 --> 00:08:08.300]  親愛的同志們
[00:08:08.300 --> 00:08:12.400]  所以喜樂是一個基督徒家庭的一個特色
[00:08:12.400 --> 00:08:15.720]  喜樂應該是一個基督徒的標誌
[00:08:15.720 --> 00:08:18.540]  一個人信了耶穌之後就應該喜樂
[00:08:18.540 --> 00:08:21.860]  跟你旁邊說 你應該喜樂
[00:08:21.860 --> 00:08:24.680]  每個禮拜天你來這裡的時候唱詩歌
[00:08:24.680 --> 00:08:26.980]  親愛的同志們 不要帶著那個
[00:08:26.980 --> 00:08:32.620]  好像上帝欠了你五百萬一樣
[00:08:32.620 --> 00:08:34.420]  我們每一次來到主面前的時候
[00:08:34.420 --> 00:08:36.460]  是到我們最喜樂的神
[00:08:36.460 --> 00:08:40.560]  四篇四三別告訴我們
[00:08:40.560 --> 00:08:43.620]  所以我們到祂的面前還有什麼不喜樂的呢
[00:08:43.620 --> 00:08:45.160]  一切的重擔都放下來
[00:08:45.160 --> 00:08:46.960]  一切的攔住都放下來
[00:08:46.960 --> 00:08:49.760]  因為有這位主天天擔當我們的路
[00:08:49.760 --> 00:08:51.560]  擔當我們的重擔
[00:08:51.560 --> 00:08:54.120]  有這位主帶領我們這個恩典的道路
[00:08:54.120 --> 00:08:55.660]  一步一步的帶領我們
[00:08:55.660 --> 00:08:57.460]  你還有什麼可懼怕的呢
[00:08:57.460 --> 00:09:01.300]  你還有什麼可擔心的呢
[00:09:01.300 --> 00:09:04.620]  所以應著信耶穌他就喜樂了
[00:09:04.620 --> 00:09:05.640]  親愛的同志們
[00:09:05.640 --> 00:09:07.940]  今年很多的人沒有信耶穌
[00:09:07.940 --> 00:09:09.740]  天天追求這些東西
[00:09:09.740 --> 00:09:11.020]  越多的得著
[00:09:11.020 --> 00:09:15.360]  其實他越憂愁
[00:09:15.360 --> 00:09:19.720]  中了樂透喜不喜樂
[00:09:19.720 --> 00:09:21.260]  有沒有曾經做過這個夢
[00:09:21.260 --> 00:09:28.420]  希望能夠有一天中到樂透
[00:09:28.420 --> 00:09:33.280]  有沒有人去買樂透的
[00:09:33.280 --> 00:09:36.860]  有買也不敢講不敢跟牧師講
[00:09:36.860 --> 00:09:39.420]  但我知道有人去買樂透
[00:09:39.420 --> 00:09:43.520]  你不要去懷疑是誰是誰
[00:09:43.520 --> 00:09:45.320]  請問基督徒
[00:09:45.320 --> 00:09:49.660]  買樂透要做什麼
[00:09:49.660 --> 00:09:53.760]  奉獻
[00:09:53.760 --> 00:09:59.140]  我們凌陽堂的基督徒們都太聰明了
[00:09:59.140 --> 00:10:07.340]  基督徒可不可以買樂透來奉獻
[00:10:07.340 --> 00:10:09.380]  神怎麼說
[00:10:09.380 --> 00:10:11.680]  千山的陽
[00:10:11.680 --> 00:10:13.980]  萬山的流
[00:10:13.980 --> 00:10:16.300]  都是他的是不是
[00:10:16.300 --> 00:10:18.340]  上帝缺乏你
[00:10:18.340 --> 00:10:21.420]  缺乏這個錢嗎
[00:10:21.420 --> 00:10:23.720]  上帝缺錢嗎
[00:10:23.720 --> 00:10:25.760]  不缺
[00:10:25.760 --> 00:10:29.860]  所以即使你的心是希望給上帝的用
[00:10:29.860 --> 00:10:31.900]  但是你的做法不對
[00:10:31.900 --> 00:10:33.180]  不合神心意
[00:10:33.180 --> 00:10:36.000]  獻祭給神不按照神的方式獻祭
[00:10:36.000 --> 00:10:38.300]  這是神所不約拿的
[00:10:38.300 --> 00:10:42.400]  了解我意思嗎
[00:10:42.400 --> 00:10:43.420]  好了
[00:10:43.420 --> 00:10:45.980]  我們今天不是談奉獻
[00:10:45.980 --> 00:10:48.020]  我們今天講就是說
[00:10:48.020 --> 00:10:50.080]  基督徒
[00:10:50.080 --> 00:10:52.640]  一個人就算他
[00:10:52.640 --> 00:10:54.700]  有了很多的錢
[00:10:54.700 --> 00:10:57.260]  他也不會真正的快樂
[00:10:57.260 --> 00:10:59.560]  根據研究指出
[00:10:59.560 --> 00:11:03.920]  得到這種高額彩券的得主的幸福感
[00:11:03.920 --> 00:11:07.760]  也就是剛才我們講的樂透的得主
[00:11:07.760 --> 00:11:12.100]  通常只維持幾個月到半年
[00:11:12.100 --> 00:11:16.200]  這樣子的快樂頂多到半年
[00:11:16.200 --> 00:11:19.280]  甚至很可能還不到半年
[00:11:19.280 --> 00:11:24.140]  可能維持了幾天
[00:11:24.140 --> 00:11:28.240]  那這個很多的可能性我就不去講了
[00:11:28.240 --> 00:11:30.040]  簽署什麼
[00:11:30.040 --> 00:11:33.100]  中國人大概非常看重錢
[00:11:33.100 --> 00:11:35.140]  這個是我們從小被教導
[00:11:35.140 --> 00:11:38.980]  因為有錢能夠使
[00:11:38.980 --> 00:11:42.060]  書中自有黃金屋
[00:11:42.060 --> 00:11:45.640]  所以讀書是為什麼
[00:11:45.640 --> 00:11:48.460]  為了貢獻國家
[00:11:48.460 --> 00:11:50.760]  現在人都沒這一套了
[00:11:50.760 --> 00:11:52.560]  因為書中自有黃金屋
[00:11:52.560 --> 00:11:55.380]  讀書是為了有更好的工作
[00:11:55.380 --> 00:11:57.420]  為了更進一層樓
[00:11:57.420 --> 00:12:00.240]  所以讀書也是為了錢
[00:12:00.240 --> 00:12:01.020]  是不是
[00:12:01.020 --> 00:12:02.540]  但是親愛的兄弟妹
[00:12:02.540 --> 00:12:05.620]  錢也好權也好
[00:12:05.620 --> 00:12:08.180]  名也好利也好
[00:12:08.180 --> 00:12:10.220]  它真正能夠帶給我們快樂嗎
[00:12:10.220 --> 00:12:12.260]  不能
[00:12:12.260 --> 00:12:15.600]  只有主能夠帶給我們快樂
[00:12:15.600 --> 00:12:16.880]  我應該要把它改成
[00:12:16.880 --> 00:12:20.220]  只有主能夠帶給我們喜樂
[00:12:20.220 --> 00:12:22.260]  快樂跟喜樂不一樣
[00:12:22.260 --> 00:12:24.060]  所以別人在做生日的時候
[00:12:24.060 --> 00:12:26.100]  都是會慶祝什麼
[00:12:26.100 --> 00:12:28.400]  生日快樂對不對
[00:12:28.400 --> 00:12:30.960]  我通常都會寫什麼
[00:12:30.960 --> 00:12:34.040]  生日喜樂
[00:12:34.040 --> 00:12:39.160]  喜樂是不受環境所影響而改變的
[00:12:39.160 --> 00:12:43.500]  快樂會被環境所影響而改變
[00:12:43.500 --> 00:12:47.100]  喜樂是持久的
[00:12:47.100 --> 00:12:50.160]  快樂是短暫的
[00:12:50.160 --> 00:12:53.740]  你吸一根菸覺得快樂一時
[00:12:53.740 --> 00:12:58.100]  我們說那叫什麼快樂是神仙
[00:12:58.100 --> 00:13:02.700]  犯後一根菸
[00:13:02.700 --> 00:13:05.260]  快活是神仙
[00:13:05.260 --> 00:13:08.340]  不曉得這是中國人怎麼會發明這種東西
[00:13:08.340 --> 00:13:11.160]  還鼓勵我們去吸菸
[00:13:11.160 --> 00:13:13.200]  真的嗎
[00:13:13.200 --> 00:13:16.780]  你會發現吸菸的人是越吸越多有沒有
[00:13:16.780 --> 00:13:19.080]  有沒有人說越吸越少的沒有
[00:13:19.080 --> 00:13:20.420]  現在也不吸那種菸了
[00:13:20.420 --> 00:13:22.660]  現在年輕人都吸電子菸
[00:13:22.660 --> 00:13:23.940]  那個更糟糕
[00:13:23.940 --> 00:13:25.740]  很多吸了電子菸了之後
[00:13:25.740 --> 00:13:27.280]  不僅僅是身體受損
[00:13:27.280 --> 00:13:29.580]  連那個精神都受影響
[00:13:29.580 --> 00:13:32.140]  最近有一個統計還說吸大麻有沒有
[00:13:32.140 --> 00:13:34.960]  帶來了很多是精神病
[00:13:34.960 --> 00:13:36.740]  精神發明的疾病
[00:13:36.740 --> 00:13:41.100]  你看見今天很多人想要用這些所謂
[00:13:41.100 --> 00:13:43.660]  讓我們能夠得到快樂的一些
[00:13:43.660 --> 00:13:45.460]  短暫快樂的一些東西
[00:13:45.460 --> 00:13:50.060]  我們想要來滿足這是不可能的
[00:13:50.060 --> 00:13:54.940]  但是主能夠成為我們真正的滿足
[00:13:54.940 --> 00:13:57.740]  所以四篇十六篇那邊很清楚的告訴我們
[00:13:57.740 --> 00:14:00.060]  以別的代替耶和華
[00:14:00.060 --> 00:14:03.900]  他們的仇苦必加贈
[00:14:03.900 --> 00:14:04.660]  別的
[00:14:04.660 --> 00:14:05.940]  原文裡面是叫別的
[00:14:05.940 --> 00:14:07.980]  我們中文把它翻成叫別神
