
[00:00:00.000 --> 00:00:03.500]  那今天我想有注意到的弟兄
[00:00:03.500 --> 00:00:07.200]  成島的弟兄姐妹知道我們今天成島的經文
[00:00:07.200 --> 00:00:12.240]  是在《馬可福音》的九章的四十二到五十節
[00:00:12.240 --> 00:00:16.360]  那我就用最後的兩節的經文和大家分享
[00:00:16.360 --> 00:00:21.720]  那這兩節的經文提到了鹽
[00:00:21.720 --> 00:00:27.160]  所以我就在網上找到了一個有關鹽的笑話
[00:00:27.160 --> 00:00:28.760]  作爲我的開場
[00:00:28.760 --> 00:00:32.760]  有一位男生看到一位女士就對這位女士說
[00:00:32.760 --> 00:00:38.160]  我看到你最近蠻閒的嘛
[00:00:38.160 --> 00:00:40.200]  那這位女士她就說
[00:00:40.200 --> 00:00:43.600]  是啊 你看我的顏值很高
[00:00:43.600 --> 00:00:47.000]  我又賢惠又美麗
[00:00:47.000 --> 00:00:50.280]  我每天也悠悠閒閒地過日子
[00:00:50.280 --> 00:00:51.920]  結果這個男士說
[00:00:51.920 --> 00:00:56.160]  我覺得你蠻閒的不是這個賢惠的閒
[00:00:56.160 --> 00:00:59.400]  也不是悠閒的閒
[00:00:59.400 --> 00:01:03.080]  是鹽巴里味道的閒
[00:01:03.080 --> 00:01:05.120]  不過你回答也真巧妙
[00:01:05.120 --> 00:01:07.640]  你說你的鹽值甚高
[00:01:07.640 --> 00:01:11.280]  你裏面的鹽的分量你的含量太高
[00:01:11.280 --> 00:01:14.320]  那你就是一個太閒的人了
[00:01:14.320 --> 00:01:16.840]  那這個當然就是一個冷笑話
[00:01:16.840 --> 00:01:19.480]  這是一個網上的冷笑話
[00:01:19.480 --> 00:01:22.160]  我想如果我們有聖經的話
[00:01:22.160 --> 00:01:26.400]  我們就可以看到其實在這段的經文之前
[00:01:26.400 --> 00:01:32.000]  在馬可福音的九章的第44到44
[00:01:32.000 --> 00:01:36.160]  還有48節那裏提到了
[00:01:36.160 --> 00:01:42.600]  兩次的地獄有那不熄滅的火
[00:01:42.600 --> 00:01:45.320]  所以在49節
[00:01:45.320 --> 00:01:46.680]  耶穌在那裏就說
[00:01:46.680 --> 00:01:51.680]  必用火當鹽能夠要胭脂個人
[00:01:51.680 --> 00:01:55.680]  所以如果我們要避免將來落入
[00:01:55.680 --> 00:01:59.360]  那地獄的不滅的火壺裏面
[00:01:59.360 --> 00:02:02.400]  這裏說到我們就應當在這個世界
[00:02:02.400 --> 00:02:06.200]  用鹽像火一樣的被胭脂
[00:02:06.200 --> 00:02:09.160]  那在49節它那裏有個小字說
[00:02:09.160 --> 00:02:12.680]  凡祭物必用鹽
[00:02:12.680 --> 00:02:15.240]  那我們知道在舊約的獻祭
[00:02:15.240 --> 00:02:16.320]  如果是牲畜
[00:02:16.320 --> 00:02:18.520]  如果是牛羊的話
[00:02:18.520 --> 00:02:20.880]  那必須要用投身的
[00:02:20.880 --> 00:02:23.600]  而且是沒有殘疾
[00:02:23.600 --> 00:02:28.000]  沒有殘疾的是投身的
[00:02:28.000 --> 00:02:32.880]  如果是肅祭的話是要出手的
[00:02:32.880 --> 00:02:36.800]  但是不論牲畜是投身的
[00:02:36.800 --> 00:02:38.160]  是沒有殘疾的
[00:02:38.160 --> 00:02:40.160]  或是肅祭是出手的
[00:02:40.160 --> 00:02:42.560]  其實都不夠好
[00:02:42.560 --> 00:02:46.480]  因爲在立位祭的二章十三節那裏提到
[00:02:46.480 --> 00:02:50.400]  肅祭要用鹽調和
[00:02:50.400 --> 00:02:52.160]  要配鹽而獻
[00:02:52.160 --> 00:02:59.520]  在乙烯節書的第四十三章那裏提到
[00:02:59.520 --> 00:03:01.960]  要奉到耶和華前的祭物
[00:03:01.960 --> 00:03:06.280]  那些的身處祭司要撒鹽在上面
[00:03:06.280 --> 00:03:08.400]  所以不論是肅祭
[00:03:08.400 --> 00:03:12.560]  或是身處的這些的藩祭
[00:03:12.560 --> 00:03:18.080]  這些的祭物都要撒鹽在這些的東西上面
[00:03:18.080 --> 00:03:24.040]  在預備的時候我就想到
[00:03:24.040 --> 00:03:25.440]  我小的時候在家裏
[00:03:25.440 --> 00:03:28.080]  也跟高牧師一樣在廚房裏面幫忙
[00:03:28.080 --> 00:03:31.720]  我的媽媽很喜歡在市場去買新鮮的魚
[00:03:31.720 --> 00:03:33.480]  買了處理好的魚之後
[00:03:33.480 --> 00:03:36.040]  回來之後我這個幫手怎麼樣呢
[00:03:36.040 --> 00:03:40.400]  媽媽就說你先撒一層薄鹽在魚的表面
[00:03:40.400 --> 00:03:44.800]  然後之後你要用手把鹽抹勻
[00:03:44.800 --> 00:03:48.080]  最後要拍打這個魚的身
[00:03:48.080 --> 00:03:52.320]  讓鹽進入到魚的身體的裏面
[00:03:52.320 --> 00:03:54.440]  我說媽媽爲什麼要這樣子做
[00:03:54.440 --> 00:04:00.520]  媽媽說鹽能夠使魚肉保持它的新鮮
[00:04:00.520 --> 00:04:03.920]  又能夠出好的滋味
[00:04:03.920 --> 00:04:08.000]  同樣的在這裏我們可以看到立約的鹽
[00:04:08.000 --> 00:04:10.680]  在立位祭的二章十三節
[00:04:10.680 --> 00:04:12.280]  什麼叫立約的鹽呢
[00:04:12.280 --> 00:04:15.440]  因爲獻給神的祭物加上鹽
[00:04:15.440 --> 00:04:17.240]  一個很重要的目的是
[00:04:17.240 --> 00:04:20.600]  鹽能夠保持食物的不壞
[00:04:20.600 --> 00:04:26.640]  象徵我們神的兒女對神和我們立的約
[00:04:26.640 --> 00:04:31.520]  是長久的一個的忠心不會變壞的
[00:04:31.520 --> 00:04:36.440]  另外提到要用火當鹽醃製個人
[00:04:36.440 --> 00:04:39.440]  在羅馬書的第十二章
[00:04:39.440 --> 00:04:40.840]  保羅告訴我們門徒
[00:04:40.840 --> 00:04:44.280]  當我們自己獻上當作活祭的時候
[00:04:44.280 --> 00:04:46.520]  第一個最重要的條件就是什麼
[00:04:46.520 --> 00:04:49.840]  是聖節纔是神所喜悅的
[00:04:49.840 --> 00:04:53.840]  所以神要用火幫我們鍊金
[00:04:53.840 --> 00:04:57.320]  在馬拉基書的三章第二節
[00:04:57.320 --> 00:04:59.240]  神他怎麼形容他自己呢
[00:04:59.240 --> 00:05:03.720]  他比喻他自己是鍊金子的火
[00:05:03.720 --> 00:05:07.280]  要來熬煉要來試煉要來鍛鍊我們
[00:05:07.280 --> 00:05:10.520]  爲了要去除我們裏面的雜質
[00:05:10.520 --> 00:05:12.400]  還有我們裏面的污穢
[00:05:12.400 --> 00:05:18.200]  如果我們要逃避避免九章十四跟四十八節
[00:05:18.200 --> 00:05:20.920]  那地獄的火我們就要在今生
[00:05:20.920 --> 00:05:25.680]  要接受耶穌用火當鹽來鍊金熬進我們
[00:05:25.680 --> 00:05:29.440]  因此我們能夠有一個聖節屬神的生命
[00:05:29.440 --> 00:05:37.240]  另外一個火是被比喻是聖靈
[00:05:37.240 --> 00:05:40.880]  那神聖靈的同在在我們的生命的當中
[00:05:40.880 --> 00:05:43.640]  我們知道聖靈他可以光照我們
[00:05:43.640 --> 00:05:45.480]  他可以潔淨鍊金
[00:05:45.480 --> 00:05:48.160]  最重要是提升我們的生命
[00:05:48.160 --> 00:05:53.080]  如此我們的活祭才能夠被神所約納
[00:05:53.080 --> 00:05:54.520]  我們才能夠擁有
[00:05:54.520 --> 00:05:58.120]  持守耶穌基督一個心香的氣息
[00:05:58.120 --> 00:06:00.160]  耶穌基督的生命
[00:06:00.160 --> 00:06:02.200]  再次地說就約的祭物
[00:06:02.200 --> 00:06:06.400]  要透過火和鹽的鍊金才能夠獻給神
[00:06:06.400 --> 00:06:08.120]  才能夠蒙神的喜悅
[00:06:08.120 --> 00:06:10.440]  我們心意約每一位神的兒女
[00:06:10.440 --> 00:06:12.480]  都是活祭要獻給神
[00:06:12.480 --> 00:06:15.160]  所以也需要火鹽的鍊金
[00:06:15.160 --> 00:06:18.480]  更需要聖靈的內助賜給我們力量
[00:06:18.480 --> 00:06:21.680]  讓我們心意更新行爲言語變化
[00:06:21.680 --> 00:06:25.880]  能夠成爲心香的活祭討神的喜悅
[00:06:25.880 --> 00:06:31.000]  在五十節上半這裏提到了失了味的鹽
[00:06:31.000 --> 00:06:36.640]  鹽它本身的特質是它是一個非常穩固的
[00:06:36.640 --> 00:06:38.400]  它沒有的Expiry Day
[00:06:38.400 --> 00:06:42.760]  沒有保固期
[00:06:42.760 --> 00:06:44.560]  它很不容易失去味道
[00:06:44.560 --> 00:06:48.120]  所以鹽當它失了味的時候是什麼呢
[00:06:48.120 --> 00:06:50.560]  是第一個它遭受了污染
[00:06:50.560 --> 00:06:53.280]  第二個有添加物到它的裏面
[00:06:53.280 --> 00:06:55.920]  就改變了它原來的味道
[00:06:55.920 --> 00:06:58.160]  它失去它原來的味道
[00:06:58.160 --> 00:07:01.120]  失這個字很有意思
[00:07:01.120 --> 00:07:06.040]  它在原文的意思是減少 是緩慢 是笨拙 是愚蠢的意思
[00:07:06.040 --> 00:07:08.000]  也就是說如果我們基督徒
[00:07:08.000 --> 00:07:12.440]  我們有最滲入到我們的生命的裏面
[00:07:12.440 --> 00:07:17.040]  基本上原來那個純淨的味道
[00:07:17.040 --> 00:07:20.520]  就會慢慢地改變 就會變淡
[00:07:20.520 --> 00:07:22.840]  就像耶穌基督祂的比喻
[00:07:22.840 --> 00:07:28.840]  就像那一千個拿到一千兩銀子的那個的僕人
[00:07:28.840 --> 00:07:32.800]  或是燈裏沒有油的那五個童女一樣
[00:07:32.800 --> 00:07:35.200]  會像他們失去了味
[00:07:35.200 --> 00:07:39.720]  他們是這樣的愚拙 沒有智慧
[00:07:39.720 --> 00:07:44.920]  也就是當我們真是被世俗化裏面純淨的鹽被污染
[00:07:44.920 --> 00:07:46.800]  失去了原有的味道
[00:07:46.800 --> 00:07:53.040]  還失去了它的養分 它的其他的功能 它的潔淨 清潔 醫治
[00:07:53.040 --> 00:07:56.120]  這樣子失去的鹽味它就沒有價值了
[00:07:56.120 --> 00:07:58.320]  沒有活出耶穌基督的生命
[00:07:58.320 --> 00:08:03.200]  所以它的結局是在馬太福音的第五章十三節那裏說到
[00:08:03.200 --> 00:08:09.120]  它不過就變成沒有用途 丟在外面被人糟蹋
[00:08:09.120 --> 00:08:11.520]  這樣子的結局有解禁家就說
[00:08:11.520 --> 00:08:16.440]  就像那些被摒棄在門外 在那裏哀哭切齒人
[00:08:16.440 --> 00:08:20.480]  沒有憤於救恩的人一樣是那樣子的結局
[00:08:20.480 --> 00:08:26.640]  我們裏面的和睦最重要的一個目的
[00:08:26.640 --> 00:08:30.080]  我們裏面有鹽最重要的目的就是帶來和睦
[00:08:30.080 --> 00:08:34.640]  保羅在《哥羅西書》四章六節那裏有一個非常好的教導
[00:08:34.640 --> 00:08:36.280]  說到你們的言語
[00:08:36.280 --> 00:08:40.280]  就是我們和人的交往要常常帶着和氣
[00:08:40.280 --> 00:08:44.520]  這個和氣它的原文的意思就是favor就是grace
[00:08:44.520 --> 00:08:49.160]  就是口出恩言 我們要說出恩惠的話
[00:08:49.160 --> 00:08:53.680]  用言調和 我們要說出祝福鼓勵的話
[00:08:53.680 --> 00:08:56.960]  我們要藏寶微笑 藏寶樂觀的心
[00:08:56.960 --> 00:08:58.840]  在向人說鼓勵的話
[00:08:58.840 --> 00:09:04.320]  這樣是我們應當和人交談的我們最重要的一個態度
[00:09:04.320 --> 00:09:06.600]  在《傳道書》十章十二節
[00:09:06.600 --> 00:09:09.400]  這節的經文也非常的提醒我
[00:09:09.400 --> 00:09:14.480]  這裏說到智慧的人說出什麼 恩言
[00:09:14.480 --> 00:09:18.760]  愚昧的人他嘴巴卻吞滅他自己
[00:09:18.760 --> 00:09:23.880]  所以言語來說對我們是非常非常重要的
[00:09:23.880 --> 00:09:29.160]  在約翰福音我們都知道耶穌他揭露的他的七個身份
[00:09:29.160 --> 00:09:36.760]  包括了生命的糧 世界的光 還有羊的門 還有好牧人
[00:09:36.760 --> 00:09:39.440]  還有說他是復活 生命
[00:09:39.440 --> 00:09:43.560]  耶穌他也說他是道路 真理 生命 還有真葡萄樹
[00:09:43.560 --> 00:09:45.240]  我在預備的時候也想
[00:09:45.240 --> 00:09:50.080]  我們基督徒 我們神的兒女是不是也有七個身份
[00:09:50.080 --> 00:09:53.800]  我就想到了在《和稀阿書》一章那裏說到
[00:09:53.800 --> 00:09:55.560]  我們是神的兒女
[00:09:55.560 --> 00:09:59.480]  在《以塞亞書》四十三章那裏說到我們是神的見證
[00:09:59.480 --> 00:10:04.520]  另外我們也都知道我們是小君王 小祭司 小先知
[00:10:04.520 --> 00:10:09.520]  同樣的在《馬太福音》第五章十三十四節
[00:10:09.520 --> 00:10:17.280]  耶穌非常清楚說到我們的身份是光 我們的身份是鹽
[00:10:17.280 --> 00:10:19.640]  我們在地上的一個身份就是鹽
[00:10:19.640 --> 00:10:23.000]  鹽的一個功用剛纔說的是潔淨防腐
[00:10:23.000 --> 00:10:27.560]  我們要藉着話語來潔淨 來淨化這個社會
[00:10:27.560 --> 00:10:31.760]  帶出和諧 帶出祥和 帶出和睦
[00:10:31.760 --> 00:10:37.200]  我們知道現在美國總統的選舉已經進入到了白熱化
[00:10:37.200 --> 00:10:42.760]  我們在電視上面看到了兩黨之間的這些候選人
[00:10:42.760 --> 00:10:49.040]  還有他們的下面的這些助選團在那裏隔空喊話互相較真
[00:10:49.040 --> 00:10:51.840]  我們看到最高的領袖 甚至最高的領袖
[00:10:51.840 --> 00:10:57.200]  在他們的言語當中都有一些不妥的詞語出來
[00:10:57.200 --> 00:11:01.920]  我在5月中在一個電視新聞ABC News的當中
[00:11:01.920 --> 00:11:04.520]  看到一位我們國家的上尉領導人
[00:11:04.520 --> 00:11:05.960]  我就不說他是誰了
[00:11:05.960 --> 00:11:10.760]  他是在對一個亞太年輕人的forum
[00:11:10.760 --> 00:11:13.680]  Asian Pacific Youth Forum的當中
[00:11:13.680 --> 00:11:16.560]  他忍不住了說出了一個髒話
[00:11:16.560 --> 00:11:22.240]  當天的記者他就說他很遺憾我們國家的領導人
[00:11:22.240 --> 00:11:29.280]  在一位上尉的領導人他說出了這樣子不當說出的話語
[00:11:29.280 --> 00:11:30.760]  粗言不遜
[00:11:30.760 --> 00:11:33.840]  這對我們基督徒 我們神的恩允
[00:11:33.840 --> 00:11:36.800]  我們千萬不要去學習模仿
[00:11:36.800 --> 00:11:39.440]  這對我們是一個警惕
[00:11:39.440 --> 00:11:42.960]  見賢思齊 見不賢我們要怎麼樣
[00:11:42.960 --> 00:11:45.320]  要內自省 我們要內自省
[00:11:45.320 --> 00:11:49.800]  因爲不當的話語會造出族羣社會的分裂
[00:11:49.800 --> 00:11:52.760]  所以再次的說我們說話要三思 要冷靜
[00:11:52.760 --> 00:11:54.280]  千萬不要急躁
[00:11:54.280 --> 00:11:56.440]  我們要學習慢慢的說
[00:11:56.440 --> 00:12:00.760]  說話之前要思想我們的話語是不是被神
[00:12:00.760 --> 00:12:03.080]  被言所煉進過
[00:12:03.080 --> 00:12:05.080]  另外我們同樣的要有三個考慮
[00:12:05.080 --> 00:12:06.680]  我想我們都很熟悉的
[00:12:06.680 --> 00:12:09.320]  要能夠容神 還有什麼
[00:12:09.320 --> 00:12:10.920]  一人立己
[00:12:10.920 --> 00:12:13.480]  我們說的話是不是能夠容藥神
[00:12:13.480 --> 00:12:16.040]  對我們的羣體有沒有注意
[00:12:16.040 --> 00:12:20.600]  對我們的個人有沒有幫助
[00:12:20.600 --> 00:12:24.240]  另外我們再次的看到這裏說到
[00:12:24.240 --> 00:12:27.880]  你們裏頭應當有言 彼此和睦
[00:12:27.880 --> 00:12:30.160]  這個和睦它的英文就是一個字
[00:12:30.160 --> 00:12:31.200]  就是peace
[00:12:31.200 --> 00:12:33.840]  但是我想說我們可以看到
[00:12:33.840 --> 00:12:38.680]  它是帶出have peace, live in peace, be in peace
[00:12:38.680 --> 00:12:43.120]  是人和人之間的和平 和好 和睦 合一
[00:12:43.120 --> 00:12:50.640]  我在講道大綱的時候我寫了三點
[00:12:50.640 --> 00:12:55.440]  但是後來我又另外再加了三點在這個上面
[00:12:55.440 --> 00:12:59.520]  和睦的重要性我從六個方面我來看
[00:12:59.520 --> 00:13:03.400]  第一個是和睦是神的心意
[00:13:03.400 --> 00:13:06.320]  我們在約翰福音的最後的幾章
[00:13:06.320 --> 00:13:08.080]  我們可以看到
[00:13:08.080 --> 00:13:11.480]  耶穌對門徒最後的提醒教導有兩方面
[00:13:11.480 --> 00:13:14.440]  第一個是彼此相愛
[00:13:14.440 --> 00:13:17.840]  第二個是要和而爲一
[00:13:17.840 --> 00:13:20.600]  彼此相愛還有和而爲一
[00:13:20.600 --> 00:13:24.840]  是一個和睦和平的基礎
[00:13:24.840 --> 00:13:29.160]  保羅在寫書信給以佛所教會的時候
[00:13:29.160 --> 00:13:32.960]  我們知道前三章是對於基督
[00:13:32.960 --> 00:13:36.000]  對於救恩 神學的一些論述
[00:13:36.000 --> 00:13:44.040]  從第四章開始是對於信徒的實際生活的規範要求
[00:13:44.040 --> 00:13:45.880]  所以保羅一開始他就說
[00:13:45.880 --> 00:13:48.440]  我爲主被求的勸你們
[00:13:48.440 --> 00:13:53.960]  既然蒙招行事爲人就當與蒙招的恩相稱
[00:13:53.960 --> 00:13:56.640]  然後就提到我們在人羣的當中
[00:13:56.640 --> 00:14:00.360]  對人要用愛心互相寬容
[00:14:00.360 --> 00:14:02.800]  用和平彼此聯絡
[00:14:02.800 --> 00:14:05.760]  要竭力保守聖靈所賜和而爲一的心
[00:14:05.760 --> 00:14:08.920]  所以我們看到我們在家庭的當中
[00:14:08.920 --> 00:14:11.440]  我們在教會 我們在職場
[00:14:11.440 --> 00:14:13.120]  我們在鄰居的當中
[00:14:13.120 --> 00:14:16.840]  甚至整個社會的和諧和睦彼此相愛
[00:14:16.840 --> 00:14:21.520]  這是神他的行業是神所喜悅的
[00:14:21.520 --> 00:14:26.200]  第二個和睦是信徒神給我們的功課
[00:14:26.200 --> 00:14:28.480]  神給我們信徒的功課
[00:14:28.480 --> 00:14:32.080]  我們華人以前看連續劇
[00:14:32.080 --> 00:14:35.320]  這個連續劇打打殺殺的就常常說
[00:14:35.320 --> 00:14:38.440]  人不畏己 天誅地滅
[00:14:38.440 --> 00:14:41.600]  利之所在 趨之若無
[00:14:41.600 --> 00:14:44.680]  君子報仇 三年不晚
[00:14:44.680 --> 00:14:48.520]  只要我喜歡 有什麼不可以
[00:14:48.520 --> 00:14:52.520]  這種世俗的教導是自以爲中心
[00:14:52.520 --> 00:14:56.120]  自掃門前雪 不管他人往上霜
[00:14:56.120 --> 00:14:58.840]  這樣的做法只會帶來 說實話
[00:14:58.840 --> 00:15:02.120]  人和人之間的勾心鬥角
[00:15:02.120 --> 00:15:05.120]  猜忌衝突增進
