
[00:00:00.000 --> 00:00:04.440]  今天我們繼續看馬副音的經文
[00:00:04.440 --> 00:00:09.440]  下一段我們也有更多的印象
[00:00:09.440 --> 00:00:12.440]  或者是在不同的福音書卷裡面
[00:00:12.440 --> 00:00:13.740]  也有機會看到
[00:00:13.740 --> 00:00:16.240]  其實主題大致上就是
[00:00:16.240 --> 00:00:19.740]  耶穌有時候會在安息日這一天裡面
[00:00:19.740 --> 00:00:20.740]  做一些事情
[00:00:20.740 --> 00:00:24.040]  但當祂在安息日做這些事情的時候
[00:00:24.040 --> 00:00:26.240]  就會面對法利賽人
[00:00:26.240 --> 00:00:29.040]  民事一些人他們的挑戰
[00:00:29.040 --> 00:00:33.540]  甚至可能成為一個他們抓住耶穌的把柄
[00:00:33.540 --> 00:00:36.540]  來控告耶穌的機會
[00:00:36.540 --> 00:00:40.040]  所以今天我們會看馬副音這段經文也是類似
[00:00:40.040 --> 00:00:44.040]  所以可能我們也有這樣的印象
[00:00:44.040 --> 00:00:47.540]  而最終帶出到底在安息日
[00:00:47.540 --> 00:00:52.040]  我們應該怎樣來過一個安息日呢?
[00:00:52.040 --> 00:00:56.040]  今天或者昔日耶穌的時代是怎樣呢?
[00:00:56.040 --> 00:01:02.040]  經文主要是在馬副音的二章二十三節到三章六節
[00:01:02.040 --> 00:01:04.040]  可能我們在教會久一點
[00:01:04.040 --> 00:01:07.040]  也比較熟悉這兩個的事件
[00:01:07.040 --> 00:01:10.040]  同樣最主要就是說到安息日
[00:01:10.040 --> 00:01:12.540]  耶穌和那些門徒做了一些事情
[00:01:12.540 --> 00:01:14.040]  法利賽人就覺得
[00:01:14.040 --> 00:01:18.040]  這個不合乎他們安息日的條例
[00:01:18.040 --> 00:01:21.040]  但到最後這節經文我覺得也很有意思
[00:01:21.040 --> 00:01:25.040]  原則上如果當安息日不可以做太多事情的時候
[00:01:25.040 --> 00:01:29.040]  這群法利賽人和希律一黨的人他們會做什麼呢?
[00:01:29.040 --> 00:01:32.040]  有些我們在教會也很常做的
[00:01:32.040 --> 00:01:33.040]  開會
[00:01:33.040 --> 00:01:34.040]  他們也很喜歡開會
[00:01:34.040 --> 00:01:35.040]  馬上開會
[00:01:35.040 --> 00:01:38.040]  不知道他們的他立目有沒有說
[00:01:38.040 --> 00:01:40.040]  安息日不可以開會
[00:01:40.040 --> 00:01:43.040]  但至少他們做一下事情
[00:01:43.040 --> 00:01:45.040]  開會也不是一個大問題
[00:01:45.040 --> 00:01:48.040]  最重要是開會的時候他們討論什麼呢?
[00:01:48.040 --> 00:01:50.040]  討論怎樣去殺人
[00:01:50.040 --> 00:01:55.040]  這個才是我相信不是單單有沒有違反到安息日的條例
[00:01:55.040 --> 00:02:00.040]  其實可能更加是違反了神的誡命不可殺人
[00:02:00.040 --> 00:02:03.040]  雖然耶穌好像沒有守住安息日
[00:02:03.040 --> 00:02:04.040]  破壞了安息日
[00:02:04.040 --> 00:02:08.040]  也好像是破壞了十誡裡面的誡命一樣
[00:02:08.040 --> 00:02:13.040]  但這群法利賽人很明顯就是他們將以一個殺人的計劃
[00:02:13.040 --> 00:02:15.040]  開會來聽談
[00:02:15.040 --> 00:02:21.040]  其實他們更加是犯了一個很嚴重的破壞神的誡命
[00:02:21.040 --> 00:02:23.040]  所以有時候你看法利賽人
[00:02:23.040 --> 00:02:25.040]  有時候會有這樣的感覺
[00:02:25.040 --> 00:02:26.040]  好像我們俗語所說
[00:02:26.040 --> 00:02:28.040]  這群人都是有口說人
[00:02:28.040 --> 00:02:29.040]  就怎樣呢?
[00:02:29.040 --> 00:02:31.040]  沒有口說自己
[00:02:31.040 --> 00:02:36.040]  他們也在做一些好像是違反更嚴重的誡命
[00:02:36.040 --> 00:02:41.040]  到底守安息日對我們每一個基督徒今天來說是什麼意思呢?
[00:02:41.040 --> 00:02:45.040]  我不知道大家在信仰裡面或做了這麼多年基督徒的時候
[00:02:45.040 --> 00:02:46.040]  你會不會想一下
[00:02:46.040 --> 00:02:49.040]  十誡裡面有一誡很重要
[00:02:49.040 --> 00:02:50.040]  就是守安息日
[00:02:50.040 --> 00:02:53.040]  到底對我們來說是什麼意思呢?
[00:02:53.040 --> 00:02:55.040]  守安息日等於什麼呢?
[00:02:55.040 --> 00:02:57.040]  大家有沒有想過?
[00:02:57.040 --> 00:03:02.040]  你覺得你的守安息日的觀念是怎樣呢?
[00:03:02.040 --> 00:03:04.040]  可能簡單一點就是翻崇拜
[00:03:04.040 --> 00:03:07.040]  守安息日就好像我們今天翻崇拜
[00:03:07.040 --> 00:03:09.040]  但我們又不是在安息日做的
[00:03:09.040 --> 00:03:11.040]  大家都知道安息日通常我們計算
[00:03:11.040 --> 00:03:13.040]  就是由禮拜五黃昏
[00:03:13.040 --> 00:03:14.040]  太陽下山之後一計算
[00:03:14.040 --> 00:03:17.040]  計算到禮拜六的黃昏時間
[00:03:17.040 --> 00:03:19.040]  就是一個安息日的日子
[00:03:19.040 --> 00:03:21.040]  我們為什麼又不是在那段時間呢?
[00:03:21.040 --> 00:03:25.040]  我們現在一般大部分教會都是主日
[00:03:25.040 --> 00:03:27.040]  星期日來崇拜
[00:03:27.040 --> 00:03:29.040]  然後我們有週六的晚堂
[00:03:29.040 --> 00:03:32.040]  這個是因為教會進入新的時代的時候
[00:03:32.040 --> 00:03:38.040]  我們都覺得可以用紀念主耶穌基督復活的日子來代替守安息日
[00:03:38.040 --> 00:03:41.040]  但其實最重要不是說哪一天
[00:03:41.040 --> 00:03:45.040]  反而是我們在守安息日的時候我們做些什麼
[00:03:45.040 --> 00:03:49.040]  是不是守安息日就代表要進入一個休息的狀態呢?
[00:03:49.040 --> 00:03:52.040]  這個安息日和休息很有關
[00:03:52.040 --> 00:03:55.040]  當然休息其實可能都是做不同的事情
[00:03:55.040 --> 00:03:57.040]  有些人休息的時候會做什麼呢?
[00:03:57.040 --> 00:03:58.040]  大家休息的時候
[00:03:58.040 --> 00:04:00.040]  可能你會去運動一下
[00:04:00.040 --> 00:04:01.040]  打一下球
[00:04:01.040 --> 00:04:02.040]  看下戲
[00:04:02.040 --> 00:04:03.040]  做不同的事情
[00:04:03.040 --> 00:04:08.040]  所以休息日是不是真的守安息日休息狀態都是在做一些事情呢?
[00:04:08.040 --> 00:04:10.040]  還是真的守安息日應該是什麼呢?
[00:04:10.040 --> 00:04:11.040]  什麼都不做
[00:04:11.040 --> 00:04:13.040]  完全靜止
[00:04:13.040 --> 00:04:16.040]  可能簡單地躺在床上就最好
[00:04:16.040 --> 00:04:17.040]  全部靜止
[00:04:17.040 --> 00:04:18.040]  什麼都不做
[00:04:18.040 --> 00:04:19.040]  是不是這樣才是安息日呢?
[00:04:19.040 --> 00:04:22.040]  其實聖經很清楚地告訴我們
[00:04:22.040 --> 00:04:26.040]  初一及二講到十誡的時候提到安息日
[00:04:26.040 --> 00:04:29.040]  是我們要紀念和守為聖人
[00:04:29.040 --> 00:04:33.040]  最後講到無論何工都不可做
[00:04:33.040 --> 00:04:35.040]  所以我們的觀念通常都會覺得
[00:04:35.040 --> 00:04:36.040]  不做事
[00:04:36.040 --> 00:04:37.040]  不工作
[00:04:37.040 --> 00:04:39.040]  那天休息
[00:04:39.040 --> 00:04:40.040]  那就可以了
[00:04:40.040 --> 00:04:42.040]  應該都是不要做事
[00:04:42.040 --> 00:04:43.040]  不上班就可以了
[00:04:43.040 --> 00:04:47.040]  所以可能一般的社會上的安排都是這樣
[00:04:47.040 --> 00:04:48.040]  現在更加幸福了
[00:04:48.040 --> 00:04:51.040]  我們上班五天就休兩天
[00:04:51.040 --> 00:04:55.040]  但是我相信安息日不是說我們不做事是一個重點
[00:04:55.040 --> 00:04:56.040]  不工作
[00:04:56.040 --> 00:04:57.040]  不需要做事
[00:04:57.040 --> 00:05:00.040]  其實最重要也不是單單我們什麼都不做休息
[00:05:00.040 --> 00:05:05.040]  其實最重要是我們提醒安息日要記得神
[00:05:05.040 --> 00:05:10.040]  守安息日是提醒我們不要忘記神
[00:05:10.040 --> 00:05:12.040]  不要忽略了神
[00:05:12.040 --> 00:05:16.040]  我想神都知道人有時候有些特性就是拼命做
[00:05:16.040 --> 00:05:18.040]  一年365天
[00:05:18.040 --> 00:05:20.040]  你可以做足365天
[00:05:20.040 --> 00:05:21.040]  有些人都覺得不累
[00:05:21.040 --> 00:05:25.040]  那他就可能失去了生命一些很重要的東西
[00:05:25.040 --> 00:05:28.040]  所以其實六天工作
[00:05:28.040 --> 00:05:30.040]  一天休息或者安息的時候
[00:05:30.040 --> 00:05:33.040]  其實是提醒我們不要忘記神
[00:05:33.040 --> 00:05:34.040]  不要忽略神
[00:05:34.040 --> 00:05:37.040]  這個特別是對以色列人是很重要的
[00:05:37.040 --> 00:05:39.040]  不要因為忙於工作
[00:05:39.040 --> 00:05:43.040]  或者日常生活裡面有些事情要做
[00:05:43.040 --> 00:05:47.040]  而忘記了我要有一段時間來到神的面前
[00:05:47.040 --> 00:05:53.040]  特別是更重要是和弟兄姊妹一起來敬拜我們的神
[00:05:53.040 --> 00:05:56.040]  所以這個是安息一個很重要的意思
[00:05:56.040 --> 00:06:03.040]  所以希望我們更加明白到安息是從何開始
[00:06:03.040 --> 00:06:09.040]  安息的由來其實有時候我們比較多印象讀到是從十誡開始
[00:06:09.040 --> 00:06:13.040]  我們覺得在初一及二十章或者是生命紀第五章
[00:06:13.040 --> 00:06:15.040]  都提到十誡裡面
[00:06:15.040 --> 00:06:17.040]  其中一誡就是要守安息日
[00:06:17.040 --> 00:06:20.040]  但原來安息的開始不是由十誡
[00:06:20.040 --> 00:06:23.040]  是由創造已經有了
[00:06:23.040 --> 00:06:27.040]  創世紀的第二章第三節提到
[00:06:27.040 --> 00:06:29.040]  神賜福給第七日定為聖日
[00:06:29.040 --> 00:06:35.040]  因為在這日神揭了他一切創造的功就安息了
