
[00:00:00.000 --> 00:00:02.000]  提升姐妹平安
[00:00:02.000 --> 00:00:08.000]  我們想想我們人生裏面有多少的典禮和禮儀
[00:00:08.000 --> 00:00:12.000]  我們想一下我們人生當中有多少的典禮或者是禮儀
[00:00:12.000 --> 00:00:15.000]  我想我和我的一生出世的時候
[00:00:15.000 --> 00:00:18.000]  有每月酒或者八日宴
[00:00:18.000 --> 00:00:21.000]  我們想一下我們可能小孩出生的時候
[00:00:21.000 --> 00:00:23.000]  有滿月酒或者是百日宴
[00:00:23.000 --> 00:00:26.000]  有生日有大壽的慶典
[00:00:26.000 --> 00:00:29.000]  有生日或者大壽的慶典
[00:00:29.000 --> 00:00:32.000]  讀書工作的時候有頒獎禮
[00:00:32.000 --> 00:00:35.000]  讀書工作就有頒獎典禮
[00:00:35.000 --> 00:00:40.000]  各種比賽的時候有這個叫做頒獎禮
[00:00:40.000 --> 00:00:43.000]  而且各種比賽我們有頒獎的典禮
[00:00:43.000 --> 00:00:44.000]  有畢業禮
[00:00:44.000 --> 00:00:46.000]  還有畢業禮
[00:00:46.000 --> 00:00:48.000]  講到畢業禮我就想起
[00:00:48.000 --> 00:00:51.000]  在澳洲的學前班
[00:00:51.000 --> 00:00:53.000]  另外都有畢業禮
[00:00:53.000 --> 00:00:55.000]  說到畢業禮我就想起來
[00:00:55.000 --> 00:00:58.000]  在澳洲其實在學前班的時候
[00:00:58.000 --> 00:00:59.000]  已經有畢業禮
[00:00:59.000 --> 00:01:03.000]  畢業禮的時候小孩戴著四方帽
[00:01:03.000 --> 00:01:06.000]  畢業禮的時候小孩就戴上一個四方帽
[00:01:06.000 --> 00:01:08.000]  很活潑地唱著歌
[00:01:08.000 --> 00:01:10.000]  我要入大學了小學了
[00:01:10.000 --> 00:01:13.000]  他們就很活躍很高興地在唱歌
[00:01:13.000 --> 00:01:14.000]  我準備上小學了
[00:01:14.000 --> 00:01:18.000]  這個是我兒子的畢業禮
[00:01:18.000 --> 00:01:22.000]  這是我兒子準備上小學的畢業禮
[00:01:22.000 --> 00:01:24.000]  這個使我印象非常深刻
[00:01:24.000 --> 00:01:26.000]  又給我驚喜
[00:01:26.000 --> 00:01:28.000]  而且給我非常大的驚喜
[00:01:28.000 --> 00:01:30.000]  還有結婚典禮
[00:01:30.000 --> 00:01:32.000]  而且還有婚禮
[00:01:32.000 --> 00:01:34.000]  結婚週年典禮
[00:01:34.000 --> 00:01:37.000]  週年也有紀念禮
[00:01:37.000 --> 00:01:39.000]  基督徒有洗禮很重要
[00:01:39.000 --> 00:01:42.000]  基督徒也有洗禮
[00:01:42.000 --> 00:01:46.000]  這些典禮其實不單只是形式上的慶祝
[00:01:46.000 --> 00:01:49.000]  典禮其實不單單是形式上的慶祝
[00:01:49.000 --> 00:01:53.000]  標誌著人生一個很重要的時刻
[00:01:53.000 --> 00:01:55.000]  或者是一些轉捩點
[00:01:55.000 --> 00:01:59.000]  同時它也標誌著你人生有一個非常重要的決裂點
[00:01:59.000 --> 00:02:02.000]  你有什麼典禮很值得你回味呢
[00:02:02.000 --> 00:02:06.000]  你想一下有什麼典禮值得你去回味一下呢
[00:02:06.000 --> 00:02:09.000]  今天講到保羅的差遣之禮
[00:02:09.000 --> 00:02:12.000]  今天我們講到保羅的差遣之禮
[00:02:12.000 --> 00:02:16.000]  其實是標誌著保羅一個很重要的人生階段
[00:02:16.000 --> 00:02:20.000]  其實是標誌了保羅一個非常重要的人生階段
[00:02:20.000 --> 00:02:23.000]  對保羅的全道施工很有意義
[00:02:23.000 --> 00:02:27.000]  對保羅的全道施工有一個非常大的意義
[00:02:27.000 --> 00:02:31.000]  在《使徒行傳》記載了兩次保羅差遣的禮
[00:02:31.000 --> 00:02:37.000]  在《使徒行傳》中記載了兩次保羅的洗禮
[00:02:37.000 --> 00:02:39.000]  差遣之禮
[00:02:39.000 --> 00:02:42.000]  第一次是安提我教會的差遣
[00:02:42.000 --> 00:02:46.000]  第一次就是他在安提亞教會的
[00:02:46.000 --> 00:02:51.000]  這是在《使徒行傳》十三章一到四節記載的
[00:02:51.000 --> 00:02:56.000]  這是在《使徒行傳》十三章一到四節記載的
[00:02:56.000 --> 00:02:58.000]  講到在安提我教會的時候
[00:02:58.000 --> 00:03:01.000]  有幾位先知和教師禁食祈禱的時候
[00:03:01.000 --> 00:03:03.000]  聖靈就指示他了
[00:03:03.000 --> 00:03:05.000]  提到在安提亞教會的時候
[00:03:05.000 --> 00:03:09.000]  進食祈禱的時候聖靈就引導他了
[00:03:09.000 --> 00:03:14.000]  然後要分派保羅和巴拿巴出去做神的功
[00:03:14.000 --> 00:03:18.000]  要分派保羅和巴拿巴去做神的功
[00:03:18.000 --> 00:03:22.000]  於是他們就禁食祈禱 按守在保羅和巴拿巴身上
[00:03:22.000 --> 00:03:24.000]  差遣他們出去
[00:03:24.000 --> 00:03:27.000]  於是他們就盡死禱告
[00:03:27.000 --> 00:03:30.000]  按守在保羅和巴拿巴的頭上
[00:03:30.000 --> 00:03:32.000]  差遣他們出去
[00:03:32.000 --> 00:03:34.000]  對於保羅來說
[00:03:34.000 --> 00:03:38.000]  他期待已久的侍奉就是要做外邦人的使徒
[00:03:38.000 --> 00:03:40.000]  對於保羅來說
[00:03:40.000 --> 00:03:45.000]  他期待已久的事情就是去做外邦人的侍奉
[00:03:45.000 --> 00:03:50.000]  所以外邦人的全方工作這次的差遣對他就很有意思了
[00:03:50.000 --> 00:03:54.000]  所以對外邦人的那個差遣的侍奉
[00:03:54.000 --> 00:03:58.000]  這次的差遣禮就對他非常有意義
[00:03:58.000 --> 00:04:01.000]  我看見這個差遣禮都很有意義的
[00:04:01.000 --> 00:04:04.000]  第一樣東西看到就是聖靈的啟示
[00:04:04.000 --> 00:04:08.000]  從這個差遣禮我們看到了聖靈的啟示
[00:04:08.000 --> 00:04:11.000]  聖靈向不同的人去啟示了
[00:04:11.000 --> 00:04:15.000]  印證了保羅和巴拿巴他們要出去做神的功
[00:04:15.000 --> 00:04:21.000]  聖靈就認證了巴拿巴和保羅出去要做神的功
[00:04:21.000 --> 00:04:22.000]  所以不是他們自己要出去
[00:04:22.000 --> 00:04:24.000]  是神帶領著他們出去的
[00:04:24.000 --> 00:04:26.000]  所以你說不是他們自己要去做
[00:04:26.000 --> 00:04:29.000]  而是神帶領他們去做
[00:04:29.000 --> 00:04:31.000]  所以有從神而來的力量
[00:04:31.000 --> 00:04:34.000]  所以他們有從神而來的力量
[00:04:34.000 --> 00:04:37.000]  第二樣東西就看見教會的支持
[00:04:37.000 --> 00:04:40.000]  第二樣我們看到的是教會的支持
[00:04:40.000 --> 00:04:42.000]  安提國教會禁食祈禱
[00:04:42.000 --> 00:04:46.000]  然後就代表了教會去接納巴拿巴和保羅
[00:04:46.000 --> 00:04:50.000]  他們出去的侍奉
[00:04:50.000 --> 00:04:53.000]  我們看到安提亞教會裡面
[00:04:53.000 --> 00:04:55.000]  他們通過進食禱告
[00:04:55.000 --> 00:04:59.000]  就支持保羅和巴拿巴出去
[00:04:59.000 --> 00:05:03.000]  所以這個按守禮給到保羅和巴拿巴
[00:05:03.000 --> 00:05:05.000]  在宣教的旅程上面
[00:05:05.000 --> 00:05:09.000]  是一個很強大的後盾的支持和禱告的支持
[00:05:09.000 --> 00:05:13.000]  所以這個按守禮給到巴拿巴和保羅
[00:05:13.000 --> 00:05:15.000]  他們出去採險的工作
[00:05:15.000 --> 00:05:17.000]  有了很大的支持
[00:05:17.000 --> 00:05:20.000]  也都是一個跨文化的宣教侍奉
[00:05:20.000 --> 00:05:23.000]  同時也是一個跨文化的宣教侍奉
[00:05:23.000 --> 00:05:25.000]  就開始了這次第一次的旅程
[00:05:25.000 --> 00:05:28.000]  就開始了他們第一次的旅程
[00:05:28.000 --> 00:05:32.000]  這個旅程也都是標誌著
[00:05:32.000 --> 00:05:37.000]  早期教會正式去拆派宣教士出去跨文化的宣教
[00:05:37.000 --> 00:05:40.000]  這個也就見證了早期的教會
[00:05:40.000 --> 00:05:44.000]  第一次派遣他們的宣教士到外邦人去宣教
[00:05:44.000 --> 00:05:46.000]  我看見保羅和巴拿巴在安提亞出發
[00:05:46.000 --> 00:05:48.000]  然後開始了第一次的旅程
[00:05:48.000 --> 00:05:51.000]  我們從這裡看到保羅和巴拿巴
[00:05:51.000 --> 00:05:53.000]  就從安提亞教會出發
[00:05:53.000 --> 00:05:55.000]  開始了他們的行程
[00:05:55.000 --> 00:05:59.000]  張福音帶到塞浦路斯和土耳其
[00:05:59.000 --> 00:06:01.000]  一帶更遠的地方
[00:06:01.000 --> 00:06:07.000]  馬福音就帶到了塞浦路斯和土耳其一帶的地方
[00:06:07.000 --> 00:06:10.000]  我看見對保羅來說是很有意義的
[00:06:10.000 --> 00:06:14.000]  可以看到對保羅來說是非常有大的意義
[00:06:14.000 --> 00:06:18.000]  第二次我們看見耶路撒冷教會的拆遣
