
[00:00:00.000 --> 00:00:02.000]  我們一起祷告,開始崇拜,好嗎?
[00:00:02.000 --> 00:00:08.000]  天父,我們感謝祢,讓我們見到祢在歷世歷代的裏面,
[00:00:08.000 --> 00:00:12.000]  對人類那一份真是無條件的愛,和無限的忍耐。
[00:00:12.000 --> 00:00:17.000]  還有多謝祢用各種方法,來尋找我們,和我們講說話。
[00:00:17.000 --> 00:00:20.000]  讓我們知道祢是那位創天造地的神,
[00:00:20.000 --> 00:00:24.000]  並且是那位為我們預備永生福樂的上帝。
[00:00:24.000 --> 00:00:27.000]  讓我們心歸向祢,我們也為了我們聽到的時間,
[00:00:27.000 --> 00:00:32.000]  求祢的靈都同樣地與我們同在,教導我們,讓我們能夠跟隨祢同行。
[00:00:32.000 --> 00:00:36.000]  我們禱告奉教主耶穌,基督的名,阿們。
[00:00:36.000 --> 00:00:41.000]  今天很急的,因為Sara牧師發燒了很多天,
[00:00:41.000 --> 00:00:44.000]  我們也憑信心想著她可以繼續講道的,
[00:00:44.000 --> 00:00:46.000]  終於臨前逆隔。
[00:00:46.000 --> 00:00:49.000]  所以也是很倉促的篇道。
[00:00:49.000 --> 00:00:51.000]  但是也很感恩的,因為我的習慣就是講完一篇,
[00:00:51.000 --> 00:00:55.000]  我就會下一篇祈禱的,所以慢慢在這裏揣摩,慢慢去讀。
[00:00:55.000 --> 00:01:00.000]  所以篇道也不是急得那麼緊要,因為那個感動是存在的,
[00:01:00.000 --> 00:01:02.000]  只是提早講而已。
[00:01:02.000 --> 00:01:05.000]  這個題目叫做「容我百姓去」。
[00:01:05.000 --> 00:01:08.000]  當一聽到這句說話,let my people go,
[00:01:08.000 --> 00:01:11.000]  唱歌也有唱的,你會想起什麼呢?
[00:01:11.000 --> 00:01:15.000]  是的,應該想起《摩世》,中堂的頂智會比較老練一些。
[00:01:15.000 --> 00:01:19.000]  這一套戲,埃及王子也好,坑片也好,真人也好,
[00:01:19.000 --> 00:01:20.000]  大家都知道的。
[00:01:20.000 --> 00:01:24.000]  事實上,氣勢是頗宏偉的,
[00:01:24.000 --> 00:01:27.000]  也覺得《摩世》真的很威風。
[00:01:27.000 --> 00:01:30.000]  《摩世》一生的確是一個很傳奇的人物,
[00:01:30.000 --> 00:01:34.000]  因為他是有很多跌宕的遭遇,
[00:01:34.000 --> 00:01:37.000]  同樣是一個很恐怖的狀況,很差的狀況,
[00:01:37.000 --> 00:01:39.000]  突然間反轉了這個狀況。
[00:01:39.000 --> 00:01:41.000]  所以如果你是《摩世》,
[00:01:41.000 --> 00:01:44.000]  你的心情真的要很多時候調節,
[00:01:44.000 --> 00:01:47.000]  原則上我覺得是沒有血壓高的。
[00:01:47.000 --> 00:01:50.000]  在他小時候,我們知道,其實他應該死了,
[00:01:50.000 --> 00:01:52.000]  他是不應該生存的。
[00:01:52.000 --> 00:01:56.000]  因為當時在以色列的以色列人實在太多,太強壯。
[00:01:56.000 --> 00:01:58.000]  所以法老王,當時的皇帝,
[00:01:58.000 --> 00:02:01.000]  很擔心有威脅。
[00:02:01.000 --> 00:02:05.000]  所以所有男嬰出生,應該淹死,或者殺死了他。
[00:02:05.000 --> 00:02:09.000]  很奇妙之下,這個應該被殺的嬰兒,
[00:02:09.000 --> 00:02:14.000]  反而被當時的埃及公主收養了,
[00:02:14.000 --> 00:02:16.000]  成為了埃及王子。
[00:02:16.000 --> 00:02:19.000]  你想想,他應該死的,他又不夠變成生的。
[00:02:19.000 --> 00:02:22.000]  因為他本來是一個奴隸的家族,永無超生的。
[00:02:22.000 --> 00:02:26.000]  突然間他竟然進入到皇族裏面去成長,
[00:02:26.000 --> 00:02:28.000]  實際上是一件很傳奇的事。
[00:02:28.000 --> 00:02:31.000]  到他長大,更加離奇的就是,
[00:02:31.000 --> 00:02:33.000]  本來他是埃及王子,
[00:02:33.000 --> 00:02:37.000]  他知道自己的同鄉被欺負的時候,
[00:02:37.000 --> 00:02:39.000]  他幫自己人。
[00:02:39.000 --> 00:02:41.000]  誰知幫自己人的時候,
[00:02:41.000 --> 00:02:44.000]  反而自己人都是排斥他,指責他。
[00:02:44.000 --> 00:02:51.000]  為了這件事,要離開整個埃及權勢的範圍裏面,
[00:02:51.000 --> 00:02:53.000]  因為他成為了一個殺人犯。
[00:02:53.000 --> 00:02:57.000]  而到了抗爭的時間,其實他都放棄了自己。
[00:02:57.000 --> 00:02:59.000]  什麼都沒有了,什麼身份都沒有了,
[00:02:59.000 --> 00:03:01.000]  回自己的家鄉又不是,
[00:03:01.000 --> 00:03:04.000]  跟自己的同鄉一起又不是,
[00:03:04.000 --> 00:03:06.000]  回到皇宮又不是。
[00:03:06.000 --> 00:03:09.000]  於是想著一輩子什麼什麼聲音就算了,
[00:03:09.000 --> 00:03:10.000]  牧羊就算了。
[00:03:10.000 --> 00:03:12.000]  但實際上很奇妙,
[00:03:12.000 --> 00:03:15.000]  在這個他以為已經是沒有前途,
[00:03:15.000 --> 00:03:16.000]  沒有希望的狀況,
[00:03:16.000 --> 00:03:19.000]  竟然來到跟他相遇。
[00:03:19.000 --> 00:03:21.000]  讓他去認識,
[00:03:21.000 --> 00:03:23.000]  原來他有一個上帝,
[00:03:23.000 --> 00:03:25.000]  是他祖宗的上帝。
[00:03:25.000 --> 00:03:27.000]  大家熟讀聖經的都知道,
[00:03:27.000 --> 00:03:29.000]  其實這個以色列人,
[00:03:29.000 --> 00:03:32.000]  他們在埃及地已經是三百多四百年了。
[00:03:32.000 --> 00:03:34.000]  你想想,已經有很多代了。
[00:03:34.000 --> 00:03:36.000]  當時的人未必不知道多少歲。
[00:03:36.000 --> 00:03:38.000]  其實沒有人知道,
[00:03:38.000 --> 00:03:41.000]  祂祖宗的拜的時候是拜什麼的。
[00:03:41.000 --> 00:03:42.000]  簡單來說,
[00:03:42.000 --> 00:03:46.000]  在座有沒有人知道祂爺爺的名字?
[00:03:46.000 --> 00:03:49.000]  其實只有很少人知道,
[00:03:49.000 --> 00:03:50.000]  因為你問我,
[00:03:50.000 --> 00:03:51.000]  我也不知道祂爺爺的名字,
[00:03:51.000 --> 00:03:53.000]  當然我知道祂姓羅。
[00:03:53.000 --> 00:03:55.000]  其他資料真的不知道。
[00:03:55.000 --> 00:03:56.000]  你想想,
[00:03:56.000 --> 00:03:58.000]  摩西其實他一生,
[00:03:58.000 --> 00:04:00.000]  如果你代入在祂那裡,
[00:04:00.000 --> 00:04:02.000]  祂的人生真的很難過。
[00:04:02.000 --> 00:04:03.000]  每樣東西都不知道,
[00:04:03.000 --> 00:04:05.000]  應該怎樣向前走。
[00:04:05.000 --> 00:04:06.000]  無端端,
[00:04:06.000 --> 00:04:08.000]  有一個所謂的神,
[00:04:08.000 --> 00:04:10.000]  在神職性出現,
[00:04:10.000 --> 00:04:11.000]  在精激的火屋裡出現,
[00:04:11.000 --> 00:04:12.000]  會跟你說話,
[00:04:12.000 --> 00:04:14.000]  那已經夠離奇了。
[00:04:14.000 --> 00:04:17.000]  然後還說祂是祖宗的神。
[00:04:17.000 --> 00:04:18.000]  阿巴拉罕,
[00:04:18.000 --> 00:04:19.000]  可能二聖阿閣,
[00:04:19.000 --> 00:04:21.000]  應該都有聽聞的。
[00:04:21.000 --> 00:04:22.000]  但問題是,
[00:04:22.000 --> 00:04:23.000]  究竟祂是誰?
[00:04:23.000 --> 00:04:25.000]  所以祂幫了我們。
[00:04:25.000 --> 00:04:26.000]  歷史上,
[00:04:26.000 --> 00:04:28.000]  夠膽死問神叫什麼名字?
[00:04:28.000 --> 00:04:29.000]  就是摩西。
[00:04:29.000 --> 00:04:31.000]  如果不是因為有這個詢問,
[00:04:31.000 --> 00:04:33.000]  耶和華這個名字,
[00:04:33.000 --> 00:04:36.000]  是不會在聖經裡出現的。
[00:04:36.000 --> 00:04:40.000]  但當你遇到一個神職性的啟示的時候,
[00:04:40.000 --> 00:04:43.000]  是否能夠讓你的生命完全地翻轉呢?
[00:04:43.000 --> 00:04:45.000]  很多未信主的人,
[00:04:45.000 --> 00:04:46.000]  就很想要神職。
[00:04:46.000 --> 00:04:48.000]  我們就算信了主的人,
[00:04:48.000 --> 00:04:50.000]  我們其實都很期望,
[00:04:50.000 --> 00:04:51.000]  希望有神職歧視的。
[00:04:51.000 --> 00:04:53.000]  包括我想青衣舊一代,
[00:04:53.000 --> 00:04:55.000]  經常都在想以前,以前那樣。
[00:04:55.000 --> 00:04:56.000]  問題是,
[00:04:56.000 --> 00:04:58.000]  如果你是摩西,
[00:04:58.000 --> 00:05:01.000]  你見到這個神職性的神,
[00:05:01.000 --> 00:05:02.000]  跟你說話,
[00:05:02.000 --> 00:05:04.000]  其實你是否馬上很開心,
[00:05:04.000 --> 00:05:07.000]  沒有阿們就跟著祂走呢?
[00:05:07.000 --> 00:05:08.000]  在第七章裡,
[00:05:08.000 --> 00:05:11.000]  你就見到不是那麼容易的事。
[00:05:11.000 --> 00:05:14.000]  因為上帝吩咐摩西做的事,
[00:05:14.000 --> 00:05:16.000]  在於一個有正常腦袋的人,
[00:05:16.000 --> 00:05:18.000]  是接受不了的。
[00:05:18.000 --> 00:05:22.000]  包括上帝要摩西代替神。
[00:05:22.000 --> 00:05:23.000]  哇!
[00:05:23.000 --> 00:05:24.000]  你什麼都不知道,
[00:05:24.000 --> 00:05:25.000]  是不是?
[00:05:25.000 --> 00:05:26.000]  還是要我代替你。
[00:05:26.000 --> 00:05:27.000]  代替你做什麼呢?
[00:05:27.000 --> 00:05:31.000]  最慘就是要回到祂的老地方,
[00:05:31.000 --> 00:05:34.000]  就是祂最尷尬的身份的地方。
[00:05:34.000 --> 00:05:36.000]  是王子又不是王子。
[00:05:36.000 --> 00:05:38.000]  我相信當時的法老,
[00:05:38.000 --> 00:05:39.000]  可能是表兄弟。
[00:05:39.000 --> 00:05:41.000]  你是一個奴隸,
[00:05:41.000 --> 00:05:42.000]  你隨意就叫做契仔,
[00:05:42.000 --> 00:05:43.000]  就進了這個圈。
[00:05:43.000 --> 00:05:45.000]  其實你知道這個關係的
[00:05:45.000 --> 00:05:46.000]  錯綜複雜,
[00:05:46.000 --> 00:05:47.000]  都真是有些六角達蜂上的。
[00:05:47.000 --> 00:05:48.000]  你明白嗎?
[00:05:48.000 --> 00:05:49.000]  回去,
[00:05:49.000 --> 00:05:51.000]  我殺人的命,
[00:05:51.000 --> 00:05:52.000]  還未處理得到,
[00:05:52.000 --> 00:05:53.000]  我又要回去,
[00:05:53.000 --> 00:05:55.000]  還要代表你說什麼?
[00:05:55.000 --> 00:05:59.000]  要釋放幾百萬的奴隸,
[00:05:59.000 --> 00:06:01.000]  離開埃及,
[00:06:01.000 --> 00:06:03.000]  絕對不容易的。
[00:06:03.000 --> 00:06:06.000]  因為這一班是奴隸,
[00:06:06.000 --> 00:06:08.000]  是當時靠人做事的。
[00:06:08.000 --> 00:06:10.000]  在一個國家來說,
[00:06:10.000 --> 00:06:11.000]  這一班是很大,
[00:06:11.000 --> 00:06:13.000]  不用錢的免費勞工。
[00:06:13.000 --> 00:06:15.000]  一下子你說一句,
[00:06:15.000 --> 00:06:16.000]  跟著你走就讓你走?
[00:06:16.000 --> 00:06:18.000]  你說你代表你的神,
[00:06:18.000 --> 00:06:19.000]  你的神是什麼?
[00:06:19.000 --> 00:06:20.000]  你想想,
[00:06:20.000 --> 00:06:21.000]  你再摩西來,
[00:06:21.000 --> 00:06:22.000]  哇!
[00:06:22.000 --> 00:06:23.000]  真是,
[00:06:23.000 --> 00:06:24.000]  這個絕對不是休差。
[00:06:24.000 --> 00:06:25.000]  丁智慧,
[00:06:25.000 --> 00:06:26.000]  我相信你也是這樣想的。
[00:06:26.000 --> 00:06:28.000]  曾幾何時上帝呼召過你,
[00:06:28.000 --> 00:06:29.000]  做過某些事情?
[00:06:29.000 --> 00:06:31.000]  但當一呼召來到的時候,
[00:06:31.000 --> 00:06:32.000]  第一個反應就是,
[00:06:32.000 --> 00:06:33.000]  不是吧?
[00:06:33.000 --> 00:06:34.000]  可能我們會覺得,
[00:06:34.000 --> 00:06:35.000]  不行的,
[00:06:35.000 --> 00:06:36.000]  我自己不行的。
[00:06:36.000 --> 00:06:37.000]  第二,
[00:06:37.000 --> 00:06:38.000]  心想,
[00:06:38.000 --> 00:06:39.000]  這件事很難做的。
[00:06:39.000 --> 00:06:40.000]  我們那個年代,
[00:06:40.000 --> 00:06:41.000]  其實很怕被上帝呼召的,
[00:06:41.000 --> 00:06:42.000]  就是做傳道人。
[00:06:42.000 --> 00:06:43.000]  OK?
[00:06:43.000 --> 00:06:44.000]  因為傳道人就是代表,
[00:06:44.000 --> 00:06:45.000]  開荒,
[00:06:45.000 --> 00:06:46.000]  吃苦,
[00:06:46.000 --> 00:06:49.000]  永遠都是抬不起頭的職業。
[00:06:49.000 --> 00:06:51.000]  所以父母通常都反對的。
[00:06:51.000 --> 00:06:52.000]  第二,
[00:06:52.000 --> 00:06:53.000]  好了,
[00:06:53.000 --> 00:06:54.000]  代表你已經是很難了。
[00:06:54.000 --> 00:06:55.000]  你看看第三,
[00:06:55.000 --> 00:06:56.000]  第四節,
[00:06:56.000 --> 00:06:57.000]  上帝給他的差事,
[00:06:57.000 --> 00:06:58.000]  給他的差事,
[00:06:58.000 --> 00:06:59.000]  有一點隱蔽的。
[00:06:59.000 --> 00:07:00.000]  真是不好意思。
[00:07:00.000 --> 00:07:04.000]  因為他叫摩西去釋放意識的人出來,
[00:07:04.000 --> 00:07:06.000]  但是神卻說,
[00:07:06.000 --> 00:07:09.000]  我會令到法老心硬的。
[00:07:09.000 --> 00:07:12.000]  他不會那麼容易答應你的。
