
[00:00:00.000 --> 00:00:02.000]  各位聽衆,早晨
[00:00:02.000 --> 00:00:04.000]  我們一齊來到仰望神
[00:00:04.000 --> 00:00:08.000]  我們祈禱再一次將我們講到的時間交給主
[00:00:08.000 --> 00:00:09.000]  天父,我們要多謝祢
[00:00:09.000 --> 00:00:13.000]  給我們一同可以再一次崇拜的機會
[00:00:13.000 --> 00:00:16.000]  在這兩年的疫情
[00:00:16.000 --> 00:00:19.000]  令我們有很多的影響
[00:00:19.000 --> 00:00:22.000]  使我們有很多的反思
[00:00:22.000 --> 00:00:24.000]  不單是在我們生活
[00:00:24.000 --> 00:00:27.000]  更加在我們整個信仰
[00:00:27.000 --> 00:00:28.000]  甚至我們的想法
[00:00:28.000 --> 00:00:30.000]  甚至我們所認識的神
[00:00:30.000 --> 00:00:32.000]  我們怎樣去敬拜
[00:00:32.000 --> 00:00:34.000]  我們怎樣去做基督徒
[00:00:34.000 --> 00:00:39.000]  我們有完全的一個新的想法
[00:00:39.000 --> 00:00:42.000]  所以我們求主給我們
[00:00:42.000 --> 00:00:45.000]  現在在疫情慢慢過去的時間
[00:00:45.000 --> 00:00:46.000]  我們沉澱
[00:00:46.000 --> 00:00:48.000]  我們都在這個遇苦期的裏面
[00:00:48.000 --> 00:00:50.000]  我們的思想
[00:00:50.000 --> 00:00:51.000]  主耶穌基督
[00:00:51.000 --> 00:00:53.000]  祢為我們所作的
[00:00:53.000 --> 00:00:55.000]  或者是我們應該
[00:00:55.000 --> 00:00:59.000]  為你為我們身邊的人應該作什麼的時候
[00:00:59.000 --> 00:01:00.000]  祢給我們
[00:01:00.000 --> 00:01:04.000]  由現在開始再一次思想
[00:01:04.000 --> 00:01:06.000]  耶穌基督的生命
[00:01:06.000 --> 00:01:08.000]  和我們有什麼關係
[00:01:08.000 --> 00:01:11.000]  主耶穌,我們將以下講到的時間
[00:01:11.000 --> 00:01:12.000]  要交給祢
[00:01:12.000 --> 00:01:15.000]  因為孩子講的很有限
[00:01:15.000 --> 00:01:16.000]  求祢幫助
[00:01:16.000 --> 00:01:19.000]  聖靈幫助我們去明白祢的話語
[00:01:19.000 --> 00:01:20.000]  每一次
[00:01:20.000 --> 00:01:22.000]  在今天也是
[00:01:22.000 --> 00:01:25.000]  使我們明白祢的話語
[00:01:25.000 --> 00:01:27.000]  開通我們的心
[00:01:27.000 --> 00:01:30.000]  突破我們心裏面的一些障礙
[00:01:30.000 --> 00:01:32.000]  或者一些盲點
[00:01:32.000 --> 00:01:33.000]  更加的
[00:01:33.000 --> 00:01:35.000]  是聖靈鼓動我們
[00:01:35.000 --> 00:01:36.000]  心裏面有感動
[00:01:36.000 --> 00:01:37.000]  更加有行動
[00:01:37.000 --> 00:01:38.000]  我們多謝祢
[00:01:38.000 --> 00:01:39.000]  聽愛圖高
[00:01:39.000 --> 00:01:41.000]  奉耶穌基督名字
[00:01:41.000 --> 00:01:42.000]  阿們
[00:01:42.000 --> 00:01:49.000]  我今天就講遇苦期的一個講章
[00:01:49.000 --> 00:01:52.000]  多謝主席的經和講出主題
[00:01:52.000 --> 00:01:55.000]  不知道大家有沒有
[00:01:55.000 --> 00:01:59.000]  在機場接人等人的經驗
[00:01:59.000 --> 00:02:04.000]  有沒有試過接一些你完全不認識的
[00:02:04.000 --> 00:02:07.000]  尤其是現在的年代就有視像
[00:02:07.000 --> 00:02:09.000]  又發些樣子給你看
[00:02:09.000 --> 00:02:12.000]  但是以前就沒有什麼
[00:02:12.000 --> 00:02:15.000]  靠什麼呢
[00:02:15.000 --> 00:02:17.000]  可能有沒有試過拿這些牌
[00:02:17.000 --> 00:02:20.000]  不過這個比較誇張一點
[00:02:20.000 --> 00:02:24.000]  你在網上很容易找到
[00:02:24.000 --> 00:02:26.000]  我們怎樣可以
[00:02:26.000 --> 00:02:27.000]  去等候一個人
[00:02:27.000 --> 00:02:31.000]  而你又不太知道他是怎樣的樣子
[00:02:31.000 --> 00:02:32.000]  我們就會
[00:02:32.000 --> 00:02:33.000]  知道他的名字
[00:02:33.000 --> 00:02:34.000]  大大的字
[00:02:34.000 --> 00:02:37.000]  或者有什麼特徵
[00:02:37.000 --> 00:02:39.000]  身材樣貌
[00:02:39.000 --> 00:02:40.000]  不是一定接機
[00:02:40.000 --> 00:02:42.000]  等人也是
[00:02:42.000 --> 00:02:43.000]  不認識的人
[00:02:43.000 --> 00:02:45.000]  穿什麼衣服
[00:02:45.000 --> 00:02:49.000]  所以今天我們講這段經文
[00:02:49.000 --> 00:02:53.000]  也是有相似的地方
[00:02:53.000 --> 00:02:56.000]  你說機場接不到機
[00:02:56.000 --> 00:02:57.000]  認錯人
[00:02:57.000 --> 00:02:59.000]  大不大件事
[00:02:59.000 --> 00:03:00.000]  看看什麼人
[00:03:00.000 --> 00:03:01.000]  看看什麼場合
[00:03:01.000 --> 00:03:02.000]  接總統
[00:03:02.000 --> 00:03:04.000]  接不到真是很大件事
[00:03:04.000 --> 00:03:06.000]  但是你見到經文
[00:03:06.000 --> 00:03:08.000]  今天讀的經文
[00:03:08.000 --> 00:03:11.000]  約翰就猜他的門徒
[00:03:11.000 --> 00:03:15.000]  去問究竟我們在等那個
[00:03:15.000 --> 00:03:17.000]  是不是就是尼塞亞
[00:03:17.000 --> 00:03:19.000]  你說是不是很大件事
[00:03:19.000 --> 00:03:23.000]  你等人等不到等錯
[00:03:23.000 --> 00:03:25.000]  都會有些影響
[00:03:25.000 --> 00:03:27.000]  但是尼塞亞等不到
[00:03:27.000 --> 00:03:28.000]  那就很大件事了
[00:03:28.000 --> 00:03:29.000]  這個情形
[00:03:29.000 --> 00:03:31.000]  我們會去問一個問題
[00:03:31.000 --> 00:03:34.000]  究竟約翰是不是沒有信心
[00:03:34.000 --> 00:03:38.000]  或者他等候耶穌的時候
[00:03:38.000 --> 00:03:39.000]  跟我們有什麼關係
[00:03:39.000 --> 00:03:40.000]  其實就很有關係
[00:03:40.000 --> 00:03:42.000]  其實現在我們末世時代
[00:03:42.000 --> 00:03:43.000]  可能我們有時候
[00:03:43.000 --> 00:03:44.000]  都會想到一個問題
[00:03:44.000 --> 00:03:45.000]  就是
[00:03:45.000 --> 00:03:46.000]  細細聽講
[00:03:46.000 --> 00:03:48.000]  大家有沒有想過
[00:03:48.000 --> 00:03:49.000]  信了這麼多年
[00:03:49.000 --> 00:03:52.000]  信錯了耶穌
[00:03:52.000 --> 00:03:55.000]  想過的不用舉手
[00:03:55.000 --> 00:03:56.000]  其實每個人都想過
[00:03:56.000 --> 00:03:57.000]  我也想過
[00:03:57.000 --> 00:03:58.000]  是不是
[00:03:58.000 --> 00:04:01.000]  我想住四十年了今年
[00:04:01.000 --> 00:04:03.000]  所以在這個末世裡面
[00:04:03.000 --> 00:04:06.000]  我們都會在等耶穌
[00:04:06.000 --> 00:04:08.000]  會不會我們信錯了呢
[00:04:08.000 --> 00:04:10.000]  在等誰呢
[00:04:10.000 --> 00:04:12.000]  這個問題完全是跟我們有關
[00:04:12.000 --> 00:04:14.000]  所以我們就一起
[00:04:14.000 --> 00:04:17.000]  想一下這個題目
[00:04:17.000 --> 00:04:20.000]  這段經文原來是續項
[00:04:20.000 --> 00:04:22.000]  其實今天不是主要講這段經文
[00:04:22.000 --> 00:04:24.000]  這段經文是下次講的
[00:04:24.000 --> 00:04:25.000]  下次母親節
[00:04:25.000 --> 00:04:26.000]  比較適合講
[00:04:26.000 --> 00:04:27.000]  但是這段經文
[00:04:27.000 --> 00:04:30.000]  其實我主要講後面那段經文
[00:04:30.000 --> 00:04:33.000]  但是這段經文
[00:04:33.000 --> 00:04:35.000]  預示了一件事
[00:04:35.000 --> 00:04:36.000]  這件事是什麼事呢
[00:04:36.000 --> 00:04:38.000]  很簡單講就是
[00:04:38.000 --> 00:04:41.000]  耶穌洗到一個寡婦
[00:04:41.000 --> 00:04:43.000]  她剛剛死了一個獨仔
[00:04:43.000 --> 00:04:46.000]  洗到那個寡婦的獨仔
[00:04:46.000 --> 00:04:47.000]  死了
[00:04:47.000 --> 00:04:49.000]  但是都令她復活
[00:04:49.000 --> 00:04:51.000]  而成為一個很大的安慰
[00:04:51.000 --> 00:04:52.000]  是吧
[00:04:52.000 --> 00:04:55.000]  她在一個受苦的人裡面
[00:04:55.000 --> 00:04:57.000]  而這個寡婦是一個代表
[00:04:57.000 --> 00:04:58.000]  下次講得詳細一點
[00:04:58.000 --> 00:05:00.000]  但是有一件事在前面
[00:05:00.000 --> 00:05:02.000]  有兩樣東西
[00:05:02.000 --> 00:05:03.000]  第一樣東西就是
[00:05:03.000 --> 00:05:07.000]  這件事是一個受苦的人
[00:05:07.000 --> 00:05:09.000]  耶穌怎樣去幫助她
[00:05:09.000 --> 00:05:10.000]  第二件事就是
[00:05:10.000 --> 00:05:12.000]  一個死人復活的事跡
[00:05:12.000 --> 00:05:13.000]  嚴格來說
[00:05:13.000 --> 00:05:14.000]  這個應該是
[00:05:14.000 --> 00:05:16.000]  在那個
[00:05:16.000 --> 00:05:17.000]  如果你有一個
[00:05:17.000 --> 00:05:18.000]  記錄生平的記載
[00:05:18.000 --> 00:05:20.000]  這個可能是第一次
[00:05:20.000 --> 00:05:22.000]  耶穌洗死人復活
[00:05:22.000 --> 00:05:24.000]  她為什麼講這件事跡呢
