
[00:00:00.000 --> 00:00:07.800]  羅馬書第八章裏面特別地講到,我們基督徒需要有榮耀的盼望。
[00:00:07.800 --> 00:00:14.800]  這個盼望的道路,有時候不一定是因着我們能夠選擇,
[00:00:14.800 --> 00:00:21.500]  有時候我們在不選擇的當中仍然看見神自己的榮耀。
[00:00:21.500 --> 00:00:27.000]  這個榮耀包括了我們要走過人生苦難的道路。
[00:00:27.000 --> 00:00:31.000]  所以在六月份裏面,若是我能夠與大家分享的話,
[00:00:31.000 --> 00:00:36.900]  我希望再以羅馬書第八章爲主題,
[00:00:36.900 --> 00:00:43.800]  跟大家來分享一下《約伯記》裏面幾個我們想關注的問題。
[00:00:43.800 --> 00:00:47.400]  這是苦難的問題。
[00:00:47.400 --> 00:00:50.800]  今天我定的題目叫做"爲什麼"。
[00:00:50.800 --> 00:01:00.400]  若是大家能夠稍微注意一下,我的講道的筆記裏面,沒有結論的。
[00:01:00.400 --> 00:01:04.300]  有沒有看見?沒有結論。
[00:01:04.300 --> 00:01:09.500]  意思就是說,我跟大家一起來看這個苦難的問題。
[00:01:09.500 --> 00:01:23.100]  我希望透過這幾次跟大家來分享苦難、永恆、受苦、盼望、榮耀,
[00:01:23.100 --> 00:01:29.200]  來幫助大家一起在我們神所賜給我們的生命中一起來成長。
[00:01:29.200 --> 00:01:37.700]  在開始的時候,我願意跟大家來先讀一下今天的經文在《約伯記》的第一章。
[00:01:37.700 --> 00:01:47.300]  整章的經文不長,但是我一邊唸的時候希望把《約伯記》的這個結構跟大家來分享一下。
[00:01:47.300 --> 00:01:51.500]  約伯是一個實在的歷史人物。
[00:01:51.500 --> 00:02:02.500]  前面從一節到第五節記載約伯這個人、這個家庭、這個豐富、這個金錢。
[00:02:02.500 --> 00:02:11.000]  烏斯第有一個人名叫約伯,那人完全正潔,敬畏神,遠離惡世。
[00:02:11.000 --> 00:02:14.700]  這個人生了七個兒子、三個女兒。
[00:02:14.700 --> 00:02:24.500]  這個人家產有七千羊、三千個駱駝、五百對牛、五百個母鹿,並有許多的不闢。
[00:02:24.500 --> 00:02:32.700]  這些人在東方宗周圍自大,自大的意思是受尊榮的意思。
[00:02:32.700 --> 00:02:42.800]  他的兒子按照日子在各自的家裏面擺設了筵席,就打發人去請他們三個的姐妹來,跟他們一同地喫喝。
[00:02:42.800 --> 00:02:49.200]  但是第五節卻記載了約伯對他兒女中的淑女的關注。
[00:02:49.200 --> 00:02:53.500]  筵席的日子過後,約伯就打發人去叫他們自解。
[00:02:53.500 --> 00:02:57.800]  他們清早起來,就按照他們衆人的樹木獻梵祭。
[00:02:57.800 --> 00:03:05.300]  因爲他心裏面說,恐怕我的兒子犯了罪,心中遺棄了上帝。
[00:03:05.300 --> 00:03:13.500]  這個不是約伯一次的做法,約伯常常這樣子來做。
[00:03:13.500 --> 00:03:24.500]  從第六節往下到第十二節,掌握到一個差距,是我們知道約伯不知道。
[00:03:24.500 --> 00:03:31.500]  有一天,神的衆子乃勢力在耶和華的面前,撒旦也來了在其中。
[00:03:31.500 --> 00:03:34.300]  耶和華就向撒旦說,你從哪裏來?
[00:03:34.300 --> 00:03:38.200]  撒旦回答說,我從地上走來走去,往返而來。
[00:03:38.200 --> 00:03:45.700]  說明了撒旦這個跌倒的天使,用不同的方式來到神的面前,
[00:03:45.700 --> 00:03:53.500]  切發透過人的敗壞,人的跌倒,來控訴神所創造的。
[00:03:53.500 --> 00:03:58.100]  耶和華正問撒旦說,第八節,我曾用心觀看我的僕人,約伯沒有。
[00:03:58.100 --> 00:04:02.200]  地上再沒有人,向他完全的正潔,敬畏神遠離惡事。
[00:04:02.200 --> 00:04:06.600]  這三句話就是第一節同樣的一句話,
[00:04:06.600 --> 00:04:12.300]  說明了約伯被人紀念的地方也是神所紀念的地方,
[00:04:12.300 --> 00:04:15.200]  完全的正潔,敬畏神遠離惡事。
[00:04:15.200 --> 00:04:20.300]  撒旦回答說,約伯敬畏神豈是無辜嗎?
[00:04:20.300 --> 00:04:27.900]  他豈不是四面圍着泥巴圍咬他和他的家並他一切所有的嗎?
[00:04:27.900 --> 00:04:33.400]  他手所做的都蒙你的賜福,他的扎業也在地上增多。
[00:04:33.400 --> 00:04:40.300]  你放手伸手違他的一切,他必然當面的棄掉你。
[00:04:40.300 --> 00:04:45.600]  耶和華就對撒旦說,凡他所有的都在你的手中,只是不可伸手加害於他。
[00:04:45.600 --> 00:04:48.900]  於是撒旦從耶和華面前退去。
[00:04:48.900 --> 00:04:56.500]  這個天上的對話,只有我們知道,約伯不知道。
[00:04:56.500 --> 00:05:03.100]  十三節到第十九節是講到患難的來臨。
[00:05:03.100 --> 00:05:08.500]  有一天,約伯的兒子正在他們長生的家裏面喫飯喝酒。
[00:05:08.500 --> 00:05:17.300]  有報信的人來見約伯,牛正耕地,雷在旁邊喫草。
[00:05:17.300 --> 00:05:23.700]  十八人赴人的場來,把僧出虎去,並且用刀殺了僕人。
[00:05:23.700 --> 00:05:27.600]  唯有一人逃脫來報信給你。
[00:05:27.600 --> 00:05:31.700]  這個事情還沒有結束以後,他還還說話的時候,
[00:05:31.700 --> 00:05:37.800]  又有人來說,神從天上降下火來,將羣羊和僕人都消盡了。
[00:05:37.800 --> 00:05:40.700]  唯有一人逃脫,我來報信給你。
[00:05:40.700 --> 00:05:44.900]  這個事情在人禍、在天災的背後,好像還沒有結束以後。
[00:05:44.900 --> 00:05:49.200]  第十四節,又有人來說,扎內里人分作三對赴人的場來,
[00:05:49.200 --> 00:05:53.200]  把駱駝擄去,並用刀殺了僕人。
[00:05:53.200 --> 00:05:56.600]  唯有一人逃脫來報信給你。
[00:05:56.600 --> 00:06:03.500]  還沒有說完第十八節,又有人來說,你的女兒正在長生的家裏面喫飯喝酒。
[00:06:03.500 --> 00:06:11.800]  不料,在狂風中曠野花來,擊打房屋的四角,房屋倒塌在僧人身上,
[00:06:11.800 --> 00:06:16.000]  他們都死了。唯有一人逃脫來報信給你。
[00:06:16.000 --> 00:06:20.400]  好像患難來的時候,不是我們的時間,是忽然來的,
[00:06:20.400 --> 00:06:28.700]  是我們沒有預見的,來得也非常的空惡,也不在我們意料之中。
[00:06:28.700 --> 00:06:31.600]  二十到二十二節,講到約伯的反應。
[00:06:31.600 --> 00:06:37.300]  約伯竟起來,撕裂了外袍,剃了頭,伏在地上下拜,
[00:06:37.300 --> 00:06:42.000]  說:我賜身出於母胎,也必賜身歸回。
[00:06:42.000 --> 00:06:47.300]  賞賜的是野花,收取的也是野花,野花的名應當稱頌。
[00:06:47.300 --> 00:06:55.900]  在這一切的世上,約伯並不犯罪,也不以神爲慾望。
[00:06:55.900 --> 00:07:03.600]  這個新聞裏面打開了人類歷史當中很大的一個謎團。
[00:07:03.600 --> 00:07:10.700]  約伯好像把我們生命當中常會問到的問題,
[00:07:10.700 --> 00:07:16.800]  歷史在第一章裏面就向我們切入出來。
[00:07:16.800 --> 00:07:19.800]  你有問過這個問題嗎?
[00:07:19.800 --> 00:07:23.500]  你有問過在苦難中問過的問題嗎?
[00:07:23.500 --> 00:07:26.100]  Why?
[00:07:26.100 --> 00:07:30.600]  爲什麼?
[00:07:30.600 --> 00:07:33.100]  我的小孩子很喜歡玩一個遊戲,
[00:07:33.100 --> 00:07:38.100]  這個就是大家有看過的小孩子玩過這個。
[00:07:38.100 --> 00:07:40.100]  你們有玩過嗎?
[00:07:40.100 --> 00:07:43.200]  玩過啊。
[00:07:43.200 --> 00:07:52.200]  唐桃你跟我弄一下,可不可以不聽講道?
[00:07:52.200 --> 00:07:59.900]  一般小孩子玩的,當然這個比較複雜一點,有四面,一般是三面的。
[00:07:59.900 --> 00:08:11.900]  三面裏面有六種顏色,54個的柏蟹,當中有不同的這種的神蟹。
[00:08:11.900 --> 00:08:19.800]  我覺得很多時候,我們人看精心的遊戲的時候,心裏面就覺得我要把它解決掉。
[00:08:19.800 --> 00:08:29.600]  所以給了一個人,那個人就開始動動動,最後的時候,一面都是紅顏色,另外一面都是紅顏色,大家很高興快樂。
[00:08:29.600 --> 00:08:34.700]  對我來說,這是很苦的事。
[00:08:34.700 --> 00:08:41.200]  因爲雖然我以前中學的時候念數學,但是現在已經混亂掉了。
[00:08:41.200 --> 00:08:44.500]  所以要看的時候發覺到很難。
[00:08:44.500 --> 00:08:57.200]  但對一些人來說,解決這個事情呢,你忍耐一點,你知道先後,你知道排列,你最終還是可以解決的,對嗎?
