
[00:00:00.000 --> 00:00:01.000]  主耐平安
[00:00:01.000 --> 00:00:03.500]  各位弟兄姊妹們主內平安
[00:00:03.500 --> 00:00:06.500]  今日和大家分享的題目是「興旺福音」
[00:00:06.500 --> 00:00:09.000]  今天的題目就是「興旺福音」
[00:00:09.000 --> 00:00:14.000]  當我們信了耶穌之後
[00:00:14.000 --> 00:00:17.000]  當我們信了耶穌之後
[00:00:17.000 --> 00:00:20.000]  我們通常都會知道神是很愛我們的
[00:00:20.000 --> 00:00:23.000]  我們通常都知道神是很愛我們
[00:00:23.000 --> 00:00:27.000]  所以因此很多基督徒都會有一個
[00:00:27.000 --> 00:00:30.000]  有一樣東西就是信了主之後
[00:00:30.000 --> 00:00:33.000]  時常都向神作一個祈求
[00:00:33.000 --> 00:00:38.000]  信主之後我們常向神有一個祈求
[00:00:38.000 --> 00:00:41.000]  其實原來我們信了之後
[00:00:41.000 --> 00:00:44.000]  其實我們信了之後
[00:00:44.000 --> 00:00:46.000]  原來不單止
[00:00:46.000 --> 00:00:49.000]  不單止只是向神祈求一些東西
[00:00:49.000 --> 00:00:52.000]  不單止我們要向神祈求一些什麼
[00:00:52.000 --> 00:00:56.000]  我們仍然有些事是需要去做
[00:00:56.000 --> 00:00:59.000]  我們還有很多事是需要去做的
[00:00:59.000 --> 00:01:01.000]  譬如我們信了主之後
[00:01:01.000 --> 00:01:03.000]  我們仍然都要去跟從神
[00:01:03.000 --> 00:01:06.000]  我們信主之後我們就要跟隨神
[00:01:06.000 --> 00:01:09.000]  我們信了主之後我們仍然都要侍奉神
[00:01:09.000 --> 00:01:12.000]  我們信主之後還是仍然去侍奉神
[00:01:12.000 --> 00:01:16.000]  仍然都要遵行神所吩咐我們的說話
[00:01:16.000 --> 00:01:21.000]  我們要遵行神吩咐我們的話語
[00:01:21.000 --> 00:01:26.000]  特別當我們看到主耶穌復活之後
[00:01:26.000 --> 00:01:29.000]  升天對門徒所說的話
[00:01:29.000 --> 00:01:32.000]  就是主耶穌復活升天之後
[00:01:32.000 --> 00:01:34.000]  祂對門徒所說的話
[00:01:34.000 --> 00:01:37.000]  要他們傳福音給萬民聽
[00:01:37.000 --> 00:01:40.000]  祂要傳福音給萬民聽
[00:01:40.000 --> 00:01:43.000]  這是主耶穌升天最後所說的話
[00:01:43.000 --> 00:01:47.000]  這是主耶穌升天之後要講的話
[00:01:47.000 --> 00:01:49.000]  應該是最重要的一句話
[00:01:49.000 --> 00:01:51.000]  其實是最重要的一句話
[00:01:51.000 --> 00:01:54.000]  因為當我們臨別離開的時候
[00:01:54.000 --> 00:01:56.000]  我們跟別人說的話一定是最重要的
[00:01:56.000 --> 00:01:58.000]  當我們臨別的時候
[00:01:58.000 --> 00:02:01.000]  要跟別人所說的話也是很重要的
[00:02:01.000 --> 00:02:03.000]  所以主耶穌講這句話是非常重要的
[00:02:03.000 --> 00:02:06.000]  所以主耶穌所說的這句話是很重要的
[00:02:06.000 --> 00:02:08.000]  其實祂的意思就是說
[00:02:08.000 --> 00:02:12.000]  今天我們基督徒要興旺這個福音
[00:02:12.000 --> 00:02:15.000]  就是要我們興旺這個福音
[00:02:15.000 --> 00:02:19.000]  還有我們知道原來傳福音這件事
[00:02:19.000 --> 00:02:22.000]  是我們基督徒不能夠推卸的一個責任
[00:02:22.000 --> 00:02:26.000]  這是基督徒不能推卸的一種責任
[00:02:26.000 --> 00:02:28.000]  如果既然我們不能夠推卸的話
[00:02:28.000 --> 00:02:31.000]  那既然我們不能推卸的話
[00:02:31.000 --> 00:02:32.000]  我們每一個弟兄姊妹
[00:02:32.000 --> 00:02:35.000]  我們都需要按照主耶穌的吩咐來做
[00:02:35.000 --> 00:02:37.000]  那我們每一個基督徒都要
[00:02:37.000 --> 00:02:40.000]  照著主耶穌所吩咐的去行
[00:02:40.000 --> 00:02:42.000]  這次我們來看一看
[00:02:42.000 --> 00:02:45.000]  保羅在菲律賓的經文裡面
[00:02:45.000 --> 00:02:49.000]  我們來看保羅在菲律賓書所說的經文
[00:02:49.000 --> 00:02:51.000]  在一章五到六節那裡
[00:02:51.000 --> 00:02:54.000]  就是第一章第五第六節
[00:02:54.000 --> 00:02:57.000]  保羅在這裡提到
[00:02:57.000 --> 00:03:00.000]  因為從頭一天直到如今
[00:03:00.000 --> 00:03:03.000]  因為從第一天直到如今
[00:03:03.000 --> 00:03:06.000]  你們是同心合意興旺福音
[00:03:06.000 --> 00:03:08.000]  你們都同心合意興旺福音
[00:03:08.000 --> 00:03:12.000]  我深信那在你們心裡動了聖功的
[00:03:12.000 --> 00:03:16.000]  我深信那在你們心裡動了聖功的
[00:03:16.000 --> 00:03:18.000]  必承傳這功
[00:03:18.000 --> 00:03:20.000]  必承傳這功
[00:03:20.000 --> 00:03:22.000]  直到耶穌基督的日子
