
[00:00:00.000 --> 00:00:09.000]  今日和大家分享的經文是來自《路加福音》24章13-35節
[00:00:09.000 --> 00:00:15.000]  剛才讀聖經的時候 我相信你已經知道內容了
[00:00:15.000 --> 00:00:20.000]  就是主耶穌基督復活之後
[00:00:20.000 --> 00:00:29.000]  有兩個門徒從耶路撒冷到以馬五師城的路上
[00:00:29.000 --> 00:00:34.000]  裡面是再遇這位復活的耶穌基督
[00:00:34.000 --> 00:00:39.000]  這就是我們今天一起來思想的事件
[00:00:39.000 --> 00:00:41.000]  我給了一個題目
[00:00:41.000 --> 00:00:48.000]  叫做往以馬五師還是回到耶路撒冷呢?
[00:00:48.000 --> 00:00:50.000]  為什麼會叫一個這樣的名字呢?
[00:00:50.000 --> 00:00:55.000]  我相信一會兒我和大家一起去思想的時候就知道了
[00:00:55.000 --> 00:01:00.000]  再遇耶穌 究竟想說什麼呢?
[00:01:00.000 --> 00:01:05.000]  在這個講道裡 我想和大家透過聖經裡的人物的經歷
[00:01:05.000 --> 00:01:07.000]  一起來思想
[00:01:07.000 --> 00:01:12.000]  有時你和我人生的路上
[00:01:12.000 --> 00:01:15.000]  走到某一個地步 某一個關口
[00:01:15.000 --> 00:01:20.000]  我們有很多惆悵滿志 也有很多迷惘
[00:01:20.000 --> 00:01:25.000]  正如在我這個大綱裡寫了一句
[00:01:25.000 --> 00:01:29.000]  我自己心裡也有時對自己所說的話
[00:01:29.000 --> 00:01:36.000]  我說有時候我以為已經為自己選了一條前路
[00:01:36.000 --> 00:01:40.000]  其實我自己的心底裡知道
[00:01:40.000 --> 00:01:45.000]  我對於前路仍然是茫無頭緒
[00:01:45.000 --> 00:01:49.000]  充滿無奈和恐懼
[00:01:49.000 --> 00:01:51.000]  我不知道剛才說的這段話
[00:01:51.000 --> 00:01:54.000]  對於你有沒有一種共鳴?
[00:01:54.000 --> 00:01:56.000]  可能曾經你說過
[00:01:56.000 --> 00:01:59.000]  或者現在還在剛剛說
[00:01:59.000 --> 00:02:03.000]  又或者將來有日子你也會碰到人生的關口
[00:02:03.000 --> 00:02:06.000]  你為自己無論如何都要走下去
[00:02:06.000 --> 00:02:09.000]  人生的路怎麼可以停在這裡呢?
[00:02:09.000 --> 00:02:10.000]  但是你再走的時候
[00:02:10.000 --> 00:02:13.000]  你發覺前面的路真的不知道會怎樣
[00:02:13.000 --> 00:02:16.000]  有時候心裡有一種很深的恐懼
[00:02:16.000 --> 00:02:18.000]  也有一種很無奈
[00:02:18.000 --> 00:02:20.000]  因為明天如何還不知道
[00:02:20.000 --> 00:02:24.000]  而且可能按照你所估計的明天
[00:02:24.000 --> 00:02:28.000]  並不是像你手上想到的那麼有把握
[00:02:28.000 --> 00:02:30.000]  甚至有帶著恐懼
[00:02:30.000 --> 00:02:32.000]  如果你有這樣的共鳴的話
[00:02:32.000 --> 00:02:35.000]  我想和大家今天一起來看
[00:02:35.000 --> 00:02:39.000]  二馬五絲路上這兩個門徒
[00:02:39.000 --> 00:02:44.000]  我們會追從這兩個門徒的心路歷程
[00:02:44.000 --> 00:02:48.000]  看一看他們在當中掙扎著什麼
[00:02:48.000 --> 00:02:51.000]  然後他們想不到的時候
[00:02:51.000 --> 00:02:54.000]  耶穌出現在他們身邊
[00:02:54.000 --> 00:02:59.000]  耶穌基督出現他們再會耶穌
[00:02:59.000 --> 00:03:01.000]  就是在這個過程當中
[00:03:01.000 --> 00:03:04.000]  帶給他們整個不單止是路上
[00:03:04.000 --> 00:03:06.000]  是他們的屬靈生命
[00:03:06.000 --> 00:03:11.000]  甚至他們整個人生一個革命性的扭轉
[00:03:11.000 --> 00:03:14.000]  鄧小慕我不知道你今天是否在你人生裡
[00:03:14.000 --> 00:03:16.000]  走到這一個部分
[00:03:16.000 --> 00:03:18.000]  你好像這兩位門徒一樣
[00:03:18.000 --> 00:03:22.000]  你正在走到二馬五絲的路上
[00:03:22.000 --> 00:03:24.000]  雖然你知道二馬五絲
[00:03:24.000 --> 00:03:28.000]  但是你不知道下一步應該怎樣走下去
[00:03:28.000 --> 00:03:31.000]  希望你和我一起來再遇耶穌基督
[00:03:31.000 --> 00:03:35.000]  就好像這兩個門徒一樣
[00:03:35.000 --> 00:03:38.000]  我們先用一點時間思想
[00:03:38.000 --> 00:03:41.000]  究竟這兩位的聖經
[00:03:41.000 --> 00:03:43.000]  沒有說出兩個人的名字
[00:03:43.000 --> 00:03:44.000]  其中只有一位的名字
[00:03:44.000 --> 00:03:47.000]  他說了的叫做甲劉巴
[00:03:47.000 --> 00:03:49.000]  一會兒我們會再說他
[00:03:49.000 --> 00:03:53.000]  但是在這兩個門徒的心目中
[00:03:53.000 --> 00:03:56.000]  究竟他帶著什麼樣的心境
[00:03:56.000 --> 00:03:59.000]  這個我們才能夠弄清楚
[00:03:59.000 --> 00:04:02.000]  我們說這兩個門徒
[00:04:02.000 --> 00:04:05.000]  當然他不會在聖經上寫出他內心的心境
[00:04:05.000 --> 00:04:09.000]  但是我相信他們正在走的路上
[00:04:09.000 --> 00:04:14.000]  這裡大概需要三至四個小時的路程
[00:04:14.000 --> 00:04:20.000]  聖經說耶路撒冷離開二馬五絲大概有十一公里
[00:04:20.000 --> 00:04:23.000]  走路起碼要三至四個小時
[00:04:23.000 --> 00:04:25.000]  在這三至四個小時裡
[00:04:25.000 --> 00:04:28.000]  他們的心境究竟是怎樣
[00:04:28.000 --> 00:04:33.000]  首先我們想讓大家稍微追尋一下他們的心境
[00:04:33.000 --> 00:04:35.000]  我相信他們當時的心境
[00:04:35.000 --> 00:04:39.000]  是覺得自己正在走一條不想回頭
[00:04:39.000 --> 00:04:42.000]  但是前路又不知道怎樣走下去的路
[00:04:42.000 --> 00:04:45.000]  這個就是當時他們的心境
[00:04:45.000 --> 00:04:47.000]  按照聖經的記載
[00:04:47.000 --> 00:04:50.000]  這件事情應該是發生在
[00:04:50.000 --> 00:04:55.000]  耶穌基督復活的主日傍晚的時候
[00:04:55.000 --> 00:04:57.000]  或者下午的時間
[00:04:57.000 --> 00:04:59.000]  雖然耶穌基督剛剛復活了
[00:04:59.000 --> 00:05:01.000]  但是這兩位的門徒
[00:05:01.000 --> 00:05:03.000]  他們沒有親眼看到復活的耶穌
[00:05:03.000 --> 00:05:07.000]  直到他們在路上碰見耶穌
[00:05:07.000 --> 00:05:12.000]  我們說我們怎樣估計這兩個人的心境呢
[00:05:12.000 --> 00:05:14.000]  我們嘗試去追尋這兩個人的心境
[00:05:14.000 --> 00:05:16.000]  這兩個人的心境
[00:05:16.000 --> 00:05:17.000]  聖經告訴我們
[00:05:17.000 --> 00:05:19.000]  他們走的時候
[00:05:19.000 --> 00:05:22.000]  他們互相去討論
[00:05:22.000 --> 00:05:25.000]  說在耶路撒冷所發生的事情
[00:05:25.000 --> 00:05:29.000]  然後他們去回顧
[00:05:29.000 --> 00:05:31.000]  也沒有什麼特別
[00:05:31.000 --> 00:05:33.000]  可能發生了什麼事情呢
[00:05:33.000 --> 00:05:35.000]  在耶路撒冷當時來說
[00:05:35.000 --> 00:05:37.000]  大家都知道一件很大的事情
[00:05:37.000 --> 00:05:40.000]  尤其是這兩個跟隨耶穌的門徒
[00:05:40.000 --> 00:05:43.000]  當然知道在三天前
[00:05:43.000 --> 00:05:46.000]  耶穌是釘死在十字架上
[00:05:46.000 --> 00:05:49.000]  他們所跟隨了三年的老師
[00:05:49.000 --> 00:05:52.000]  死了
[00:05:52.000 --> 00:05:58.000]  而且是死在羅馬帝國的官員的手裡
[00:05:58.000 --> 00:06:04.000]  再加上反對基督教信仰的猶太教領袖
[00:06:04.000 --> 00:06:07.000]  所以他們的態度
[00:06:07.000 --> 00:06:09.000]  是一種很深的恐懼
[00:06:09.000 --> 00:06:12.000]  如果老師也被人殺了
[00:06:12.000 --> 00:06:14.000]  他們這些跟隨耶穌的人
[00:06:14.000 --> 00:06:16.000]  當然也不好過
[00:06:16.000 --> 00:06:18.000]  也是很危險
[00:06:18.000 --> 00:06:20.000]  所以他們是恐懼
[00:06:20.000 --> 00:06:22.000]  不過我相信他們除了恐懼之外
[00:06:22.000 --> 00:06:26.000]  心裡有一種很深的難過
[00:06:26.000 --> 00:06:29.000]  因為聖經告訴我們
[00:06:29.000 --> 00:06:33.000]  其中有一個叫格劉巴
[00:06:33.000 --> 00:06:34.000]  剛才我們提過了
[00:06:34.000 --> 00:06:36.000]  這個名字你可能沒聽過
[00:06:36.000 --> 00:06:39.000]  沒錯,聖經裡面很少出現
[00:06:39.000 --> 00:06:43.000]  英文就將它譯作Cleopas
[00:06:43.000 --> 00:06:45.000]  Cleopas這個字
[00:06:45.000 --> 00:06:47.000]  有些學者就追尋這個字
[00:06:47.000 --> 00:06:51.000]  在聖經裡面究竟還有沒有提過它呢
[00:06:51.000 --> 00:06:53.000]  原來很多學者認為
[00:06:53.000 --> 00:06:56.000]  在約翰福音十九章二十五節
[00:06:56.000 --> 00:07:00.000]  那裡記載到當耶穌釘十字架的時候
[00:07:00.000 --> 00:07:03.000]  有些人在十字架下面
[00:07:03.000 --> 00:07:04.000]  當然很難過
[00:07:04.000 --> 00:07:05.000]  跟隨耶穌的人
[00:07:05.000 --> 00:07:07.000]  有兩位叫瑪利亞
[00:07:07.000 --> 00:07:09.000]  其中一個瑪利亞的老公
[00:07:09.000 --> 00:07:10.000]  一個丈夫
[00:07:10.000 --> 00:07:13.000]  就叫做Cleopas
[00:07:13.000 --> 00:07:15.000]  Cleopas這個字
