
[00:00:00.000 --> 00:00:06.000]  何俊仁議員
[00:00:30.000 --> 00:00:38.000]  主持人:污鬼來了人的身,到無水之地,過來過去,尋找可安歇之處,卻尋不著。
[00:00:38.000 --> 00:00:47.000]  主持人:這個說到過來過去,如果你想起,就想起彼得前書提到,那仇敵魔鬼是怎樣?
[00:00:47.000 --> 00:00:51.000]  主持人:天地遊行,尋找可吞吃的人,是不是?
[00:00:51.000 --> 00:00:56.000]  主持人:走來走去的,先解釋下魔鬼的來源是什麼呢?
[00:00:56.000 --> 00:01:00.000]  主持人:魔鬼是怎樣來的呢?神有沒有創造魔鬼呢?
[00:01:00.000 --> 00:01:08.000]  主持人:先解釋一下,上帝沒有創造魔鬼,正如神沒有創造罪人出來。
[00:01:08.000 --> 00:01:17.000]  主持人:神創造的是人,有靈的活人,神創造的是在他面前蒙恩的,神看事美好的人。
[00:01:17.000 --> 00:01:23.000]  主持人:但是當人犯罪軟弱,離開上帝,叛逆的時候,我們就成為了罪人。
[00:01:23.000 --> 00:01:27.000]  主持人:神沒有造罪人,神造的是甚好的人。
[00:01:27.000 --> 00:01:33.000]  主持人:同樣地,上帝沒有造魔鬼撒旦,魔鬼撒旦從何而來呢?
[00:01:33.000 --> 00:01:41.000]  主持人:他本來是天使,但是叛逆上帝,就好像人類一樣,要離開上帝,抗拒上帝的時候,就變成了魔鬼撒旦。
[00:01:41.000 --> 00:01:48.000]  主持人:所以今天先講一個重要的信息,大家清楚明白,人死了之後就不會變成一隻隻鬼。
[00:01:48.000 --> 00:01:58.000]  主持人:有時候我們會有一個想法,墳場有很多鬼,殯儀館應該有很多鬼,因為那裡有很多人死了。
[00:01:58.000 --> 00:02:13.000]  主持人:這個並不是這樣的,人死了之後有兩個地方可以去的,一個是有上帝的地方,我們叫他做天堂,一個是沒有上帝的地方,我們叫他做地獄。
[00:02:13.000 --> 00:02:21.000]  主持人:這個名字本身也是我們借用回來的,譬如地獄這個字是佛教用語翻譯出來的。
[00:02:21.000 --> 00:02:30.000]  主持人:但是其實譬如聖經的用語是Jahanna,但是我們不知道怎麼翻譯,不同觀念,不是有牛頭馬面的。
[00:02:30.000 --> 00:02:38.000]  主持人:重點是那裡是沒有上帝,上帝不在那裡,因為那裡是魔鬼撒旦,罪人在那裡的地方。
[00:02:38.000 --> 00:02:46.000]  主持人:所以我們人死了之後不是變成鬼魂走來走去,通街走,不是這樣的。
[00:02:46.000 --> 00:02:58.000]  主持人:要麼回到天府那裡,當我們認識主,得著救恩,我們回到神的身邊,要麼我們沒有認識到主,我們不選擇跟隨祂,神沒有監我們去跟隨祂。
[00:02:58.000 --> 00:03:05.000]  主持人:於是在那裡的地方,沒有神的地方,我們可以叫祂做地獄,那個地方沒有神的。
[00:03:05.000 --> 00:03:14.000]  主持人:那些鬼是怎麼來的呢?就是剛才說過的墮落的天使,他就成為了魔鬼撒旦。
[00:03:14.000 --> 00:03:22.000]  主持人:魔鬼撒旦,但是我們見到那些鬼又好像是祖先,又好像是死了的人。
[00:03:22.000 --> 00:03:35.000]  主持人:我解釋幾樣東西,因為惡者可以裝扮成為不同的形態、形式,用你明白、用你恐懼、用你懼怕的形式向你出現。
[00:03:35.000 --> 00:03:39.000]  主持人:他向你出現的時候,要嚇得到你才行。
[00:03:39.000 --> 00:03:45.000]  主持人:如果你完全不為意的話,嚇不到你,他用的方法就是浪費力氣,明白嗎?
[00:03:45.000 --> 00:03:49.000]  主持人:魔鬼撒旦很聰明,他不會做一些浪費力氣的事情,什麼意思呢?
[00:03:49.000 --> 00:03:53.000]  主持人:你發不發覺那些鬼佬的鬼跟中國人的鬼不一樣呢?
[00:03:53.000 --> 00:03:55.000]  主持人:有沒有這樣想過呢?
[00:03:55.000 --> 00:04:00.000]  主持人:看電影也好,聽人描述也好,不是說看電影固然是,但是聽人描述也是。
[00:04:00.000 --> 00:04:03.000]  主持人:中國人的鬼,女鬼比較多,你這樣感覺到嗎?
[00:04:03.000 --> 00:04:10.000]  主持人:鬼佬的鬼多數是男鬼,殭屍還是帥哥,鬼的模式也不同。
[00:04:10.000 --> 00:04:20.000]  主持人:他按照著你能夠,既然是惡者,魔鬼撒旦裝扮出來的話,當然要裝扮到你認得到他的樣子。
[00:04:20.000 --> 00:04:23.000]  主持人:裝扮到你認得到他的樣子是沒有意思的。
[00:04:23.000 --> 00:04:26.000]  主持人:在這裡解釋一下,怎樣才算明白與不明白呢?
[00:04:26.000 --> 00:04:30.000]  主持人:我小時候,其實也不是很小,中學的時候,
[00:04:30.000 --> 00:04:37.000]  主持人:別人帶過我去一次,邀請我去參加他玩神打的聚會。
[00:04:37.000 --> 00:04:44.000]  主持人:其實也挺害怕的,去一次我以後也不敢去,那時候我是中學生。
[00:04:44.000 --> 00:04:50.000]  主持人:那個人說他自己刀槍不入,有個壇在那裡,在那裡搖晃晃。
[00:04:50.000 --> 00:04:57.000]  主持人:搖晃晃完之後,我問他,不是我問,是我的朋友問,
[00:04:57.000 --> 00:05:05.000]  主持人:突然出現了誰會上身,他說不知道的,到時你就知道,但是你不知道。
[00:05:05.000 --> 00:05:08.000]  主持人:那天我看到的情景是怎樣呢?
[00:05:08.000 --> 00:05:14.000]  主持人:他的動態是搖晃晃晃的,所以我們知道他是誰嗎?
[00:05:14.000 --> 00:05:17.000]  主持人:孫悟空吧?
[00:05:17.000 --> 00:05:21.000]  主持人:其實一看就知道了,他的形態變成這樣。
[00:05:21.000 --> 00:05:26.000]  主持人:他的刀來劈來劈去是OK的,但其實我也不太敢看。
[00:05:26.000 --> 00:05:33.000]  主持人:這個後來我才想起,那天害怕到不得了,所以沒有想那麼多。
[00:05:33.000 --> 00:05:39.000]  主持人:後來我一年多長大了,不太害怕的時候才想起,孫悟空是小說人物。
[00:05:39.000 --> 00:05:46.000]  主持人:《曹雪琴正書內庵》還是那個,我忘記了,正正是吳承恩,其中一個作的。
[00:05:46.000 --> 00:05:49.000]  主持人:這個作出來的,不是死了變了,你明白嗎?
[00:05:49.000 --> 00:05:54.000]  主持人:《關公》也說什麼死了變成上身。
[00:05:54.000 --> 00:05:59.000]  主持人:孫悟空作出來的,為什麼會上身呢?真是想不明白。
[00:05:59.000 --> 00:06:02.000]  主持人:那Q太郎和叮噹行不行?
[00:06:02.000 --> 00:06:08.000]  主持人:作出來的話會上身,作者又上不上身呢?
[00:06:08.000 --> 00:06:13.000]  主持人:我想說,重點是什麼呢?
[00:06:13.000 --> 00:06:20.000]  主持人:重點是他用你能夠明白的形態模式向你表示。
[00:06:20.000 --> 00:06:24.000]  主持人:如果你那樣東西不明白,譬如向一個外國人弄孫悟空出來,
[00:06:24.000 --> 00:06:28.000]  主持人:他會拗頭,不知道你做什麼,看到你拗頭他就拗頭。
[00:06:28.000 --> 00:06:35.000]  主持人:所以惡者是用你能夠明白的形式向你顯示。
[00:06:35.000 --> 00:06:39.000]  主持人:也通常來說,有些原因在當中。
[00:06:39.000 --> 00:06:47.000]  主持人:魔鬼撒旦的目標,惡者遍地遊行,尋找可吞吃的人。
[00:06:47.000 --> 00:07:00.000]  主持人:讓那些人離開上帝,拒絕救恩,被他所控制,被他所奴役所克制。
[00:07:00.000 --> 00:07:04.000]  主持人:這就是魔鬼撒旦的目標和動機。
[00:07:04.000 --> 00:07:08.000]  主持人:所以在這樣的時候,他有時可能會給一些甜頭好處你,
[00:07:08.000 --> 00:07:12.000]  主持人:正如剛才我那個朋友,他自己覺得自己很威風,
[00:07:12.000 --> 00:07:18.000]  主持人:招呼他的朋友,即是我這些來看他,覺得很架勢,還叫我們多來幾次。
[00:07:18.000 --> 00:07:24.000]  主持人:他覺得自己有特別的能力,與別不同,特別聰明。
[00:07:24.000 --> 00:07:32.000]  主持人:後來這個朋友沒有再交往,但我的意思是,他覺得自己很聰明,給你一些甜頭。
[00:07:32.000 --> 00:07:39.000]  主持人:但其實後來你就成為魔鬼撒旦所掌管的,所掌控的。
[00:07:39.000 --> 00:07:46.000]  主持人:在這裡再說一件事情,魔鬼撒旦其實並不能夠隨便走進人的心裏面。
[00:07:46.000 --> 00:07:51.000]  主持人:如果是這麼厲害的話,不就四處被他控制住了嗎?
[00:07:51.000 --> 00:07:59.000]  主持人:不是的,神是掌管著大自然與超自然的規律。
[00:07:59.000 --> 00:08:07.000]  主持人:規律是什麼呢?我們是上帝所創造的,我們是有靈的活人。
[00:08:07.000 --> 00:08:13.000]  主持人:縱然我們是軟弱犯罪,我們仍然是可以幫助自己去謹守的。
[00:08:13.000 --> 00:08:18.000]  主持人:神是給我們這樣的能力,如果我們不開放我們的心靈的話,
[00:08:18.000 --> 00:08:22.000]  主持人:魔鬼撒旦不可以走進你的心裏面,正如聖經所提,
[00:08:22.000 --> 00:08:31.000]  主持人:那些魔鬼撒旦尋找可安歇之處,是因為他打掃乾淨,空閒了,才可以進去的。
[00:08:31.000 --> 00:08:39.000]  主持人:空閒了在當中,待會我再解釋給你聽,空閒在當中,所以才可以進入其中。
[00:08:39.000 --> 00:08:45.000]  主持人:若那個人不開放他的心靈,讓魔鬼撒旦進入,魔鬼撒旦是不能夠進入。
[00:08:45.000 --> 00:08:51.000]  主持人:是人主動地打開他的心,讓魔鬼撒旦進入,魔鬼撒旦才能夠進入。
[00:08:51.000 --> 00:09:00.000]  主持人:所以你也不需要怕,會不會去到墳場撞邪,魔鬼撒旦進入心裏面,不會的。
[00:09:00.000 --> 00:09:16.000]  主持人:那個人本身是做了交鬼通靈的事情,例如養鬼仔,種生機,玩碟仙,手指仙,腳趾仙,筆仙那些。
[00:09:16.000 --> 00:09:32.000]  主持人:跟魔鬼撒旦有聯繫,就好像我剛才說的那個朋友,他要神打,請那個神上身,請邪靈上身,邪靈才能夠去到那個人生命當中,明白嗎?
[00:09:32.000 --> 00:09:39.000]  主持人:他不會周圍打開門,喜歡打開門就進來了,不是這樣的。
[00:09:39.000 --> 00:09:44.000]  主持人:因為上帝創造我們的時候,我們都有保護到自己的能力在其中。
[00:09:44.000 --> 00:09:53.000]  主持人:所以今天我們想看一件事,魔鬼撒旦遍地遊行,尋找可吞吃的人的時候,是有我們開放了自己的心靈在其中。
[00:09:53.000 --> 00:09:58.000]  主持人:他給你一些甜頭,讓你願意開放你的心靈。
[00:09:58.000 --> 00:10:06.000]  主持人:我想多說一件事情,如果那個人不願意開放的時候,魔鬼撒旦是用另一些方法。
[00:10:06.000 --> 00:10:18.000]  主持人:在這裡我可能說過一個故事,也想和你分享。很多年前我去廣州認識一位老牧師,那位老牧師很老的,已經回到天父那裡了。
