
[00:00:00.000 --> 00:00:03.020]  今天會用《已忽所書》第十六章十到二十節
[00:00:03.020 --> 00:00:06.260]  跟大家一起去思考上帝的說話
[00:00:06.260 --> 00:00:09.220]  第一節是整段經文裏面的第一節
[00:00:09.220 --> 00:00:12.000]  也可以說是一個主題句
[00:00:12.000 --> 00:00:14.320]  差不多是最重要的一節
[00:00:14.320 --> 00:00:16.560]  當然裏面每一句都很重要
[00:00:16.560 --> 00:00:18.600]  但這個是整個的綱領
[00:00:18.600 --> 00:00:20.260]  我們首先讀了它
[00:00:20.260 --> 00:00:22.760]  並且讀的時候你的預算要什麼
[00:00:22.760 --> 00:00:24.820]  背了它你應該知道了
[00:00:24.820 --> 00:00:26.020]  因為這個是金句
[00:00:26.020 --> 00:00:28.020]  我們一起讀一次 預備起
[00:00:28.020 --> 00:00:32.300]  最後 你們要倚靠主的大能大力
[00:00:32.300 --> 00:00:35.000]  在他裏面剛強起
[00:00:35.000 --> 00:00:36.460]  你見到綠色那兩個字
[00:00:36.460 --> 00:00:38.860]  一個是易做 要倚靠主的
[00:00:38.860 --> 00:00:40.060]  一個在他裏面
[00:00:40.060 --> 00:00:42.500]  在原文或者我們用英文容易些說
[00:00:42.500 --> 00:00:44.920]  這個在英文裏面就是In Christ
[00:00:44.920 --> 00:00:47.520]  或者我們用中文說就是在基督裏
[00:00:47.520 --> 00:00:49.100]  其實在保羅書信裏面
[00:00:49.100 --> 00:00:50.800]  特別是《已忽所書》 《肥納比書》
[00:00:50.800 --> 00:00:53.200]  經常都有在基督裏這個字
[00:00:53.200 --> 00:00:54.400]  不過有不同的形法
[00:00:54.400 --> 00:00:56.520]  有時候直接說是在基督裏
[00:00:56.520 --> 00:00:57.600]  就是在他裏面
[00:00:57.600 --> 00:00:59.960]  有時候就易做 靠著主
[00:00:59.960 --> 00:01:01.660]  倚靠主常常喜樂 記不記得
[00:01:01.660 --> 00:01:03.460]  然後有時候直著主
[00:01:03.460 --> 00:01:05.460]  無論怎樣譯法都好
[00:01:05.460 --> 00:01:08.060]  大概的意思就是你在神裏面的時候
[00:01:08.060 --> 00:01:09.460]  這段經文告訴我們
[00:01:09.460 --> 00:01:11.460]  就能夠剛強起來
[00:01:11.460 --> 00:01:13.660]  剛強的相反是什麼
[00:01:13.660 --> 00:01:14.560]  軟弱
[00:01:14.560 --> 00:01:15.860]  起來的相反
[00:01:15.860 --> 00:01:17.220]  其實起來是一個進行式
[00:01:17.220 --> 00:01:19.760]  它是說我們能夠持續的剛強
[00:01:19.760 --> 00:01:23.360]  有時候我們在信仰上都會軟弱
[00:01:23.360 --> 00:01:25.260]  甚至持續的軟弱
[00:01:25.260 --> 00:01:26.260]  甚至跌倒
[00:01:26.260 --> 00:01:28.960]  但是它告訴我們一個很重要的訊息
[00:01:28.960 --> 00:01:30.960]  原來我們是能夠剛強
[00:01:30.960 --> 00:01:32.960]  特別是剛強這個字是一個被動式
[00:01:32.960 --> 00:01:35.560]  即是說不是靠我們自己可以站得穩的
[00:01:35.560 --> 00:01:36.560]  那是靠什麼呢
[00:01:36.560 --> 00:01:37.560]  這裏很清楚
[00:01:37.560 --> 00:01:38.960]  紅色中間有四個字
[00:01:38.960 --> 00:01:39.960]  我們一起大聲讀
[00:01:39.960 --> 00:01:40.960]  預備起
[00:01:40.960 --> 00:01:42.460]  大能大力
[00:01:42.460 --> 00:01:44.760]  很明顯不夠能不夠力
[00:01:44.760 --> 00:01:45.660]  是不是
[00:01:45.660 --> 00:01:47.860]  請你再要大聲一點
[00:01:47.860 --> 00:01:48.760]  加上動作
[00:01:48.760 --> 00:01:49.860]  我們用一個這樣的手勢
[00:01:49.860 --> 00:01:51.360]  再兩次就剛剛好了
[00:01:51.360 --> 00:01:52.560]  預備起
[00:01:52.560 --> 00:01:54.160]  大能大力
[00:01:54.160 --> 00:01:55.760]  你是不是覺得有力很多
[00:01:55.760 --> 00:01:56.760]  是的
[00:01:56.760 --> 00:01:59.760]  這個大能大力不是在說我們的大能大力
[00:01:59.760 --> 00:02:02.660]  這個大能大力在以弗所書的第一章已經出現
[00:02:02.660 --> 00:02:04.860]  它是在說耶穌基督的復活
[00:02:04.860 --> 00:02:05.760]  所以我告訴你
[00:02:05.760 --> 00:02:07.360]  今天其實我們信了耶穌之後
[00:02:07.360 --> 00:02:10.660]  我們不單止有神寶貴的兒女的身份
[00:02:10.660 --> 00:02:13.960]  更加是神呼召我們
[00:02:13.960 --> 00:02:16.160]  進入了天國的精兵
[00:02:16.160 --> 00:02:17.860]  這個軍隊的隊伍裏面
[00:02:17.860 --> 00:02:20.660]  然後我們是靠著他的大能大力
[00:02:20.660 --> 00:02:22.360]  可以剛強起來
[00:02:22.360 --> 00:02:23.560]  可以站得穩
[00:02:23.560 --> 00:02:24.360]  所以
[00:02:24.360 --> 00:02:27.560]  領姐妹,今天我們一起思考
[00:02:27.560 --> 00:02:31.160]  究竟我們怎樣在神的軍隊裏面
[00:02:31.160 --> 00:02:32.960]  究竟我們身份要做些什麼
[00:02:32.960 --> 00:02:35.160]  我們怎樣去做呢
[00:02:35.160 --> 00:02:37.760]  經文的第一個重點
[00:02:37.760 --> 00:02:39.260]  作主精兵剛強站穩
[00:02:39.260 --> 00:02:40.460]  原來他在說
[00:02:40.460 --> 00:02:41.660]  我們信了耶穌之後
[00:02:41.660 --> 00:02:43.160]  我們就無可避免
[00:02:43.160 --> 00:02:46.760]  或者我們已經處身在一個屬靈真戰的場景
[00:02:46.760 --> 00:02:49.560]  不過我們較為少說這件事
[00:02:49.560 --> 00:02:50.660]  我們今天看一看
[00:02:50.660 --> 00:02:53.360]  究竟屬靈真戰是一個什麼樣的狀況呢
[00:02:53.360 --> 00:02:56.360]  我們用啟英的方式讀頭三節的經文
[00:02:56.360 --> 00:02:57.560]  藍色的字我們一起讀
[00:02:57.560 --> 00:02:58.360]  白色的字我讀
[00:02:58.360 --> 00:02:59.660]  預備起
[00:02:59.660 --> 00:03:03.460]  要穿上神所賜的全副盔甲
[00:03:03.460 --> 00:03:07.660]  好讓你們能夠抵抗魔鬼的圈套
[00:03:07.660 --> 00:03:09.760]  得以站立得穩
[00:03:09.760 --> 00:03:13.160]  因為我們真戰的不是有血有肉的人
[00:03:13.160 --> 00:03:15.460]  而是那些執政的掌權的
[00:03:15.460 --> 00:03:17.160]  管轄這黑暗世界的
[00:03:17.160 --> 00:03:19.160]  以及天上的邪靈
[00:03:19.160 --> 00:03:23.760]  因此穿上神所賜的全副盔甲
[00:03:23.760 --> 00:03:28.760]  好讓你們在邪惡的日子能夠站立得住
[00:03:28.760 --> 00:03:31.760]  並且在成就一切之後
[00:03:31.760 --> 00:03:33.760]  仍能站立得穩
[00:03:33.760 --> 00:03:35.060]  經文很清楚
[00:03:35.060 --> 00:03:36.060]  十一、十三節
[00:03:36.060 --> 00:03:37.260]  黃色的字你見到
[00:03:37.260 --> 00:03:40.560]  它說你要穿上神所賜的全副盔甲
[00:03:40.560 --> 00:03:42.060]  如果我們還教會很多時候
[00:03:42.060 --> 00:03:43.360]  近時都是讀和合本的
[00:03:43.360 --> 00:03:44.360]  背和合本的
[00:03:44.360 --> 00:03:47.760]  全副盔甲近時就譯作全副軍裝
[00:03:47.760 --> 00:03:49.360]  其實是同一件事
[00:03:49.360 --> 00:03:50.160]  今天講到裡面
[00:03:50.160 --> 00:03:52.760]  我有時候也會混亂一起用
[00:03:52.760 --> 00:03:53.460]  無論如何
[00:03:53.460 --> 00:03:54.660]  你會看得很清楚
[00:03:54.660 --> 00:03:55.760]  第一,綠色的字告訴你
[00:03:55.760 --> 00:03:56.660]  穿起這件衣服
[00:03:56.660 --> 00:03:59.660]  就是因為你這樣才能站立得穩
[00:03:59.660 --> 00:04:00.760]  一會兒再解釋
