
[00:00:00.000 --> 00:00:02.000]  今天早上的題目是
[00:00:02.000 --> 00:00:04.000]  二馬五思路上
[00:00:04.000 --> 00:00:07.000]  我們很多人都沒有去到二馬五思
[00:00:07.000 --> 00:00:10.000]  也沒有走過這條路
[00:00:10.000 --> 00:00:13.000]  但或許在我們生命的歷程當中
[00:00:13.000 --> 00:00:16.000]  有些人會經歷過
[00:00:16.000 --> 00:00:20.000]  二馬五思路上
[00:00:20.000 --> 00:00:22.000]  整個經歷
[00:00:22.000 --> 00:00:24.000]  二馬五思路上
[00:00:24.000 --> 00:00:26.000]  最初是一個很失望
[00:00:26.000 --> 00:00:28.000]  很絕望
[00:00:28.000 --> 00:00:33.000]  很沮喪的心情
[00:00:33.000 --> 00:00:35.000]  去走這條路
[00:00:35.000 --> 00:00:37.000]  到最後
[00:00:37.000 --> 00:00:39.000]  叮
[00:00:39.000 --> 00:00:41.000]  遇見主
[00:00:41.000 --> 00:00:43.000]  遇見主
[00:00:43.000 --> 00:00:45.000]  都還不認得耶穌
[00:00:45.000 --> 00:00:48.000]  一路講一路走
[00:00:48.000 --> 00:00:52.000]  到主耶穌和他擦餅
[00:00:52.000 --> 00:00:56.000]  突然醒來
[00:00:56.000 --> 00:01:00.000]  因為耶穌認得
[00:01:00.000 --> 00:01:05.000]  其實這正是代表我們人生有不同的歷程
[00:01:05.000 --> 00:01:08.000]  都會經歷一些事情
[00:01:08.000 --> 00:01:10.000]  我們真的會認不到耶穌
[00:01:10.000 --> 00:01:12.000]  因為在我們的沮喪
[00:01:12.000 --> 00:01:15.000]  我們失望絕望的過程當中
[00:01:15.000 --> 00:01:18.000]  我們沒有辦法跳出來
[00:01:18.000 --> 00:01:20.000]  我在電台都聽到一個人
[00:01:20.000 --> 00:01:23.000]  他說很難得抽到很多次
[00:01:23.000 --> 00:01:25.000]  抽到居屋
[00:01:25.000 --> 00:01:27.000]  嘩
[00:01:27.000 --> 00:01:29.000]  難過中馬標
[00:01:29.000 --> 00:01:32.000]  這是舊的說法
[00:01:32.000 --> 00:01:34.000]  真的很難
[00:01:34.000 --> 00:01:37.000]  難得抽中了
[00:01:37.000 --> 00:01:41.000]  當然不會選擇一房單位
[00:01:41.000 --> 00:01:43.000]  選擇一個大一點的
[00:01:43.000 --> 00:01:45.000]  五百多呎
[00:01:45.000 --> 00:01:47.000]  很開心
[00:01:47.000 --> 00:01:51.000]  敲定了這個單位
[00:01:51.000 --> 00:01:55.000]  誰知搞完一輪手續
[00:01:55.000 --> 00:01:58.000]  要去銀行做按揭
[00:01:58.000 --> 00:02:00.000]  銀行告訴你
[00:02:00.000 --> 00:02:02.000]  不好意思
[00:02:02.000 --> 00:02:05.000]  你過不了這個壓力測試
[00:02:05.000 --> 00:02:07.000]  我們沒有辦法
[00:02:07.000 --> 00:02:09.000]  去借貸給你
[00:02:09.000 --> 00:02:12.000]  買這個居屋的單位
[00:02:12.000 --> 00:02:15.000]  所以那個聽眾就跟房署說
[00:02:15.000 --> 00:02:19.000]  我不要這個大單位
[00:02:19.000 --> 00:02:21.000]  換個小的可以嗎
[00:02:21.000 --> 00:02:23.000]  房署說不好意思
[00:02:23.000 --> 00:02:27.000]  單位已經被人認購了
[00:02:27.000 --> 00:02:29.000]  你可能要在明年
[00:02:29.000 --> 00:02:31.000]  再重新抽籤
[00:02:31.000 --> 00:02:34.000]  看看有沒有機會再抽到居屋
[00:02:34.000 --> 00:02:36.000]  我相對這個人來說
[00:02:36.000 --> 00:02:38.000]  原本歡天喜地
[00:02:38.000 --> 00:02:40.000]  興高采烈
[00:02:40.000 --> 00:02:43.000]  幾乎都要大宴親朋
[00:02:43.000 --> 00:02:45.000]  難得抽到居屋
[00:02:45.000 --> 00:02:48.000]  還選擇了一個大的單位
[00:02:48.000 --> 00:02:52.000]  誰知沒有醒覺
[00:02:52.000 --> 00:02:56.000]  沒有留意要過壓力測試
[00:02:56.000 --> 00:02:59.000]  我也不知道什麼叫壓力測試
[00:02:59.000 --> 00:03:02.000]  銀行區有個指引
[00:03:02.000 --> 00:03:03.000]  過不了
[00:03:03.000 --> 00:03:06.000]  頓時很失望
[00:03:06.000 --> 00:03:08.000]  很沮喪
[00:03:08.000 --> 00:03:10.000]  我又記得
[00:03:10.000 --> 00:03:13.000]  有一對情侶
[00:03:13.000 --> 00:03:16.000]  做完婚前輔導
[00:03:16.000 --> 00:03:19.000]  預備結婚
[00:03:19.000 --> 00:03:21.000]  訂了酒席
[00:03:21.000 --> 00:03:26.000]  拍了結婚婚紗照
[00:03:26.000 --> 00:03:29.000]  派了帖子
[00:03:29.000 --> 00:03:37.000]  突然宣告應求婚事取消
[00:03:37.000 --> 00:03:40.000]  女方提出
[00:03:40.000 --> 00:03:44.000]  男方就硬著要吃
[00:03:44.000 --> 00:03:48.000]  那一萬多元
[00:03:48.000 --> 00:03:50.000]  都不知如何處理
[00:03:50.000 --> 00:03:52.000]  跟酒店說
[00:03:52.000 --> 00:03:54.000]  酒店說不能退
[00:03:54.000 --> 00:03:55.000]  你看看有什麼機會
[00:03:55.000 --> 00:03:59.000]  你自己吃完那一萬多元
[00:03:59.000 --> 00:04:02.000]  婚戒又買了又送了
[00:04:02.000 --> 00:04:04.000]  帖子又派了出去
[00:04:04.000 --> 00:04:06.000]  突然間女方
[00:04:06.000 --> 00:04:09.000]  有些事私隱不說
[00:04:09.000 --> 00:04:12.000]  說不結婚
[00:04:12.000 --> 00:04:15.000]  告吹
[00:04:15.000 --> 00:04:19.000]  我相信對新郎哥
[00:04:19.000 --> 00:04:20.000]  準新郎哥來說
[00:04:20.000 --> 00:04:23.000]  是一件很大的打擊
[00:04:23.000 --> 00:04:27.000]  如何向鄉親父老交代
[00:04:27.000 --> 00:04:29.000]  派了帖子
[00:04:29.000 --> 00:04:31.000]  還說在沙田某酒店
[00:04:31.000 --> 00:04:36.000]  擺自助餐來慶祝婚宴
[00:04:36.000 --> 00:04:38.000]  突然間女方早幾天
[00:04:38.000 --> 00:04:42.000]  跟他說不結婚
[00:04:42.000 --> 00:04:45.000]  抗議
[00:04:45.000 --> 00:04:47.000]  我相信對這位男士來說
[00:04:47.000 --> 00:04:50.000]  都是很大的打擊
[00:04:50.000 --> 00:04:52.000]  他是基督徒
[00:04:52.000 --> 00:04:53.000]  女方也是基督徒
[00:04:53.000 --> 00:04:55.000]  他有一些私隱
[00:04:55.000 --> 00:04:57.000]  我也不知道是不是恩怨
[00:04:57.000 --> 00:05:03.000]  突然間女方提出不結婚
[00:05:03.000 --> 00:05:06.000]  二萬五司路上
[00:05:06.000 --> 00:05:08.000]  代表這些人
[00:05:08.000 --> 00:05:11.000]  在一個很大的期望當中
[00:05:11.000 --> 00:05:14.000]  很大的開心
[00:05:14.000 --> 00:05:16.000]  慶祝之餘
[00:05:16.000 --> 00:05:19.000]  突然間急煞車
[00:05:19.000 --> 00:05:21.000]  嘭一聲
[00:05:21.000 --> 00:05:24.000]  跌落萬丈深淵
[00:05:24.000 --> 00:05:26.000]  在深淵裡
[00:05:26.000 --> 00:05:29.000]  不知如何爬上來
[00:05:29.000 --> 00:05:31.000]  二萬五司路上
[00:05:31.000 --> 00:05:33.000]  那兩個門徒
[00:05:33.000 --> 00:05:36.000]  帶著這樣的心情
[00:05:36.000 --> 00:05:38.000]  離開耶路撒冷
[00:05:38.000 --> 00:05:41.000]  去到那條村莊叫二萬五司
[00:05:41.000 --> 00:05:43.000]  在路上
[00:05:43.000 --> 00:05:46.000]  他們的心情表現
[00:05:46.000 --> 00:05:49.000]  所以聖經如何去形容呢?
[00:05:49.000 --> 00:05:53.000]  形容他們彼此談論
[00:05:53.000 --> 00:05:56.000]  在耶路撒冷發生的事
[00:05:56.000 --> 00:05:57.000]  是一回甚麼事
[00:05:57.000 --> 00:06:00.000]  在談論的過程當中
[00:06:00.000 --> 00:06:02.000]  或議論的過程當中
[00:06:02.000 --> 00:06:04.000]  耶穌親自
[00:06:04.000 --> 00:06:06.000]  祂沒有呼求耶穌
[00:06:06.000 --> 00:06:10.000]  是耶穌自己親自介入
[00:06:10.000 --> 00:06:12.000]  介入在他們當中
[00:06:12.000 --> 00:06:13.000]  聖經就說
[00:06:13.000 --> 00:06:17.000]  和他們同行
[00:06:17.000 --> 00:06:18.000]  遲些就知道
[00:06:18.000 --> 00:06:21.000]  耶穌和他們同住
[00:06:21.000 --> 00:06:22.000]  同住了一天
[00:06:22.000 --> 00:06:24.000]  探望他們
[00:06:24.000 --> 00:06:25.000]  進入他們的家
[00:06:25.000 --> 00:06:27.000]  同食
[00:06:27.000 --> 00:06:30.000]  一起守聖餐或抹餅
[00:06:30.000 --> 00:06:33.000]  有三個同的
[00:06:33.000 --> 00:06:36.000]  一路陪著他們
[00:06:36.000 --> 00:06:39.000]  開解他們
[00:06:39.000 --> 00:06:40.000]  你發現
[00:06:40.000 --> 00:06:42.000]  給他們機會去談論
[00:06:42.000 --> 00:06:44.000]  到底是遇到甚麼事
[00:06:44.000 --> 00:06:48.000]  當然那兩個人眼睛模糊
[00:06:48.000 --> 00:06:51.000]  都不知為何會模糊
[00:06:51.000 --> 00:06:55.000]  這一定不是肉身上的問題
[00:06:55.000 --> 00:06:57.000]  是心情上的問題
[00:06:57.000 --> 00:06:58.000]  令他們沒辦法
[00:06:58.000 --> 00:07:02.000]  和耶穌同行
[00:07:02.000 --> 00:07:04.000]  也許這兩個門徒
[00:07:04.000 --> 00:07:08.000]  不是嫡系的弟子
[00:07:08.000 --> 00:07:09.000]  不是嫡系的
[00:07:09.000 --> 00:07:12.000]  每次都見不到耶穌
[00:07:12.000 --> 00:07:13.000]  每次見到耶穌
[00:07:13.000 --> 00:07:14.000]  都是後尾枕
[00:07:14.000 --> 00:07:16.000]  正如你見到弟兄姊妹
[00:07:16.000 --> 00:07:18.000]  你也會見到後尾枕
[00:07:18.000 --> 00:07:20.000]  後面的髮型是怎樣
[00:07:20.000 --> 00:07:22.000]  怎樣捲
[00:07:22.000 --> 00:07:24.000]  你很熟悉
[00:07:24.000 --> 00:07:25.000]  可能前面的臉
[00:07:25.000 --> 00:07:27.000]  你沒機會見到
[00:07:27.000 --> 00:07:29.000]  所以有些人跟著耶穌
[00:07:29.000 --> 00:07:30.000]  可能跟著跟著
[00:07:30.000 --> 00:07:32.000]  都是見到耶穌後尾枕
[00:07:32.000 --> 00:07:34.000]  但見到耶穌正面
[00:07:34.000 --> 00:07:36.000]  這是耶穌嗎?
[00:07:36.000 --> 00:07:38.000]  所以這兩個門徒
[00:07:38.000 --> 00:07:41.000]  就在和耶穌說
[00:07:41.000 --> 00:07:43.000]  耶路撒冷所發生的事
[00:07:43.000 --> 00:07:45.000]  彼此在談論
[00:07:45.000 --> 00:07:46.000]  耶穌不聽
[00:07:46.000 --> 00:07:47.000]  第十七節
[00:07:47.000 --> 00:07:49.000]  耶穌對他們說
[00:07:49.000 --> 00:07:51.000]  你們一邊走一邊談
[00:07:51.000 --> 00:07:53.000]  談甚麼事呢?
[00:07:53.000 --> 00:07:56.000]  他們就站著
[00:07:56.000 --> 00:07:58.000]  在談世界事
[00:07:58.000 --> 00:08:02.000]  面上戴著袖戎
[00:08:02.000 --> 00:08:04.000]  他們不是在談新聞
[00:08:04.000 --> 00:08:06.000]  不是在談時事
[00:08:06.000 --> 00:08:08.000]  不是在談那場球賽
[00:08:08.000 --> 00:08:10.000]  輸贏
[00:08:10.000 --> 00:08:14.000]  是在談一件他們很關心的事
[00:08:14.000 --> 00:08:20.000]  所以他們真是入心入肺
[00:08:20.000 --> 00:08:24.000]  臉上戴著袖戎
[00:08:24.000 --> 00:08:26.000]  揭曉其中一個門徒的名字
[00:08:26.000 --> 00:08:28.000]  叫格劉巴
[00:08:28.000 --> 00:08:30.000]  他就跟耶穌說
[00:08:30.000 --> 00:08:35.000]  看樣子你都不像是耶路撒冷的居民
[00:08:35.000 --> 00:08:36.000]  你現在路過了
[00:08:36.000 --> 00:08:38.000]  你是旅客
[00:08:38.000 --> 00:08:39.000]  可能你根本不知道
[00:08:39.000 --> 00:08:42.000]  最近這幾天發生了甚麼事
[00:08:42.000 --> 00:08:45.000]  耶穌就對他們說
[00:08:45.000 --> 00:08:47.000]  發生了甚麼事?
[00:08:47.000 --> 00:08:51.000]  耶穌引導他們
[00:08:51.000 --> 00:08:57.000]  給他們機會表達內心的困惑
[00:08:57.000 --> 00:08:59.000]  內心的失望
[00:08:59.000 --> 00:09:02.000]  甚至是絕望的事情
[00:09:02.000 --> 00:09:04.000]  所以在馬五思路上
[00:09:04.000 --> 00:09:07.000]  你不要隨便走上去
[00:09:07.000 --> 00:09:10.000]  代表你真的進入了一個很絕望
[00:09:10.000 --> 00:09:12.000]  很哀愁
[00:09:12.000 --> 00:09:16.000]  一個很痛苦的經歷
[00:09:16.000 --> 00:09:21.000]  當時這兩個門徒就說
[00:09:21.000 --> 00:09:27.000]  就是拿撒勒人耶穌的事
[00:09:27.000 --> 00:09:29.000]  你沒聽過嗎?
[00:09:29.000 --> 00:09:32.000]  透過這兩個門徒所說的
[00:09:32.000 --> 00:09:34.000]  他們對耶穌的認知
[00:09:34.000 --> 00:09:36.000]  是百分之一百準確的
[00:09:36.000 --> 00:09:38.000]  如何準確呢?
[00:09:38.000 --> 00:09:40.000]  他們是先知
[00:09:40.000 --> 00:09:43.000]  也是在上帝和眾百姓面前
[00:09:43.000 --> 00:09:47.000]  說話、行事大有能力
[00:09:47.000 --> 00:09:52.000]  即是說道很有能力、很有power
[00:09:52.000 --> 00:09:56.000]  行的神蹟很有能力
[00:09:56.000 --> 00:09:58.000]  治好病人
[00:09:58.000 --> 00:10:00.000]  能夠趕鬼
[00:10:00.000 --> 00:10:02.000]  很多東西
[00:10:02.000 --> 00:10:04.000]  祭司掌門和我們的長官
[00:10:04.000 --> 00:10:07.000]  就要把他們戒去
[00:10:07.000 --> 00:10:09.000]  即是拘捕他們
[00:10:09.000 --> 00:10:11.000]  定了死罪
[00:10:11.000 --> 00:10:14.000]  釘在十字架上
[00:10:14.000 --> 00:10:16.000]  所以我們發現
[00:10:16.000 --> 00:10:19.000]  這裡就沒有了
[00:10:19.000 --> 00:10:22.000]  甚至是對耶穌所認識
[00:10:22.000 --> 00:10:24.000]  我們素來所盼望
[00:10:24.000 --> 00:10:26.000]  也要救贖以色列民的
[00:10:26.000 --> 00:10:27.000]  就是祂
[00:10:27.000 --> 00:10:32.000]  祂就是唯一所盼望的彌賽亞
[00:10:32.000 --> 00:10:34.000]  不但如此
[00:10:34.000 --> 00:10:37.000]  說釘十字架的事
[00:10:37.000 --> 00:10:39.000]  事件發生到現在
[00:10:39.000 --> 00:10:41.000]  已經三天了
[00:10:41.000 --> 00:10:45.000]  猶太人覺得如果要死
[00:10:45.000 --> 00:10:48.000]  死到無法復活
[00:10:48.000 --> 00:10:50.000]  起碼三天
[00:10:50.000 --> 00:10:52.000]  即使死不透
[00:10:52.000 --> 00:10:54.000]  也會立刻復活
[00:10:54.000 --> 00:10:56.000]  三天了
[00:10:56.000 --> 00:10:58.000]  無法救了
[00:10:58.000 --> 00:11:01.000]  所以這種無法救的情況下
[00:11:01.000 --> 00:11:03.000]  你發現
[00:11:03.000 --> 00:11:05.000]  對於這兩個門徒來說
[00:11:05.000 --> 00:11:07.000]  是絕大的失望
[00:11:07.000 --> 00:11:09.000]  你發現十字架
[00:11:09.000 --> 00:11:14.000]  沒有令他們對主的愛摧毀
[00:11:14.000 --> 00:11:19.000]  十字架也沒有對主的信心摧毀
[00:11:19.000 --> 00:11:21.000]  但十字架上
[00:11:21.000 --> 00:11:23.000]  死了三天
[00:11:23.000 --> 00:11:27.000]  卻令他們對主耶穌的盼望
[00:11:27.000 --> 00:11:31.000]  彌賽亞的盼望
[00:11:31.000 --> 00:11:33.000]  毀滅
[00:11:33.000 --> 00:11:36.000]  所以你可以說
[00:11:36.000 --> 00:11:38.000]  對主的愛
[00:11:38.000 --> 00:11:40.000]  對主的信
[00:11:40.000 --> 00:11:42.000]  原來到盼望的時候
[00:11:42.000 --> 00:11:46.000]  有另一種的階段
[00:11:46.000 --> 00:11:48.000]  所以你可以說
[00:11:48.000 --> 00:11:50.000]  抽不到居屋
[00:11:50.000 --> 00:11:53.000]  還有下次機會
[00:11:53.000 --> 00:11:55.000]  還有多次機會
