
[00:00:00.000 --> 00:00:04.120]  今天我講題叫做「尚好的選擇」
[00:00:04.120 --> 00:00:06.720]  人生裏面有很多選擇
[00:00:06.720 --> 00:00:11.320]  面臨退休的日子都回顧人生裏面很多選擇
[00:00:11.320 --> 00:00:17.000]  我記得由一間私立的中學轉去一間基督教的學校
[00:00:17.000 --> 00:00:18.600]  那就信了耶穌了
[00:00:18.600 --> 00:00:22.480]  這個抉擇對我來說是非常重要的
[00:00:22.480 --> 00:00:27.200]  接著讀完書畢業就去做老師
[00:00:27.200 --> 00:00:30.200]  做了老師就放下老師的工作
[00:00:30.200 --> 00:00:31.480]  又去讀神學
[00:00:31.480 --> 00:00:34.680]  畢業之後就成為傳道目者
[00:00:34.680 --> 00:00:37.840]  有一個非常大的轉變
[00:00:37.840 --> 00:00:42.440]  接著就選擇結婚生子
[00:00:42.440 --> 00:00:44.840]  一個人就變成一家五口
[00:00:44.840 --> 00:00:47.080]  忙碌非常
[00:00:47.080 --> 00:00:49.560]  心裡煩擾很多
[00:00:49.560 --> 00:00:51.920]  這個抉擇是很重要的
[00:00:51.920 --> 00:00:53.640]  很影響我的一生
[00:00:53.880 --> 00:00:58.200]  接著就放下之前教會的工作
[00:00:58.200 --> 00:01:00.200]  一飛就飛去加拿大
[00:01:00.200 --> 00:01:02.720]  四年了
[00:01:02.720 --> 00:01:05.280]  又從頭再來
[00:01:05.280 --> 00:01:08.680]  接著四年之後又飛回香港
[00:01:08.680 --> 00:01:12.280]  進入了慈光堂這個大家庭
[00:01:12.280 --> 00:01:14.400]  轉眼就多少?
[00:01:14.400 --> 00:01:16.560]  二十年了
[00:01:16.560 --> 00:01:18.440]  二十年了
[00:01:18.440 --> 00:01:21.400]  這些抉擇都是不容易的
[00:01:21.400 --> 00:01:22.600]  很多經歷
[00:01:22.600 --> 00:01:24.880]  但是又過去了
[00:01:24.880 --> 00:01:26.440]  到現在
[00:01:26.440 --> 00:01:28.960]  又要放下服侍
[00:01:28.960 --> 00:01:32.040]  這裡的受聘同工的服侍
[00:01:32.040 --> 00:01:34.040]  又要轉去哪裡?
[00:01:34.040 --> 00:01:38.040]  轉去一個退而不休的生活
[00:01:38.040 --> 00:01:42.880]  又是面對著一個很大的抉擇
[00:01:42.880 --> 00:01:46.160]  要有好的選擇
[00:01:46.160 --> 00:01:48.680]  其實這段聖經告訴我們
[00:01:48.680 --> 00:01:52.360]  是不要忽略一個好的福分
[00:01:52.360 --> 00:01:55.680]  這個福分是我們不能忽略的
[00:01:55.680 --> 00:01:58.640]  以致我們有一個好的選擇
[00:01:58.640 --> 00:02:01.080]  這段聖經提到
[00:02:01.080 --> 00:02:03.080]  有瑪大、瑪利亞
[00:02:03.080 --> 00:02:04.840]  還有拉薩路
[00:02:04.840 --> 00:02:06.040]  這個家庭
[00:02:06.040 --> 00:02:07.960]  瑪大聖經說他
[00:02:07.960 --> 00:02:10.840]  事後的事多
[00:02:10.840 --> 00:02:14.200]  心裡很煩亂
[00:02:14.200 --> 00:02:17.320]  他就向耶穌發脾氣
[00:02:17.320 --> 00:02:20.160]  他為什麼發脾氣呢?
[00:02:20.160 --> 00:02:22.480]  我們也可以想想原因
[00:02:22.480 --> 00:02:28.640]  這個瑪大招呼了耶穌回家吃飯
[00:02:28.640 --> 00:02:30.640]  應該也會過夜了
[00:02:30.640 --> 00:02:32.640]  因為第二天還要上路
[00:02:32.640 --> 00:02:35.120]  聖經就說耶穌一個人
[00:02:35.120 --> 00:02:37.120]  但是其實
[00:02:37.120 --> 00:02:39.120]  有多少人呢?
[00:02:39.120 --> 00:02:42.080]  那些泡泡是出不來的
[00:02:42.080 --> 00:02:44.080]  其實有多少人呢?
[00:02:44.080 --> 00:02:45.080]  算一算
[00:02:45.080 --> 00:02:48.080]  耶穌背後有多少人呢?
[00:02:48.080 --> 00:02:51.080]  起碼有十二個
[00:02:51.080 --> 00:02:55.080]  然後再加上三、五個婦女跟著他
[00:02:55.080 --> 00:02:57.080]  十五、六個
[00:02:57.080 --> 00:02:59.080]  還有自己家人三、四個
[00:02:59.080 --> 00:03:02.080]  最少都要招呼的人
[00:03:02.080 --> 00:03:05.080]  這裡很多人在家裡會煮飯招呼人的
[00:03:05.080 --> 00:03:07.080]  你煮二十個人飯
[00:03:07.080 --> 00:03:10.080]  你覺得開心嗎?
[00:03:10.080 --> 00:03:16.080]  你就會明白瑪大為什麼
[00:03:16.080 --> 00:03:18.080]  事後的事多
[00:03:18.080 --> 00:03:20.080]  心裡忙亂
[00:03:20.080 --> 00:03:22.080]  所以其中一個原因
[00:03:22.080 --> 00:03:24.080]  他真的工作很多
[00:03:24.080 --> 00:03:27.080]  這是很合理的
[00:03:27.080 --> 00:03:29.080]  另外一個原因就是
[00:03:29.080 --> 00:03:31.080]  他心裡憤怒他妹妹
[00:03:31.080 --> 00:03:33.080]  因為聖經說
[00:03:33.080 --> 00:03:36.080]  他妹妹留下獨自一人在廚房工作
[00:03:36.080 --> 00:03:38.080]  這個妹妹自己跑去
[00:03:38.080 --> 00:03:40.080]  看電視
[00:03:40.080 --> 00:03:41.080]  打機
[00:03:41.080 --> 00:03:43.080]  跑去聽耶穌說話
[00:03:43.080 --> 00:03:45.080]  他獨自一個人
[00:03:45.080 --> 00:03:47.080]  心裡應該有些憤怒他妹妹
[00:03:47.080 --> 00:03:49.080]  有些比較
[00:03:49.080 --> 00:03:50.080]  當你很多事很煩
[00:03:50.080 --> 00:03:52.080]  很多事沒人幫你的時候
[00:03:52.080 --> 00:03:54.080]  加上你憤怒和比較
[00:03:54.080 --> 00:03:56.080]  是不是心裡怎麼辦?
[00:03:56.080 --> 00:03:58.080]  真的想罵隔壁那個
[00:03:58.080 --> 00:04:00.080]  罵人
[00:04:00.080 --> 00:04:02.080]  還有一個我想
[00:04:02.080 --> 00:04:05.080]  其實瑪大的心裡都很掙扎
[00:04:05.080 --> 00:04:07.080]  你猜他想不想學妹妹這樣
[00:04:07.080 --> 00:04:11.080]  不用工作然後去聽耶穌說話呢?
[00:04:11.080 --> 00:04:13.080]  大家都想
[00:04:13.080 --> 00:04:15.080]  天天靜修多好
[00:04:15.080 --> 00:04:16.080]  天天回來聚會多好
[00:04:16.080 --> 00:04:18.080]  不用工作
[00:04:18.080 --> 00:04:20.080]  所以你會想到瑪大呢
[00:04:20.080 --> 00:04:22.080]  其實心裡很掙扎
[00:04:22.080 --> 00:04:24.080]  我也很想放下
[00:04:24.080 --> 00:04:25.080]  不做
[00:04:25.080 --> 00:04:26.080]  但是如果不做
[00:04:26.080 --> 00:04:27.080]  今晚怎麼辦?
[00:04:27.080 --> 00:04:29.080]  20個人
[00:04:29.080 --> 00:04:30.080]  就怎樣?
[00:04:30.080 --> 00:04:31.080]  沒飯吃
[00:04:31.080 --> 00:04:33.080]  他當時還沒認識耶穌
[00:04:33.080 --> 00:04:35.080]  可以五餅二魚
[00:04:35.080 --> 00:04:37.080]  扔幾條魚給耶穌就搞定了
[00:04:37.080 --> 00:04:38.080]  耶穌你搞定了
[00:04:38.080 --> 00:04:40.080]  我來聽你說話
[00:04:40.080 --> 00:04:41.080]  這樣也不錯
[00:04:41.080 --> 00:04:43.080]  但是當時他又沒這樣想
[00:04:43.080 --> 00:04:44.080]  所以我們覺得
[00:04:44.080 --> 00:04:46.080]  瑪大的心呢
[00:04:46.080 --> 00:04:47.080]  其實也很掙扎
[00:04:47.080 --> 00:04:49.080]  他也不是不想放下工作
[00:04:49.080 --> 00:04:51.080]  他也想學妹妹這樣
[00:04:51.080 --> 00:04:53.080]  不過真的放下怎麼辦?
[00:04:53.080 --> 00:04:55.080]  沒飯吃
[00:04:55.080 --> 00:04:57.080]  又要生活
[00:04:57.080 --> 00:04:59.080]  所以他發脾氣
[00:04:59.080 --> 00:05:01.080]  他發什麼脾氣呢?
[00:05:01.080 --> 00:05:03.080]  大家留意他發的脾氣
[00:05:03.080 --> 00:05:05.080]  他一開始怎麼說?
[00:05:05.080 --> 00:05:06.080]  他說主啊
[00:05:06.080 --> 00:05:09.080]  我的妹妹留下我一個人服侍
[00:05:09.080 --> 00:05:11.080]  他對著耶穌
[00:05:11.080 --> 00:05:13.080]  但其實在說誰呢?
[00:05:13.080 --> 00:05:15.080]  他跟耶穌說的
[00:05:15.080 --> 00:05:17.080]  其實是在說誰呢?
[00:05:17.080 --> 00:05:19.080]  在說瑪麗亞
[00:05:19.080 --> 00:05:20.080]  有時你罵人也是
[00:05:20.080 --> 00:05:21.080]  看著別人說
[00:05:21.080 --> 00:05:23.080]  其實是在罵旁邊那個
[00:05:23.080 --> 00:05:24.080]  是不是?
[00:05:24.080 --> 00:05:26.080]  是這樣的
[00:05:26.080 --> 00:05:28.080]  他是在罵他的妹妹
[00:05:28.080 --> 00:05:29.080]  第二就說什麼?
[00:05:29.080 --> 00:05:31.080]  你不在意嗎?
[00:05:31.080 --> 00:05:33.080]  那是在說誰呢?
[00:05:33.080 --> 00:05:35.080]  就是在說耶穌
[00:05:35.080 --> 00:05:37.080]  你不關心我
[00:05:37.080 --> 00:05:39.080]  我做到在熱廚房裡
[00:05:39.080 --> 00:05:41.080]  很辛苦
[00:05:41.080 --> 00:05:43.080]  你不理我
[00:05:43.080 --> 00:05:45.080]  接著就說什麼?
[00:05:45.080 --> 00:05:49.080]  請你吩咐瑪麗亞來幫我
[00:05:49.080 --> 00:05:51.080]  這句意思是說什麼?
[00:05:51.080 --> 00:05:53.080]  當你罵人的時候
[00:05:53.080 --> 00:05:55.080]  一定有個解決方法
[00:05:55.080 --> 00:05:57.080]  快點幫我做這些事
[00:05:57.080 --> 00:05:59.080]  他連耶穌也想控制
[00:05:59.080 --> 00:06:01.080]  耶穌你快點叫妹妹來幫我
[00:06:01.080 --> 00:06:03.080]  如果這樣做
[00:06:03.080 --> 00:06:05.080]  就解決了我裡面的
[00:06:05.080 --> 00:06:07.080]  愁煩苦 苦悶
[00:06:07.080 --> 00:06:09.080]  或者是比較
