
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹,早安。
[00:00:02.000 --> 00:00:09.000]  我自己覺得很開心,因為有一位非常好的牧師做翻譯員,牧師在我旁邊。
[00:00:09.000 --> 00:00:14.000]  我覺得非常開心,因為有一位很好的講員在我們當中為我們傳講神的話語。
[00:00:14.000 --> 00:00:17.000]  這個翻譯有點不對。
[00:00:17.000 --> 00:00:20.000]  我們感謝神的恩典,有很豐富的預備。
[00:00:20.000 --> 00:00:28.000]  我小學的時候,很多時候老師很喜歡給學生有一個題目是學習作文。
[00:00:28.000 --> 00:00:33.000]  小學的時候,老師喜歡給學生們一個題目是學習作文。
[00:00:33.000 --> 00:00:38.000]  我記得你一年級的時候給的題目是我的志願。
[00:00:38.000 --> 00:00:41.000]  一年級的時候有一個題目是我的志願。
[00:00:41.000 --> 00:00:44.000]  這個是很普遍的題目,很多老師都喜歡給的。
[00:00:44.000 --> 00:00:46.000]  我的志願,你想做什麼呢?
[00:00:46.000 --> 00:00:48.000]  很好的題目,很多老師都喜歡給的。
[00:00:48.000 --> 00:00:50.000]  我的志願,你想做什麼呢?
[00:00:50.000 --> 00:00:53.000]  當時的翻譯就是100字去寫你想做什麼。
[00:00:53.000 --> 00:00:56.000]  當時就是100字,你想做什麼?
[00:00:56.000 --> 00:01:01.000]  我當時想做一個電車司機叔叔。
[00:01:01.000 --> 00:01:04.000]  我當時想,我喜歡做一個電車司機叔叔。
[00:01:04.000 --> 00:01:10.000]  我覺得這個電車司機叔叔很好,有一個這麼大的玩具,每天玩是很開心的,電車就好像玩具一樣。
[00:01:10.000 --> 00:01:15.000]  我覺得這麼大的電車,這麼大的一個玩具,每天玩是非常開心的。
[00:01:15.000 --> 00:01:18.000]  當時我媽媽,其實我媽媽坐在前面,我阿姨坐在前面。
[00:01:18.000 --> 00:01:22.000]  當時我母親,我媽媽在前面。
[00:01:22.000 --> 00:01:26.000]  看著我,她的樣子有些不太滿意。
[00:01:26.000 --> 00:01:28.000]  她看著我的樣子有一些不滿意。
[00:01:28.000 --> 00:01:30.000]  當時我不是很清楚為什麼。
[00:01:30.000 --> 00:01:31.000]  我當時不知道為什麼。
[00:01:31.000 --> 00:01:34.000]  後來我發覺,不是因為我寫得不好,我以為我寫得不好。
[00:01:34.000 --> 00:01:37.000]  後來不是因為我寫得不好,我以為是寫得不好。
[00:01:37.000 --> 00:01:42.000]  因為我發覺,原來我媽媽認為,做這個司機叔叔,工作第一辛苦。
[00:01:42.000 --> 00:01:45.000]  我媽媽認為做司機叔叔工作第一是辛苦。
[00:01:45.000 --> 00:01:46.000]  第一,人工低。
[00:01:46.000 --> 00:01:47.000]  第二,工資低。
[00:01:47.000 --> 00:01:49.000]  最好找另外一個志願。
[00:01:49.000 --> 00:01:50.000]  最好是找另外一個志願。
[00:01:50.000 --> 00:01:55.000]  今天我們所讀的經文裡面是講到耶利米先知他一生人所做的事情。
[00:01:55.000 --> 00:01:59.000]  今天我們所看的經文是關於耶利米先知他一生所做的事情。
[00:01:59.000 --> 00:02:03.000]  我想很少人寫說你的志願是願意做先知的。
[00:02:03.000 --> 00:02:06.000]  我想很少人願意寫你的志願是做先知的。
[00:02:06.000 --> 00:02:08.000]  因為做先知不是一個被人羨慕的服事來的。
[00:02:08.000 --> 00:02:11.000]  因為先知不是做被人羨慕的服事。
[00:02:11.000 --> 00:02:15.000]  因為往往舊約的先知是很孤單。
[00:02:15.000 --> 00:02:17.000]  舊約的先知是很孤單。
[00:02:17.000 --> 00:02:18.000]  往往不受人歡迎。
[00:02:18.000 --> 00:02:19.000]  往往不受人歡迎。
[00:02:19.000 --> 00:02:22.000]  特別是宗教領袖特別抗拒先知。
[00:02:22.000 --> 00:02:25.000]  特別是宗教領袖特別抗拒先知。
[00:02:25.000 --> 00:02:29.000]  因為當時的先知是批評所有宗教領袖那種的虛偽。
[00:02:29.000 --> 00:02:32.000]  因為當時的先知是批評所有宗教領袖那種的虛偽。
[00:02:32.000 --> 00:02:33.000]  當時的先知是批評所有宗教領袖的虛偽。
[00:02:33.000 --> 00:02:34.000]  以及攻擊社會的罪惡。
[00:02:34.000 --> 00:02:35.000]  以及攻擊社會的罪惡。
[00:02:35.000 --> 00:02:38.000]  以及斥責神百姓那種的假意識。
[00:02:38.000 --> 00:02:39.000]  以及斥責神百姓那種的假意識。
[00:02:39.000 --> 00:02:42.000]  而且斥責百姓的那些不好的地方。
[00:02:42.000 --> 00:02:43.000]  而且斥責百姓的那些不好的地方。
[00:02:43.000 --> 00:02:52.000]  如果先知今天來到我們當中做講員的話,是一個絕對非常不受歡迎的講員。
[00:02:52.000 --> 00:02:53.000]  如果先知今天來到我們當中做講員的話,是一個絕對非常不受歡迎的講員。
[00:02:53.000 --> 00:02:55.000]  如果先知今天來到我們當中做講員的話,是一個絕對非常不受歡迎的講員。
[00:02:55.000 --> 00:02:57.000]  但是先知緊張神的名聲。
[00:02:57.000 --> 00:02:59.000]  但是先知緊張神的名聲。
[00:02:59.000 --> 00:03:01.000]  神的聖潔、神的標準。
[00:03:01.000 --> 00:03:02.000]  神的聖潔、神的標準。
[00:03:02.000 --> 00:03:03.000]  神的聖潔、神的標準。
[00:03:03.000 --> 00:03:05.000]  還有對罪惡有一種很強烈的反應。
[00:03:05.000 --> 00:03:06.000]  還有對罪惡有一種很強烈的反應。
[00:03:06.000 --> 00:03:07.000]  而且他有一個很強烈的反應。
[00:03:07.000 --> 00:03:08.000]  而且他有一個很強烈的反應。
[00:03:08.000 --> 00:03:13.000]  我去講話,先知講話是沒有經過修飾和包裝的。
[00:03:13.000 --> 00:03:14.000]  我去講話,先知講話是沒有經過修飾和包裝的。
[00:03:14.000 --> 00:03:16.000]  我去講話,先知講話是沒有經過修飾和包裝的。
[00:03:16.000 --> 00:03:17.000]  所以有時候很難聽。
[00:03:17.000 --> 00:03:18.000]  所以有時候很難聽。
[00:03:18.000 --> 00:03:19.000]  有的時候是很難聽的。
[00:03:19.000 --> 00:03:20.000]  但是先知能夠直接將神的信息講出來。
[00:03:20.000 --> 00:03:22.000]  但是先知能夠直接將神的信息講出來。
[00:03:22.000 --> 00:03:23.000]  但是先知能夠直接將神的信息講出來。
[00:03:23.000 --> 00:03:24.000]  但是先知能夠直接將神的信息講出來。
[00:03:24.000 --> 00:03:25.000]  但是先知能夠直接將神的信息講出來。
[00:03:25.000 --> 00:03:26.000]  但是先知能夠直接將神的信息講出來。
[00:03:26.000 --> 00:03:27.000]  但是先知能夠直接將神的信息講出來。
[00:03:27.000 --> 00:03:41.000]  但是先知能夠直接將神的信息講出來。
[00:03:58.000 --> 00:03:59.000]  所以做先知有很多這樣的人。
[00:03:59.000 --> 00:04:00.000]  所以做先知有很多這樣的人。
[00:04:00.000 --> 00:04:01.000]  所以做先知有很多這樣的人。
[00:04:01.000 --> 00:04:02.000]  所以做先知有很多這樣的人。
[00:04:02.000 --> 00:04:03.000]  但是今天我們看的是一個神所重用的先知耶利米。
[00:04:03.000 --> 00:04:04.000]  但是今天我們看的是一個神所重用的先知耶利米。
[00:04:04.000 --> 00:04:05.000]  但是今天我們看的是一個神所重用的先知耶利米。
[00:04:05.000 --> 00:04:06.000]  但是今天我們看的是一個神所重用的先知耶利米。
[00:04:06.000 --> 00:04:07.000]  但是今天我們看的是一個神所重用的先知耶利米。
[00:04:07.000 --> 00:04:08.000]  今天我們要看神所重用的先知耶利米。
[00:04:08.000 --> 00:04:09.000]  今天我們要看神所重用的先知耶利米。
[00:04:09.000 --> 00:04:10.000]  今天我們要看神所重用的先知耶利米。
[00:04:10.000 --> 00:04:11.000]  在國家存亡的時候。
[00:04:11.000 --> 00:04:12.000]  在國家存亡的時候。
[00:04:12.000 --> 00:04:13.000]  在國家存亡的時候。
[00:04:13.000 --> 00:04:28.000]  在風雲急變的時候,在一個非常黑暗的時代的時候,神怎樣用一個神的僕人去宣講神的話語呢?
[00:04:28.000 --> 00:04:29.000]  所以今天我將這個信息分成兩個部分。
[00:04:29.000 --> 00:04:30.000]  所以今天我將這個信息分成兩個部分。
[00:04:30.000 --> 00:04:31.000]  我今天將今天的信息分成兩個部分。
[00:04:31.000 --> 00:04:32.000]  第一個是神僕人的信息。
[00:04:32.000 --> 00:04:33.000]  第一個是神僕人的信息。
[00:04:33.000 --> 00:04:34.000]  第二個是神僕人的承擔。
[00:04:34.000 --> 00:04:35.000]  第二個是神僕人的承擔。
[00:04:35.000 --> 00:04:36.000]  第二個是神僕人的承擔。
[00:04:36.000 --> 00:04:37.000]  第二個是神僕人的承擔。
[00:04:37.000 --> 00:04:38.000]  第二個是神僕人的承擔。
[00:04:38.000 --> 00:04:39.000]  第二個是神僕人的承擔。
[00:04:39.000 --> 00:04:40.000]  第二個是神僕人的承擔。
[00:04:40.000 --> 00:04:41.000]  第二個是神僕人的承擔。
[00:04:41.000 --> 00:04:42.000]  第二個是神僕人的承擔。
[00:04:42.000 --> 00:04:43.000]  第二個是神僕人的承擔。
[00:04:43.000 --> 00:04:44.000]  第二個是神僕人的承擔。
[00:04:44.000 --> 00:04:45.000]  第二個是神僕人的承擔。
[00:04:45.000 --> 00:04:46.000]  第三個是神僕人的承擔。
[00:04:46.000 --> 00:04:47.000]  第四個是神僕人的承擔。
[00:04:47.000 --> 00:04:48.000]  第五個是神僕人的承擔。
[00:04:48.000 --> 00:04:49.000]  第六個是神僕人的承擔。
[00:04:49.000 --> 00:04:50.000]  第六個是神僕人的承擔。
[00:04:50.000 --> 00:04:51.000]  第七個是神僕人的承擔。
[00:04:51.000 --> 00:04:52.000]  第八個是神僕人的承擔。
[00:04:52.000 --> 00:04:53.000]  第八個是神僕人的承擔。
[00:04:53.000 --> 00:04:54.000]  第九個是神僕人的承擔。
[00:04:54.000 --> 00:04:55.000]  第九個是神僕人的承擔。
[00:04:55.000 --> 00:04:56.000]  第九個是神僕人的承擔。
[00:04:56.000 --> 00:04:57.000]  第九個是神僕人的承擔。
[00:04:57.000 --> 00:05:13.000]  第九個是神僕人的承擔。
[00:05:13.000 --> 00:05:14.000]  第十個是神僕人的承擔。
[00:05:14.000 --> 00:05:15.000]  第十個是神僕人的承擔。
[00:05:15.000 --> 00:05:16.000]  第十個是神僕人的承擔。
[00:05:16.000 --> 00:05:17.000]  第十個是神僕人的承擔。
[00:05:17.000 --> 00:05:18.000]  第十個是神僕人的承擔。
[00:05:18.000 --> 00:05:19.000]  第十個是神僕人的承擔。
[00:05:19.000 --> 00:05:20.000]  第十個是神僕人的承擔。
[00:05:20.000 --> 00:05:21.000]  第十個是神僕人的承擔。
[00:05:21.000 --> 00:05:22.000]  第十個是神僕人的承擔。
[00:05:22.000 --> 00:05:23.000]  第十個是神僕人的承擔。
[00:05:23.000 --> 00:05:24.000]  第十個是神僕人的承擔。
[00:05:24.000 --> 00:05:25.000]  第十個是神僕人的承擔。
[00:05:25.000 --> 00:05:26.000]  第十個是神僕人的承擔。
[00:05:26.000 --> 00:05:31.000]  直到猶太王約西亞的兒子西底加在位的末年,
[00:05:31.000 --> 00:05:34.500]  就是十一年五月耶路撒冷人被擄的時候,
[00:05:34.500 --> 00:05:38.000]  耶和華的話也常臨到耶利米。
[00:05:38.000 --> 00:05:42.500]  第三節:從猶大王約西亞的兒子約亞進在位的時候,
[00:05:42.500 --> 00:05:46.000]  直到猶大王約西亞的兒子希底加在位的末年,
[00:05:46.000 --> 00:05:49.500]  就是十一年五月間耶路撒冷的人被擄的時候,
[00:05:49.500 --> 00:05:52.000]  耶和華的話臨到耶利米。
[00:05:52.000 --> 00:05:57.000]  第一章第四節:耶利米說耶和華的話臨到我說。
[00:05:57.000 --> 00:06:01.000]  一章四節:耶利米說耶和華的話臨到我說。
[00:06:01.000 --> 00:06:03.000]  你留意到頭四節經文裏面,
[00:06:03.000 --> 00:06:07.000]  這句說話,耶和華的話臨到我,重複重複出現。
[00:06:07.000 --> 00:06:10.500]  在頭四節裏面,我們看到耶和華的話重複重複出現。
[00:06:10.500 --> 00:06:13.000]  但如果你看整卷耶利米書裏面,
[00:06:13.000 --> 00:06:17.500]  耶和華的話臨到耶利米,總共出現了五十二次。
[00:06:17.500 --> 00:06:22.500]  看整卷耶利米書,耶和華的話臨到耶利米出現了五十二次。
[00:06:22.500 --> 00:06:27.000]  所以耶和華的話臨到耶利米,是耶利米侍奉的基礎。
[00:06:27.000 --> 00:06:30.500]  所以耶和華的話臨到耶利米是他侍奉的基礎。
[00:06:30.500 --> 00:06:33.500]  耶利米的使命就是宣講神的話。
[00:06:33.500 --> 00:06:36.500]  耶利米的使命就是宣講神的話語。
[00:06:36.500 --> 00:06:37.500]  這是一個很大的重要原則,
[00:06:37.500 --> 00:06:41.500]  就是耶利米一生人他沒有自己的信息,他沒有自己的話語。
[00:06:41.500 --> 00:06:42.500]  這裏有一個很重要的原則,
[00:06:42.500 --> 00:06:45.500]  就是他一生裏面沒有自己的信息,自己的話語。
[00:06:45.500 --> 00:06:48.500]  他只有神的說話,只有傳神的信息。
[00:06:48.500 --> 00:06:51.500]  他只有神的話語,傳神的信息。
[00:06:51.500 --> 00:06:54.500]  他一生人承載神的話語。
[00:06:54.500 --> 00:06:57.500]  他一生承載神的話語。
[00:06:57.500 --> 00:07:00.500]  在這裏我講到這句說話,
[00:07:00.500 --> 00:07:04.500]  他說耶和華的話臨到耶利米,重覆了五十二次。
[00:07:04.500 --> 00:07:08.500]  在這裏我們說耶和華的話臨到耶利米,重覆了五十二次。
[00:07:08.500 --> 00:07:12.500]  但在耶利米書裏面有另外一句說話,也都是重覆出現的。
[00:07:12.500 --> 00:07:15.500]  但在耶利米書裏面有另外一句說話,也是重覆出現的。
[00:07:15.500 --> 00:07:20.500]  在中文的版本裏面,這個說話不一定那麼明顯你留意那個重要性。
[00:07:20.500 --> 00:07:24.500]  在中文的版本裏面,不一定很明顯地流露出它的重要性。
[00:07:24.500 --> 00:07:29.500]  因為它翻譯上面,原文裏面的意思是從早起來的意思。
[00:07:29.500 --> 00:07:33.500]  因為在翻譯上,原文的意思是從早起來的意思。
[00:07:33.500 --> 00:07:35.500]  譬如我講第七章十三節。
[00:07:35.500 --> 00:07:37.500]  譬如七章十三節。
[00:07:37.500 --> 00:07:39.500]  耶和華說。
[00:07:39.500 --> 00:07:41.500]  耶和華說。
[00:07:41.500 --> 00:07:44.500]  我從早起來警戒你們。
[00:07:44.500 --> 00:07:46.500]  我從早起來警戒你們。
[00:07:46.500 --> 00:07:48.500]  第二十五章第三節。
[00:07:48.500 --> 00:07:50.500]  二十五章的第三節。
[00:07:50.500 --> 00:07:52.500]  祂說:常有耶和華的話臨到我。
[00:07:52.500 --> 00:07:54.500]  耶和華的話臨到我。
[00:07:54.500 --> 00:07:58.500]  就是從早起來,只是你們沒有聽從。
[00:07:58.500 --> 00:08:02.500]  就是從早起來只是你們,但你們沒有聽從。
[00:08:02.500 --> 00:08:05.500]  那這個從早起來,重覆地在耶利米出現。
[00:08:05.500 --> 00:08:08.500]  從早起來,這個重覆地在耶利米出現。
