
[00:00:00.000 --> 00:00:02.800]  復活節是一個榮耀
[00:00:02.800 --> 00:00:06.080]  充滿了盼望的日子
[00:00:06.080 --> 00:00:11.080]  因為在耶穌的身上
[00:00:11.080 --> 00:00:15.680]  我們看見歷史一件不可能的事情
[00:00:15.680 --> 00:00:17.600]  是成為可能
[00:00:17.600 --> 00:00:19.400]  人死了
[00:00:19.400 --> 00:00:22.120]  竟然可以復活
[00:00:22.120 --> 00:00:24.920]  這一件歷史的事實
[00:00:24.920 --> 00:00:27.200]  很重要地提醒我們
[00:00:27.200 --> 00:00:31.320]  我們所生活的世界不單止是這麼小的東西
[00:00:31.320 --> 00:00:34.560]  看到、摸到的物質世界
[00:00:34.560 --> 00:00:37.040]  上面還有更大的力量
[00:00:37.040 --> 00:00:39.240]  這就是神自己的存在
[00:00:39.240 --> 00:00:43.160]  並且耶穌的生命顯出一件事實
[00:00:43.160 --> 00:00:46.640]  就是神可以勝過死亡
[00:00:46.640 --> 00:00:50.160]  這件事是轟天動地的
[00:00:50.160 --> 00:00:52.640]  所以我們每一年
[00:00:52.640 --> 00:00:56.040]  我們都要去紀念這件事
[00:00:56.040 --> 00:00:58.400]  今天我跟大家分享的時候
[00:00:58.400 --> 00:01:01.920]  我想跟大家從另一個角度去看
[00:01:01.920 --> 00:01:04.880]  這個復活的訊息
[00:01:04.880 --> 00:01:06.640]  很多時候我們復活的主日
[00:01:06.640 --> 00:01:08.480]  都會回顧二千年前
[00:01:08.480 --> 00:01:10.840]  我們的主耶穌在墳墓裏面
[00:01:10.840 --> 00:01:13.880]  然後祂復活
[00:01:13.880 --> 00:01:17.080]  但是今天我想跟大家向前來看
[00:01:17.080 --> 00:01:18.880]  耶穌基督復活
[00:01:18.880 --> 00:01:20.800]  帶給你和我
[00:01:20.800 --> 00:01:22.000]  在永恆裏面
[00:01:22.000 --> 00:01:25.880]  將來和今天有什麼意思
[00:01:25.880 --> 00:01:30.280]  所以今天我們看見我們復活節的程序單上面
[00:01:30.280 --> 00:01:31.680]  寫著今天的主題是
[00:01:31.680 --> 00:01:36.760]  「基督復活了,我們也要復活」
[00:01:36.760 --> 00:01:38.760]  就是今天我們的主題
[00:01:38.760 --> 00:01:41.000]  大家如果看我們程序單裏面
[00:01:41.000 --> 00:01:44.560]  我們有一份講章
[00:01:44.560 --> 00:01:47.160]  這個大綱就已經印在這裏
[00:01:47.160 --> 00:01:48.840]  大家可以拿出來
[00:01:48.840 --> 00:01:52.720]  這個大綱就相當長和很多
[00:01:52.720 --> 00:01:56.000]  我們昨晚有一個崇拜的時候
[00:01:56.000 --> 00:01:57.320]  我才發現
[00:01:57.320 --> 00:02:00.440]  原來講了一半就已經不夠時間了
[00:02:00.440 --> 00:02:03.840]  所以今天我是講下半部分的
[00:02:03.840 --> 00:02:05.320]  不過你不用擔心
[00:02:05.320 --> 00:02:07.840]  是不會說沒有頭沒有尾的
[00:02:07.840 --> 00:02:09.240]  不是
[00:02:09.240 --> 00:02:11.720]  不過無論如何大家拿著這個講義
[00:02:11.720 --> 00:02:13.280]  有些部分我不會再講
[00:02:13.280 --> 00:02:14.600]  就是前面那部分
[00:02:14.600 --> 00:02:16.680]  我都不會再講了
[00:02:16.680 --> 00:02:18.400]  不過剛才我們所讀的聖經
[00:02:18.400 --> 00:02:21.840]  我相信你和我都很留意得到
[00:02:21.840 --> 00:02:25.040]  聖經尤其是哥倫多前書十五章裏面
[00:02:25.040 --> 00:02:26.720]  經常提醒我們
[00:02:26.720 --> 00:02:29.120]  開始的時候講了兩次
[00:02:29.120 --> 00:02:30.720]  我們的主的復活
[00:02:30.720 --> 00:02:32.240]  耶穌基督的復活
[00:02:32.240 --> 00:02:34.240]  成為「初熟的果子」
[00:02:34.240 --> 00:02:35.120]  有沒有留意?
[00:02:35.120 --> 00:02:37.240]  「初熟的果子」講了兩次
[00:02:37.240 --> 00:02:38.720]  什麼叫「初熟的果子」?
[00:02:38.720 --> 00:02:41.920]  就是我們看見耶穌在二千年前復活
[00:02:41.920 --> 00:02:43.840]  我們就有一個把握知道
[00:02:43.840 --> 00:02:45.600]  這件事還有更重要的東西
[00:02:45.600 --> 00:02:47.760]  就好像我們在一個果園裏面
[00:02:47.760 --> 00:02:49.520]  那些果開始紅了
[00:02:49.520 --> 00:02:51.200]  那些蘋果開始紅了
[00:02:51.200 --> 00:02:53.600]  那幾個叫「初熟的果子」
[00:02:53.600 --> 00:02:55.720]  接著我們知道整個果園
[00:02:55.720 --> 00:02:58.000]  都會繼續紅起來
[00:02:58.000 --> 00:02:59.560]  因為有生命
[00:02:59.560 --> 00:03:01.200]  耶穌基督的復活
[00:03:01.200 --> 00:03:03.960]  帶給我們一個很重要的指向
[00:03:03.960 --> 00:03:06.200]  就是剛才我們所讀的聖經
[00:03:06.200 --> 00:03:10.320]  你和我有一天都要復活
[00:03:10.320 --> 00:03:12.280]  昨天我們崇拜的時候
[00:03:12.280 --> 00:03:16.160]  講了前面這個大絕的很重要的訊息
[00:03:16.160 --> 00:03:19.200]  就是講到主耶穌很清楚說
[00:03:19.200 --> 00:03:21.520]  我三天之後就復活了
[00:03:21.520 --> 00:03:22.800]  大家知道
[00:03:22.800 --> 00:03:23.840]  耶穌死了之後
[00:03:23.840 --> 00:03:24.720]  三天就復活
[00:03:24.720 --> 00:03:27.080]  帶著他的榮耀的身體復活
[00:03:27.080 --> 00:03:29.280]  還並且在這個世界上
[00:03:29.280 --> 00:03:31.600]  活了四十天的時間
[00:03:31.600 --> 00:03:33.520]  讓他周圍的人
[00:03:33.520 --> 00:03:34.800]  相信他的
[00:03:34.800 --> 00:03:36.880]  甚至那些不相信他的仇敵
[00:03:36.880 --> 00:03:38.720]  都有機會見到他
[00:03:38.720 --> 00:03:40.320]  這個榮耀復活的身體
[00:03:40.320 --> 00:03:42.040]  然後升天
[00:03:42.040 --> 00:03:44.160]  不過耶穌基督更加清楚地說
[00:03:44.160 --> 00:03:46.640]  有一天我會再來
[00:03:46.640 --> 00:03:48.280]  昨天我們特別一路思想
[00:03:48.280 --> 00:03:49.760]  究竟我們的主耶穌
[00:03:49.760 --> 00:03:51.360]  第二次再來的時候
[00:03:51.360 --> 00:03:52.960]  是一個怎樣的情況
[00:03:52.960 --> 00:03:54.800]  今天我們不再詳細講
[00:03:54.800 --> 00:03:56.720]  不過有一件很重要的事情
[00:03:56.720 --> 00:03:59.200]  當我們的主第二次再來的時候
[00:03:59.200 --> 00:04:01.600]  他就不像瑪利亞的土福裡面
[00:04:01.600 --> 00:04:03.880]  慢慢出世長大
[00:04:03.880 --> 00:04:05.880]  他是從天而降
[00:04:05.880 --> 00:04:07.600]  每個人在世界上的人
[00:04:07.600 --> 00:04:08.880]  信他不信他
[00:04:08.880 --> 00:04:10.840]  都見到他的降臨
[00:04:10.840 --> 00:04:11.960]  一剎那
[00:04:11.960 --> 00:04:13.480]  他來到雲上面
[00:04:13.480 --> 00:04:14.520]  然後你和我
[00:04:14.520 --> 00:04:17.120]  如果當時仍然在生的基督徒
[00:04:17.120 --> 00:04:18.280]  相信他的人
[00:04:18.280 --> 00:04:20.000]  就被提到天上面
[00:04:20.000 --> 00:04:23.000]  在雲上與他相遇
[00:04:23.000 --> 00:04:24.760]  那些已經死了的
[00:04:24.760 --> 00:04:26.520]  已經離世的基督徒
[00:04:26.520 --> 00:04:28.400]  已經離世的相信神的人
[00:04:28.400 --> 00:04:31.560]  包括舊約那些有信心的人
[00:04:31.560 --> 00:04:34.920]  就是身體會再復活
[00:04:34.920 --> 00:04:36.840]  他們的身體早已經腐爛了
[00:04:36.840 --> 00:04:37.600]  當然了
[00:04:37.600 --> 00:04:38.880]  經過這麼多年
[00:04:38.880 --> 00:04:40.200]  很快就腐爛
[00:04:40.200 --> 00:04:41.400]  但是不要緊
[00:04:41.400 --> 00:04:43.280]  他們的身體也重新
[00:04:43.280 --> 00:04:44.680]  有一個變化的身體
[00:04:44.680 --> 00:04:45.680]  好像剛才所講的
[00:04:45.680 --> 00:04:47.240]  一個不扭壞的身體
[00:04:47.240 --> 00:04:48.120]  本來是扭壞的
[00:04:48.120 --> 00:04:49.480]  變成不扭壞的
[00:04:49.480 --> 00:04:51.800]  本來我們身體是羞辱的
[00:04:51.800 --> 00:04:53.000]  可以變成榮耀的
[00:04:53.000 --> 00:04:55.160]  本來我們身體是軟弱的
[00:04:55.160 --> 00:04:56.720]  可以變成剛強的
[00:04:56.720 --> 00:04:59.440]  本來我們的身體是屬血氣的
[00:04:59.440 --> 00:05:00.920]  變成靈性的身體
