
[00:00:00.000 --> 00:00:02.500]  我們要突破困境
[00:00:02.500 --> 00:00:05.000]  Breakthrough
[00:00:05.000 --> 00:00:11.700]  大衛王在四篇 二十三篇說
[00:00:11.700 --> 00:00:15.900]  雖然我行在死因的幽谷也不怕遭害
[00:00:15.900 --> 00:00:18.800]  我們現在就好像行在死因的幽谷一樣
[00:00:18.800 --> 00:00:21.300]  但是我們也不怕遭害
[00:00:21.300 --> 00:00:24.700]  因為你的臟 你的肝都安慰我
[00:00:24.700 --> 00:00:28.000]  感謝神 神與我們同在
[00:00:28.000 --> 00:00:31.700]  我們要來breakthrough
[00:00:31.700 --> 00:00:36.900]  你知道很多時候
[00:00:36.900 --> 00:00:40.400]  這個牧師或者是傳道的人
[00:00:40.400 --> 00:00:42.500]  或者分享信息的
[00:00:42.500 --> 00:00:45.300]  他都是講到神要愛你
[00:00:45.300 --> 00:00:46.900]  神賜福給你
[00:00:46.900 --> 00:00:48.200]  神醫治你
[00:00:48.200 --> 00:00:49.500]  神保護你
[00:00:49.500 --> 00:00:51.000]  神拜理你
[00:00:51.000 --> 00:00:54.000]  榮華富貴通通給你
[00:00:54.000 --> 00:00:58.700]  這個人家詬病說這叫做成功神學
[00:00:58.700 --> 00:01:02.300]  好像神就是為了你這個
[00:01:02.300 --> 00:01:06.000]  榮華富貴而來的
[00:01:06.000 --> 00:01:07.700]  不錯
[00:01:07.700 --> 00:01:11.000]  神最終目的是為了這些
[00:01:11.000 --> 00:01:14.600]  但是我再看到更多的例子
[00:01:14.600 --> 00:01:16.600]  世上的榮華富貴
[00:01:16.600 --> 00:01:20.000]  不過是過眼淫冤
[00:01:20.000 --> 00:01:24.900]  成功神學有它的現實性
[00:01:24.900 --> 00:01:26.700]  不要老是看到神
[00:01:26.700 --> 00:01:28.200]  看到神就是他這樣
[00:01:28.200 --> 00:01:29.800]  從來沒有想到說
[00:01:29.800 --> 00:01:31.100]  他要試驗你
[00:01:31.100 --> 00:01:32.400]  他要試煉你
[00:01:32.400 --> 00:01:33.800]  他要磨練你
[00:01:33.800 --> 00:01:35.000]  他要帶領你
[00:01:35.000 --> 00:01:37.800]  他要保守你等等
[00:01:37.800 --> 00:01:42.500]  我們今天要用摩西在困境中的禱告
[00:01:42.500 --> 00:01:44.200]  求神來突破我們的困境
[00:01:44.200 --> 00:01:46.400]  我們來學習摩西
[00:01:46.400 --> 00:01:49.100]  他怎麼突破困境
[00:01:49.100 --> 00:01:50.700]  你知道嗎
[00:01:50.700 --> 00:01:52.800]  他帶了百姓出埃及
[00:01:52.800 --> 00:01:55.700]  下迦南
[00:01:55.700 --> 00:01:58.500]  在曠野地裡面
[00:01:58.500 --> 00:02:00.800]  老百姓沒有吃罵他
[00:02:00.800 --> 00:02:03.200]  沒有喝也罵他
[00:02:03.200 --> 00:02:04.900]  他是裡外不是人
[00:02:04.900 --> 00:02:06.400]  怎麼做都不行
[00:02:06.400 --> 00:02:08.400]  來到上帝面前跟神抱怨
[00:02:08.400 --> 00:02:11.400]  神說你抱怨什麼
[00:02:11.400 --> 00:02:13.900]  神能夠帶摩西突破這個困境
[00:02:13.900 --> 00:02:15.100]  神也能夠帶領我
[00:02:15.100 --> 00:02:17.100]  神也能夠帶領我們
[00:02:17.100 --> 00:02:19.800]  突破這個困境不是嗎
[00:02:19.800 --> 00:02:21.400]  感謝神
[00:02:21.400 --> 00:02:23.000]  當我們用摩西的禱告
[00:02:23.000 --> 00:02:25.700]  來突破我們困境的時候
[00:02:25.700 --> 00:02:27.500]  他要我們不要自暴自棄
[00:02:27.500 --> 00:02:30.300]  不可以罔顧恩賜
[00:02:30.300 --> 00:02:33.500]  要把壞牌打好
[00:02:33.500 --> 00:02:35.900]  你們會不會打牌
[00:02:35.900 --> 00:02:38.700]  不管你是打麻將還是打橋牌這些
[00:02:38.700 --> 00:02:40.700]  我都蠻會的
[00:02:40.700 --> 00:02:42.500]  不過不打就是了
[00:02:42.500 --> 00:02:45.700]  不管你是十三張的十六張的
[00:02:45.700 --> 00:02:47.700]  你一手拿到壞牌的時候
[00:02:47.700 --> 00:02:51.200]  你要怎麼樣把它打好
[00:02:51.200 --> 00:02:53.800]  是不是
[00:02:53.800 --> 00:02:55.500]  神經上面也有講一個例子
[00:02:55.500 --> 00:02:56.500]  說神賜給人
[00:02:56.500 --> 00:02:57.900]  人賜叫了幾個僕人
[00:02:57.900 --> 00:02:58.800]  一個給他一千
[00:02:58.800 --> 00:02:59.600]  一個給他兩千
[00:02:59.600 --> 00:03:00.600]  一個給他五千
[00:03:00.600 --> 00:03:02.300]  說我要出遠門
[00:03:02.300 --> 00:03:04.300]  你們給我運用
[00:03:04.300 --> 00:03:06.700]  五千的賺了五千變成一萬
[00:03:06.700 --> 00:03:08.600]  兩千的賺了兩千變成四千
[00:03:08.600 --> 00:03:10.400]  一千的說
[00:03:10.400 --> 00:03:14.000]  我就怕用這個錢到時候賠了怎麼辦
[00:03:14.000 --> 00:03:16.300]  所以我就把它藏在地底下
[00:03:16.300 --> 00:03:18.300]  我現在挖出來給你
[00:03:18.300 --> 00:03:21.400]  神怎麼評論它
[00:03:21.400 --> 00:03:25.300]  你這個幼懶山的僕人
[00:03:25.300 --> 00:03:26.400]  是不是
[00:03:26.400 --> 00:03:31.200]  就把它拿來給那有一萬
[00:03:31.200 --> 00:03:35.900]  所以我們一千的也要忠心
[00:03:35.900 --> 00:03:38.600]  您知道嗎
[00:03:38.600 --> 00:03:42.100]  我們在神的家中
[00:03:42.100 --> 00:03:47.800]  我常常都是希望神給我越多恩賜越好
[00:03:47.800 --> 00:03:49.800]  神也確實是
[00:03:49.800 --> 00:03:50.900]  我以前不會打鼓
[00:03:50.900 --> 00:03:51.700]  不會彈吉他
[00:03:51.700 --> 00:03:52.900]  不會唱歌
[00:03:52.900 --> 00:03:55.200]  也不會講道
[00:03:55.200 --> 00:03:58.200]  現在都會了
[00:03:58.200 --> 00:04:03.000]  我們要來看一看成功神學的現實
[00:04:03.000 --> 00:04:04.800]  成功神學又叫做
[00:04:04.800 --> 00:04:08.900]  榮華富貴亨通的福音
[00:04:08.900 --> 00:04:10.500]  它講的都是耶穌愛你
[00:04:10.500 --> 00:04:15.100]  耶穌賜福給你從來不講一點不好的事情
[00:04:15.100 --> 00:04:18.900]  它要使我們的財務繁榮身體健康
[00:04:18.900 --> 00:04:20.900]  物質昌盛
[00:04:20.900 --> 00:04:23.400]  所以有的人叫做昌盛神學
[00:04:23.400 --> 00:04:26.000]  有的人叫做成功神學
[00:04:26.000 --> 00:04:29.000]  它都是講神為我們的榮華富貴
[00:04:29.000 --> 00:04:31.100]  就重點都是在這樣
[00:04:31.100 --> 00:04:33.700]  但是我老實講
[00:04:33.700 --> 00:04:35.900]  你如果去看看
[00:04:35.900 --> 00:04:39.300]  揣吉記聖經是怎麼講的
[00:04:39.300 --> 00:04:41.700]  摩西來到法老王面前
[00:04:41.700 --> 00:04:43.700]  神是跟他怎麼講
[00:04:43.700 --> 00:04:46.100]  你跟法老說
[00:04:46.100 --> 00:04:48.000]  去讓我的百姓去
[00:04:48.000 --> 00:04:52.300]  到曠野單單來敬拜你
[00:04:52.300 --> 00:04:54.200]  出揣吉的目的不是要帶你
[00:04:54.200 --> 00:04:56.500]  進迦蘭平原去牛奶與蜜之地
[00:04:56.500 --> 00:05:00.700]  它是說到曠野單單來敬拜我
[00:05:00.700 --> 00:05:03.300]  而這個物質的豐富牛奶與蜜
[00:05:03.300 --> 00:05:08.500]  這只是神給我們的一些甜頭
[00:05:08.500 --> 00:05:09.500]  祂是讓我們知道
[00:05:09.500 --> 00:05:11.100]  我們將來在天堂上
[00:05:11.100 --> 00:05:15.900]  我們會有更好的勝過這一切
[00:05:15.900 --> 00:05:19.900]  我們的地上從來沒有牛奶與蜜之地
[00:05:19.900 --> 00:05:21.800]  您知道嗎
[00:05:21.800 --> 00:05:24.500]  你去看以色列地 巴勒斯坦地
[00:05:24.500 --> 00:05:27.300]  從來都是從打仗打到多少年
[00:05:27.300 --> 00:05:28.900]  是不是
[00:05:28.900 --> 00:05:33.200]  但是神卻要我們要有信心
[00:05:33.200 --> 00:05:36.900]  而且要有足夠的信心
[00:05:36.900 --> 00:05:39.100]  你就可以突破困境
[00:05:39.100 --> 00:05:40.200]  你就可以富裕
[00:05:40.200 --> 00:05:42.700]  你就可以遠離苦難
[00:05:42.700 --> 00:05:45.200]  你問約伯
[00:05:45.200 --> 00:05:48.300]  約伯聖經上面說他是
[00:05:48.300 --> 00:05:52.100]  巫師帝沒有人能夠像他這麼樣虔誠
[00:05:52.100 --> 00:05:54.100]  他有的時候
[00:05:54.100 --> 00:05:56.900]  怕他的兒女會遠離了神
[00:05:56.900 --> 00:05:58.600]  或者是怎麼樣
[00:05:58.600 --> 00:06:02.100]  還為兒女禱告獻祭
[00:06:02.100 --> 00:06:02.700]  結果怎麼樣
[00:06:02.700 --> 00:06:08.500]  神一而再 再而三的加苦難到他身上
[00:06:08.500 --> 00:06:11.100]  他太太說
[00:06:11.100 --> 00:06:14.100]  你去死了吧 七絕神
[00:06:14.100 --> 00:06:16.100]  他說你這個婦人
[00:06:16.100 --> 00:06:20.200]  耶和華賞賜 耶和華收取
[00:06:20.200 --> 00:06:23.300]  主權在他
