
[00:00:00.000 --> 00:00:05.160]  我們日常生活中也有看到一些獨特的處境
[00:00:05.160 --> 00:00:11.560]  當我們看到神與我們有一個臨近的時候
[00:00:11.560 --> 00:00:14.480]  我們也有一種很特別的感覺
[00:00:14.480 --> 00:00:18.840]  我猜大家沒有看過「火燒荊棘」
[00:00:18.840 --> 00:00:23.560]  昨天清明應該看到火燒山頭
[00:00:23.560 --> 00:00:27.480]  火燒山頭時的草和樹葉一定會被燒掉
[00:00:27.640 --> 00:00:30.000]  是黑的一片
[00:00:30.000 --> 00:00:33.320]  但當神的呼嘯臨到摩西時
[00:00:33.320 --> 00:00:35.640]  就有一個很獨特奇特的處境
[00:00:35.640 --> 00:00:38.880]  是他人生中未曾經歷過
[00:00:38.880 --> 00:00:40.320]  未曾見過的
[00:00:40.320 --> 00:00:43.800]  是一個甚麼情況呢?
[00:00:43.800 --> 00:00:48.440]  就是山頭火燒著荊棘
[00:00:48.440 --> 00:00:51.640]  其實在曠野沙漠中很高溫的情況下
[00:00:51.640 --> 00:00:54.120]  有些植物燒著了
[00:00:54.120 --> 00:00:58.400]  這並不是不平常的事,而是經常發生的事
[00:00:58.400 --> 00:01:01.840]  但燒著而不燒爛燒毀的
[00:01:01.840 --> 00:01:04.280]  就是一個很獨特的情況
[00:01:04.280 --> 00:01:06.400]  在第三章開始
[00:01:06.400 --> 00:01:12.360]  摩西是牧放他的岳父米殿的祭司
[00:01:12.360 --> 00:01:14.960]  這裡是用和修本
[00:01:14.960 --> 00:01:17.480]  和俠本這個字很難讀
[00:01:17.480 --> 00:01:21.240]  有些人讀「葉心羅」
[00:01:21.240 --> 00:01:22.400]  「葉甚麼羅?」
[00:01:22.400 --> 00:01:23.640]  「葉癖羅」
[00:01:23.960 --> 00:01:26.920]  當時和俠本是用「癖」字
[00:01:26.920 --> 00:01:29.400]  現在和修本就將它改了
[00:01:29.400 --> 00:01:30.720]  人人都懂了
[00:01:30.720 --> 00:01:32.120]  「葉特羅」
[00:01:32.120 --> 00:01:33.760]  也是一個翻譯
[00:01:33.760 --> 00:01:36.280]  米殿的祭司「葉特羅」
[00:01:36.280 --> 00:01:38.800]  他牧放他的羊群
[00:01:38.800 --> 00:01:41.440]  在曠野裡去到河裂山
[00:01:41.440 --> 00:01:47.440]  河裂山我們知道其實都是西瀨山的翻譯
[00:01:47.440 --> 00:01:50.960]  另外一個叫法
[00:01:50.960 --> 00:01:52.440]  多些是叫「西瀨山」
[00:01:52.440 --> 00:01:55.040]  這裡就用「河裂山」
[00:01:55.040 --> 00:02:00.160]  而和華格師者在《荊棘》裡被摩西提到
[00:02:00.160 --> 00:02:03.400]  顯然摩西看到的時候
[00:02:03.400 --> 00:02:11.320]  他說「看啊,荊棘在火中焚燒,卻沒有燒毀」
[00:02:11.320 --> 00:02:15.080]  當神差遇一個僕人的時候
[00:02:15.080 --> 00:02:18.240]  一定要有這個處境令他注意
[00:02:18.680 --> 00:02:23.000]  今日的術語就是「吸引他的眼球」
[00:02:23.000 --> 00:02:24.920]  要讓他看到
[00:02:24.920 --> 00:02:28.640]  這個就帶去一個情況
[00:02:28.640 --> 00:02:31.920]  就是讓他看到火燒荊棘一個很清晰的圖畫
[00:02:31.920 --> 00:02:35.880]  在這個圖畫的背後帶出一個很重要的訊息
[00:02:35.880 --> 00:02:38.600]  其實在二章的時候
[00:02:38.600 --> 00:02:45.320]  神已經記載「深切明白以色列人受的苦」
[00:02:45.960 --> 00:02:48.720]  在二章的二十四節
[00:02:48.720 --> 00:02:59.160]  「聽見他們的哀聲,紀念他們的約,上帝看顧以色列,知道」
[00:02:59.160 --> 00:03:01.280]  知道什麼呢?
[00:03:01.280 --> 00:03:03.080]  知道他們的痛
[00:03:03.080 --> 00:03:05.240]  知道他們的困難
[00:03:05.240 --> 00:03:07.200]  知道他們的憤怒
[00:03:07.200 --> 00:03:08.960]  知道他們的呼求
[00:03:08.960 --> 00:03:10.840]  在一個處境裡面
[00:03:10.840 --> 00:03:12.800]  神完全知道理解
[00:03:12.800 --> 00:03:14.080]  在知道背後
[00:03:14.080 --> 00:03:17.480]  其實聖經的翻譯也是一個更加重要的訊息
[00:03:17.480 --> 00:03:20.640]  就是神明白他們的需要
[00:03:20.640 --> 00:03:23.240]  就在這個山頭
[00:03:23.240 --> 00:03:29.520]  神就藉著荊棘在火中燃燒這個異象
[00:03:29.520 --> 00:03:31.720]  給摩西知道
[00:03:31.720 --> 00:03:34.600]  這個現象是什麼現象呢?
[00:03:34.600 --> 00:03:37.120]  是自然現象?
[00:03:37.120 --> 00:03:38.160]  不是
[00:03:38.160 --> 00:03:40.560]  是超自然現象
[00:03:40.680 --> 00:03:46.000]  當一些處境不是很常理又或者平時我們見不到
[00:03:46.000 --> 00:03:51.560]  而一般我們知道一燒就會著,然後爛,然後化為灰燼
[00:03:51.560 --> 00:03:53.400]  但是這一刻不是
[00:03:53.400 --> 00:03:54.680]  燒著了
[00:03:54.680 --> 00:03:57.120]  但是燒不爛
[00:03:57.120 --> 00:04:02.360]  一個很能夠吸引摩西看到的情況
[00:04:02.360 --> 00:04:05.280]  在第三節是怎樣描述的呢?
[00:04:05.280 --> 00:04:06.200]  摩西就說
[00:04:06.200 --> 00:04:10.360]  其實這個說話未必是真的說出來
[00:04:10.960 --> 00:04:12.040]  而是心裡面說
[00:04:12.040 --> 00:04:15.440]  我要轉過去看這個大異象
[00:04:15.440 --> 00:04:19.200]  這個荊棘為什麼沒有燒毀
[00:04:19.200 --> 00:04:21.200]  我要轉過去看
[00:04:21.200 --> 00:04:28.160]  其實火在聖經很多不同的地方都有表達是代表神
[00:04:28.160 --> 00:04:31.720]  如果在白留書十二章
[00:04:31.720 --> 00:04:33.880]  就去描述這位神是什麼
[00:04:33.880 --> 00:04:35.880]  祂是烈火
[00:04:38.160 --> 00:04:41.960]  如果這個異象是基於摩西看到的情況
[00:04:41.960 --> 00:04:42.840]  祂好奇
[00:04:42.840 --> 00:04:46.480]  面對一個不尋常的經歷而注意的時候
[00:04:46.480 --> 00:04:49.840]  我們就要想我們的思想
[00:04:49.840 --> 00:04:56.040]  弟子妹妹你們會不會是遇著一些特別的事情發生在你身上
[00:04:56.040 --> 00:04:57.560]  你會去反省一下
[00:04:57.560 --> 00:05:02.320]  為什麼不是發生在其他人身上而是發生在你身上
[00:05:02.320 --> 00:05:05.920]  發生在你身上有些人很有感覺
[00:05:05.920 --> 00:05:07.440]  有些人卻完全沒有感覺
[00:05:08.720 --> 00:05:11.240]  我說的是對一些特別有感覺的人
[00:05:11.240 --> 00:05:14.800]  有沒有想過一些事情
[00:05:14.800 --> 00:05:15.680]  有些日子
[00:05:15.680 --> 00:05:18.120]  其實在神的恩手裡面
[00:05:18.120 --> 00:05:22.160]  沒有什麼事情是偶然發生的
[00:05:22.160 --> 00:05:25.800]  當有些事情發生在你身上的時候
[00:05:25.800 --> 00:05:28.800]  我們就要思想
[00:05:28.800 --> 00:05:29.800]  我們就要去想
[00:05:29.800 --> 00:05:32.800]  究竟神你要我看什麼呢?
[00:05:32.800 --> 00:05:35.720]  第三次他說
[00:05:35.840 --> 00:05:39.160]  摩西在內心的獨白好奇觀看
[00:05:39.160 --> 00:05:41.920]  好奇去看
[00:05:41.920 --> 00:05:46.480]  在三章一至九節
[00:05:46.480 --> 00:05:49.200]  如果說是漢見
[00:05:49.200 --> 00:05:51.040]  看到
[00:05:51.040 --> 00:05:54.600]  總共是描述了十次
[00:05:54.600 --> 00:05:57.640]  十次
[00:05:57.640 --> 00:06:00.160]  是告訴摩西
[00:06:00.160 --> 00:06:03.320]  聖經的描述是漢見
[00:06:04.440 --> 00:06:06.280]  這個漢見就很重要
[00:06:06.280 --> 00:06:07.960]  當我們說一個異象
[00:06:07.960 --> 00:06:09.280]  每個人都看不到
[00:06:09.280 --> 00:06:10.200]  是你看到的時候
[00:06:10.200 --> 00:06:11.040]  我們就要思想
[00:06:11.040 --> 00:06:12.160]  有些時間
[00:06:12.160 --> 00:06:15.120]  丙姐妹你會不會發同樣的夢呢?
[00:06:15.120 --> 00:06:18.840]  漢異象有些人發異夢
[00:06:18.840 --> 00:06:20.640]  有些時間
[00:06:20.640 --> 00:06:21.640]  有些特別的日子
[00:06:21.640 --> 00:06:23.840]  我都會發一些異夢
[00:06:23.840 --> 00:06:25.720]  我又很體會
[00:06:25.720 --> 00:06:28.200]  神在我醒來的時候
[00:06:28.200 --> 00:06:31.160]  如果那個夢是記憶得很清楚的時候
[00:06:31.160 --> 00:06:34.640]  特別是發有關教會的一些情況
[00:06:34.640 --> 00:06:37.720]  發一些特別的處境
[00:06:37.720 --> 00:06:39.080]  我都會起身想
[00:06:39.080 --> 00:06:41.160]  神啊!你是否要告訴我壞事呢?
[00:06:41.160 --> 00:06:43.680]  你是否要我做一些事呢?
[00:06:43.680 --> 00:06:47.160]  我都會想
[00:06:47.160 --> 00:06:49.280]  丙姐妹在你人生裡面
[00:06:49.280 --> 00:06:50.680]  有沒有一些特別的處境
[00:06:50.680 --> 00:06:54.720]  是令你好奇
[00:06:54.720 --> 00:06:57.560]  是吸引你的眼球
[00:06:57.560 --> 00:06:58.880]  是要你看到的
[00:06:59.200 --> 00:07:02.080]  然後神引領你去做一些回應
[00:07:02.080 --> 00:07:05.760]  一個異象出來
[00:07:05.760 --> 00:07:07.280]  一節三節
[00:07:07.280 --> 00:07:08.440]  就去表達
[00:07:08.440 --> 00:07:12.200]  神要摩西看到一些事情
[00:07:12.200 --> 00:07:13.120]  要他去回應
[00:07:13.120 --> 00:07:15.400]  然後到了第四節
[00:07:15.400 --> 00:07:18.320]  然後見到摩西轉過去看的時候
[00:07:18.320 --> 00:07:21.200]  他就在荊棘蟲裡面叫出來
[00:07:21.200 --> 00:07:24.840]  丙姐妹你如果接觸到這個處境
[00:07:24.840 --> 00:07:25.280]  你會怎樣?
[00:07:25.280 --> 00:07:26.400]  摩西!摩西!
[00:07:26.400 --> 00:07:28.800]  摩西就很厲害了
[00:07:28.800 --> 00:07:30.400]  他知道這是神的呼喚
[00:07:30.400 --> 00:07:31.400]  就回應
[00:07:31.400 --> 00:07:33.520]  「我在這裡」
[00:07:33.520 --> 00:07:36.760]  丙姐妹
[00:07:36.760 --> 00:07:38.720]  在這個呼喚的過程
[00:07:38.720 --> 00:07:40.120]  在這個呼召的過程
[00:07:40.120 --> 00:07:42.040]  神就要摩西注意
[00:07:42.040 --> 00:07:44.560]  然後摩西就回應「我在這裡」
[00:07:44.560 --> 00:07:45.440]  在第五節
[00:07:45.440 --> 00:07:49.680]  神說不要靠近這裡
[00:07:49.680 --> 00:07:51.720]  把你腳上的鞋脫下來
[00:07:51.720 --> 00:07:54.880]  因為你所站的地方是聖地
[00:07:54.880 --> 00:07:57.600]  然後說這個地方是聖地
[00:07:58.080 --> 00:07:59.320]  接著就描述
