
[00:00:00.000 --> 00:00:02.000]  第一節會晚安
[00:00:02.000 --> 00:00:08.000]  真是沒想過可以回來這裡當中實體的敬拜
[00:00:08.000 --> 00:00:11.000]  還是第一堂回來
[00:00:11.000 --> 00:00:14.000]  剛巧安排了我可以在這裡講道
[00:00:14.000 --> 00:00:16.000]  是一個恩典來的
[00:00:16.000 --> 00:00:21.000]  劉穆斯 劉永泉穆斯很喜歡上來講道之前
[00:00:21.000 --> 00:00:23.000]  叫大家拍拍手的
[00:00:23.000 --> 00:00:25.000]  我看到的
[00:00:25.000 --> 00:00:29.000]  但也很想大家試一下拍拍手 好不好
[00:00:29.000 --> 00:00:32.000]  齊一點好不好 一二三
[00:00:32.000 --> 00:00:35.000]  有些聲音 有些動作
[00:00:35.000 --> 00:00:36.000]  全人敬拜
[00:00:36.000 --> 00:00:38.000]  我們一同低頭禱告
[00:00:38.000 --> 00:00:39.000]  天父我們多謝祢
[00:00:39.000 --> 00:00:42.000]  讓我們回來教會 再一次回來教會
[00:00:42.000 --> 00:00:45.000]  真是好像做夢一樣
[00:00:45.000 --> 00:00:49.000]  我們回來在聖殿當中去敬拜祢
[00:00:49.000 --> 00:00:50.000]  天父多謝祢
[00:00:50.000 --> 00:00:52.000]  讓我們一同去敬拜
[00:00:52.000 --> 00:00:54.000]  讓我們能夠聽到祢的話語
[00:00:54.000 --> 00:00:55.000]  走到出來
[00:00:55.000 --> 00:00:56.000]  在今天世代當中
[00:00:56.000 --> 00:00:58.000]  榮耀見證祢是神
[00:00:58.000 --> 00:01:01.000]  奉耶穌基督榮耀禱告 阿門
[00:01:01.000 --> 00:01:03.000]  在教會侍奉
[00:01:03.000 --> 00:01:06.000]  在做木職的侍奉當中
[00:01:06.000 --> 00:01:07.000]  在年頭裡
[00:01:07.000 --> 00:01:11.000]  很多時候會在團契裡跟弟兄姊妹分享
[00:01:11.000 --> 00:01:12.000]  會聊天
[00:01:12.000 --> 00:01:13.000]  會問他問題
[00:01:13.000 --> 00:01:15.000]  你相信主了沒有
[00:01:15.000 --> 00:01:16.000]  你相信耶穌了沒有
[00:01:16.000 --> 00:01:18.000]  認識耶穌了沒有
[00:01:18.000 --> 00:01:20.000]  你是不是已經清楚得救了
[00:01:20.000 --> 00:01:23.000]  很多時候我們會這樣去關心弟兄姊妹
[00:01:23.000 --> 00:01:25.000]  跟他們聊天
[00:01:25.000 --> 00:01:29.000]  但有時候又會彷彿像這樣去問他們
[00:01:29.000 --> 00:01:33.000]  好像問你有沒有那張天堂入場券
[00:01:33.000 --> 00:01:35.000]  你是不是一卡旁身
[00:01:35.000 --> 00:01:39.000]  你是不是已經相信主上到天堂
[00:01:39.000 --> 00:01:43.000]  給他們一個這樣的感覺
[00:01:43.000 --> 00:01:45.000]  試問一下大家
[00:01:45.000 --> 00:01:48.000]  你是不是這樣想的
[00:01:48.000 --> 00:01:50.000]  你會不會這樣想的
[00:01:50.000 --> 00:01:52.000]  一卡旁身
[00:01:52.000 --> 00:01:54.000]  就已經心滿意足
[00:01:54.000 --> 00:01:56.000]  是不是
[00:01:56.000 --> 00:01:59.000]  你們很迷茫
[00:01:59.000 --> 00:02:02.000]  你們是不是應該搖頭
[00:02:02.000 --> 00:02:04.000]  給我一點反應
[00:02:04.000 --> 00:02:07.000]  你們今天真的要實體了
[00:02:07.000 --> 00:02:09.000]  在我們教會
[00:02:09.000 --> 00:02:12.000]  窩福的網頁裡有三個筆註
[00:02:12.000 --> 00:02:14.000]  大家知不知道是什麼
[00:02:14.000 --> 00:02:18.000]  有人開始數了
[00:02:18.000 --> 00:02:21.000]  那三個筆註的網頁
[00:02:21.000 --> 00:02:23.000]  那個頁是這樣寫的
[00:02:23.000 --> 00:02:24.000]  我就是窩福
[00:02:24.000 --> 00:02:27.000]  如何能夠落實成長
[00:02:27.000 --> 00:02:29.000]  那三個筆註就是筆註學習
[00:02:29.000 --> 00:02:30.000]  筆註禱告
[00:02:30.000 --> 00:02:31.000]  筆註關懷
[00:02:31.000 --> 00:02:34.000]  這三個筆註正正在網頁上
[00:02:34.000 --> 00:02:36.000]  就是要培育我們成長
[00:02:36.000 --> 00:02:38.000]  他說基督徒的成長生命
[00:02:38.000 --> 00:02:40.000]  應該是很有活力的
[00:02:40.000 --> 00:02:42.000]  就像剛才的聲音
[00:02:42.000 --> 00:02:44.000]  很有動力的
[00:02:44.000 --> 00:02:46.000]  因為我們已經有神的恩典
[00:02:46.000 --> 00:02:47.000]  在我們的生命裡
[00:02:47.000 --> 00:02:49.000]  以致我們能夠靠著耶穌
[00:02:49.000 --> 00:02:51.000]  可以活出祂的樣式
[00:02:51.000 --> 00:02:54.000]  這是那個網頁當中的期望
[00:02:54.000 --> 00:02:57.000]  大家有沒有留意那三個筆註裡
[00:02:57.000 --> 00:03:01.000]  沒有筆註問人是不是信耶穌
[00:03:01.000 --> 00:03:03.000]  是不是
[00:03:03.000 --> 00:03:05.000]  為什麼
[00:03:05.000 --> 00:03:09.000]  是不是說信傳福音不重要
[00:03:09.000 --> 00:03:12.000]  當然不是
[00:03:12.000 --> 00:03:13.000]  答案當然不是
[00:03:13.000 --> 00:03:15.000]  答案正正告訴你
[00:03:15.000 --> 00:03:19.000]  信徒成長是很重要的
[00:03:19.000 --> 00:03:23.000]  所以在窩福裡面有這三個筆註
[00:03:23.000 --> 00:03:26.000]  沒有生命的成長
[00:03:26.000 --> 00:03:30.000]  就沒有成長的生命
[00:03:30.000 --> 00:03:32.000]  作為傳道
[00:03:32.000 --> 00:03:34.000]  你問我
[00:03:34.000 --> 00:03:36.000]  最開心見到
[00:03:36.000 --> 00:03:37.000]  第一
[00:03:37.000 --> 00:03:38.000]  有人信耶穌
[00:03:38.000 --> 00:03:39.000]  第二
[00:03:39.000 --> 00:03:43.000]  同時他有生命的成長
[00:03:43.000 --> 00:03:45.000]  這個很重要
[00:03:45.000 --> 00:03:49.000]  路加福音由六章
[00:03:49.000 --> 00:03:51.000]  剛才主席幫我們讀出
[00:03:51.000 --> 00:03:52.000]  由六章的十七節
[00:03:52.000 --> 00:03:54.000]  到今天最後的四十九節
[00:03:54.000 --> 00:03:56.000]  叫做平原部分
[00:03:56.000 --> 00:03:58.000]  和馬太福音五到七章登山部分
[00:03:58.000 --> 00:04:01.000]  可以說是平衡的經文
[00:04:01.000 --> 00:04:03.000]  特別的地方在路加福音
[00:04:03.000 --> 00:04:05.000]  在第十七節之前
