
[00:00:00.000 --> 00:00:07.000]  今天繼續和大家講「全道書」
[00:00:07.000 --> 00:00:12.600]  我們剛剛過了慶祝耶穌復活節
[00:00:12.600 --> 00:00:14.400]  復活節雖然過了
[00:00:14.400 --> 00:00:17.600]  但復活主的大能
[00:00:17.600 --> 00:00:22.000]  是會永遠和我們信了主的人同在
[00:00:22.000 --> 00:00:29.600]  正如施哥菲利普領我們祈禱時說
[00:00:29.600 --> 00:00:32.000]  復活主的大能在我們身上
[00:00:32.000 --> 00:00:37.600]  因為主的復活我們就有能力面對明天
[00:00:37.600 --> 00:00:39.000]  因為主的復活大能
[00:00:39.000 --> 00:00:40.800]  也令我們在生活裏
[00:00:40.800 --> 00:00:45.200]  享受神賜給我們的生活、生命
[00:00:45.200 --> 00:00:48.200]  今天我用的講題是聖經裏面
[00:00:48.200 --> 00:00:50.400]  經文裏面其中一節
[00:00:50.400 --> 00:00:54.800]  「吃喝勞碌」即是工作
[00:00:54.800 --> 00:00:56.600]  和享受
[00:00:56.600 --> 00:00:58.000]  其實這是出於神的
[00:00:58.000 --> 00:01:00.800]  神的心意會讓我們這樣做
[00:01:00.800 --> 00:01:04.000]  只不過這是限於經文裏面
[00:01:04.000 --> 00:01:06.400]  或是聖經裏面都教我們
[00:01:06.400 --> 00:01:10.600]  在主裏面、在神裏面
[00:01:10.600 --> 00:01:19.400]  我們享受神賜給我們的一切
[00:01:19.400 --> 00:01:23.800]  聖經是教我們要享受生命
[00:01:23.800 --> 00:01:30.800]  但是如果我們捉錯用神
[00:01:30.800 --> 00:01:33.200]  或者自己以為這樣是對的
[00:01:33.200 --> 00:01:33.600]  怎樣呢?
[00:01:33.600 --> 00:01:36.800]  就是我們不想在神裏面
[00:01:36.800 --> 00:01:41.800]  我們只是想享受神賜給我們的福氣
[00:01:41.800 --> 00:01:45.600]  這是甚麼意思呢?
[00:01:45.600 --> 00:01:49.600]  這叫做「拜偶像」
[00:01:49.600 --> 00:01:50.400]  大家想明白嗎?
[00:01:50.400 --> 00:01:52.200]  「拜偶像」就是這樣
[00:01:52.200 --> 00:01:54.400]  我怎樣生活你不要理我
[00:01:54.400 --> 00:01:56.800]  我給你燒豬你就給我甚麼
[00:01:56.800 --> 00:02:00.400]  我就是要這麼多
[00:02:00.400 --> 00:02:04.200]  只是想享受神所賜的福氣
[00:02:04.200 --> 00:02:06.600]  而卻不想在神裏面生活
[00:02:06.600 --> 00:02:09.400]  即是按照神的聖經教訓來生活
[00:02:09.400 --> 00:02:15.600]  這叫做「拜偶像」
[00:02:15.600 --> 00:02:18.800]  今天這段經文亦告訴我們
[00:02:18.800 --> 00:02:23.200]  祂叫我們除了享受生活、生命之外
[00:02:23.200 --> 00:02:26.000]  還要享受我們的工作
[00:02:26.000 --> 00:02:29.000]  我的意思不是享受工作的成果
[00:02:29.000 --> 00:02:30.400]  上一次的講道講
[00:02:30.400 --> 00:02:33.400]  嘗試用工作的成果來滿足自己
[00:02:33.400 --> 00:02:34.000]  但是很慘
[00:02:34.000 --> 00:02:35.800]  如果不成功又怎樣呢?
[00:02:35.800 --> 00:02:38.000]  那就很不滿足、很不開心
[00:02:38.000 --> 00:02:39.400]  今天聖經告訴我們
[00:02:39.400 --> 00:02:46.400]  要享受工作的過程、進行的時候
[00:02:46.400 --> 00:02:50.400]  工作的成果是一方面不一定有的
[00:02:50.400 --> 00:02:51.800]  你努力了一定有成果
[00:02:51.800 --> 00:02:54.400]  我們要知道不是的
[00:02:54.400 --> 00:02:59.200]  而且有時候成果是不清楚的
[00:02:59.200 --> 00:03:02.200]  做到九成成功
[00:03:02.200 --> 00:03:04.600]  那你覺得成功還是不成功呢?
[00:03:04.600 --> 00:03:06.400]  看你怎樣看而已
[00:03:06.400 --> 00:03:08.600]  你預算要賺那麼多錢
[00:03:08.600 --> 00:03:10.400]  現在賺了八成
[00:03:10.400 --> 00:03:11.400]  其實也不錯
[00:03:11.400 --> 00:03:14.000]  不過你可能被董事罵
[00:03:14.000 --> 00:03:18.400]  賺不到20%
[00:03:18.400 --> 00:03:20.400]  所以你只是享受成功
[00:03:20.400 --> 00:03:23.000]  有時候是困難的
[00:03:23.000 --> 00:03:24.600]  而且成功可能是持續的
[00:03:24.600 --> 00:03:27.800]  或者去了之後就跌了
[00:03:27.800 --> 00:03:33.200]  但是享受那個過程更加重要
[00:03:33.200 --> 00:03:37.400]  如果我們能夠享受工作的過程、進度
[00:03:37.400 --> 00:03:39.200]  那又怎樣呢?
[00:03:39.200 --> 00:03:43.600]  我們不用等待成果、不用等待將來
[00:03:43.600 --> 00:03:46.000]  每一天都可以享受
[00:03:46.000 --> 00:03:49.800]  多麼好啊
[00:03:49.800 --> 00:03:52.000]  說起享受工作的時候
[00:03:52.000 --> 00:03:54.000]  有一個故事是這樣的
[00:03:54.000 --> 00:03:55.600]  我相信這個故事可能是真的
[00:03:55.600 --> 00:03:59.200]  因為我看的時候有名有姓的
[00:03:59.200 --> 00:04:01.400]  不過我今天就不提它的名字了
[00:04:01.400 --> 00:04:03.200]  就這樣說這個故事
[00:04:03.200 --> 00:04:06.200]  就是有一個很有錢很成功的工業家
[00:04:06.200 --> 00:04:09.600]  我想他也快要退休了
[00:04:09.600 --> 00:04:11.800]  他就去度假
[00:04:11.800 --> 00:04:13.600]  去到一個很漂亮的
[00:04:13.600 --> 00:04:17.000]  可能不知道是不是加勒比海那些沙灘
[00:04:17.000 --> 00:04:21.200]  在那裡想著享受陽光與海灘
[00:04:21.200 --> 00:04:25.000]  附近也有一些漁船在那裡
[00:04:25.000 --> 00:04:28.200]  是一個很漂亮很優美的地方
[00:04:28.200 --> 00:04:31.200]  他正想說可以躺在沙灘上
[00:04:31.200 --> 00:04:33.000]  享受一下的時候
[00:04:33.000 --> 00:04:36.200]  就看到在沙灘的武記縣
[00:04:36.200 --> 00:04:40.000]  又看到有一個年輕的漁夫
[00:04:40.000 --> 00:04:46.400]  在那裡很放鬆很舒服地躺在沙灘上
[00:04:46.400 --> 00:04:50.200]  享受陽光與海灘
[00:04:50.200 --> 00:04:54.800]  他是工業家的性格
[00:04:54.800 --> 00:05:01.200]  他就走過去問這個年輕的漁夫
[00:05:01.200 --> 00:05:05.600]  為什麼你躺在那裡不工作
[00:05:05.600 --> 00:05:12.000]  那個漁夫說我今天已經足夠
[00:05:12.000 --> 00:05:17.200]  去打魚足夠今日數了
[00:05:17.200 --> 00:05:19.800]  他說現在時間尚早
[00:05:19.800 --> 00:05:25.800]  那你為什麼不去再繼續努力打多點魚
[00:05:25.800 --> 00:05:28.200]  漁夫說那打多點魚又怎樣
[00:05:28.200 --> 00:05:31.200]  他說打多點魚你就可以賺多點錢
[00:05:31.200 --> 00:05:33.000]  賺多點錢又怎樣
[00:05:33.000 --> 00:05:36.200]  賺多點錢你又可以買多一兩隻船
[00:05:36.200 --> 00:05:38.200]  買一些漂亮大一點的網
[00:05:38.200 --> 00:05:40.400]  那你就捉到更多的魚
[00:05:40.400 --> 00:05:42.200]  那捉到更多的魚又怎樣
[00:05:42.200 --> 00:05:45.400]  他說捉到更多的魚你就越來越發達
[00:05:45.400 --> 00:05:48.200]  甚至可以成為一個大的企業
[00:05:48.200 --> 00:05:51.200]  好像我這麼成功這麼有錢
[00:05:51.200 --> 00:05:53.000]  那麼有錢又怎樣
[00:05:53.000 --> 00:05:56.000]  那他又說那麼有錢
[00:05:56.000 --> 00:05:58.400]  你將來就好像我這樣
[00:05:58.400 --> 00:06:02.000]  可以去度假可以躺在沙灘上
[00:06:02.000 --> 00:06:07.800]  享受陽光與海灘
[00:06:07.800 --> 00:06:10.600]  聽到這裡你大概知道什麼事了
[00:06:10.600 --> 00:06:13.600]  那麼這個年輕的漁夫就說
[00:06:13.600 --> 00:06:16.600]  那麼我現在在做什麼
[00:06:16.600 --> 00:06:20.400]  我現在就是在享受陽光與海灘
[00:06:20.400 --> 00:06:22.600]  我不用等將來
[00:06:22.600 --> 00:06:31.000]  我現在就天天在做你將來才可以做的事
[00:06:31.000 --> 00:06:36.200]  這個漁夫正正就是他懂得享受每天的生活
[00:06:36.200 --> 00:06:37.600]  那麼當然你可以
[00:06:37.600 --> 00:06:40.800]  如果我們是他父母我們也不比他狠
[00:06:40.800 --> 00:06:44.200]  不過故事就是這樣
[00:06:44.200 --> 00:06:50.000]  我們知道那個教訓其實是很好的
[00:06:50.000 --> 00:06:53.800]  我們今天要學的功課就是
[00:06:53.800 --> 00:06:59.000]  神賜給我們生活、生命、工作
[00:06:59.000 --> 00:07:01.800]  他也會賜給我們能夠享受那個成果
[00:07:01.800 --> 00:07:03.600]  但是更加重要的就是
[00:07:03.600 --> 00:07:09.200]  我們享受這個生命的過程更加重要
[00:07:09.200 --> 00:07:10.600]  成果不是每個人都有的
[00:07:10.600 --> 00:07:12.000]  我們知道有時候真的
[00:07:12.000 --> 00:07:15.600]  但是那個過程每個人都有
[00:07:15.600 --> 00:07:17.800]  所以如果你懂得享受那個過程
[00:07:17.800 --> 00:07:23.200]  你就每個人都有這個享受
[00:07:23.200 --> 00:07:25.200]  我們要享受人生的過程
[00:07:25.200 --> 00:07:30.200]  也要享受那個工作的過程
[00:07:30.200 --> 00:07:35.200]  這個是神賜給我們人的一個特別的福氣
[00:07:35.200 --> 00:07:39.800]  我們看今天的經文是傳道書二章十二節
[00:07:39.800 --> 00:07:44.000]  我轉念觀看自慰狂妄和愚昧
[00:07:44.000 --> 00:07:57.600]  轉念這個字可以解釋做回顧
[00:07:57.600 --> 00:07:58.600]  和一個轉
[00:07:58.600 --> 00:08:00.600]  另外之前有時候見到類似的字
[00:08:00.600 --> 00:08:03.000]  轉想那個是兩個字的
[00:08:03.000 --> 00:08:05.200]  那個轉想可能是second thought
[00:08:05.200 --> 00:08:08.800]  或者是我再想一下這方面
[00:08:08.800 --> 00:08:10.200]  就是想一下別的
[00:08:10.200 --> 00:08:13.800]  但是這個轉念是在轉
[00:08:13.800 --> 00:08:16.600]  是回顧
[00:08:16.600 --> 00:08:20.600]  回顧什麼?
[00:08:20.600 --> 00:08:23.200]  另外也是觀看
[00:08:23.200 --> 00:08:26.800]  觀看這個字也可以解釋做檢討
[00:08:26.800 --> 00:08:33.800]  傳道者他為什麼要回顧、要檢討呢?
[00:08:33.800 --> 00:08:39.200]  而且是檢討自慰、狂妄、愚昧
[00:08:39.200 --> 00:08:41.600]  為什麼呢?
[00:08:41.600 --> 00:08:44.800]  這個是針對他之前的前半章所說的
[00:08:44.800 --> 00:08:46.800]  他所做的事
[00:08:46.800 --> 00:08:52.800]  我們看回前面要看第三節
[00:08:52.800 --> 00:08:55.400]  第三節他說
[00:08:55.400 --> 00:08:58.200]  我心卻仍以自慰引導我
[00:08:58.200 --> 00:09:00.400]  又如何持住愚昧
[00:09:00.400 --> 00:09:03.800]  我上次也在這裡發揮了很多
[00:09:03.800 --> 00:09:09.400]  這個是所羅門尋求人生意義的其中一個方法
[00:09:09.400 --> 00:09:13.000]  就是他認為憑著他是極之聰明絕頂
[00:09:13.000 --> 00:09:14.200]  智慧個人
[00:09:14.200 --> 00:09:19.600]  他認為只要他自己能夠保持清醒、保持理智
[00:09:19.600 --> 00:09:25.400]  就可以任意去接受各種的試探引誘
[00:09:25.400 --> 00:09:27.400]  或者什麼都去試
[00:09:27.400 --> 00:09:31.400]  是認為他只要有理智、能夠把持
[00:09:31.400 --> 00:09:32.800]  他就做什麼都可以了
[00:09:32.800 --> 00:09:36.400]  無傷大雅的
[00:09:36.400 --> 00:09:39.400]  當然不行了
[00:09:39.400 --> 00:09:43.000]  另外看第十節
[00:09:43.000 --> 00:09:46.200]  他還有一個原則就是說
[00:09:46.200 --> 00:09:47.600]  凡我眼所求的
[00:09:47.600 --> 00:09:49.800]  我沒有留下不給差的
[00:09:49.800 --> 00:09:51.000]  我心所樂的
[00:09:51.000 --> 00:09:53.000]  我沒有禁止不享受
[00:09:53.000 --> 00:09:55.200]  他用這兩個原則
[00:09:55.200 --> 00:09:58.000]  一個就是說我持住自己很有定力
[00:09:58.000 --> 00:09:59.200]  我就什麼都試
[00:09:59.200 --> 00:10:04.000]  然後他說我喜歡什麼就做什麼
[00:10:04.000 --> 00:10:04.600]  死定了
[00:10:04.600 --> 00:10:06.400]  上次說死定了
[00:10:06.400 --> 00:10:09.400]  所羅門可能是失敗的其中一個很大的因由
[00:10:09.400 --> 00:10:13.800]  可能是因為這兩個原則
[00:10:13.800 --> 00:10:14.400]  好了
[00:10:14.400 --> 00:10:18.600]  他就是因為這兩個原則或者方法
[00:10:18.600 --> 00:10:20.200]  他就什麼都試
[00:10:20.200 --> 00:10:20.800]  什麼都做
[00:10:20.800 --> 00:10:22.800]  什麼都不拒絕
[00:10:22.800 --> 00:10:23.600]  好事又做
[00:10:23.600 --> 00:10:25.800]  壞事又做
[00:10:25.800 --> 00:10:27.200]  他大興土木
[00:10:27.200 --> 00:10:28.400]  危興建設
[00:10:28.400 --> 00:10:30.400]  發展農業、商業
[00:10:30.400 --> 00:10:32.200]  令到國家富強
[00:10:32.200 --> 00:10:33.400]  做得很好
[00:10:33.400 --> 00:10:36.200]  令到國家盛極一時
[00:10:36.200 --> 00:10:37.600]  但是另一方面
