
[00:00:00.000 --> 00:00:02.000]  我和大家說過
[00:00:02.000 --> 00:00:06.000]  我會留下約拿書復活節來說
[00:00:06.000 --> 00:00:08.000]  今天就是復活的主日
[00:00:08.000 --> 00:00:11.000]  讓我們一起來讀一讀約拿書
[00:00:11.000 --> 00:00:14.000]  約拿書相信是我們基督徒最熟悉的經文
[00:00:14.000 --> 00:00:20.000]  因為是說到約拿先知被大雨吞了三日三夜
[00:00:20.000 --> 00:00:22.000]  我們一起來看這本書的時候
[00:00:22.000 --> 00:00:24.000]  看看會不會在這篇道
[00:00:24.000 --> 00:00:28.000]  是啟示我們去想一些我們從來沒有想過的事
[00:00:28.000 --> 00:00:33.000]  約拿書是十二先知書的第五卷
[00:00:33.000 --> 00:00:37.000]  是四章的書一共是四十八節的經文
[00:00:37.000 --> 00:00:41.000]  約拿書的作者當然就是約拿先知
[00:00:41.000 --> 00:00:44.000]  他是加利利的人
[00:00:44.000 --> 00:00:47.000]  在約翰福音七章五十二節
[00:00:47.000 --> 00:00:51.000]  有人說加利利是沒有出過任何的先知
[00:00:51.000 --> 00:00:53.000]  其實是錯的
[00:00:53.000 --> 00:00:57.000]  因為我們知道加利利起碼出過兩位先知
[00:00:57.000 --> 00:01:00.000]  這兩位先知都是十二先知書裡面的先知
[00:01:00.000 --> 00:01:02.000]  約拿和那紅
[00:01:02.000 --> 00:01:07.000]  這兩位先知他們的寓言相隔大概是一百年
[00:01:07.000 --> 00:01:10.000]  他們的對象都是利利美
[00:01:10.000 --> 00:01:15.000]  約拿就成功地使利利美人來悔改
[00:01:15.000 --> 00:01:17.000]  但是一百五十年後
[00:01:17.000 --> 00:01:21.000]  利利美就是透過那紅先知的寓言
[00:01:21.000 --> 00:01:24.000]  這個審判就臨到他們的身上
[00:01:24.000 --> 00:01:29.000]  以致利利美遭到滅國
[00:01:29.000 --> 00:01:32.000]  在列王幾下的十四章二十五節
[00:01:32.000 --> 00:01:39.000]  我們知道約拿大概是在公元前七百六十年的人
[00:01:39.000 --> 00:01:43.000]  他是在加特希伐的地方
[00:01:43.000 --> 00:01:48.000]  我們也知道加特希伐就是在西布倫茲派
[00:01:48.000 --> 00:01:51.000]  因為約書雅記十九章十三節告訴我們
[00:01:51.000 --> 00:01:56.000]  而這個地方也在拿撒勒的北面大概是十四里
[00:01:56.000 --> 00:02:01.000]  約拿先知的爸爸也是一位先知
[00:02:01.000 --> 00:02:03.000]  他叫做阿米泰
[00:02:03.000 --> 00:02:05.000]  阿米泰的意思就是真誠
[00:02:05.000 --> 00:02:08.000]  如果你是約拿先知
[00:02:08.000 --> 00:02:11.000]  而神要派你去外邦人的地方傳福音
[00:02:11.000 --> 00:02:18.000]  我相信你最不希望神派你去的地方就是利利美
[00:02:18.000 --> 00:02:20.000]  利利美是亞述國的首都
[00:02:20.000 --> 00:02:24.000]  利利美人是出名是殘暴是兇暴
[00:02:24.000 --> 00:02:29.000]  在這個敘利亞的地方有一座山叫做Nabi Yunus
[00:02:29.000 --> 00:02:32.000]  Nabi就是先知的意思
[00:02:32.000 --> 00:02:34.000]  Yunus就是約拿
[00:02:34.000 --> 00:02:37.000]  約拿先知就是那座山的名字
[00:02:37.000 --> 00:02:41.000]  被這些考古學家有點頭緒
[00:02:41.000 --> 00:02:43.000]  於是他們就開始發掘
[00:02:43.000 --> 00:02:47.000]  結果他們掘出了整座的古城利利美
[00:02:47.000 --> 00:02:51.000]  約拿書可以說是舊約的宣教書
[00:02:51.000 --> 00:02:54.000]  也可以說舊約當中
[00:02:54.000 --> 00:02:59.000]  唯一一位被差派去外邦人的先知就是約拿
[00:02:59.000 --> 00:03:01.000]  那你說那紅呢
[00:03:01.000 --> 00:03:06.000]  那紅先知只不過是寫關於利利美的寓言
[00:03:06.000 --> 00:03:10.000]  那紅先知自己沒有去到利利美這個地方
[00:03:10.000 --> 00:03:17.000]  約拿這個名字的意思就是甲子就是pigeon
[00:03:17.000 --> 00:03:23.000]  而約拿書每年猶太人的贖罪日都會被朗讀
[00:03:23.000 --> 00:03:31.000]  相信約拿書最出名的就是那條大魚吞了約拿三日三夜
[00:03:31.000 --> 00:03:33.000]  但是有很多人都很懷疑
[00:03:33.000 --> 00:03:39.000]  究竟這個是神話還是真是可能發生的事
[00:03:39.000 --> 00:03:44.000]  在1891年的2月有一隻船叫做東方之星
[00:03:44.000 --> 00:03:49.000]  在南美的Falkland Island附近他們見到一條鯨魚
[00:03:49.000 --> 00:03:51.000]  這隻船是打鯨魚的船
[00:03:51.000 --> 00:03:54.000]  所以他們立刻就派出了兩隻艇
[00:03:54.000 --> 00:03:59.000]  在這個艇上用長叉希望去捕獲這條鯨魚
[00:03:59.000 --> 00:04:03.000]  結果鯨魚是弄沉了其中一隻船
[00:04:03.000 --> 00:04:05.000]  有一個船員是死了
[00:04:05.000 --> 00:04:10.000]  另一個船員叫做James Bartley他是失蹤了
[00:04:10.000 --> 00:04:13.000]  結果最後他們都捕獲這條鯨魚
[00:04:13.000 --> 00:04:15.000]  還劏開這條鯨魚的肚子
[00:04:15.000 --> 00:04:19.000]  發覺原來James Bartley在魚肚當中
[00:04:19.000 --> 00:04:23.000]  當時他已經在魚肚裏面有15個小時
[00:04:23.000 --> 00:04:30.000]  這個魚的胃酸將James Bartley的雙眼拉瞎了
[00:04:30.000 --> 00:04:33.000]  而他的皮膚都被胃酸漂白了
[00:04:33.000 --> 00:04:34.000]  但是他沒有死
[00:04:34.000 --> 00:04:36.000]  他活了11年
[00:04:36.000 --> 00:04:39.000]  直到他32歲的時候
[00:04:39.000 --> 00:04:42.000]  這件事發生他21歲
[00:04:42.000 --> 00:04:45.000]  直到32歲的時候他才去世
[00:04:45.000 --> 00:04:49.000]  人稱這個人叫他做現代的約拿仙子
[00:04:49.000 --> 00:04:55.000]  這件事在報紙上都有刊登
[00:04:55.000 --> 00:05:01.000]  有人說James Bartley只不過在魚肚當中15個小時
[00:05:01.000 --> 00:05:03.000]  但是約拿是三日三夜
[00:05:03.000 --> 00:05:05.000]  有沒有這個可能
[00:05:05.000 --> 00:05:08.000]  其實我可以告訴你們
[00:05:08.000 --> 00:05:13.000]  我絕對相信約拿仙子其實是死了而復生
[00:05:13.000 --> 00:05:16.000]  他是在魚肚當中三日三夜死了
[00:05:16.000 --> 00:05:18.000]  然後復生
[00:05:18.000 --> 00:05:19.000]  原因很簡單
[00:05:19.000 --> 00:05:21.000]  因為耶穌基督自己說
[00:05:21.000 --> 00:05:24.000]  好像約拿在魚肚當中三日三夜
[00:05:24.000 --> 00:05:28.000]  人子都要在地裏三日三夜然後復活
[00:05:28.000 --> 00:05:32.000]  所以我相信約拿其實真的死而復活
[00:05:32.000 --> 00:05:35.000]  就好像耶穌基督一樣
[00:05:35.000 --> 00:05:41.000]  剛才說那條魚就是人們認為最大的神蹟
[00:05:41.000 --> 00:05:46.000]  其實在《著約拿書》裏面有起碼十個神蹟
[00:05:46.000 --> 00:05:51.000]  例如當約拿知道自己要去尼尼尾
[00:05:51.000 --> 00:05:53.000]  他就上船去他斯
[00:05:53.000 --> 00:05:56.000]  結果神就刮起很大的風
[00:05:56.000 --> 00:05:58.000]  這個是第一個神蹟
[00:05:58.000 --> 00:06:01.000]  第二個神蹟就是那些水手很害怕
[00:06:01.000 --> 00:06:03.000]  所以他們都抽籤
[00:06:03.000 --> 00:06:06.000]  希望找出罪魁禍首
[00:06:06.000 --> 00:06:08.000]  結果抽籤就抽到約拿
[00:06:08.000 --> 00:06:10.000]  這個是第二個神蹟
[00:06:10.000 --> 00:06:15.000]  第三個神蹟是他們害怕到將約拿扔到海裏
[00:06:15.000 --> 00:06:18.000]  當約拿被扔到海裏
[00:06:18.000 --> 00:06:20.000]  那個風暴就立刻停止
[00:06:20.000 --> 00:06:22.000]  這個是第三個神蹟
[00:06:22.000 --> 00:06:29.000]  而第四個神蹟就是那條大魚出現的時間和地點都是剛剛好
[00:06:29.000 --> 00:06:33.000]  第五個神蹟就是約拿在大魚的肚裏面
[00:06:33.000 --> 00:06:36.000]  這個故事是有兩個版本
[00:06:36.000 --> 00:06:39.000]  一個版本就是你們熟悉的
[00:06:39.000 --> 00:06:43.000]  就是約拿在大魚的肚裏面三日三夜沒有死
[00:06:43.000 --> 00:06:45.000]  這個本身是一個神蹟
[00:06:45.000 --> 00:06:50.000]  但如果約拿真的死了在大魚的肚裏面三日三夜
[00:06:50.000 --> 00:06:51.000]  然後復活
[00:06:51.000 --> 00:06:54.000]  這個其實是一個更大的神蹟
[00:06:54.000 --> 00:06:56.000]  任你怎麼看這個都是一個神蹟
[00:06:56.000 --> 00:07:03.000]  而在這裏第六個神蹟就是魚將約拿套到海底的上方
[00:07:03.000 --> 00:07:06.000]  第七個神蹟就是去到哩哩尾
