
[00:00:00.000 --> 00:00:04.000]  各位我們今天的意象是什麼?
[00:00:04.000 --> 00:00:07.000]  同心合一心望福音
[00:00:07.000 --> 00:00:08.000]  是的
[00:00:08.000 --> 00:00:11.000]  這是我們今天教會的意象
[00:00:11.000 --> 00:00:13.000]  這是耶穌的願望
[00:00:13.000 --> 00:00:14.500]  這也是保羅的願望
[00:00:14.500 --> 00:00:16.500]  這也是我們的願望
[00:00:16.500 --> 00:00:17.500]  不是嗎?
[00:00:17.500 --> 00:00:19.000]  所以我今年第一個禮拜
[00:00:19.000 --> 00:00:23.000]  我都是在講同心合一心望福音的信息
[00:00:23.000 --> 00:00:24.500]  我記得一月我講說
[00:00:24.500 --> 00:00:28.000]  我偏重在同心合一
[00:00:28.000 --> 00:00:32.000]  因為如保羅所說
[00:00:32.000 --> 00:00:36.000]  一個身體一個聖靈一個指望一個主一個性
[00:00:36.000 --> 00:00:39.000]  一個喜一個神
[00:00:39.000 --> 00:00:42.000]  七個一完全的合一
[00:00:42.000 --> 00:00:44.000]  但那不是統一
[00:00:44.000 --> 00:00:45.000]  因為他跟著說
[00:00:45.000 --> 00:00:50.000]  他所賜的有使徒有先知有傳福音的有牧師有教師
[00:00:50.000 --> 00:00:55.000]  為了成全聖徒各盡其職建立基督的身體
[00:00:55.000 --> 00:00:58.000]  所以他要我們以基督的心為心
[00:00:58.000 --> 00:01:00.000]  來建立基督的身體
[00:01:00.000 --> 00:01:04.000]  用我們從神來的恩賜來服侍他
[00:01:04.000 --> 00:01:05.000]  來服侍教會
[00:01:05.000 --> 00:01:07.000]  來彼此服侍
[00:01:07.000 --> 00:01:11.000]  最重要以基督的心為心
[00:01:11.000 --> 00:01:13.000]  因為在初代教會
[00:01:13.000 --> 00:01:16.000]  在耶穌走之前
[00:01:16.000 --> 00:01:21.000]  在門徒們被聖靈充滿五行節的經歷之前
[00:01:21.000 --> 00:01:23.000]  沒有合一
[00:01:23.000 --> 00:01:27.000]  所以約翰福音約翰十七章他說
[00:01:27.000 --> 00:01:31.000]  他結束年講了五個合一的事情
[00:01:31.000 --> 00:01:34.000]  他說我與夫緣為一
[00:01:34.000 --> 00:01:38.000]  所以他要我們也要合一
[00:01:38.000 --> 00:01:41.000]  三月份我主要是講到合一
[00:01:41.000 --> 00:01:43.000]  同心合一
[00:01:43.000 --> 00:01:45.000]  合誰的一啊
[00:01:45.000 --> 00:01:47.000]  那麼我看到翻譯是的
[00:01:47.000 --> 00:01:48.000]  翻譯得非常好
[00:01:48.000 --> 00:01:50.000]  叫做one accord
[00:01:50.000 --> 00:01:53.000]  一個心思一個意念
[00:01:53.000 --> 00:01:56.000]  我們要合神的意識
[00:01:56.000 --> 00:01:58.000]  不是合人的意識
[00:01:58.000 --> 00:02:02.000]  所以當門徒們在馬可樓上
[00:02:02.000 --> 00:02:05.000]  得著了聖靈
[00:02:05.000 --> 00:02:08.000]  彼得起來講了新約第一篇道
[00:02:08.000 --> 00:02:10.000]  就有三千個人信主
[00:02:10.000 --> 00:02:13.000]  後來又有五千個人信主
[00:02:13.000 --> 00:02:15.000]  其他的信徒在幹什麼
[00:02:15.000 --> 00:02:16.000]  禱告
[00:02:16.000 --> 00:02:17.000]  他們沒有說
[00:02:17.000 --> 00:02:20.000]  哎呦彼得上次是你講這次換我講嘛
[00:02:20.000 --> 00:02:21.000]  是不是
[00:02:21.000 --> 00:02:22.000]  沒有
[00:02:22.000 --> 00:02:25.000]  他們都是同心合一
[00:02:25.000 --> 00:02:27.000]  通通在後面禱告
[00:02:27.000 --> 00:02:29.000]  為神的國
[00:02:29.000 --> 00:02:32.000]  為彼得在前面講道
[00:02:32.000 --> 00:02:34.000]  為他禱告
[00:02:34.000 --> 00:02:37.000]  四月份我講的是說
[00:02:37.000 --> 00:02:39.000]  為福音
[00:02:39.000 --> 00:02:41.000]  要齊心努力
[00:02:41.000 --> 00:02:44.000]  要同受苦難
[00:02:44.000 --> 00:02:46.000]  還要忍耐等候
[00:02:46.000 --> 00:02:47.000]  因為
[00:02:47.000 --> 00:02:51.000]  天上羅列家前書一章三節說
[00:02:51.000 --> 00:02:53.000]  因信心所做的功夫
[00:02:53.000 --> 00:02:56.000]  因愛心所受的苦難
[00:02:56.000 --> 00:03:00.000]  因盼望主耶穌基督所承的忍耐
[00:03:00.000 --> 00:03:02.000]  信往愛
[00:03:02.000 --> 00:03:05.000]  所以靜心要做功夫
[00:03:05.000 --> 00:03:08.000]  我們傳福音是因為我們有信心
[00:03:08.000 --> 00:03:11.000]  我們要把這個好消息告訴別人
[00:03:11.000 --> 00:03:12.000]  但是
[00:03:12.000 --> 00:03:15.000]  我們要怎麼樣努力
[00:03:15.000 --> 00:03:19.000]  不是信了耶穌就等著上天堂了
[00:03:19.000 --> 00:03:21.000]  那麼愛人也是一樣
[00:03:21.000 --> 00:03:23.000]  因愛心所受的苦難
[00:03:23.000 --> 00:03:26.000]  我們有的時候愛人家
[00:03:26.000 --> 00:03:28.000]  人家好像變成是說
[00:03:28.000 --> 00:03:31.000]  熱臉去貼人家的冷屁股一樣
[00:03:31.000 --> 00:03:34.000]  所以有的時候也會吃苦頭的
[00:03:34.000 --> 00:03:37.000]  但是耶穌說的很清楚
[00:03:37.000 --> 00:03:40.000]  我們愛是從神而來的愛
[00:03:40.000 --> 00:03:44.000]  還有因盼望我們主耶穌基督所承的忍耐
[00:03:44.000 --> 00:03:46.000]  所以我們要忍耐的等候
[00:03:46.000 --> 00:03:48.000]  五月份我說了
[00:03:48.000 --> 00:03:50.000]  我們要傳福音
[00:03:50.000 --> 00:03:52.000]  好像在賽跑一樣
[00:03:52.000 --> 00:03:53.000]  好像在鬥拳一樣
[00:03:53.000 --> 00:03:55.000]  這是保羅說的
[00:03:55.000 --> 00:03:59.000]  他是說我們傳福音要有方法
[00:03:59.000 --> 00:04:02.000]  我們而且不傳福音就有禍了
[00:04:02.000 --> 00:04:03.000]  我們要得
[00:04:03.000 --> 00:04:06.000]  傳福音要同得獎賞
[00:04:06.000 --> 00:04:07.000]  哈利路亞
[00:04:07.000 --> 00:04:09.000]  有的時候我們傳福音
[00:04:09.000 --> 00:04:11.000]  我才講一句話
[00:04:11.000 --> 00:04:13.000]  他就要信了
[00:04:13.000 --> 00:04:14.000]  哇
[00:04:14.000 --> 00:04:15.000]  我撿到一個
[00:04:15.000 --> 00:04:19.000]  好像很容易的一個果子
[00:04:19.000 --> 00:04:21.000]  結了一個很容易的果子
[00:04:21.000 --> 00:04:22.000]  殊不知
[00:04:22.000 --> 00:04:24.000]  有多少人為他除蟲
[00:04:24.000 --> 00:04:26.000]  為他灌溉
[00:04:26.000 --> 00:04:27.000]  為他除草
[00:04:27.000 --> 00:04:29.000]  為他施肥
[00:04:29.000 --> 00:04:32.000]  然後你正好來摘這個果子而已
[00:04:32.000 --> 00:04:34.000]  所以都要同得獎賞
[00:04:34.000 --> 00:04:35.000]  前方打仗的
[00:04:35.000 --> 00:04:36.000]  後方看兵器的
[00:04:36.000 --> 00:04:39.000]  都要同得獎賞
[00:04:39.000 --> 00:04:41.000]  哈利路亞
[00:04:41.000 --> 00:04:42.000]  是的
[00:04:42.000 --> 00:04:44.000]  所以我說我們傳福音
[00:04:44.000 --> 00:04:47.000]  是為了要宣揚主名
[00:04:47.000 --> 00:04:49.000]  我特別用彼得前書說
[00:04:49.000 --> 00:04:51.000]  唯有你們是被揀選的族類
[00:04:51.000 --> 00:04:52.000]  是有君貞的祭司
[00:04:52.000 --> 00:04:53.000]  是聖潔的國度
[00:04:53.000 --> 00:04:55.000]  是屬神的子民
[00:04:55.000 --> 00:04:56.000]  為要宣揚那招
[00:04:56.000 --> 00:04:59.000]  你們出黑暗入奇妙光明者的美德
[00:04:59.000 --> 00:05:01.000]  所以我們有四個身份
[00:05:01.000 --> 00:05:02.000]  是不是
[00:05:02.000 --> 00:05:04.000]  還有一個目的
[00:05:04.000 --> 00:05:06.000]  就是傳耶穌基督
[00:05:06.000 --> 00:05:07.000]  怎麼傳
[00:05:07.000 --> 00:05:08.000]  他跟了一句話說
[00:05:08.000 --> 00:05:11.000]  從前你們非兒女
[00:05:11.000 --> 00:05:12.000]  你們不謀年序
[00:05:12.000 --> 00:05:14.000]  現在你們成為兒女
[00:05:14.000 --> 00:05:16.000]  你們謀了年序
[00:05:16.000 --> 00:05:18.000]  所以你只要跟他講三件事情
[00:05:18.000 --> 00:05:20.000]  從前你是什麼光景
[00:05:20.000 --> 00:05:21.000]  你以前不信耶穌
[00:05:21.000 --> 00:05:23.000]  你是什麼光景
[00:05:23.000 --> 00:05:24.000]  我還記得很清楚
[00:05:24.000 --> 00:05:25.000]  我以前在
[00:05:25.000 --> 00:05:28.000]  四十年前我在讀大學的時候
[00:05:28.000 --> 00:05:30.000]  五十年前了
[00:05:30.000 --> 00:05:32.000]  一年比一年快了
[00:05:32.000 --> 00:05:34.000]  就有人給我傳個福音
[00:05:34.000 --> 00:05:35.000]  我就跟他說
[00:05:35.000 --> 00:05:39.000]  你要我信著太陽從西邊出來
[00:05:39.000 --> 00:05:41.000]  我現在每天看到太陽
[00:05:41.000 --> 00:05:43.000]  都是從西邊出來的
[00:05:43.000 --> 00:05:44.000]  我家裡面的人說
[00:05:44.000 --> 00:05:46.000]  阿欽阿欽你信了可以了
[00:05:46.000 --> 00:05:48.000]  不要信迷了
[00:05:48.000 --> 00:05:52.000]  曾幾何時我信得執迷不悟了
[00:05:52.000 --> 00:05:53.000]  哈雷路亞
[00:05:53.000 --> 00:05:56.000]  所以我們真的是要
[00:05:56.000 --> 00:05:58.000]  憑著信心放出耶穌基督的名
[00:05:58.000 --> 00:06:02.000]  因為我以前什麼光景
[00:06:02.000 --> 00:06:03.000]  我現在什麼光景
[00:06:03.000 --> 00:06:06.000]  我將來有什麼盼望
[00:06:06.000 --> 00:06:08.000]  這是我們要跟人家講的
[00:06:08.000 --> 00:06:10.000]  哈雷路亞讚美神
[00:06:10.000 --> 00:06:13.000]  上個月我講說
[00:06:13.000 --> 00:06:16.000]  我們要蒙昭傳福音
[00:06:16.000 --> 00:06:19.000]  不同的時候有不同的呼召
[00:06:19.000 --> 00:06:20.000]  是不是
[00:06:20.000 --> 00:06:21.000]  亞伯拉罕
[00:06:21.000 --> 00:06:22.000]  電影殺的時候
[00:06:22.000 --> 00:06:23.000]  在那緊要關頭
[00:06:23.000 --> 00:06:25.000]  他要下手的時候
[00:06:25.000 --> 00:06:28.000]  他要下手的時候
[00:06:28.000 --> 00:06:29.000]  嚇我一跳
[00:06:29.000 --> 00:06:32.000]  天使說亞伯拉罕亞伯拉罕
[00:06:32.000 --> 00:06:34.000]  他說希那尼
[00:06:34.000 --> 00:06:35.000]  他說不可害他
[00:06:35.000 --> 00:06:37.000]  一點都不可動手害他
[00:06:37.000 --> 00:06:40.000]  然後天使就開始唱說
[00:06:40.000 --> 00:06:45.000]  現在我知你是愛我
[00:06:45.000 --> 00:06:47.000]  現在我知
[00:06:47.000 --> 00:06:51.000]  這是後來人寫的詩歌
[00:06:51.000 --> 00:06:52.000]  對不對
[00:06:52.000 --> 00:06:53.000]  那麼摩西也是一樣
[00:06:53.000 --> 00:06:55.000]  當他看到荊棘的異象
[00:06:55.000 --> 00:06:57.000]  火燒荊棘異象
[00:06:57.000 --> 00:07:00.000]  從火中有聲音說摩西摩西
[00:07:00.000 --> 00:07:02.000]  他說希那尼我在這裡
[00:07:02.000 --> 00:07:03.000]  神呼召他
[00:07:03.000 --> 00:07:04.000]  不同的時間
[00:07:04.000 --> 00:07:05.000]  不同的方式
[00:07:05.000 --> 00:07:07.000]  撒摩爾也是一樣
[00:07:07.000 --> 00:07:08.000]  不是嗎
[00:07:08.000 --> 00:07:10.000]  小小撒摩爾在神殿裡面
[00:07:10.000 --> 00:07:12.000]  神三次呼召他
[00:07:12.000 --> 00:07:15.000]  撒尼爾撒尼爾
[00:07:15.000 --> 00:07:17.000]  他跑到大祭司以勒跟前
[00:07:17.000 --> 00:07:18.000]  以利
[00:07:18.000 --> 00:07:19.000]  以利說不是我
[00:07:19.000 --> 00:07:21.000]  第三次以利發現不對勁
[00:07:21.000 --> 00:07:24.000]  以利說這次你跟他說
[00:07:24.000 --> 00:07:25.000]  僕人在此
[00:07:25.000 --> 00:07:26.000]  敬聽
[00:07:26.000 --> 00:07:29.000]  所以第三次神又叫他
[00:07:29.000 --> 00:07:31.000]  撒摩爾啊撒摩爾啊
