
[00:00:00.000 --> 00:00:02.400]  讓我們去領受上帝懷之先
[00:00:02.400 --> 00:00:04.100]  一齊同心祈禱
[00:00:04.100 --> 00:00:09.400]  願我口中的言語
[00:00:09.400 --> 00:00:11.900]  眾弟兄姊妹的心思
[00:00:11.900 --> 00:00:12.800]  意念
[00:00:12.800 --> 00:00:14.600]  同蒙上主的月立
[00:00:14.600 --> 00:00:17.200]  禱告奉耶穌基督的命求
[00:00:17.200 --> 00:00:18.300]  阿門
[00:00:18.300 --> 00:00:20.900]  所以
[00:00:20.900 --> 00:00:24.400]  這個有些人就稱為謝恩節或者謝恩主日
[00:00:24.400 --> 00:00:26.900]  但是在教會的年曆裡面
[00:00:26.900 --> 00:00:28.500]  也有另一個的意思
[00:00:28.800 --> 00:00:31.000]  就是叫做基督君王主日
[00:00:31.000 --> 00:00:33.900]  同樣都是在每年的
[00:00:33.900 --> 00:00:35.900]  教會年曆的最後一個主日
[00:00:35.900 --> 00:00:37.000]  舉行的
[00:00:37.000 --> 00:00:38.300]  就是說
[00:00:38.300 --> 00:00:40.600]  如果這個是最後一個的主日
[00:00:40.600 --> 00:00:42.200]  下個星期呢
[00:00:42.200 --> 00:00:44.000]  就是新的教會年
[00:00:44.000 --> 00:00:45.700]  就不是十二月三十一日
[00:00:45.700 --> 00:00:47.500]  或者過了聖誕之後的
[00:00:47.500 --> 00:00:49.200]  也代表著
[00:00:49.200 --> 00:00:52.600]  基督降誕將臨期的開始
[00:00:52.600 --> 00:00:56.500]  所以今天你看到牧師是戴綠色帶的
[00:00:56.500 --> 00:00:57.800]  下個星期呢
[00:00:57.900 --> 00:00:59.400]  是藍紫色的了
[00:00:59.400 --> 00:01:03.400]  其實就是代表著整個教會年的重新的開始
[00:01:03.400 --> 00:01:05.200]  今天的經課
[00:01:05.200 --> 00:01:07.200]  揀選了三段的經文
[00:01:07.200 --> 00:01:11.400]  其中一段是路加福音一章至二節裡面
[00:01:11.400 --> 00:01:14.900]  其中一首很重要的撒加利亞頌
[00:01:14.900 --> 00:01:16.700]  不過我一定要這麼說
[00:01:16.700 --> 00:01:19.100]  在路加福音一至二章裡面
[00:01:19.100 --> 00:01:21.900]  其實有三首很重要的頌歌
[00:01:21.900 --> 00:01:25.200]  包括一首叫做瑪利亞的專主頌
[00:01:25.600 --> 00:01:28.800]  另一首就是剛才師禮幫我們讀的
[00:01:28.800 --> 00:01:29.900]  撒加利亞頌
[00:01:29.900 --> 00:01:32.300]  第三首就是西面
[00:01:32.300 --> 00:01:34.400]  這三首
[00:01:34.400 --> 00:01:37.900]  都可以說是和耶穌基督息息相關的頌歌
[00:01:37.900 --> 00:01:40.200]  而今天所揀選
[00:01:40.200 --> 00:01:41.500]  那段的經文
[00:01:41.500 --> 00:01:43.400]  撒加利亞頌這位的祭司
[00:01:43.400 --> 00:01:45.700]  特別是關係到
[00:01:45.700 --> 00:01:47.900]  他的兒子施洗約翰的出生
[00:01:47.900 --> 00:01:52.800]  為的是為耶穌基督預備前路
[00:01:54.500 --> 00:01:55.700]  就好像什麼呢
[00:01:55.700 --> 00:01:59.200]  就好像有名人出巡
[00:01:59.200 --> 00:02:02.200]  然後前面有警車開路
[00:02:02.200 --> 00:02:05.200]  施洗約翰就是一個這樣的角色
[00:02:05.200 --> 00:02:06.800]  那究竟
[00:02:06.800 --> 00:02:09.000]  我剛才說的撒加利亞頌
[00:02:09.000 --> 00:02:11.300]  和專主頌這兩首頌歌
[00:02:11.300 --> 00:02:14.000]  想表達兩個孩子
[00:02:14.000 --> 00:02:16.900]  他們有什麼的共同信念呢
[00:02:16.900 --> 00:02:18.900]  為什麼會放在前後
[00:02:18.900 --> 00:02:20.800]  為什麼會這樣呢
[00:02:20.800 --> 00:02:23.100]  今天的經課
[00:02:23.100 --> 00:02:25.700]  特別撒加利亞頌一章七十一節
[00:02:25.700 --> 00:02:26.600]  他那裡說
[00:02:26.600 --> 00:02:30.400]  他說他就是上主拯救了我們脫離仇敵
[00:02:30.400 --> 00:02:33.200]  脫離了一切恨我們的人的手
[00:02:33.200 --> 00:02:36.000]  從仇敵中被救出來
[00:02:36.000 --> 00:02:39.000]  另一個聖經翻譯的
[00:02:39.000 --> 00:02:40.000]  叫現代中文譯本
[00:02:40.000 --> 00:02:40.800]  怎麼譯的呢
[00:02:40.800 --> 00:02:43.200]  他說他拯救我們脫離敵人
[00:02:43.200 --> 00:02:48.000]  擺脫一切恨惡我們的權勢
[00:02:48.000 --> 00:02:50.700]  很有趣
[00:02:50.700 --> 00:02:52.700]  當你看不同的版本的時候
[00:02:52.700 --> 00:02:53.600]  會更加清楚
[00:02:53.600 --> 00:02:56.300]  他想描述當時的處境
[00:02:56.300 --> 00:02:57.900]  這個是撒加利亞頌
[00:02:57.900 --> 00:02:58.900]  那
[00:02:58.900 --> 00:03:01.400]  瑪利亞的專主頌又說些什麼呢
[00:03:01.400 --> 00:03:04.800]  瑪利亞的專主頌在一章五十一節
[00:03:04.800 --> 00:03:06.200]  路加福音歌這樣說
[00:03:06.200 --> 00:03:09.300]  是趕散心裡面妄想的狂傲人
[00:03:09.300 --> 00:03:11.600]  叫那些有權位的失位
[00:03:11.600 --> 00:03:13.000]  叫卑賤的升高
[00:03:13.000 --> 00:03:15.700]  他叫飢餓的飽餐美食
[00:03:15.700 --> 00:03:17.800]  叫富足的空手而回
[00:03:17.800 --> 00:03:21.300]  不知道大家有沒有一種感覺
[00:03:21.600 --> 00:03:24.900]  兩篇頌歌有著異曲同工的信念
[00:03:24.900 --> 00:03:26.700]  為什麼呢
[00:03:26.700 --> 00:03:31.900]  當時究竟在耶穌的年代發生什麼事呢
[00:03:31.900 --> 00:03:38.400]  而他們要記下這兩首異曲同工的頌歌呢
[00:03:38.400 --> 00:03:41.500]  快要聖誕
[00:03:41.500 --> 00:03:45.900]  大家大概都不會不知道耶穌在馬槽出世
[00:03:45.900 --> 00:03:47.700]  不過
[00:03:47.700 --> 00:03:50.200]  大家有沒有養過小動物
[00:03:51.500 --> 00:03:52.700]  如果你有養過
[00:03:52.700 --> 00:03:54.600]  大概你會知道
[00:03:54.600 --> 00:03:57.900]  無論你幫牠打理得多乾淨的地方也好
[00:03:57.900 --> 00:03:59.400]  總是會怎樣
[00:03:59.400 --> 00:04:01.200]  有異味的
