
[00:00:00.000 --> 00:00:05.200]  今年我們一起思想在基督裏面長進
[00:00:05.200 --> 00:00:07.600]  在信仰裏面生活
[00:00:07.600 --> 00:00:11.600]  究竟我們怎樣能夠在神裏面的長進
[00:00:11.600 --> 00:00:15.200]  是不是多讀聖經我們就能夠成長
[00:00:15.200 --> 00:00:18.800]  我們不單止多讀聖經
[00:00:18.800 --> 00:00:24.400]  更加我們有沒有將聖經放在我們的心裏面
[00:00:24.400 --> 00:00:31.600]  能夠實在去活出這個信仰的精髓
[00:00:31.600 --> 00:00:36.200]  去活出信仰給我們的價值
[00:00:36.200 --> 00:00:38.800]  去能夠在我們生活裏面
[00:00:38.800 --> 00:00:43.000]  去體會信仰帶給我們的改變
[00:00:43.000 --> 00:00:48.400]  所以當我們要在耶穌基督裏面成長
[00:00:48.400 --> 00:00:51.400]  究竟什麼意思呢
[00:00:51.400 --> 00:00:55.000]  今天我們透過這段聖經
[00:00:55.000 --> 00:01:01.200]  來去思想我們究竟在基督裏面成長的
[00:01:01.200 --> 00:01:05.400]  是包含什麼的意義裏面
[00:01:05.400 --> 00:01:09.000]  雖然今天我們的處境所面對的問題
[00:01:09.000 --> 00:01:12.800]  未必一定好像哥倫多教會
[00:01:12.800 --> 00:01:15.800]  但是哥倫多教會所面對的問題
[00:01:15.800 --> 00:01:21.200]  是每一個人都可能會面對的問題
[00:01:21.200 --> 00:01:25.000]  所以我們今天就用這段聖經來去試
[00:01:25.000 --> 00:01:26.400]  來去看一看
[00:01:26.400 --> 00:01:30.200]  怎樣哥倫多教會究竟的問題
[00:01:30.200 --> 00:01:34.400]  去反映了什麼的因素
[00:01:34.400 --> 00:01:40.400]  我們有什麼能夠可以來去改變
[00:01:40.400 --> 00:01:43.200]  我讀到一個玄的故事
[00:01:43.200 --> 00:01:45.400]  這個故事這樣說
[00:01:45.400 --> 00:01:49.000]  它說有一個人很幸運地遇到一位天使
[00:01:49.000 --> 00:01:51.200]  這位天使對他說
[00:01:51.200 --> 00:01:52.400]  從現在開始
[00:01:52.400 --> 00:01:55.800]  我可以滿足你任何的願望
[00:01:55.800 --> 00:01:57.600]  不過有個前提
[00:01:57.600 --> 00:02:00.800]  這個前提就是你的鄰居
[00:02:00.800 --> 00:02:03.400]  他得到的東西給你相分
[00:02:03.400 --> 00:02:05.400]  這個人就很開心
[00:02:05.400 --> 00:02:09.200]  天使可以給我的願望
[00:02:09.200 --> 00:02:11.200]  不過他又想一想
[00:02:11.200 --> 00:02:15.600]  他心裏面有一個不是比平衡的想法
[00:02:15.600 --> 00:02:18.600]  因為天使說的前提就是
[00:02:18.600 --> 00:02:20.000]  你得到的東西
[00:02:20.000 --> 00:02:22.400]  你的鄰居給你多一份
[00:02:22.400 --> 00:02:24.200]  如果你得到一間屋
[00:02:24.200 --> 00:02:25.800]  鄰居有兩間屋
[00:02:25.800 --> 00:02:27.200]  如果你住五百呎
[00:02:27.200 --> 00:02:29.600]  你的鄰居要住一千呎
[00:02:29.600 --> 00:02:31.400]  如果你有一桶金
[00:02:31.400 --> 00:02:33.000]  鄰居有兩桶
[00:02:33.000 --> 00:02:35.000]  如果你一個很漂亮的老婆
[00:02:35.000 --> 00:02:38.200]  你的鄰居有兩個
[00:02:38.200 --> 00:02:40.400]  本來他不應該有老婆的
[00:02:40.400 --> 00:02:42.000]  現在竟然有兩個
[00:02:42.000 --> 00:02:43.400]  所以他當他想
[00:02:43.400 --> 00:02:48.200]  越想越妒忌
[00:02:48.200 --> 00:02:50.800]  最後他咬緊牙齒跟著天使說
[00:02:50.800 --> 00:02:55.000]  天使不如你畫了我一雙眼睛
[00:02:55.000 --> 00:02:56.400]  這個天使
[00:02:56.400 --> 00:02:58.600]  好了,你就變了獨眼龍
[00:02:58.600 --> 00:03:01.400]  他的鄰居怎樣
[00:03:01.400 --> 00:03:07.400]  鄰居一雙眼瞎了
[00:03:07.400 --> 00:03:09.400]  比較
[00:03:09.400 --> 00:03:12.800]  比較叫我們產生嫉妒
[00:03:12.800 --> 00:03:16.400]  嫉妒叫我們心胸越來越窄
[00:03:16.400 --> 00:03:19.400]  叫我們不單害自己
[00:03:19.400 --> 00:03:21.000]  也害了人
[00:03:21.000 --> 00:03:23.000]  人很喜歡比較
[00:03:23.000 --> 00:03:26.600]  你喜不喜歡比較
[00:03:26.600 --> 00:03:29.200]  誰喜歡誰不會比較
[00:03:29.200 --> 00:03:32.800]  我相信沒有人不會比較
[00:03:32.800 --> 00:03:34.800]  總是會比較
[00:03:34.800 --> 00:03:37.200]  從小時候你已經比較
[00:03:37.200 --> 00:03:38.400]  特別做父母
[00:03:38.400 --> 00:03:40.600]  你會兩兄弟比較
[00:03:40.600 --> 00:03:42.400]  不是很大件事
[00:03:42.400 --> 00:03:43.600]  弟弟吃飯這麼厲害
[00:03:43.600 --> 00:03:47.000]  哥哥你吃得不好
[00:03:47.000 --> 00:03:48.800]  不吃完那碗飯
[00:03:48.800 --> 00:03:50.400]  你比較
[00:03:50.400 --> 00:03:55.200]  從小到大你都跟他比較
[00:03:55.200 --> 00:03:57.800]  不在話下成績就比較
[00:03:57.800 --> 00:04:02.800]  這個比那個那個比那個
[00:04:02.800 --> 00:04:05.200]  我們由成長的過程裏
[00:04:05.200 --> 00:04:08.200]  我們很多時候都比較
[00:04:08.200 --> 00:04:13.600]  聖經也有很多例子是比較的
[00:04:13.600 --> 00:04:16.000]  該隱和阿伯比較
[00:04:16.000 --> 00:04:17.000]  比較甚麼
[00:04:17.000 --> 00:04:20.800]  神預立誰的奉獻
[00:04:20.800 --> 00:04:22.200]  神預立阿伯
[00:04:22.200 --> 00:04:23.000]  預立該隱
[00:04:23.000 --> 00:04:25.400]  該隱就很激氣
[00:04:25.400 --> 00:04:27.600]  臉都變了色
[00:04:27.600 --> 00:04:30.600]  後來將弟弟殺死了
[00:04:30.600 --> 00:04:33.400]  阿夾撒拉比較
[00:04:33.400 --> 00:04:34.600]  比較誰
[00:04:34.600 --> 00:04:38.800]  有兒子生
[00:04:38.800 --> 00:04:42.800]  所以當夏革還孕的時候
[00:04:42.800 --> 00:04:46.600]  他就看輕那個主母夏革是妾侍
[00:04:46.600 --> 00:04:51.800]  他就看低了這個做阿大
[00:04:51.800 --> 00:04:55.200]  雅各和蜀爾素兩兄弟
[00:04:55.200 --> 00:04:57.200]  未出生已經在肚裏
[00:04:57.200 --> 00:04:59.200]  在媽媽的肚裏爭
[00:04:59.200 --> 00:05:02.400]  爭誰出生先爭誰阿大
[00:05:02.400 --> 00:05:07.000]  比較好像是我們的天性
[00:05:07.000 --> 00:05:08.600]  好像我們
[00:05:08.600 --> 00:05:10.400]  我不知道可不可以說一下我們的天性
[00:05:10.400 --> 00:05:13.000]  我們很容易去比較
[00:05:13.000 --> 00:05:15.600]  比這個比那個
[00:05:15.600 --> 00:05:19.000]  比較有時候會叫我們自大
[00:05:19.000 --> 00:05:22.600]  比較也可能會叫我們自卑
[00:05:22.600 --> 00:05:26.000]  比較叫我們自以為了不起
[00:05:26.000 --> 00:05:30.600]  比較叫我們自己看得很低
[00:05:30.600 --> 00:05:33.600]  哥倫多的教會
[00:05:33.600 --> 00:05:38.600]  他們因為領袖的問題
[00:05:38.600 --> 00:05:43.600]  而去發生比較和紛爭
[00:05:43.600 --> 00:05:45.600]  產生妒忌
[00:05:45.600 --> 00:05:47.800]  因此保羅就在哥倫多教會
[00:05:47.800 --> 00:05:50.800]  因為來指出他們的問題
[00:05:50.800 --> 00:05:52.600]  你為什麼要這樣做
[00:05:52.600 --> 00:05:54.800]  你究竟有什麼差誤
[00:05:54.800 --> 00:05:57.200]  究竟你想錯了什麼地方
[00:05:57.200 --> 00:06:00.800]  保羅就逐一逐一地指出來
[00:06:00.800 --> 00:06:03.600]  當時哥倫多教會受著
[00:06:03.600 --> 00:06:06.400]  當時這個商業社會的影響
[00:06:06.400 --> 00:06:09.600]  也受著當時社會的風氣
[00:06:09.600 --> 00:06:12.200]  那種名人效應的影響
[00:06:12.200 --> 00:06:17.200]  他們當時很推崇那些演講家
[00:06:17.200 --> 00:06:19.400]  哪個演講家好的
[00:06:19.400 --> 00:06:21.000]  能夠請到他的
[00:06:21.000 --> 00:06:23.800]  這個家很威風
[00:06:23.800 --> 00:06:25.400]  所以在教會裏面
[00:06:25.400 --> 00:06:27.800]  他們都有心儀的領袖
[00:06:27.800 --> 00:06:30.800]  保羅、阿波羅、彼得
[00:06:30.800 --> 00:06:33.200]  各自推崇自己的領袖
[00:06:33.200 --> 00:06:38.000]  因此產生教會那種不合一
[00:06:38.000 --> 00:06:41.800]  教會那種積累分明
[00:06:41.800 --> 00:06:43.800]  保羅就是提醒他們
[00:06:43.800 --> 00:06:46.200]  其實你這樣做是很蠢的
[00:06:46.200 --> 00:06:48.800]  這樣做是你想錯了
[00:06:48.800 --> 00:06:51.800]  不是你們屬於保羅
[00:06:51.800 --> 00:06:53.400]  你們屬於阿波羅
[00:06:53.400 --> 00:06:56.000]  你們屬於基法
[00:06:56.000 --> 00:06:58.600]  其實最重要的
[00:06:58.600 --> 00:07:00.000]  聖經說
[00:07:00.000 --> 00:07:02.600]  你們想錯了
[00:07:02.600 --> 00:07:05.600]  應該是我們屬於你們
[00:07:05.600 --> 00:07:07.800]  為什麼他這樣想呢?
