
[00:00:00.000 --> 00:00:01.560]  好我們繼續談談
[00:00:01.560 --> 00:00:04.880]  向天父上帝我們感謝讚美你
[00:00:04.880 --> 00:00:07.680]  因爲你讓教會有這樣的計劃
[00:00:07.680 --> 00:00:08.920]  讓我們弟兄姐妹
[00:00:08.920 --> 00:00:11.280]  可以更留意的來聽道
[00:00:11.280 --> 00:00:11.720]  天父啊
[00:00:11.720 --> 00:00:14.920]  巴不得我們不只是領受頭腦的知識
[00:00:14.920 --> 00:00:18.080]  我們來是從心裏面去領受
[00:00:18.080 --> 00:00:21.440]  而且能夠對我們的身心靈都有幫助
[00:00:21.440 --> 00:00:23.720]  天父啊你使用我的脖子
[00:00:23.720 --> 00:00:25.120]  你刀握他的手
[00:00:25.120 --> 00:00:27.320]  你讓他所預備的信息
[00:00:27.320 --> 00:00:28.800]  所傳講的信息
[00:00:28.840 --> 00:00:30.640]  都能夠對我們在座的
[00:00:30.640 --> 00:00:33.080]  每一位弟兄姐妹都有幫助
[00:00:33.080 --> 00:00:35.080]  讓我們謙卑忍受
[00:00:35.080 --> 00:00:38.720]  讓我們也能夠同心的來領會主
[00:00:38.720 --> 00:00:40.600]  對我們所說的話
[00:00:40.600 --> 00:00:42.240]  願主禰永遠存在
[00:00:42.240 --> 00:00:43.800]  帶領我們以下十天
[00:00:43.800 --> 00:00:45.320]  共主耶穌基督的生命
[00:00:45.320 --> 00:00:46.040]  阿彌陀佛
[00:00:46.040 --> 00:00:47.640]  好
[00:00:47.640 --> 00:00:49.400]  耶穌在世上的時候
[00:00:49.400 --> 00:00:52.000]  他除了醫病趕走這些工作
[00:00:52.000 --> 00:00:54.480]  基本上他做每一件事情
[00:00:54.480 --> 00:00:55.440]  你都會發現
[00:00:55.440 --> 00:00:57.360]  從他所做的事情上
[00:00:57.520 --> 00:00:59.360]  都有一些的教導出來
[00:00:59.360 --> 00:01:04.240]  他比如說他可能只是醫病也好
[00:01:04.240 --> 00:01:05.800]  只是趕軌也好
[00:01:05.800 --> 00:01:07.480]  就算這樣的動作裏面
[00:01:07.480 --> 00:01:09.360]  他都有一些的教導
[00:01:09.360 --> 00:01:12.000]  帶給當時在身邊的一些人
[00:01:12.000 --> 00:01:14.000]  如果你讀福音書的時候
[00:01:14.000 --> 00:01:16.280]  你就會看到有很多
[00:01:16.280 --> 00:01:18.280]  有關主耶穌的這些記載
[00:01:18.280 --> 00:01:22.240]  都同時的帶出了他的教導
[00:01:22.240 --> 00:01:25.480]  讓我們從當中可以學習到很多的真理
[00:01:25.960 --> 00:01:27.920]  今天我們讀的經文很長
[00:01:27.920 --> 00:01:29.800]  但是在很長當中
[00:01:29.800 --> 00:01:32.400]  我們也看到有三個很主要的事情
[00:01:32.400 --> 00:01:34.920]  這三件主要的事情
[00:01:34.920 --> 00:01:36.600]  當然他們是獨立的
[00:01:36.600 --> 00:01:40.840]  他們是沒有直接關聯的一些的事情
[00:01:40.840 --> 00:01:44.040]  但是偏偏他們就指向一件事情
[00:01:44.040 --> 00:01:45.280]  是什麼
[00:01:45.280 --> 00:01:48.360]  就是跟天國的信息有關
[00:01:48.360 --> 00:01:51.480]  就是教導有關天國的事情
[00:01:51.480 --> 00:01:53.680]  第一件事情就是告訴我們
[00:01:53.680 --> 00:01:56.280]  有關天國子民的品德的性質
[00:01:56.280 --> 00:01:57.760]  到底是什麼
[00:01:57.760 --> 00:01:59.520]  然後第二件事情
[00:01:59.520 --> 00:02:02.920]  我們會看到帶出了進入天國
[00:02:02.920 --> 00:02:05.280]  我們應該抱着怎樣的態度
[00:02:05.280 --> 00:02:07.240]  然後第三件事情
[00:02:07.240 --> 00:02:11.160]  就是有關天國子民的價值觀的問題
[00:02:11.160 --> 00:02:14.120]  而這三件事情裏面
[00:02:14.120 --> 00:02:16.120]  我們可以看到
[00:02:16.120 --> 00:02:19.120]  其實主耶穌在教導我們一件事情
[00:02:19.120 --> 00:02:20.200]  那是什麼事情
[00:02:20.440 --> 00:02:23.880]  就是謙卑在當中的那種的重要性
[00:02:23.880 --> 00:02:27.560]  今天當我們要學習謙卑的時候
[00:02:27.560 --> 00:02:29.680]  我們這一期的主題
[00:02:29.680 --> 00:02:32.600]  有三篇的講道都會講到謙卑
[00:02:32.600 --> 00:02:35.200]  當我們要學習謙卑的時候
[00:02:35.200 --> 00:02:37.520]  我們就可以從這三件事情上
[00:02:37.520 --> 00:02:39.400]  學到活生生的例子
[00:02:39.400 --> 00:02:42.360]  讓我們看到一些活生生的人
[00:02:42.360 --> 00:02:48.160]  他們怎麼樣的把這些謙卑的一些的功課帶出來
[00:02:48.800 --> 00:02:50.720]  首先我們來看第一件事情
[00:02:50.720 --> 00:02:54.680]  這第一件事情就是從第13節開始
[00:02:54.680 --> 00:02:57.600]  一開始的時候就提到說
[00:02:57.600 --> 00:02:59.880]  有人帶着小孩子來見耶穌
[00:02:59.880 --> 00:03:02.480]  要耶穌摸他們
[00:03:02.480 --> 00:03:05.360]  然後換來的是什麼
[00:03:05.360 --> 00:03:07.520]  是門徒變責備
[00:03:07.520 --> 00:03:12.520]  馬可福音對於這個畫面有很生動的瞭解
[00:03:12.520 --> 00:03:16.400]  他用詞潛字都有很
[00:03:16.920 --> 00:03:19.400]  使我們有洗洗有生的那種感覺
[00:03:19.400 --> 00:03:22.760]  但是當然你要讀原文你才能夠看得出
[00:03:22.760 --> 00:03:25.880]  因爲在這一句的描繪當中
[00:03:25.880 --> 00:03:31.000]  你會看到作者他用了兩個過去進行式的動詞
[00:03:31.000 --> 00:03:33.920]  兩個第一個就是帶着
[00:03:33.920 --> 00:03:37.280]  那些人帶着小孩子
[00:03:37.280 --> 00:03:42.920]  這個是continuous past
[00:03:42.920 --> 00:03:45.600]  然後還有一個就是責備
[00:03:46.360 --> 00:03:49.760]  也是同樣的是這樣的一個動詞
[00:03:49.760 --> 00:03:52.360]  因爲我們看到畫面是什麼
[00:03:52.360 --> 00:03:55.680]  就是很多人川流不息的
[00:03:55.680 --> 00:03:59.480]  把孩子帶到想帶到耶穌的跟前來
[00:03:59.480 --> 00:04:03.400]  而這些門徒就不停的責備
[00:04:03.400 --> 00:04:05.320]  你看到嗎
[00:04:05.320 --> 00:04:07.040]  大家看到畫面很生動
[00:04:07.040 --> 00:04:09.080]  很多孩子湧過來了
[00:04:09.080 --> 00:04:12.080]  很多父母或者是大人帶着孩子過來的
[00:04:12.080 --> 00:04:14.920]  然後這些門徒就在忙着責備他們
[00:04:15.440 --> 00:04:17.720]  不行你們怎麼帶孩子來這麼吵
[00:04:17.720 --> 00:04:19.280]  你看到嗎
[00:04:19.280 --> 00:04:20.760]  那畫面很活的
[00:04:20.760 --> 00:04:25.080]  那人來了嘗試要把他們靠近耶穌
[00:04:25.080 --> 00:04:26.440]  但是這門徒說不行不行
[00:04:26.440 --> 00:04:29.200]  就在那裏吵吵得一堆
[00:04:29.200 --> 00:04:31.640]  所以在這樣的情況之下
[00:04:31.640 --> 00:04:35.240]  雖然這件事情可能就是發生在屋外
[00:04:35.240 --> 00:04:37.400]  耶穌當時是在屋內
[00:04:37.400 --> 00:04:41.200]  但是耶穌起先沒有來
[00:04:41.200 --> 00:04:43.000]  不過在這麼吵的情況之下
[00:04:43.400 --> 00:04:46.120]  耶穌肯定最後他是留意到的
[00:04:46.120 --> 00:04:49.840]  所以經文就說到最後他終於發現了
[00:04:49.840 --> 00:04:51.480]  他就惱怒
[00:04:51.480 --> 00:04:53.640]  惱怒不是惱怒那些孩子
[00:04:53.640 --> 00:04:55.320]  不是惱怒那些父母
[00:04:55.320 --> 00:04:57.600]  而是惱怒這些的門徒
[00:04:57.600 --> 00:05:01.000]  所以對門徒就做了一番的教訓
[00:05:01.000 --> 00:05:04.440]  耶穌說讓小孩子到我這裏來
[00:05:04.440 --> 00:05:05.720]  不要禁止他
[00:05:05.720 --> 00:05:08.960]  因爲在神的國裏面就是這樣的
[00:05:08.960 --> 00:05:11.480]  他說我實在告訴你們
[00:05:11.480 --> 00:05:13.440]  凡要承受神國的
[00:05:13.440 --> 00:05:14.800]  如果不像這小孩子
[00:05:14.800 --> 00:05:17.840]  不像小孩子斷不得進去
[00:05:17.840 --> 00:05:21.160]  很明顯主耶穌在這裏所說的
[00:05:21.160 --> 00:05:24.480]  這樣的人指的就是小孩子
[00:05:24.480 --> 00:05:28.640]  而不是指那一批大人或者是其他人
[00:05:28.640 --> 00:05:32.080]  那麼這些小孩子到底有多大呢
[00:05:32.080 --> 00:05:33.800]  我們就很想知道
[00:05:33.800 --> 00:05:39.120]  《路加福音》的記載就說他們是陰寒
[00:05:39.120 --> 00:05:40.720]  他們是悲涼
[00:05:41.880 --> 00:05:43.880]  雖然你如果看《馬可福音》
[00:05:43.880 --> 00:05:45.560]  或者是《馬太福音》的時候
[00:05:45.560 --> 00:05:47.200]  說的都是小孩子
[00:05:47.200 --> 00:05:48.880]  Little children
