
[00:00:00.000 --> 00:00:02.440]  讓我們在今天的崇拜以先
[00:00:02.440 --> 00:00:05.080]  讓我們再次一齊低頭禱告
[00:00:05.080 --> 00:00:08.880]  將我們的身心靈交給主我們的神
[00:00:08.880 --> 00:00:12.680]  帶領我們在接下來這段靈性主導的時間
[00:00:12.680 --> 00:00:14.440]  讓我們藉著主的道理
[00:00:14.440 --> 00:00:17.120]  能夠得到更加穩固的成長
[00:00:17.120 --> 00:00:21.840]  讓我們一齊同心低頭禱告
[00:00:21.840 --> 00:00:22.960]  慈悲的天父多謝祢
[00:00:22.960 --> 00:00:24.560]  讓我們能夠再次回來
[00:00:24.560 --> 00:00:27.480]  在祢寶貴說話的面前學習
[00:00:27.480 --> 00:00:31.000]  求祢的聲明誘導我們
[00:00:31.000 --> 00:00:36.360]  很想我們能夠準確地明白主祢在當中的教訓
[00:00:36.360 --> 00:00:40.360]  也讓我們面對各式各樣試探的時候
[00:00:40.360 --> 00:00:42.960]  對主祢的說話不離不棄
[00:00:42.960 --> 00:00:44.600]  求主祢的幫助
[00:00:44.600 --> 00:00:46.760]  我們同心禱告
[00:00:46.760 --> 00:00:50.960]  奉靠主耶穌基督的名字而求
[00:00:50.960 --> 00:00:52.360]  阿們
[00:00:52.360 --> 00:00:54.920]  今天和大家一起在崇拜當中
[00:00:54.920 --> 00:00:57.600]  去看的經文是承接上一個主日
[00:00:57.600 --> 00:00:59.840]  我們一起去看到有關於
[00:00:59.840 --> 00:01:03.520]  耶穌基督受試探的經文
[00:01:03.520 --> 00:01:09.640]  是出自於《馬太福音》第四章第一至第十一節
[00:01:09.640 --> 00:01:11.280]  我給了一個題目
[00:01:11.280 --> 00:01:13.440]  叫做「信實的主話」
[00:01:13.440 --> 00:01:16.080]  The Trustworthy of God's Word
[00:01:16.080 --> 00:01:18.080]  今天是第二講
[00:01:18.080 --> 00:01:21.800]  很多時候有些大型節目會談論到
[00:01:21.800 --> 00:01:23.360]  如果是做工作的
[00:01:23.360 --> 00:01:26.120]  當然要找一家大公司去做
[00:01:26.120 --> 00:01:29.880]  因為樹大可以遮風
[00:01:29.880 --> 00:01:30.880]  比較穩固
[00:01:30.880 --> 00:01:32.960]  而且大公司福利也好
[00:01:32.960 --> 00:01:36.920]  而這種思維有時候又引致到我們
[00:01:36.920 --> 00:01:40.880]  到我們的屬靈生命上同樣受到這個影響
[00:01:40.880 --> 00:01:43.360]  所以很多人通常信徒
[00:01:43.360 --> 00:01:47.040]  都很喜歡去一些很大型的教會裏面
[00:01:47.040 --> 00:01:47.840]  為甚麼呢?
[00:01:47.840 --> 00:01:51.160]  因為他覺得大教會當然是好些
[00:01:51.160 --> 00:01:53.040]  資源多些
[00:01:53.040 --> 00:01:56.440]  可以有好些的靈性成長
[00:01:56.440 --> 00:01:58.160]  他是這樣去想的
[00:01:58.160 --> 00:02:00.320]  但是更加有一樣東西
[00:02:00.320 --> 00:02:05.880]  很吸引很多信徒或教徒去大教會的原因
[00:02:05.880 --> 00:02:10.400]  就是因為在這些大的群體裏面
[00:02:10.400 --> 00:02:14.800]  往往會有一種很興奮、很熱鬧
[00:02:14.800 --> 00:02:19.480]  很能夠覺得自己有一種光榮的感覺
[00:02:19.480 --> 00:02:21.760]  的一種心態
[00:02:21.760 --> 00:02:25.240]  尤其是如果你去到這些群體
[00:02:25.240 --> 00:02:27.600]  或者大型的教會裏面
[00:02:27.600 --> 00:02:29.840]  他們往往崇拜的時候
[00:02:29.840 --> 00:02:32.040]  用一大堆的樂隊
[00:02:32.040 --> 00:02:35.880]  來去作唱詩歌的伴奏
[00:02:35.880 --> 00:02:37.440]  或者他們的詩班
[00:02:37.440 --> 00:02:41.880]  每次往往都上幾百人一起去歌頌
[00:02:41.880 --> 00:02:47.120]  這種思維其實廣泛流行在很多的國家裏面
[00:02:47.120 --> 00:02:49.280]  特別我們所看見的
[00:02:49.280 --> 00:02:51.240]  美國、加拿大
[00:02:51.240 --> 00:02:54.920]  或者甚至我們所認識的香港
[00:02:54.920 --> 00:02:59.440]  很多時候信徒都很喜歡在這種受到大眾
[00:02:59.440 --> 00:03:02.120]  很群眾的一種氣氛之下
[00:03:02.120 --> 00:03:07.960]  他會覺得自己的靈性特別地在那時候變得超旺
[00:03:07.960 --> 00:03:12.560]  甚至能夠有機會參與到這些這麼大型的教會
[00:03:12.560 --> 00:03:16.640]  其中的一份侍奉的機會
[00:03:16.640 --> 00:03:19.400]  他們覺得是一份很大的光榮
[00:03:19.400 --> 00:03:24.880]  他們覺得能夠在這麼多人的面前去歌頌的時候
[00:03:24.880 --> 00:03:29.120]  就好像對上帝有更多的光榮、讚頌
[00:03:29.120 --> 00:03:31.080]  是能夠送到上帝的面前
[00:03:31.080 --> 00:03:33.600]  不過,是不是真的這樣呢?
[00:03:33.600 --> 00:03:35.400]  今天我們會繼續去看
[00:03:35.400 --> 00:03:37.280]  耶穌基督被試探
[00:03:37.280 --> 00:03:42.480]  或者聖靈帶耶穌基督進入到去試探的裏面
[00:03:42.480 --> 00:03:46.240]  要讓耶穌基督經歷一連串的測驗
[00:03:46.240 --> 00:03:52.240]  能夠顯明出耶穌基督本身原本的神義旨的屬性
[00:03:52.240 --> 00:03:54.720]  這個是我們今天所去看的
[00:03:54.720 --> 00:03:57.840]  之前我們已經看了第一個回合
[00:03:57.840 --> 00:04:04.040]  講到耶穌基督被魔鬼或者那斯坦人的
[00:04:04.040 --> 00:04:08.560]  去到給他一個慫恿意見
[00:04:08.560 --> 00:04:10.840]  當耶穌餓到半死的時候
[00:04:10.840 --> 00:04:13.120]  經過40週夜
[00:04:13.120 --> 00:04:15.480]  然後又肚餓的時候
[00:04:15.480 --> 00:04:18.840]  這位斯坦人的就走來說
[00:04:18.840 --> 00:04:21.040]  如果你是神的兒子
[00:04:21.040 --> 00:04:26.240]  那你就可以吩咐將這些石頭變成食物了
[00:04:26.240 --> 00:04:31.240]  這個是從一個人的感受或者肉體上的需要
[00:04:31.240 --> 00:04:33.640]  來進行這個測試
[00:04:33.640 --> 00:04:35.240]  我們上文已經講過了
[00:04:35.240 --> 00:04:37.280]  耶穌基督在這個時候
[00:04:37.280 --> 00:04:41.280]  不因此自己肚餓而妥協
[00:04:41.280 --> 00:04:47.200]  反而他更加懂得去仍然把持著上帝的說話
[00:04:47.200 --> 00:04:48.360]  哪一段說話?
[00:04:48.360 --> 00:04:53.640]  就在這個《生命記》第八章第三節裏面已經看過了
[00:04:53.640 --> 00:04:56.960]  耶穌基督表示出
[00:04:56.960 --> 00:05:02.120]  其實他絕對不會因自己在艱難的裏面而妥協
[00:05:02.120 --> 00:05:07.840]  因為這個艱難是上帝透過聖靈帶他們進入去的
[00:05:07.840 --> 00:05:13.600]  他願意甘心在上帝為他們所安排的艱難當中
[00:05:13.600 --> 00:05:16.720]  在上個主題我們都講過三個重點
[00:05:16.720 --> 00:05:20.320]  在這個試探裡面總共有三個特色
[00:05:20.320 --> 00:05:22.920]  第一個特色我們所看見的就是
[00:05:22.920 --> 00:05:26.600]  原來這段經文是直接的
[00:05:26.600 --> 00:05:32.120]  和《創世紀》是有直接的關聯
[00:05:32.120 --> 00:05:35.800]  特別是《創世紀》第三章的經文當中
[00:05:35.800 --> 00:05:38.240]  我們可以清楚看見這段經文
[00:05:38.240 --> 00:05:41.320]  原來是直接與食物
[00:05:41.320 --> 00:05:47.240]  與試探人去挑戰上帝的說話的可靠性
[00:05:47.240 --> 00:05:49.960]  和和冷清體的東西有關
[00:05:49.960 --> 00:05:52.360]  另外第二點就是談論到
[00:05:52.360 --> 00:05:55.400]  耶穌每個回應都是從《生命記》而出的
[00:05:55.400 --> 00:05:59.560]  《生命記》這個改革的原意
[00:05:59.560 --> 00:06:01.640]  《生命記》的出現原本是為了
[00:06:01.640 --> 00:06:04.640]  這個屬靈的更新改革而去進行
[00:06:04.640 --> 00:06:06.760]  這個焦點這個起始點
[00:06:06.760 --> 00:06:08.680]  來告訴我們知道
[00:06:08.680 --> 00:06:11.240]  原本一貫上帝的說話
[00:06:11.240 --> 00:06:13.920]  其實最終都是希望人從罪
[00:06:13.920 --> 00:06:15.440]  鐵出來這個改革
[00:06:15.440 --> 00:06:16.280]  第三點
[00:06:16.280 --> 00:06:18.560]  原來在這三個試探裡面
[00:06:18.560 --> 00:06:22.520]  都與摩西的侍奉事蹟是有關係的
[00:06:22.520 --> 00:06:26.880]  我們今天會繼續看第二個回合
[00:06:26.880 --> 00:06:29.280]  耶穌基督如何面對
[00:06:29.280 --> 00:06:34.400]  殺魔鬼的引誘或測試
[00:06:34.400 --> 00:06:35.920]  在這個回合裡面
[00:06:35.920 --> 00:06:40.040]  基本上是從第四章的第五節
[00:06:40.040 --> 00:06:41.640]  到第七節裡面
[00:06:41.640 --> 00:06:42.960]  我們會看到
[00:06:42.960 --> 00:06:45.520]  原來是神的說話
[00:06:45.520 --> 00:06:49.560]  與個人靈性榮辱之間的一種測試
[00:06:49.560 --> 00:06:55.480]  A test between God's word and spiritual pride
[00:06:55.480 --> 00:06:57.560]  讓我們回到這段聖經看一看
[00:06:57.560 --> 00:06:59.760]  究竟這段聖經說些什麼
[00:06:59.760 --> 00:07:03.360]  我們一起去讀和合本的版本
[00:07:03.360 --> 00:07:05.720]  從第四章第五至第七節
[00:07:05.720 --> 00:07:07.160]  我們去看看
[00:07:07.160 --> 00:07:08.160]  第五節
[00:07:34.080 --> 00:07:35.080]  第七節
[00:07:35.080 --> 00:07:50.480]  承接在第二個回合的試探
[00:07:50.480 --> 00:07:53.120]  耶穌的回話之後
[00:07:53.120 --> 00:07:54.400]  魔鬼在這個時候
[00:07:54.400 --> 00:07:56.360]  或者試探人的
[00:07:56.360 --> 00:07:58.800]  在原文裡面
[00:07:58.800 --> 00:08:05.080]  緊接地又帶耶穌基督去到第二個地方
[00:08:05.080 --> 00:08:11.040]  這次他就帶耶穌去到聖城的地方
[00:08:11.040 --> 00:08:12.320]  聖城這個字眼
[00:08:12.320 --> 00:08:14.680]  就是說一個城市
