
[00:00:00.000 --> 00:00:02.000]  頂姐妹,早安!
[00:00:02.000 --> 00:00:04.500]  我想問一下,有哪個頂兄姐妹呢?
[00:00:04.500 --> 00:00:06.000]  你又來到夏令會了!
[00:00:06.000 --> 00:00:08.000]  揮揮手給我看看!
[00:00:08.000 --> 00:00:09.000]  嘩!真的不少啊!
[00:00:09.000 --> 00:00:10.500]  再問多一條問題!
[00:00:10.500 --> 00:00:12.000]  你三天都有來的!
[00:00:12.000 --> 00:00:14.000]  請你舉起兩隻手!
[00:00:14.000 --> 00:00:16.000]  哈哈哈哈!有聽我說話!
[00:00:16.000 --> 00:00:17.000]  舉起兩隻手!
[00:00:17.000 --> 00:00:18.000]  頂姐妹啊!
[00:00:18.000 --> 00:00:20.000]  我在這十年裡面,應該說呢,
[00:00:20.000 --> 00:00:23.000]  真的從來都沒見過啊!
[00:00:23.000 --> 00:00:24.500]  就是同一時間,
[00:00:24.500 --> 00:00:26.000]  有五百多人呢,
[00:00:26.000 --> 00:00:28.000]  一起來到教會裡面,
[00:00:28.000 --> 00:00:31.000]  對主呢,有那份很大的渴望!
[00:00:31.000 --> 00:00:33.000]  大家有同一的焦點,
[00:00:33.000 --> 00:00:34.000]  我真的很想,
[00:00:34.000 --> 00:00:37.000]  每一天,每一場聚會的裡面呢,
[00:00:37.000 --> 00:00:38.000]  去吃靈涼啊!
[00:00:38.000 --> 00:00:39.500]  很想經歷神!
[00:00:39.500 --> 00:00:41.500]  我記得呢,當我們敬拜隊呢,
[00:00:41.500 --> 00:00:42.500]  一大早回來呢,
[00:00:42.500 --> 00:00:43.500]  已經在練歌了!
[00:00:43.500 --> 00:00:45.500]  我相信你們在下面呢,
[00:00:45.500 --> 00:00:46.500]  已經很熱啊!
[00:00:46.500 --> 00:00:47.500]  在等著啊!
[00:00:47.500 --> 00:00:48.500]  大門一開!
[00:00:48.500 --> 00:00:51.500]  然後,嘩!已經全部人湧上來!
[00:00:51.500 --> 00:00:53.500]  我,現在呢,這裡呢,
[00:00:53.500 --> 00:00:56.000]  就,就,有畏靜啊!
[00:00:56.000 --> 00:00:56.500]  是不是?
[00:00:56.500 --> 00:00:57.500]  夏令會那幾天呢,
[00:00:57.500 --> 00:00:59.500]  基本上呢,已經坐爆了!
[00:00:59.500 --> 00:01:01.500]  頭那兩行呢,已經滿座了!
[00:01:01.500 --> 00:01:04.000]  我很欣賞弟兄姊妹呢,
[00:01:04.000 --> 00:01:08.000]  那份,是很大的彼此盈垂啊!
[00:01:08.000 --> 00:01:10.000]  更加呢,我知道呢,小組們呢,
[00:01:10.000 --> 00:01:11.500]  你們知道,嘩!一起呢,
[00:01:11.500 --> 00:01:13.000]  嘩!想起同一時間,
[00:01:13.000 --> 00:01:14.000]  出去吃飯的時候,
[00:01:14.000 --> 00:01:15.000]  去哪裡吃呢?
[00:01:15.000 --> 00:01:16.500]  原來呢,過對面呢,
[00:01:16.500 --> 00:01:17.500]  不知在哪裡啊!
[00:01:17.500 --> 00:01:19.500]  有一個叫做「泳池餐廳」的啊!
[00:01:19.500 --> 00:01:20.500]  大家知不知道啊?
[00:01:20.500 --> 00:01:22.500]  原來大家已經爆了場啊!
[00:01:22.500 --> 00:01:24.000]  嘩!在Facebook那裡面呢,
[00:01:24.000 --> 00:01:25.000]  可以見到!
[00:01:25.000 --> 00:01:26.000]  弟兄姊妹這份,
[00:01:26.000 --> 00:01:28.000]  對主學務火呢,
[00:01:28.000 --> 00:01:30.000]  要keep住!
[00:01:30.000 --> 00:01:33.000]  愛小組的心呢,
[00:01:33.000 --> 00:01:35.000]  要繼續的去keep住!
[00:01:35.000 --> 00:01:38.000]  彼此照顧大家的心,
[00:01:38.000 --> 00:01:40.000]  亦都要keep住!
[00:01:40.000 --> 00:01:41.000]  我還記得呢,
[00:01:41.000 --> 00:01:43.000]  第一場聚會的時候呢,
[00:01:43.000 --> 00:01:46.000]  林牧師呢,教我們做了一個小小的動作,
[00:01:46.000 --> 00:01:48.000]  你們記不記得是什麼來的啊?
[00:01:48.000 --> 00:01:49.500]  (笑)
[00:01:49.500 --> 00:01:51.000]  接著要講一句什麼的啊?
[00:01:51.000 --> 00:01:52.500]  (笑)
[00:01:52.500 --> 00:01:54.000]  講不講得出啊?
[00:01:54.000 --> 00:01:57.000]  阿姨啊!跟你隔壁那位講一次啊!
[00:01:57.000 --> 00:01:58.000]  (笑)
[00:01:58.000 --> 00:02:01.000]  我見到那些弟兄呢,已經毛骨悚然啊!
[00:02:01.000 --> 00:02:03.000]  不懂得反應啊!
[00:02:03.000 --> 00:02:07.000]  我們是很特別的一個夏令會啊!
[00:02:07.000 --> 00:02:10.000]  弟兄姊妹,我也很想在這個時間呢,
[00:02:10.000 --> 00:02:13.000]  多謝每一個在夏令會服侍的,
[00:02:13.000 --> 00:02:17.000]  敬拜隊啦,BST啦,代討隊啦,
[00:02:17.000 --> 00:02:20.000]  每一場負責接待的啦,
[00:02:20.000 --> 00:02:23.000]  還有呢,我們每一天的車長啊,
[00:02:23.000 --> 00:02:27.000]  他呢,每一天早晚接送牧師團隊啦,
