
[00:00:00.000 --> 00:00:02.000]  (主席)鼎姐妹平安
[00:00:02.000 --> 00:00:05.000]  很久沒有來茶館浸信會
[00:00:05.000 --> 00:00:07.000]  今早和大家一齊
[00:00:07.000 --> 00:00:10.000]  按照教會所編排的經文
[00:00:10.000 --> 00:00:12.000]  和大家一齊思想
[00:00:12.000 --> 00:00:14.000]  我相信主禱文
[00:00:14.000 --> 00:00:16.000]  對在座的鼎姐妹
[00:00:16.000 --> 00:00:18.000]  一點都不會陌生
[00:00:18.000 --> 00:00:21.000]  今早我會嘗試以
[00:00:21.000 --> 00:00:23.000]  在主禱文裡的一句
[00:00:23.000 --> 00:00:25.000]  其實我主要和大家思想
[00:00:25.000 --> 00:00:27.000]  第六章第十節
[00:00:27.000 --> 00:00:32.000]  就是我們求上帝的國
[00:00:32.000 --> 00:00:34.000]  來臨在
[00:00:34.000 --> 00:00:37.000]  在一個文理本的翻譯裡
[00:00:37.000 --> 00:00:40.000]  稱為「以國臨格」
[00:00:40.000 --> 00:00:43.000]  所以今早我都嘗試
[00:00:43.000 --> 00:00:46.000]  在主禱文裡很簡單
[00:00:46.000 --> 00:00:49.000]  和在座的鼎姐妹一同思想
[00:00:49.000 --> 00:00:52.000]  當我們一開始的時候
[00:00:52.000 --> 00:00:55.000]  耶穌在經文裡就告訴我們
[00:00:55.000 --> 00:00:58.000]  在禱告裡有三方面
[00:00:58.000 --> 00:01:02.000]  我們應該避免要有的一種態度
[00:01:02.000 --> 00:01:03.000]  首先在第五節
[00:01:03.000 --> 00:01:04.000]  祂說你們禱告的時候
[00:01:04.000 --> 00:01:07.000]  不要像那些假冒為善的人
[00:01:07.000 --> 00:01:11.000]  他們很喜歡站在會堂裡
[00:01:11.000 --> 00:01:13.000]  和十字路口上來禱告
[00:01:13.000 --> 00:01:16.000]  僱人來叫人看見
[00:01:16.000 --> 00:01:18.000]  我實在告訴你們
[00:01:18.000 --> 00:01:20.000]  他們已經得到他們的賞賜
[00:01:20.000 --> 00:01:22.000]  當然我們去理解
[00:01:22.000 --> 00:01:24.000]  這節的聖經
[00:01:24.000 --> 00:01:28.000]  牧師都是站在崇拜的港台上領土
[00:01:28.000 --> 00:01:31.000]  難道牧師就像這段經文裡
[00:01:31.000 --> 00:01:34.000]  耶穌所說的假冒為善的人
[00:01:34.000 --> 00:01:38.000]  他很喜歡站在會堂裡來禱告
[00:01:38.000 --> 00:01:39.000]  我相信一定不是
[00:01:39.000 --> 00:01:41.000]  知道這方面的意思
[00:01:41.000 --> 00:01:42.000]  如果是這樣的話
[00:01:42.000 --> 00:01:43.000]  我相信很多牧師
[00:01:43.000 --> 00:01:46.000]  一定是不可以出現在一些
[00:01:46.000 --> 00:01:48.000]  所謂教會的公土
[00:01:48.000 --> 00:01:50.000]  或者任何公土的場合裡
[00:01:50.000 --> 00:01:54.000]  當然有時候我們又特別
[00:01:54.000 --> 00:01:56.000]  很多時候和一些頂子們吃飯的時候
[00:01:56.000 --> 00:01:57.000]  就很自然
[00:01:57.000 --> 00:01:59.000]  我不知道湊溫真信的頂子們
[00:01:59.000 --> 00:02:00.000]  是不是這樣
[00:02:00.000 --> 00:02:03.000]  就很自然請牧師來祈禱
[00:02:03.000 --> 00:02:05.000]  甚至有時候我去探訪
[00:02:05.000 --> 00:02:09.000]  我以前在教會裡牧養的時候
[00:02:09.000 --> 00:02:10.000]  頂子們都很喜歡
[00:02:10.000 --> 00:02:12.000]  就是牧師來領土
[00:02:12.000 --> 00:02:14.000]  但我通常都會說
[00:02:14.000 --> 00:02:15.000]  如果我去探訪
[00:02:15.000 --> 00:02:17.000]  家主請我吃飯
[00:02:17.000 --> 00:02:21.000]  一定是家裡的主人來謝飯的祈禱
[00:02:21.000 --> 00:02:24.000]  我作的祈禱就是離開這個家的時候
[00:02:24.000 --> 00:02:26.000]  為這個家庭做一個祝福的祈禱
[00:02:26.000 --> 00:02:29.000]  大家都有祈禱的參與
[00:02:29.000 --> 00:02:31.000]  所以下一次
[00:02:31.000 --> 00:02:34.000]  你和教務人員一起吃飯的時候
[00:02:34.000 --> 00:02:37.000]  就不一定要牧師來謝飯祈禱
[00:02:37.000 --> 00:02:40.000]  才特別神聖一點
[00:02:40.000 --> 00:02:43.000]  所有頂子們都可以來祈禱
[00:02:43.000 --> 00:02:48.000]  在這裡耶穌特別是針對當時
[00:02:48.000 --> 00:02:50.000]  一些人他們的禱告
[00:02:50.000 --> 00:02:53.000]  成為了一種秀
[00:02:53.000 --> 00:02:55.000]  成為一種表演
[00:02:55.000 --> 00:02:57.000]  在香港有時候
[00:02:57.000 --> 00:02:59.000]  過去都有一些所謂
[00:02:59.000 --> 00:03:02.000]  全城禱告大會
[00:03:02.000 --> 00:03:03.000]  在大球場舉行
[00:03:03.000 --> 00:03:06.000]  或者在某紅館舉行
[00:03:06.000 --> 00:03:08.000]  有時候就會請很多名人
[00:03:08.000 --> 00:03:12.000]  很多牧師來上台來祈禱
[00:03:12.000 --> 00:03:13.000]  開始做的時候
[00:03:13.000 --> 00:03:15.000]  一定沒有人質疑這種做法
[00:03:15.000 --> 00:03:18.000]  但過了一段時間都開始有人問
[00:03:18.000 --> 00:03:22.000]  為什麼上台祈禱的全部都是名人呢?
[00:03:22.000 --> 00:03:24.000]  一個一般的
[00:03:24.000 --> 00:03:26.000]  別人不認識的一個信徒
[00:03:26.000 --> 00:03:28.000]  可不可以在台上領土呢?
[00:03:28.000 --> 00:03:30.000]  就開始有人問
[00:03:30.000 --> 00:03:33.000]  為什麼慢慢一些祈禱的聚會
[00:03:33.000 --> 00:03:36.000]  就變成了著名的講員
[00:03:36.000 --> 00:03:38.000]  著名的牧師
[00:03:38.000 --> 00:03:41.000]  城裡面著名的一些政治人物
[00:03:41.000 --> 00:03:43.000]  或者是等等
[00:03:43.000 --> 00:03:46.000]  他們是在台上領土呢?
[00:03:46.000 --> 00:03:48.000]  我相信今天
[00:03:48.000 --> 00:03:51.000]  當然耶穌的教訓提醒了
[00:03:51.000 --> 00:03:55.000]  禱告不是一個表演
[00:03:55.000 --> 00:03:57.000]  禱告不是讓人看得到
[00:03:57.000 --> 00:03:59.000]  領土的人
[00:03:59.000 --> 00:04:02.000]  他的言辭是多麼的流暢
[00:04:02.000 --> 00:04:04.000]  他的神學是多麼的純正
[00:04:04.000 --> 00:04:08.000]  我相信在這裡不是耶穌所說的
[00:04:08.000 --> 00:04:10.000]  然後耶穌就說
[00:04:10.000 --> 00:04:12.000]  第二方面
[00:04:12.000 --> 00:04:14.000]  你們禱告不像外邦人
[00:04:14.000 --> 00:04:16.000]  用很多重複的說話
[00:04:16.000 --> 00:04:18.000]  他們以為說多了
[00:04:18.000 --> 00:04:20.000]  必蒙垂聽
[00:04:20.000 --> 00:04:21.000]  第二方面就是說
[00:04:21.000 --> 00:04:25.000]  禱告不是經常重重複複
[00:04:25.000 --> 00:04:28.000]  當然我們這樣說的時候要小心
[00:04:28.000 --> 00:04:29.000]  因為在聖經裡面
[00:04:29.000 --> 00:04:32.000]  耶穌有另一個比喻也說到
[00:04:32.000 --> 00:04:34.000]  你禱告的時候
[00:04:34.000 --> 00:04:37.000]  好像那個寡婦
[00:04:37.000 --> 00:04:41.000]  會情馳迫切的去求一個不義的官
[00:04:41.000 --> 00:04:43.000]  為他來作這個
[00:04:43.000 --> 00:04:46.000]  在申訴的事情上去作出一個判斷
[00:04:46.000 --> 00:04:49.000]  有的時候我們都會情馳迫切
[00:04:49.000 --> 00:04:51.000]  會說多了
[00:04:51.000 --> 00:04:53.000]  但耶穌這裡針對的
[00:04:53.000 --> 00:04:55.000]  當然不是指那種情況
[00:04:55.000 --> 00:04:58.000]  而是我們不是重重複複
[00:04:58.000 --> 00:05:01.000]  就是在我們的表達裡面
[00:05:01.000 --> 00:05:02.000]  耶穌就說
[00:05:02.000 --> 00:05:04.000]  他們以為說多了
[00:05:04.000 --> 00:05:05.000]  必蒙垂聽
[00:05:05.000 --> 00:05:08.000]  當然第三方面特別是第八節
[00:05:08.000 --> 00:05:10.000]  耶穌說你們不要效法他們
[00:05:10.000 --> 00:05:12.000]  因為你們沒有祈求之心
[00:05:12.000 --> 00:05:13.000]  你們所需要的
[00:05:13.000 --> 00:05:16.000]  你們的父已經知道了
[00:05:16.000 --> 00:05:17.000]  當然這一節
[00:05:17.000 --> 00:05:21.000]  我們要解釋的時候都要小心
[00:05:21.000 --> 00:05:22.000]  如果這樣說的時候
[00:05:22.000 --> 00:05:23.000]  頂姐妹就說
[00:05:23.000 --> 00:05:24.000]  耶穌這樣教訓
[00:05:24.000 --> 00:05:26.000]  我們都不需要祈禱了
[00:05:26.000 --> 00:05:30.000]  因為上帝已經知道了我們的心意
[00:05:30.000 --> 00:05:32.000]  那我們為什麼還要祈禱呢
[00:05:32.000 --> 00:05:34.000]  當然我相信
[00:05:34.000 --> 00:05:37.000]  上帝是知道我們的心意
[00:05:37.000 --> 00:05:41.000]  不過我們在我們的禱告裡面
[00:05:41.000 --> 00:05:43.000]  如果你說禱告就是人
[00:05:43.000 --> 00:05:47.000]  與我們天上的父神的溝通的話
[00:05:47.000 --> 00:05:48.000]  有的時候
[00:05:48.000 --> 00:05:51.000]  我想我們當中做父母的
[00:05:51.000 --> 00:05:53.000]  你可能都知道你的子女
[00:05:53.000 --> 00:05:55.000]  他的心意是怎麼樣
[00:05:55.000 --> 00:05:57.000]  但你都很想你們的子女
[00:05:57.000 --> 00:05:59.000]  能夠用言語
[00:05:59.000 --> 00:06:02.000]  向父母來表達
[00:06:02.000 --> 00:06:05.000]  所以耶穌就說到我們禱告的時候
[00:06:05.000 --> 00:06:07.000]  應該怎麼樣
[00:06:07.000 --> 00:06:09.000]  祂說你要進入你們的內屋
[00:06:09.000 --> 00:06:12.000]  就是你們的內室關上門
[00:06:12.000 --> 00:06:14.000]  禱告你在暗中的父
[00:06:14.000 --> 00:06:16.000]  你父在暗中察看
[00:06:16.000 --> 00:06:19.000]  必然來報答你
[00:06:19.000 --> 00:06:21.000]  在這裡當然
[00:06:21.000 --> 00:06:23.000]  耶穌是特別去針對當時
[00:06:23.000 --> 00:06:26.000]  法利塞人假冒為善
[00:06:26.000 --> 00:06:30.000]  他將禱告變成了一種
[00:06:30.000 --> 00:06:33.000]  在宗教活動裡面的一個表演
[00:06:33.000 --> 00:06:35.000]  所以耶穌特別強調
