
[00:00:00.000 --> 00:00:05.000]  由今年一月開始我們一直在研讀《馬可福音》
[00:00:05.000 --> 00:00:09.400]  我們講到系列的總題是「非凡的見證」
[00:00:09.400 --> 00:00:12.520]  不是因為馬可是一個非凡的作者
[00:00:12.520 --> 00:00:16.960]  而是因為主耶穌基督是非凡的救主
[00:00:16.960 --> 00:00:19.200]  如果你上星期有在這裡
[00:00:19.200 --> 00:00:21.720]  你記得在巨峰的前夕
[00:00:21.720 --> 00:00:25.280]  我說了一個非常應景的訊息
[00:00:25.280 --> 00:00:31.720]  當日我們的經文是《馬可福音》第4章第25至31節
[00:00:31.720 --> 00:00:37.680]  而我講的題目是「平靜風浪一救主」
[00:00:37.680 --> 00:00:38.840]  但如果你上星期有在這裡
[00:00:38.840 --> 00:00:40.240]  你記得我曾經說過
[00:00:40.240 --> 00:00:44.040]  「平靜風浪一救主」不是一個單獨的故事
[00:00:44.040 --> 00:00:46.640]  它還有另一個孿生的兄弟
[00:00:46.640 --> 00:00:49.520]  他的孿生兄弟是今天我們要看的
[00:00:49.520 --> 00:00:51.960]  《馬可福音》第5章第1至20節
[00:00:51.960 --> 00:00:56.360]  他的雙胞胎,不多似樣的龍鳳胎
[00:00:56.360 --> 00:01:00.160]  上星期的題目是「平靜風浪一救主」
[00:01:00.160 --> 00:01:04.360]  今個星期的題目是「寒魔伏妖一救主」
[00:01:04.360 --> 00:01:08.480]  他們是雙胞胎,他們是龍鳳胎
[00:01:08.480 --> 00:01:10.160]  但我想你特別留意的
[00:01:10.160 --> 00:01:14.160]  其實我兩個題目的後面都有一個問號
[00:01:14.160 --> 00:01:17.800]  所以我的題目就不是「平靜風浪一救主」
[00:01:17.800 --> 00:01:21.840]  而是「平靜風浪一救主」?
[00:01:21.840 --> 00:01:24.440]  「寒魔伏妖一救主」?
[00:01:24.440 --> 00:01:28.200]  原來我們在讀的不是普通的神蹟奇事
[00:01:28.200 --> 00:01:30.440]  我們在讀的是天國的比喻
[00:01:30.440 --> 00:01:32.040]  如果你記得在之前
[00:01:32.040 --> 00:01:37.160]  我們第4章《馬可福音》都是在說天國的比喻
[00:01:37.160 --> 00:01:40.040]  原來天國的比喻不單只是用口說
[00:01:40.040 --> 00:01:42.600]  耶穌也可以用祂的身體
[00:01:42.600 --> 00:01:47.680]  用祂所做的一切變成一個天國的比喻
[00:01:47.680 --> 00:01:50.960]  讀天國比喻有一點像猜謎
[00:01:50.960 --> 00:01:53.120]  下個星期一就是中秋節
[00:01:53.120 --> 00:01:55.880]  所以今天這個題目又非常應景
[00:01:55.880 --> 00:01:59.720]  因為我想和你一起去做一個猜謎的遊戲
[00:01:59.720 --> 00:02:05.280]  我們的謎面是「平靜風浪一救主」
[00:02:05.280 --> 00:02:09.360]  「寒魔伏妖一救主」
[00:02:09.360 --> 00:02:14.400]  謎底將會是「掌管生命一君王」
[00:02:14.400 --> 00:02:16.960]  再不是「寒魔伏妖一救主」
[00:02:16.960 --> 00:02:19.280]  而是「掌管生命一君王」
[00:02:19.280 --> 00:02:20.760]  耶穌是誰?
[00:02:20.760 --> 00:02:22.040]  耶穌是誰?
[00:02:22.040 --> 00:02:25.560]  耶穌來到這個世界要成為我們的誰?
[00:02:25.560 --> 00:02:29.320]  這是馬可不斷思想和問的問題
[00:02:29.320 --> 00:02:32.200]  而馬可在上星期的故事中
[00:02:32.200 --> 00:02:36.440]  在每一個故事中都在回答同一個問題
[00:02:36.440 --> 00:02:38.480]  耶穌是君王
[00:02:38.480 --> 00:02:42.120]  耶穌來為了要掌管你和我的生命
[00:02:42.120 --> 00:02:44.160]  祂不是來讓我們利用
[00:02:44.160 --> 00:02:46.160]  祂不是成為我們的王大仙
[00:02:46.160 --> 00:02:51.160]  相反祂要完全地掌管我們的生命
[00:02:51.160 --> 00:02:52.560]  我們所擁有的一切
[00:02:52.560 --> 00:02:54.720]  我們的財幹、我們的財富
[00:02:54.720 --> 00:02:58.360]  我們所擁有的時間都屬於祂
[00:02:58.360 --> 00:03:00.920]  每一段聖經都呼召我們
[00:03:00.920 --> 00:03:04.400]  叫我們完全地降服在耶穌基督的面前
[00:03:04.400 --> 00:03:08.160]  我想和你一起開始看這段聖經
[00:03:08.160 --> 00:03:09.440]  第五章第一節這樣說
[00:03:09.440 --> 00:03:12.480]  「他們渡過海的對岸」
[00:03:12.480 --> 00:03:16.800]  這個故事一開始的時候都是頗為平淡
[00:03:16.800 --> 00:03:19.600]  但是你一定要記得這個故事之前
[00:03:19.600 --> 00:03:21.760]  發生了什麼事
[00:03:21.760 --> 00:03:24.920]  你記得耶穌帶著一群門徒
[00:03:24.920 --> 00:03:27.440]  進入一個信心的測試
[00:03:27.440 --> 00:03:30.640]  是他們屬靈的身體檢查
[00:03:30.640 --> 00:03:32.240]  你記得那個故事嗎?
[00:03:32.240 --> 00:03:35.720]  有一個大大的狂風
[00:03:35.720 --> 00:03:41.800]  接著耶穌起來將他變成一個大大的平靜
[00:03:41.800 --> 00:03:46.000]  但是這個大大的平靜竟然換來門徒
[00:03:46.000 --> 00:03:48.880]  大大的懼怕
[00:03:48.880 --> 00:03:53.040]  不是大大的喜樂而是大大的懼怕
[00:03:53.040 --> 00:03:54.880]  他們為什麼懼怕
[00:03:54.880 --> 00:03:58.080]  為什麼他們這麼害怕
[00:03:58.080 --> 00:03:59.880]  因為他們沒有信心
[00:03:59.880 --> 00:04:02.000]  你記得那句話當耶穌問他們
[00:04:02.000 --> 00:04:03.720]  你為何懼怕
[00:04:03.720 --> 00:04:05.200]  你為何沒有信心
[00:04:05.200 --> 00:04:07.800]  其實那句話是現在進行式
[00:04:07.800 --> 00:04:09.040]  就不是過去式
[00:04:09.040 --> 00:04:11.680]  祂不是問你為什麼剛才懼怕
[00:04:11.680 --> 00:04:13.840]  祂說為什麼你現在懼怕
[00:04:13.840 --> 00:04:16.040]  祂不是問你為什麼剛才沒有信心
[00:04:16.040 --> 00:04:19.440]  祂說為什麼你現在仍然沒有信心
[00:04:19.440 --> 00:04:21.640]  因為他們所謂的沒有信心
[00:04:21.640 --> 00:04:25.760]  是代表他們和耶穌的關係出了一個問題
[00:04:25.760 --> 00:04:29.760]  他們和耶穌屬靈上是完全的脫節
[00:04:29.760 --> 00:04:32.960]  於是他們大大的懼怕
[00:04:32.960 --> 00:04:36.120]  因為他們沒有從心裡面
[00:04:36.120 --> 00:04:37.920]  俯伏敬拜主耶穌
[00:04:37.920 --> 00:04:44.400]  他沒有從心裡面完全將他的人降伏在耶穌基督的面前
[00:04:44.400 --> 00:04:48.480]  在這個實驗裡面門徒是完全的失敗
[00:04:48.480 --> 00:04:52.560]  這裡開始說他們渡過海的對岸
[00:04:52.560 --> 00:04:56.520]  這個他們應該是指耶穌和他的門徒
[00:04:56.520 --> 00:04:58.800]  但是你有沒有留意到剛才
[00:04:58.800 --> 00:05:00.880]  我們的主席讀這段聖經
[00:05:00.880 --> 00:05:02.440]  二十節聖經裡面
[00:05:02.440 --> 00:05:04.640]  門徒是玩失蹤的
[00:05:04.640 --> 00:05:08.560]  你完全沒有發現門徒在這個故事裡面出現過
[00:05:08.560 --> 00:05:09.360]  為什麼?
[00:05:09.360 --> 00:05:12.360]  因為馬可正在寫一個故事
[00:05:12.360 --> 00:05:14.920]  將屬靈的意義告訴我們
[00:05:14.920 --> 00:05:16.800]  馬可彷彿告訴我們
[00:05:16.800 --> 00:05:20.680]  他幫這幫門徒簽了死亡證
[00:05:20.680 --> 00:05:23.640]  他們的人是過了去另外一個對岸
[00:05:23.640 --> 00:05:27.320]  但是他們的屬靈生命有沒有過關?
[00:05:27.320 --> 00:05:29.160]  完全沒有過關
[00:05:29.160 --> 00:05:31.960]  他們仍然死在罪惡深淵裡面
[00:05:31.960 --> 00:05:34.920]  他們沒有辦法進入天國
[00:05:34.920 --> 00:05:36.240]  不過你不用為他們擔心
[00:05:36.240 --> 00:05:39.640]  因為之後繼續看下去的時候
[00:05:39.640 --> 00:05:40.760]  在新約聖經裡面
[00:05:40.760 --> 00:05:42.880]  我們看到門徒最終的復活
[00:05:42.880 --> 00:05:44.440]  但是不是今天
[00:05:44.440 --> 00:05:47.320]  在那一天他們完全的失敗
[00:05:47.320 --> 00:05:50.680]  他們沒有辦法過到對岸
[00:05:50.680 --> 00:05:54.480]  耶穌帶著他的門徒去到海的對岸
[00:05:54.480 --> 00:05:57.120]  去到一個地方叫做格拉森
[00:05:57.120 --> 00:06:00.760]  格拉森人的地區
[00:06:00.760 --> 00:06:03.440]  聖經學者用了很多時間去討論
[00:06:03.440 --> 00:06:05.440]  究竟這個格拉森的地方在哪裡
[00:06:05.440 --> 00:06:06.320]  有人說是東
[00:06:06.320 --> 00:06:07.120]  有人說是西
[00:06:07.120 --> 00:06:07.920]  有人說是南
[00:06:07.920 --> 00:06:08.840]  有人說是北
[00:06:08.840 --> 00:06:10.640]  有人說是左邊、右邊等等
[00:06:10.640 --> 00:06:12.840]  但是他們沒有辦法很肯定
[00:06:12.840 --> 00:06:15.320]  格拉森是一個什麼地方
[00:06:15.320 --> 00:06:17.400]  但是有一樣東西我們很肯定的
[00:06:17.400 --> 00:06:19.720]  格拉森是一個愛邦人的地方
[00:06:19.720 --> 00:06:24.360]  格拉森是一個沒有猶太居民居住的地方
[00:06:24.360 --> 00:06:26.640]  格拉森是一個不乾淨的地方
[00:06:26.640 --> 00:06:27.800]  為什麼?
[00:06:27.800 --> 00:06:31.840]  因為我們知道格拉森那裡有一樣東西
[00:06:31.840 --> 00:06:34.520]  有二千隻豬
[00:06:34.520 --> 00:06:37.040]  而猶太人是不吃豬的
[00:06:37.040 --> 00:06:38.760]  猶太人覺得豬
[00:06:38.760 --> 00:06:40.560]  或者在舊約聖經裡面告訴你
[00:06:40.560 --> 00:06:41.920]  豬是不潔淨的
[00:06:41.920 --> 00:06:44.680]  於是這個地方不是猶太人的地方
[00:06:44.680 --> 00:06:46.200]  是愛邦人的地方
[00:06:46.200 --> 00:06:47.160]  對於猶太人來說
[00:06:47.160 --> 00:06:48.640]  一聽到有二千隻豬
[00:06:48.640 --> 00:06:51.400]  他們會相信這是一個拜假神的地方
[00:06:51.400 --> 00:06:53.560]  是一個黑暗的地方
[00:06:53.560 --> 00:06:56.240]  當中所住的人都是愛邦人
[00:06:56.240 --> 00:07:00.080]  是不認識上帝的地方
[00:07:00.080 --> 00:07:01.640]  從這個角度來說
[00:07:01.640 --> 00:07:07.160]  我們很肯定格拉森不是起初他們開航的目的地
[00:07:07.160 --> 00:07:09.360]  照平理而論
[00:07:09.360 --> 00:07:13.160]  猶太人不會故意在那裡過海
[00:07:13.160 --> 00:07:14.760]  去到格拉森這個地方
[00:07:14.760 --> 00:07:16.600]  耶穌作為一個猶太拉比
[00:07:16.600 --> 00:07:19.360]  他也不會帶著他的門徒
[00:07:19.360 --> 00:07:23.160]  去到一個格拉森的地方
[00:07:23.160 --> 00:07:23.960]  但是很不幸
[00:07:23.960 --> 00:07:28.440]  耶穌很不小心地來到格拉森這個地方
[00:07:28.440 --> 00:07:29.440]  如果你繼續看下去
[00:07:29.440 --> 00:07:31.640]  你會發覺耶穌很不小心地
[00:07:31.640 --> 00:07:34.840]  去到格拉森裡面的墳墓
[00:07:34.840 --> 00:07:37.800]  然後耶穌更加很不小心地
[00:07:37.800 --> 00:07:43.000]  在墳墓遇到一個污名附身的狂人
[00:07:43.000 --> 00:07:45.080]  一個不小心再加另一個不小心
[00:07:45.080 --> 00:07:48.520]  再加多另外一個不小心
[00:07:48.520 --> 00:07:49.640]  或者你這樣看的時候
[00:07:49.640 --> 00:07:51.680]  你會說耶穌真的很倒楣
[00:07:51.680 --> 00:07:54.520]  耶穌真是撞邪行衰運
[00:07:54.520 --> 00:07:58.960]  究竟這些是純粹巧合耶穌真的這麼倒楣
[00:07:58.960 --> 00:08:04.200]  還是耶穌是故意去到這個地方去找這個人呢?
[00:08:04.200 --> 00:08:06.840]  我們要問耶穌究竟是誰
[00:08:06.840 --> 00:08:08.760]  祂是不是一個普通人
[00:08:08.760 --> 00:08:12.120]  祂是不是一個普通的猶太道德教師
[00:08:12.120 --> 00:08:17.560]  還是祂所做的一切都不是偶然
[00:08:17.560 --> 00:08:18.200]  很明顯
[00:08:18.200 --> 00:08:20.920]  馬可在跟我們寫一個天國的故事
[00:08:20.920 --> 00:08:23.280]  耶穌帶領祂的門徒
[00:08:23.280 --> 00:08:24.680]  不稱職的門徒
[00:08:24.680 --> 00:08:26.080]  去到一個地方
[00:08:26.080 --> 00:08:29.240]  去到一個黑暗權勢當道的地方
[00:08:29.240 --> 00:08:30.960]  耶穌要在那裡開戰
[00:08:30.960 --> 00:08:34.880]  做一個黑暗國道的終極戰
[00:08:34.880 --> 00:08:38.480]  這是這個故事所要講的東西
[00:08:38.480 --> 00:08:39.280]  第二節
[00:08:39.280 --> 00:08:42.640]  耶穌一下船就有一個污名附身的人
[00:08:42.640 --> 00:08:46.160]  從墳墓迎著他走來
[00:08:46.160 --> 00:08:50.160]  表面上是這個被鬼附的人來找耶穌
[00:08:50.160 --> 00:08:51.720]  但如果你留心繼續看下去
[00:08:51.720 --> 00:08:55.680]  你會發現其實不是這個鬼來找耶穌
[00:08:55.680 --> 00:08:57.680]  是耶穌來找這個鬼
[00:08:57.680 --> 00:08:59.360]  或者你可以這樣想
[00:08:59.360 --> 00:09:03.280]  如果耶穌不是很不小心的來到格拉森這個地方
[00:09:03.280 --> 00:09:07.480]  如果耶穌不是很不小心的向著墳墓這個方向走
[00:09:07.480 --> 00:09:08.680]  這個鬼
[00:09:08.680 --> 00:09:13.280]  這個被附的狂人有沒有可能找到耶穌
[00:09:13.280 --> 00:09:15.680]  答案是沒有可能的
[00:09:15.680 --> 00:09:20.080]  耶穌自己朝向這個狂人的方向去走
[00:09:20.080 --> 00:09:24.680]  為著要來拯救這個狂人
[00:09:24.680 --> 00:09:27.440]  耶穌不是不幸的迷路
[00:09:27.440 --> 00:09:29.680]  耶穌是特意前來
[00:09:29.680 --> 00:09:36.080]  為要拯救這個失喪的狂人
[00:09:36.080 --> 00:09:38.680]  這個人是怎樣的一個人呢?
[00:09:38.680 --> 00:09:39.480]  馬可這樣寫
[00:09:39.480 --> 00:09:41.800]  「那人常在墳墓裡
[00:09:41.800 --> 00:09:45.480]  沒有人能捆住他
[00:09:45.480 --> 00:09:47.280]  用鐵鏈也不能
[00:09:47.280 --> 00:09:51.080]  因為人屢次用腳鐐和鐵鏈捆住他
[00:09:51.080 --> 00:09:53.680]  腳鏈也被他弄碎了
[00:09:53.680 --> 00:09:56.880]  總沒有人能制服他」
[00:09:56.880 --> 00:09:58.280]  馬可描述這個人
[00:09:58.280 --> 00:10:00.880]  他是一個很野蠻的醜獸
[00:10:00.880 --> 00:10:03.880]  他說這裡沒有人可以捆住他
[00:10:03.880 --> 00:10:06.680]  甚至用鐵鏈也沒有辦法捆住他
[00:10:06.680 --> 00:10:09.480]  這個人沒有人可以制服他
[00:10:09.480 --> 00:10:11.880]  這個原文沒有人可以制服他
[00:10:11.880 --> 00:10:13.880]  好像說他需要一個神咒師
[00:10:13.880 --> 00:10:15.680]  他需要一個大能的神咒師
[00:10:15.680 --> 00:10:17.200]  他是一隻野獸來的
[00:10:17.200 --> 00:10:21.080]  沒有人可以制服他
[00:10:21.080 --> 00:10:24.880]  這個狂人擁有黑暗的力量
[00:10:24.880 --> 00:10:27.280]  有一個超然的力量
[00:10:27.280 --> 00:10:29.680]  但是他超然力量的背後
[00:10:29.680 --> 00:10:33.680]  這個狂人卻又被污鬼所折磨
[00:10:33.680 --> 00:10:34.680]  第五節這樣說
[00:10:34.680 --> 00:10:37.080]  「他晝夜常在墳墓裡
[00:10:37.080 --> 00:10:38.880]  和山中喊叫
[00:10:38.880 --> 00:10:41.280]  又用石頭打自己」
[00:10:41.280 --> 00:10:42.880]  他是一個自殘的人
[00:10:42.880 --> 00:10:44.080]  他雖然有超能力
[00:10:44.080 --> 00:10:48.880]  但是他也是被污鬼所自殘
[00:10:48.880 --> 00:10:51.680]  一方面這個人是一個兇猛的野獸
[00:10:51.680 --> 00:10:55.280]  他令整個村莊裡面所有人都懼怕
[00:10:55.280 --> 00:10:56.680]  沒有人可以接近這個人
[00:10:56.680 --> 00:10:58.480]  但是從另一方面來說
[00:10:58.480 --> 00:11:00.080]  在村莊裡的人的眼光
[00:11:00.080 --> 00:11:02.480]  他是一個醜陋的怪物
[00:11:02.480 --> 00:11:04.280]  他被人所嫌棄
[00:11:04.280 --> 00:11:05.680]  他與世隔絕
[00:11:05.680 --> 00:11:09.880]  他不能去村莊裡面正常的生活
[00:11:09.880 --> 00:11:13.080]  於是他終日在墳墓裡面
[00:11:13.080 --> 00:11:14.080]  他是一個人
[00:11:14.080 --> 00:11:14.880]  他是一個活人
[00:11:14.880 --> 00:11:16.080]  但是他又是一個死人
[00:11:16.080 --> 00:11:18.080]  因為他住在墳墓裡面
[00:11:18.080 --> 00:11:20.480]  他處於生死之間
[00:11:20.480 --> 00:11:21.480]  他求生不得
[00:11:21.480 --> 00:11:22.280]  求死不能
[00:11:22.280 --> 00:11:26.480]  他生不如死的一個狂人
[00:11:26.480 --> 00:11:28.480]  為了這個狂人
[00:11:28.480 --> 00:11:32.080]  耶穌突然前來
[00:11:32.080 --> 00:11:33.080]  第六節這樣說
[00:11:33.080 --> 00:11:34.880]  「他遠遠看見耶穌
[00:11:34.880 --> 00:11:36.480]  就跑過來拜他
[00:11:36.480 --> 00:11:37.680]  大聲呼叫說
[00:11:37.680 --> 00:11:40.080]  至高神的兒子耶穌
[00:11:40.080 --> 00:11:42.080]  你為什麼干擾我
[00:11:42.080 --> 00:11:44.680]  我只著神懇求你
[00:11:44.680 --> 00:11:47.480]  不要叫我受苦」
