
[00:00:00.000 --> 00:00:03.000]  你有沒有曾經聽過有人這樣批評說
[00:00:03.000 --> 00:00:05.500]  「哇!信耶穌,信成他這樣嗎?」
[00:00:05.500 --> 00:00:07.500]  「不如不信更好」
[00:00:07.500 --> 00:00:11.000]  當你聽到這些批評的時候
[00:00:11.000 --> 00:00:14.000]  你心靈裏面會有甚麼感受呢?
[00:00:14.000 --> 00:00:16.000]  又或者
[00:00:16.000 --> 00:00:18.000]  你可能都是曾經
[00:00:18.000 --> 00:00:20.500]  這樣批評過別人的其中一位
[00:00:20.500 --> 00:00:23.500]  覺得那個人的信仰很假
[00:00:23.500 --> 00:00:26.500]  我曾經聽過一個未信的朋友
[00:00:26.500 --> 00:00:31.000]  他評論他公司裏面一位信天主教的同事
[00:00:31.000 --> 00:00:33.000]  他說這個同事
[00:00:33.000 --> 00:00:35.000]  雖然說自己是天主教徒
[00:00:35.000 --> 00:00:37.500]  又經常去望彌撒
[00:00:37.500 --> 00:00:41.000]  但是他對於六合彩、賭馬
[00:00:41.000 --> 00:00:43.000]  全部都合胃口
[00:00:43.000 --> 00:00:45.500]  但是另一位信佛的同事
[00:00:45.500 --> 00:00:48.000]  初一十五就吃齋了
[00:00:48.000 --> 00:00:50.000]  似乎更加虔誠
[00:00:50.000 --> 00:00:53.000]  其實對很多未信主的人來說
[00:00:53.000 --> 00:00:54.500]  他們都明白
[00:00:54.500 --> 00:00:58.000]  信仰不只是掛在口裏
[00:00:58.000 --> 00:01:00.000]  真的信仰
[00:01:00.000 --> 00:01:02.500]  是從行為和生命裏面
[00:01:02.500 --> 00:01:04.500]  被人看見的
[00:01:04.500 --> 00:01:07.000]  在耶穌基督的時代裏面
[00:01:07.000 --> 00:01:09.000]  文士和法利塞人
[00:01:09.000 --> 00:01:12.000]  在信仰上有很虔誠的表現
[00:01:12.000 --> 00:01:14.000]  他們受當時社會的人
[00:01:14.000 --> 00:01:16.000]  高度的尊敬
[00:01:16.000 --> 00:01:17.500]  他們施捨
[00:01:17.500 --> 00:01:18.500]  他們祈禱
[00:01:18.500 --> 00:01:20.000]  他們禁食
[00:01:20.000 --> 00:01:22.000]  因此人們尊敬他們
[00:01:22.500 --> 00:01:24.500]  而耶穌基督教導門徒的時候
[00:01:24.500 --> 00:01:28.000]  用這些文士和法利塞人提醒門徒
[00:01:28.000 --> 00:01:29.500]  告訴他們知道
[00:01:29.500 --> 00:01:31.500]  不少的文士和法利塞人
[00:01:31.500 --> 00:01:36.000]  他們雖然有施捨、祈禱、禁食
[00:01:36.000 --> 00:01:39.000]  不過都只是表面的
[00:01:39.000 --> 00:01:41.000]  遵守宗教行為
[00:01:41.000 --> 00:01:44.000]  他們施捨、祈禱、禁食的時候
[00:01:44.000 --> 00:01:46.000]  缺少了從心裏面
[00:01:46.000 --> 00:01:48.500]  向神而有的那份動機
[00:01:48.500 --> 00:01:51.000]  到底跟從主耶穌基督的人
[00:01:51.000 --> 00:01:54.500]  要怎樣才有一個真實的信仰生活呢?
[00:01:54.500 --> 00:01:56.500]  我們怎樣才可以讓人
[00:01:56.500 --> 00:01:58.000]  從我們生命裏面
[00:01:58.000 --> 00:02:00.500]  看到耶穌基督的榮美呢?
[00:02:00.500 --> 00:02:02.000]  耶穌基督指出了
[00:02:02.000 --> 00:02:03.500]  真的門徒信仰
[00:02:03.500 --> 00:02:05.500]  不只是表面
[00:02:05.500 --> 00:02:07.000]  真的信仰
[00:02:07.000 --> 00:02:08.500]  真的門徒
[00:02:08.500 --> 00:02:10.500]  是要從心裏面發出施捨
[00:02:10.500 --> 00:02:12.000]  發出祈禱
[00:02:12.000 --> 00:02:13.500]  發出禁食
[00:02:13.500 --> 00:02:14.500]  換言之
[00:02:14.500 --> 00:02:16.000]  主耶穌基督指出了
[00:02:16.000 --> 00:02:18.000]  門徒應有信仰的生活
[00:02:18.000 --> 00:02:20.500]  是要表裡一致的
[00:02:20.500 --> 00:02:23.500]  因為信仰不是只是做給別人看
[00:02:23.500 --> 00:02:27.000]  信仰是讓神來察看的
[00:02:27.000 --> 00:02:28.000]  今天講到的題目是
[00:02:28.000 --> 00:02:30.500]  門徒應有信仰的生活
[00:02:30.500 --> 00:02:32.500]  我想和大家一起去想一想
[00:02:32.500 --> 00:02:35.000]  看看耶穌基督教導門徒
[00:02:35.000 --> 00:02:36.500]  告訴我們知道
[00:02:36.500 --> 00:02:39.000]  我們應有的信仰生活是怎樣的
[00:02:39.000 --> 00:02:41.500]  讓我們先一起有個禱告
[00:02:41.500 --> 00:02:48.500]  主耶穌求你察考我們的內心
[00:02:49.500 --> 00:02:51.500]  也讓我們清楚知道
[00:02:51.500 --> 00:02:53.500]  我們每一天的生活
[00:02:53.500 --> 00:02:56.000]  是活在祢的察看之下
[00:02:56.000 --> 00:02:58.000]  我們可能關心的是
[00:02:58.000 --> 00:03:00.000]  別人怎樣看我們
[00:03:00.000 --> 00:03:03.000]  忘記了祢的察看
[00:03:03.000 --> 00:03:05.000]  求祢提醒我們
[00:03:05.000 --> 00:03:07.000]  奉耶穌基督命求
[00:03:07.000 --> 00:03:10.500]  在耶穌基督的時代
[00:03:10.500 --> 00:03:13.000]  猶太人的信仰生活
[00:03:13.000 --> 00:03:15.500]  施捨、禁食、祈禱
[00:03:15.500 --> 00:03:17.500]  是重要的部份
[00:03:17.500 --> 00:03:20.500]  也是讓別人可以體驗的部份
[00:03:20.500 --> 00:03:22.500]  我們曾經提醒弟兄姊妹
[00:03:22.500 --> 00:03:24.500]  告訴弟兄姊妹知道
[00:03:24.500 --> 00:03:26.500]  我們很多信徒都覺得
[00:03:26.500 --> 00:03:29.500]  法利塞人、文士是不好的
[00:03:29.500 --> 00:03:30.500]  因為聖經裏面記載
[00:03:30.500 --> 00:03:32.500]  耶穌基督常常來指出
[00:03:32.500 --> 00:03:35.500]  法利塞人和文士是假冒為善
[00:03:35.500 --> 00:03:37.500]  而傳道人講道裏又常常提到
[00:03:37.500 --> 00:03:39.500]  假冒為善這個詞語
[00:03:39.500 --> 00:03:41.500]  於是乎在我們心靈裏
[00:03:41.500 --> 00:03:42.500]  我們常常覺得
[00:03:42.500 --> 00:03:44.500]  文士和法利塞人
[00:03:44.500 --> 00:03:48.500]  和壞人之間有一個等號
[00:03:48.500 --> 00:03:50.500]  他們用了壞的名詞
[00:03:50.500 --> 00:03:52.500]  絕對是不好的
[00:03:52.500 --> 00:03:54.500]  所以當我們去指責別人的時候
[00:03:54.500 --> 00:03:57.500]  我們會說你是文士、法利塞人
[00:03:57.500 --> 00:03:59.500]  但其實不是這樣的
[00:03:59.500 --> 00:04:00.500]  法利塞人的源自於
[00:04:00.500 --> 00:04:03.500]  分別出來過聖潔生活的人
[00:04:03.500 --> 00:04:05.500]  因此他們其實在當時
[00:04:05.500 --> 00:04:07.500]  是很受百姓尊重的人物
[00:04:07.500 --> 00:04:10.500]  他們被視為最虔誠的人
[00:04:10.500 --> 00:04:12.500]  而那些文士他們抄寫聖經
[00:04:12.500 --> 00:04:14.500]  所以他們對聖經很熟悉
[00:04:14.500 --> 00:04:15.500]  他們明白律法
