
[00:00:00.000 --> 00:00:02.400]  去到希伯河書第十三章
[00:00:02.400 --> 00:00:05.680]  很多解經家一讀第十三章的時候
[00:00:05.680 --> 00:00:07.440]  馬上出現一個問題
[00:00:07.440 --> 00:00:10.800]  究竟希伯河書十三章的作者
[00:00:10.800 --> 00:00:14.520]  究竟是不是和前面寫十二章的作者
[00:00:14.520 --> 00:00:15.960]  是同一個作者呢?
[00:00:15.960 --> 00:00:18.000]  當他出現一個疑惑的原因
[00:00:18.000 --> 00:00:19.800]  就是因為我們過去講道的時候
[00:00:19.800 --> 00:00:21.640]  由第一章到第十二章的時候
[00:00:21.640 --> 00:00:22.600]  我經常都說
[00:00:22.600 --> 00:00:24.480]  這是一個很重要的
[00:00:24.480 --> 00:00:27.120]  《聖經神學》裏面的一個系統神學
[00:00:27.120 --> 00:00:28.000]  意思就是說
[00:00:28.000 --> 00:00:30.680]  這是一本書 是一個作者
[00:00:30.680 --> 00:00:33.280]  寫給一班猶太人的一封信
[00:00:33.280 --> 00:00:35.480]  這封信我們很清楚的
[00:00:35.480 --> 00:00:37.000]  是講到耶穌基督
[00:00:37.000 --> 00:00:38.600]  所以在系統神學當中
[00:00:38.600 --> 00:00:40.640]  我們有一個所謂基督論
[00:00:40.640 --> 00:00:42.920]  是探討整本《聖經》
[00:00:42.920 --> 00:00:44.760]  如何去看待耶穌基督
[00:00:44.760 --> 00:00:47.120]  而我們看到在希伯河書裏面
[00:00:47.120 --> 00:00:51.760]  這個作者特別是將耶穌基督的觀點
[00:00:51.760 --> 00:00:54.720]  透過他的認識來寫出來
[00:00:54.720 --> 00:00:56.920]  特別是對一班猶太人所講
[00:00:56.920 --> 00:01:00.480]  所以這個作者除了對耶穌基督很認識
[00:01:00.480 --> 00:01:03.040]  他對舊約也都很認識
[00:01:03.040 --> 00:01:05.280]  你發覺整本希伯河書裏當中
[00:01:05.280 --> 00:01:09.080]  有很多地方都是引用舊約
[00:01:09.080 --> 00:01:12.440]  但是當去到第十三章的時候
[00:01:12.440 --> 00:01:15.520]  這個作者好像轉了一點點主題
[00:01:15.520 --> 00:01:18.640]  前面他在講耶穌基督的超越性
[00:01:18.640 --> 00:01:20.000]  耶穌基督的啟示
[00:01:20.000 --> 00:01:22.960]  是超越舊約眾仙之的啟示
[00:01:22.960 --> 00:01:24.760]  耶穌基督是超越天使
[00:01:24.760 --> 00:01:26.560]  耶穌基督是超越舊約的偉人
[00:01:26.560 --> 00:01:29.160]  耶穌基督是超越大祭司
[00:01:29.160 --> 00:01:30.600]  超越一切的東西
[00:01:30.600 --> 00:01:32.120]  但是去到第十三章的時候
[00:01:32.120 --> 00:01:35.640]  他忽然之間回到人的層面
[00:01:35.640 --> 00:01:40.280]  一個很重要的所謂道德倫理的層面
[00:01:40.280 --> 00:01:41.400]  他忽然間轉變
[00:01:41.400 --> 00:01:44.280]  回到一個道德倫理的層面
[00:01:44.280 --> 00:01:47.840]  於是很多的大經家很多的學者就說
[00:01:47.840 --> 00:01:50.200]  會不會這個作者
[00:01:50.200 --> 00:01:53.240]  十三章的作者是後加進去
[00:01:53.240 --> 00:01:58.360]  跟前面的十二章好像不是那麼連貫
[00:01:58.360 --> 00:02:00.600]  但是當我自己去再讀的時候
[00:02:00.600 --> 00:02:04.600]  我不會否定這些解經家某些的觀點
[00:02:04.600 --> 00:02:07.280]  但是一方面當我自己去看回這本書的時候
[00:02:07.280 --> 00:02:08.360]  我自己覺得
[00:02:08.360 --> 00:02:10.760]  我覺得絕對是同一個作者
[00:02:10.760 --> 00:02:12.400]  為什麼是同一個作者呢?
[00:02:12.400 --> 00:02:16.040]  我相信這個作者在部署到第十三章
[00:02:16.040 --> 00:02:20.240]  他從十一章開始已經開始部署到第十三章
[00:02:20.240 --> 00:02:23.840]  沒錯 基督是超越一切
[00:02:23.840 --> 00:02:25.880]  但是去到第十一章的時候
[00:02:25.880 --> 00:02:29.640]  我們發覺這個作者是將舊約很多的信心的偉人
[00:02:29.640 --> 00:02:30.880]  就放在這裡
[00:02:30.880 --> 00:02:32.920]  很多的名字放在這裡
[00:02:32.920 --> 00:02:35.240]  有些名字他會有些描述
[00:02:35.240 --> 00:02:37.240]  去到最後他就沒有時間了
[00:02:37.240 --> 00:02:38.200]  也沒有篇幅了
[00:02:38.200 --> 00:02:40.880]  於是就將你的名字放進去就算了
[00:02:40.880 --> 00:02:43.720]  他說舊約很多的偉人放在我們眼前
[00:02:43.720 --> 00:02:46.120]  我深信上帝透過這個作者
[00:02:46.120 --> 00:02:47.480]  去到第十一章
[00:02:47.480 --> 00:02:50.360]  他看到這些信心的偉人
[00:02:50.360 --> 00:02:52.320]  他們的信心真的很大
[00:02:52.320 --> 00:02:57.480]  但是當這個作者放這些偉人在我們眼前的時候
[00:02:57.480 --> 00:02:59.000]  我相信這個作者
[00:02:59.000 --> 00:03:01.400]  甚至這個作者背後的上帝
[00:03:01.400 --> 00:03:05.120]  一定不是要我們看著這些偉人
[00:03:05.120 --> 00:03:08.200]  這些信心的偉人來自卑
[00:03:08.200 --> 00:03:09.760]  就是說他們這麼厲害
[00:03:09.760 --> 00:03:11.400]  我就真的不行了
[00:03:11.400 --> 00:03:12.400]  亞伯拉罕這麼厲害
[00:03:12.400 --> 00:03:13.760]  我真的不行了
[00:03:13.760 --> 00:03:18.800]  弟兄姊妹,我深信這些偉人都是人,對不對?
[00:03:18.800 --> 00:03:19.760]  他們是不是人來的?
[00:03:19.760 --> 00:03:20.720]  是人
[00:03:20.720 --> 00:03:22.600]  你和我是不是人來的?
[00:03:22.600 --> 00:03:23.840]  都是人
[00:03:23.840 --> 00:03:25.440]  他們有沒有弱點呢?
[00:03:25.440 --> 00:03:26.800]  有的
[00:03:26.800 --> 00:03:28.120]  其實你看回舊約
[00:03:28.120 --> 00:03:30.760]  每一個人物都有他的弱點
[00:03:30.760 --> 00:03:32.520]  就算強如亞伯拉罕
[00:03:32.520 --> 00:03:34.360]  也有他的軟弱
[00:03:34.360 --> 00:03:38.960]  他曾經試過將他老婆當作自己的妹妹
[00:03:38.960 --> 00:03:40.440]  雖然有一半是真的
[00:03:40.440 --> 00:03:44.480]  但是另一方面他也不當自己的老婆是他老婆
[00:03:44.480 --> 00:03:45.960]  因為他怕死
[00:03:45.960 --> 00:03:47.120]  每一個人都有他的死穴
[00:03:47.120 --> 00:03:48.240]  我也有死穴的
[00:03:48.240 --> 00:03:49.560]  我有些東西很害怕
[00:03:49.560 --> 00:03:51.080]  你不要以為我真的信心爆棚
[00:03:51.080 --> 00:03:51.920]  我不是這樣
[00:03:51.920 --> 00:03:53.200]  我也有些死穴的
[00:03:53.200 --> 00:03:54.480]  去到某些死穴位
[00:03:54.480 --> 00:03:55.880]  我都說糟糕了
[00:03:55.880 --> 00:03:57.480]  雖然我不會說那個死字
[00:03:57.480 --> 00:03:58.280]  我會說主字
[00:03:58.280 --> 00:04:00.200]  但是我都會擔憂
[00:04:00.200 --> 00:04:01.000]  我都會恐懼
[00:04:01.000 --> 00:04:02.360]  我都會有死穴
[00:04:02.360 --> 00:04:04.480]  但是為什麼這些偉人
[00:04:04.480 --> 00:04:05.560]  放在我們眼前
[00:04:05.560 --> 00:04:08.000]  就永遠覺得他行,我不行
[00:04:08.000 --> 00:04:08.920]  弟兄姊妹
[00:04:08.920 --> 00:04:11.080]  如果今天我們永遠說他行,我不行
[00:04:11.080 --> 00:04:12.480]  我們就永遠都不行
[00:04:12.480 --> 00:04:15.120]  但是如果有一天我們說他行,我也行的時候
[00:04:15.120 --> 00:04:16.600]  我們就有機會就行
[00:04:16.600 --> 00:04:17.520]  你信不信
[00:04:17.520 --> 00:04:18.960]  不如我們一起說
[00:04:18.960 --> 00:04:21.440]  亞伯拉罕也行,我也行行不行
[00:04:21.440 --> 00:04:22.280]  我們敢不敢這樣說
[00:04:22.280 --> 00:04:23.520]  準備,1,2,3
[00:04:23.520 --> 00:04:25.400]  亞伯拉罕也行,我也行
[00:04:25.400 --> 00:04:27.720]  說而已,為什麼不行
[00:04:27.720 --> 00:04:29.240]  說而已
[00:04:29.240 --> 00:04:31.640]  不過如果我們今天這樣說
[00:04:31.640 --> 00:04:32.960]  我們就有這樣的心
[00:04:32.960 --> 00:04:34.200]  我們願意說
[00:04:34.200 --> 00:04:35.480]  他行,我也行
[00:04:35.480 --> 00:04:38.320]  我深信上帝今天將這些偉人
[00:04:38.320 --> 00:04:39.280]  擺在我們眼前
[00:04:39.280 --> 00:04:40.600]  不是要我們自卑
[00:04:40.600 --> 00:04:41.400]  擺在我們眼前
[00:04:41.400 --> 00:04:43.200]  就是要我們去操練
[00:04:43.200 --> 00:04:44.520]  我們自己的信心
[00:04:44.520 --> 00:04:46.000]  是不斷成長
[00:04:46.000 --> 00:04:47.080]  11章
[00:04:47.080 --> 00:04:48.960]  透過基督的認識
[00:04:48.960 --> 00:04:51.480]  他說這班偉人對神的認識
