
[00:00:00.000 --> 00:00:05.000]  今早跟大家繼續思想彼得前書的訊息
[00:00:05.000 --> 00:00:11.000]  我們接續上一次第二章開頭的十節經文
[00:00:11.000 --> 00:00:15.000]  今天我們來到第十一節第二章的訊息
[00:00:15.000 --> 00:00:19.000]  上一次跟大家講到的十節經文有一個很重要的主題
[00:00:19.000 --> 00:00:23.000]  就是要認識我們自己是屬天的祭司
[00:00:23.000 --> 00:00:24.000]  記得嗎?
[00:00:24.000 --> 00:00:26.000]  我們是屬天的祭司
[00:00:26.000 --> 00:00:28.000]  來敬拜和侍奉上帝
[00:00:28.000 --> 00:00:30.000]  我們彼此同心配合
[00:00:30.000 --> 00:00:34.000]  一同在這個世界宣揚神的美德
[00:00:34.000 --> 00:00:38.000]  彼得繼續轉語氣
[00:00:38.000 --> 00:00:44.000]  但仍然照著這個路線和主題
[00:00:44.000 --> 00:00:47.000]  來勸喻所有屬神的人
[00:00:47.000 --> 00:00:49.000]  這個繼續下去
[00:00:49.000 --> 00:00:52.000]  是指我們是天上的國民
[00:00:52.000 --> 00:00:54.000]  我們是天上的國民
[00:00:54.000 --> 00:01:05.000]  我們是天上的國民
[00:01:05.000 --> 00:01:09.000]  但我們現在在地上為神做見證
[00:01:09.000 --> 00:01:15.000]  我們知道耶穌基督告訴我們
[00:01:15.000 --> 00:01:17.000]  我們不屬於這個世界
[00:01:17.000 --> 00:01:19.000]  但我們卻要進入這個世界
[00:01:19.000 --> 00:01:23.000]  因為我們代表祂被差遣進入這個世界
[00:01:23.000 --> 00:01:26.000]  我們在很清楚的彼得信息裏提醒我們
[00:01:26.000 --> 00:01:29.000]  我們有一個屬天的永恆的盼望
[00:01:29.000 --> 00:01:34.000]  我們有一個將來不扭壞的基業
[00:01:34.000 --> 00:01:36.000]  想一想這是很真實的
[00:01:36.000 --> 00:01:38.000]  因為我們知道我們在世短短幾十年
[00:01:38.000 --> 00:01:41.000]  很多很多的事都是很暫時的
[00:01:41.000 --> 00:01:44.000]  如果我們人生只是這些暫時的事
[00:01:44.000 --> 00:01:46.000]  會過去的事
[00:01:46.000 --> 00:01:49.000]  我們的生命似乎沒有什麼很大的價值
[00:01:49.000 --> 00:01:50.000]  但我們感謝神
[00:01:50.000 --> 00:01:52.000]  我們有一個屬天永恆的基業
[00:01:52.000 --> 00:01:55.000]  將來才是一個真正的
[00:01:55.000 --> 00:01:58.000]  我們人生最大的結終
[00:01:58.000 --> 00:02:01.000]  當然這與我們今天在地上的生活很有關係
[00:02:01.000 --> 00:02:05.000]  但我們知道我們正在投資和仰望
[00:02:05.000 --> 00:02:07.000]  探望將來的榮耀
[00:02:07.000 --> 00:02:08.000]  Hallelujah
[00:02:08.000 --> 00:02:11.000]  所以我們在彼得前書繼續下去的時候
[00:02:11.000 --> 00:02:13.000]  彼得跟我們說
[00:02:13.000 --> 00:02:15.000]  親愛的弟兄啊
[00:02:15.000 --> 00:02:17.000]  我們一起彼此勸勉
[00:02:17.000 --> 00:02:19.000]  藉著神的話語兼顧我們的心
[00:02:19.000 --> 00:02:20.000]  請讀
[00:02:20.000 --> 00:02:21.000]  親愛的弟兄啊
[00:02:21.000 --> 00:02:25.000]  你們是客裡是寄居的
[00:02:25.000 --> 00:02:29.000]  我勸你們要禁戒肉體的私欲
[00:02:29.000 --> 00:02:32.000]  這私欲是與靈魂爭戰的
[00:02:32.000 --> 00:02:35.000]  你們在外邦人中
[00:02:35.000 --> 00:02:37.000]  應當品行端正
[00:02:37.000 --> 00:02:41.000]  叫那些誹謗你們是作惡的
[00:02:41.000 --> 00:02:44.000]  因看見你們的好行為
[00:02:44.000 --> 00:02:46.000]  便在監察的日子
[00:02:46.000 --> 00:02:49.000]  歸榮耀給上帝
[00:02:49.000 --> 00:02:52.000]  你們為主的緣故
[00:02:52.000 --> 00:02:55.000]  要信服人的一切制度
[00:02:55.000 --> 00:02:58.000]  或是在上的君王
[00:02:58.000 --> 00:03:00.000]  或是君王所派
[00:03:00.000 --> 00:03:03.000]  罰惡賞善的臣子
[00:03:03.000 --> 00:03:06.000]  因為上帝的旨意
[00:03:06.000 --> 00:03:09.000]  原是要你們行善
[00:03:09.000 --> 00:03:15.000]  可以堵住那糊塗無知人的口
[00:03:15.000 --> 00:03:18.000]  你們雖是自由的
[00:03:18.000 --> 00:03:21.000]  卻不可藉著自己
[00:03:21.000 --> 00:03:24.000]  自由遮害惡毒
[00:03:24.000 --> 00:03:27.000]  總要作上帝的僕人
[00:03:27.000 --> 00:03:29.000]  毋要尊敬眾人
[00:03:29.000 --> 00:03:32.000]  親愛教宗的弟兄
[00:03:32.000 --> 00:03:34.000]  敬畏上帝
[00:03:34.000 --> 00:03:38.000]  尊敬君王
[00:03:38.000 --> 00:03:41.000]  大家讀完這七字經文
[00:03:41.000 --> 00:03:43.000]  一定會感受到
[00:03:43.000 --> 00:03:46.000]  很多地上的生活
[00:03:46.000 --> 00:03:48.000]  說到君王的制度
[00:03:48.000 --> 00:03:50.000]  我們如何在愛保人當作見證
[00:03:50.000 --> 00:03:54.000]  如何有好的行為等等
[00:03:54.000 --> 00:03:56.000]  這些當然是指地上的
[00:03:56.000 --> 00:03:59.000]  但是我們留意到一開始
[00:03:59.000 --> 00:04:01.000]  他說到親愛的弟兄
[00:04:01.000 --> 00:04:04.000]  你們是既客裡是既居的
[00:04:04.000 --> 00:04:07.000]  然後才勸我們應該怎樣做
[00:04:07.000 --> 00:04:09.000]  這很明顯是指
[00:04:09.000 --> 00:04:12.000]  我們暫時在這個地方應該做些甚麼
[00:04:12.000 --> 00:04:14.000]  既然是暫時的
[00:04:14.000 --> 00:04:16.000]  我們就有一個將來永恆的目的
[00:04:16.000 --> 00:04:18.000]  一個真正的目的
[00:04:18.000 --> 00:04:20.000]  一個真正的歸宿
[00:04:20.000 --> 00:04:21.000]  但現在是暫時
[00:04:21.000 --> 00:04:23.000]  因為我們是既居在這裏
[00:04:23.000 --> 00:04:24.000]  我們是客裡
[00:04:24.000 --> 00:04:26.000]  所以我們應該怎樣呢
[00:04:26.000 --> 00:04:28.000]  所以我給這個題目就是
[00:04:28.000 --> 00:04:29.000]  我們天上的國民
[00:04:29.000 --> 00:04:32.000]  在地上應該有見證
