
[00:00:00.000 --> 00:00:04.320]  上個禮拜有幾天去了內地
[00:00:04.320 --> 00:00:11.080]  參加一個神學培訓中心的落成禮和開學禮
[00:00:11.080 --> 00:00:14.920]  在出發那天一早就坐火車
[00:00:14.920 --> 00:00:19.000]  坐了九個小時火車就去到那個地方
[00:00:19.000 --> 00:00:21.440]  下火車的時候溫溫鈍鈍的
[00:00:21.440 --> 00:00:24.320]  下火車出了車站的時候
[00:00:24.320 --> 00:00:26.240]  看到一群年輕人
[00:00:26.240 --> 00:00:29.080]  當場眼睛就醒了
[00:00:29.080 --> 00:00:31.640]  原來那群年輕人拿著一個牌子
[00:00:31.640 --> 00:00:33.040]  好像是歡迎一些人
[00:00:33.040 --> 00:00:34.240]  拿著什麼牌子呢?
[00:00:34.240 --> 00:00:35.920]  原來是一些大學生
[00:00:35.920 --> 00:00:40.920]  拿著一個牌子就是歡迎大一生報到入學
[00:00:40.920 --> 00:00:44.600]  即是來自各省的年輕人
[00:00:44.600 --> 00:00:47.160]  大一的新生就要去到火車站
[00:00:47.160 --> 00:00:51.080]  接他們可能送他們去校園裏面幫助他們
[00:00:51.080 --> 00:00:56.600]  看到這群年輕人已經有點雀躍了
[00:00:56.600 --> 00:01:02.960]  接著就看到他們穿著一件很聰明的橙色T恤
[00:01:02.960 --> 00:01:05.560]  後面有四個大字
[00:01:05.560 --> 00:01:07.400]  大家知不知道四個大字是什麼呢?
[00:01:07.400 --> 00:01:08.840]  當然不知道
[00:01:08.840 --> 00:01:11.920]  四個大字呢
[00:01:11.920 --> 00:01:14.200]  我先不說頭兩個字
[00:01:14.200 --> 00:01:17.520]  「xx最大」
[00:01:17.520 --> 00:01:19.320]  「xx最大」
[00:01:19.320 --> 00:01:21.960]  你猜猜寫些什麼呢?
[00:01:21.960 --> 00:01:22.720]  「最大」
[00:01:22.720 --> 00:01:24.440]  不是「愛豆大」「豆大」那些
[00:01:24.440 --> 00:01:25.440]  「最大」
[00:01:25.440 --> 00:01:27.960]  什麼「最大」呢?
[00:01:27.960 --> 00:01:30.480]  是說年輕人的
[00:01:30.480 --> 00:01:32.320]  有沒有想到?
[00:01:32.320 --> 00:01:33.240]  未必想到的
[00:01:33.240 --> 00:01:35.640]  叫「青春最大」
[00:01:35.640 --> 00:01:36.920]  「青春最大」
[00:01:36.920 --> 00:01:37.640]  看了之後
[00:01:37.640 --> 00:01:40.040]  嘩!對呀「青春最大」
[00:01:40.040 --> 00:01:41.880]  心裏面都覺得自己很年輕
[00:01:41.880 --> 00:01:42.720]  我都走上來
[00:01:42.720 --> 00:01:43.200]  差不多了
[00:01:43.200 --> 00:01:46.680]  我也是來報到的
[00:01:46.680 --> 00:01:50.360]  實際上看到這些年輕人
[00:01:50.360 --> 00:01:52.200]  看到他們寫「青春最大」
[00:01:52.200 --> 00:01:55.960]  實在是一種很年輕的力量在裏面
[00:01:55.960 --> 00:02:00.720]  當然我自覺心境都是年輕
[00:02:00.720 --> 00:02:02.280]  不是老油條
[00:02:02.280 --> 00:02:06.200]  但我更加最喜歡的是年輕人
[00:02:06.200 --> 00:02:08.440]  因為實際上過往在教會
[00:02:08.440 --> 00:02:10.880]  做很多年輕人的工作裏面
[00:02:10.880 --> 00:02:13.360]  在這裏跟年輕人一起成長
[00:02:13.360 --> 00:02:16.000]  是一個很好的經驗
[00:02:16.000 --> 00:02:20.120]  所以在當時看到這班學生的時候
[00:02:20.120 --> 00:02:23.400]  心裏面都想到沾浸的年輕人
[00:02:23.400 --> 00:02:24.240]  沒錯
[00:02:24.240 --> 00:02:25.800]  「青春最大」
[00:02:25.800 --> 00:02:29.040]  但如果大家都將自己的青春
[00:02:29.040 --> 00:02:30.680]  能夠獻給神的話
[00:02:30.680 --> 00:02:32.160]  就更加美好了
[00:02:32.160 --> 00:02:33.960]  如果能夠在年輕的時候
[00:02:33.960 --> 00:02:37.320]  將自己納至給神使用
[00:02:37.320 --> 00:02:39.640]  這是更加美好的事情
[00:02:39.640 --> 00:02:40.920]  如果這樣想
[00:02:40.920 --> 00:02:44.000]  我相信將來沾浸
[00:02:44.000 --> 00:02:47.520]  就會出現黃金的新一代
[00:02:47.520 --> 00:02:49.600]  因為一班年輕人
[00:02:49.600 --> 00:02:51.720]  肯願意將自己的青春
[00:02:51.720 --> 00:02:54.640]  年輕的力量奉獻給神
[00:02:54.640 --> 00:02:56.280]  能夠為神作供
[00:02:56.280 --> 00:02:58.160]  能夠見證神
[00:02:58.160 --> 00:02:59.360]  不單是教會
[00:02:59.360 --> 00:03:00.680]  甚至社會
[00:03:00.680 --> 00:03:03.840]  都有很大的力量在裏面
[00:03:03.840 --> 00:03:08.360]  但黃金的新一代是否必然會來到呢?
[00:03:08.360 --> 00:03:10.520]  不一定會必然來到
[00:03:10.520 --> 00:03:14.400]  或者我覺得自己都不是黃金一代
[00:03:14.400 --> 00:03:16.400]  不一定會必然來到
[00:03:16.400 --> 00:03:19.080]  因為要培育這個新一代
[00:03:19.080 --> 00:03:20.800]  是需要有決心
[00:03:20.800 --> 00:03:22.560]  有策略
[00:03:22.560 --> 00:03:23.840]  有信任
[00:03:23.840 --> 00:03:25.160]  要放手
[00:03:25.160 --> 00:03:27.360]  要加冕
[00:03:27.360 --> 00:03:31.120]  所以當我去想
[00:03:31.120 --> 00:03:34.160]  剛才這個講道的引言
[00:03:34.160 --> 00:03:37.400]  在想的時候
[00:03:37.400 --> 00:03:38.360]  寫下的時候
[00:03:38.360 --> 00:03:40.080]  心裏面都是感觸
[00:03:40.080 --> 00:03:42.040]  一時都會落淚
[00:03:42.040 --> 00:03:47.080]  其實很多時候我們就是因為
[00:03:47.080 --> 00:03:50.840]  缺乏給年輕人成長的空間
[00:03:50.840 --> 00:03:53.840]  可能會錯過了很多培育
[00:03:53.840 --> 00:03:57.000]  他們一個好的時機
[00:03:57.000 --> 00:04:02.000]  可能我們不能夠在他們成長的過程裏面
[00:04:02.000 --> 00:04:04.520]  能夠盡量讓他們發揮
[00:04:04.520 --> 00:04:10.080]  亦錯過了很多他們成長的得著
[00:04:10.080 --> 00:04:13.640]  甚至可能會對於教會的未來
[00:04:13.640 --> 00:04:18.640]  失去了一些很神重的領袖
[00:04:18.640 --> 00:04:20.320]  其實在一般人裏面
[00:04:20.320 --> 00:04:23.240]  不要說是教會
[00:04:23.240 --> 00:04:24.840]  好像有些人
[00:04:24.840 --> 00:04:26.320]  特別是女性
[00:04:26.320 --> 00:04:28.280]  很多時候都會埋怨
[00:04:28.280 --> 00:04:29.720]  在年輕的時候
[00:04:29.720 --> 00:04:33.040]  父母因為經濟的壓力
[00:04:33.040 --> 00:04:35.080]  不能夠讓他們再升學
[00:04:35.080 --> 00:04:38.360]  或者家裏有兩姊弟
[00:04:38.360 --> 00:04:40.360]  姊姊你不可以在這裏讀書了
