
[00:00:00.000 --> 00:00:05.000]  天上令我們在你面前珍惜這個機會
[00:00:05.000 --> 00:00:12.000]  珍惜這個安全、舒適、能夠專心敬拜你的機會
[00:00:12.000 --> 00:00:18.000]  幫助我們能夠將一切困擾我們的事情都暫時放下
[00:00:18.000 --> 00:00:22.000]  在這個時刻,讓我們對你有更多的依靠
[00:00:22.000 --> 00:00:26.000]  當我們見到在這個世界好像逐漸的
[00:00:26.000 --> 00:00:33.000]  很多地方進入恐慌、很多沒理由、沒人性的襲擊的時候
[00:00:33.000 --> 00:00:39.000]  我們心裡哀痛,但你幫我們學習將我們的依靠放在你裡面
[00:00:39.000 --> 00:00:46.000]  尋求你的保護,尋求從你來的平安、盼望和安慰
[00:00:46.000 --> 00:00:50.000]  就讓你帶領我們,因著對耶穌的信心
[00:00:50.000 --> 00:00:55.000]  我們更加懂得怎樣去銘接未來的將來
[00:00:55.000 --> 00:00:59.000]  幫助我們更加看見耶穌是怎樣的救主
[00:00:59.000 --> 00:01:05.000]  好讓我們懂得怎樣去因著祂、為著祂、靠著祂而活
[00:01:05.000 --> 00:01:10.000]  將以後的時間,恭敬交上祂親自向我們說話
[00:01:10.000 --> 00:01:13.000]  觸動我們的心靈,改變我們的生命
[00:01:13.000 --> 00:01:19.000]  聽我們的祈禱,奉靠耶穌基督得聖的名字祈求,阿門
[00:01:19.000 --> 00:01:25.000]  我想問一下,不知道你們多不多收到廣告電話?
[00:01:25.000 --> 00:01:30.000]  回到香港這一兩年,我發覺香港都很多廣告電話
[00:01:30.000 --> 00:01:35.000]  都是打個不停的,來來去去都是問你借錢
[00:01:35.000 --> 00:01:39.000]  即是叫你問你想不想借錢,有時你會問你想不想美容
[00:01:39.000 --> 00:01:48.000]  這樣收到的還是有的,還有他們都頗專業地咬著你不放的
[00:01:48.000 --> 00:01:51.000]  你一聽到電話話,就講完的了
[00:01:51.000 --> 00:01:56.000]  我對著這些電話,我很想cut他們的線
[00:01:56.000 --> 00:02:00.000]  但我又明白到,他們這份工作都不容易做
[00:02:00.000 --> 00:02:02.000]  每天打多少個電話被人cut線
[00:02:02.000 --> 00:02:08.000]  所以我的嘗試就是,我讓他收線,但我就不cut他線
[00:02:08.000 --> 00:02:11.000]  但我又不是很有耐性那些東西
[00:02:11.000 --> 00:02:17.000]  我當然遠遠及不上我們朱牧師的終極耐性底線
[00:02:17.000 --> 00:02:22.000]  大家如果知道Andy是個怎樣的人,你就可以想像到
[00:02:22.000 --> 00:02:24.000]  他聽我的電話都很有耐性
[00:02:24.000 --> 00:02:28.000]  他說,噢,是呀,是呀,是呀,不過我不需要的了
[00:02:28.000 --> 00:02:32.000]  然後講很久,講很久,講很久,噢,是呀,是呀,是呀
[00:02:32.000 --> 00:02:37.000]  不過我不用的了,還要講很久,噢,噢,噢,是呀,是呀,是呀
[00:02:37.000 --> 00:02:40.000]  沒有這樣的需要,講很久都講不完
[00:02:40.000 --> 00:02:46.000]  我聽過有傳聞說,朱牧師會叫他,Andy好收線呀
[00:02:46.000 --> 00:02:51.000]  更加可怕的是,他有miss call,他會call回來的
[00:02:51.000 --> 00:02:57.000]  喂,我是朱雀慈牧師,哪位call我呀?噢,不需要呀
[00:02:57.000 --> 00:03:01.000]  噢,是呀,是呀,不過真的不需要呀
[00:03:01.000 --> 00:03:05.000]  很多人敬佩,我遠遠未到這個地步
[00:03:05.000 --> 00:03:08.000]  我只是嘗試等他收線
[00:03:08.000 --> 00:03:15.000]  我通常如果是借貸那些,我就會效法我們另一位牧者李彥強先生的做法
[00:03:15.000 --> 00:03:20.000]  借錢就會問,那要不要還呀?不用還,我就會借了
[00:03:20.000 --> 00:03:26.000]  但是有時真的對著一些,是真的,他有他講,沒有你講
[00:03:26.000 --> 00:03:29.000]  你說什麼他都可能收線那些,那就比較棘手一點
[00:03:29.000 --> 00:03:34.000]  我真的試過收到電話,先生,有沒有興趣做一些護膚的服務呀?
[00:03:34.000 --> 00:03:37.000]  沒有興趣,不需要了,麻煩你
[00:03:37.000 --> 00:03:41.000]  不用了,先生,不要緊,不要介意,男士都可以做一些護膚服務
[00:03:41.000 --> 00:03:44.000]  我完全沒有興趣,不需要了,麻煩你
[00:03:44.000 --> 00:03:47.000]  不是呀,我們現在做的那套服務,很划算的呀
[00:03:47.000 --> 00:03:50.000]  不需要了,我完全沒有興趣,麻煩你
[00:03:50.000 --> 00:03:55.000]  他還會再講再講,我說不用了,免費我都不會做了,麻煩你
[00:03:55.000 --> 00:04:00.000]  就算是你給我錢,我都不會做了,麻煩你
[00:04:00.000 --> 00:04:08.000]  他真的可以當聽不到你說話,他繼續要講他的東西
[00:04:08.000 --> 00:04:11.000]  我都是想給你幾分薄面,讓你自己收線
[00:04:11.000 --> 00:04:15.000]  但是你不用這樣對我呀,我都會覺得幾煩的
[00:04:15.000 --> 00:04:18.000]  有時聽到這樣的電話,我都會有些煩躁
[00:04:18.000 --> 00:04:25.000]  因為只是有他想講他要講的東西,沒有聽到我是怎樣想
[00:04:25.000 --> 00:04:31.000]  我不知道呢,有時神對著我們會不會都有這樣的感受
[00:04:31.000 --> 00:04:35.000]  覺得都有些煩躁,都幾煩躁
[00:04:35.000 --> 00:04:40.000]  可能我們都只是對著上帝講我們想講的東西
