
[00:00:00.000 --> 00:00:01.480]  鄧英姐妹 早安
[00:00:01.480 --> 00:00:02.180]  早安
[00:00:02.180 --> 00:00:06.680]  今天選這個題目叫做「好鄰舍」
[00:00:06.680 --> 00:00:09.720]  我先走一步
[00:00:09.720 --> 00:00:11.960]  就是我的確做了你們的鄰舍
[00:00:11.960 --> 00:00:15.320]  也要付一些時間和心力的
[00:00:15.320 --> 00:00:17.480]  因為你們在西環
[00:00:17.480 --> 00:00:19.560]  我在元朗
[00:00:19.560 --> 00:00:25.080]  這個鄰舍的心也延伸得挺遠的了
[00:00:25.080 --> 00:00:29.000]  但是在過去這幾個星期
[00:00:29.000 --> 00:00:35.240]  事實上這個心情是很複雜的
[00:00:35.240 --> 00:00:38.960]  複雜就不是一種
[00:00:38.960 --> 00:00:42.120]  究竟是茶餘飯後
[00:00:42.120 --> 00:00:43.800]  或者是
[00:00:43.800 --> 00:00:47.560]  究竟我們作為基督徒對我們的鄰舍
[00:00:47.560 --> 00:00:49.600]  或者我們身處的社會
[00:00:49.600 --> 00:00:52.600]  我們需不需要開一個研討會
[00:00:52.600 --> 00:00:54.120]  然後
[00:00:54.120 --> 00:00:57.000]  又或者是在學府裡面
[00:00:57.000 --> 00:01:00.200]  在那裡談一談
[00:01:00.200 --> 00:01:02.120]  我們可以做些什麼
[00:01:02.120 --> 00:01:04.720]  為我們的社區或者鄰舍
[00:01:04.720 --> 00:01:06.520]  我們應該怎麼回應呢?
[00:01:06.520 --> 00:01:10.720]  我發現其實在聖經
[00:01:10.720 --> 00:01:13.960]  或者在撒瑪利亞人的教導裡面
[00:01:13.960 --> 00:01:15.840]  可以這麼說
[00:01:15.840 --> 00:01:19.200]  就不是說一件媽媽是女人
[00:01:19.200 --> 00:01:21.200]  就是可有可無的事情
[00:01:21.200 --> 00:01:24.280]  而是在說一個很重要的教導
[00:01:24.280 --> 00:01:25.880]  而這個重要的教導
[00:01:25.880 --> 00:01:30.160]  就是不只是慕道班
[00:01:30.160 --> 00:01:32.720]  探索班或者是一些朋友
[00:01:32.720 --> 00:01:37.000]  你仍然在信仰的掙扎裡面去問的問題
[00:01:37.000 --> 00:01:39.520]  就是怎麼承受永生
[00:01:39.520 --> 00:01:44.320]  而起碼信主當年的我自己
[00:01:44.320 --> 00:01:46.560]  都是近年才發現
[00:01:46.560 --> 00:01:49.080]  其實我們很有可能
[00:01:49.080 --> 00:01:52.680]  只是在拿緊信仰的某部分
[00:01:52.680 --> 00:01:56.960]  或者我們覺得很重要的一環
[00:01:56.960 --> 00:02:03.800]  就是我們怎樣在信仰的真道上
[00:02:03.800 --> 00:02:05.800]  能夠去理解上帝
[00:02:05.800 --> 00:02:09.280]  以及上帝是一個怎樣的上帝
[00:02:09.280 --> 00:02:13.520]  而我們的信仰很多時候都是在一個理念
[00:02:13.520 --> 00:02:17.400]  或者是一個頭腦上
[00:02:17.400 --> 00:02:20.840]  但是當我再看回這一段經文的時候
[00:02:20.840 --> 00:02:21.840]  我發現
[00:02:21.840 --> 00:02:27.160]  很有可能我們是遺留了一個很重要的元素
[00:02:27.160 --> 00:02:28.800]  這個元素是什麼呢?
[00:02:28.800 --> 00:02:32.400]  這個律法師他問耶穌
[00:02:32.400 --> 00:02:35.560]  而事實上都是我們內心問的問題是什麼?
[00:02:35.560 --> 00:02:38.480]  我們怎樣能夠承受永生
[00:02:38.480 --> 00:02:41.960]  這個是很重要的問題
[00:02:41.960 --> 00:02:44.440]  能夠承受永生
[00:02:44.440 --> 00:02:46.040]  你會發現
[00:02:46.040 --> 00:02:52.160]  耶穌在這裡教導我們一個很重要的真理
[00:02:52.160 --> 00:02:53.560]  這個真理是什麼呢?
[00:02:53.560 --> 00:02:59.440]  就是原來有兩個年代的元素
[00:02:59.440 --> 00:03:00.640]  一個是什麼呢?
[00:03:00.640 --> 00:03:04.600]  其實這個也是耶穌回答律法師
[00:03:04.600 --> 00:03:06.840]  當然律法師有名你叫
[00:03:06.840 --> 00:03:08.840]  他應該是很熟悉律法的
[00:03:08.840 --> 00:03:11.320]  而且是舊約的教導
[00:03:11.320 --> 00:03:14.240]  這段經文也是在舊約的生命記裡面
[00:03:14.240 --> 00:03:15.840]  可以找得到的
[00:03:15.840 --> 00:03:20.880]  耶穌去問律法師的問題
[00:03:20.880 --> 00:03:24.400]  而這也是我們的問題
[00:03:24.400 --> 00:03:27.120]  原來律法怎麼教呢?
[00:03:27.120 --> 00:03:29.240]  第一就是要愛神
[00:03:29.240 --> 00:03:34.960]  你當盡心盡意盡力去愛著你的神
[00:03:34.960 --> 00:03:40.560]  原來愛神還有一個下著
[00:03:40.560 --> 00:03:43.800]  就是愛鄰舍如同自己
[00:03:43.800 --> 00:03:46.320]  就是說
[00:03:46.320 --> 00:03:48.800]  愛神還要愛人
[00:03:48.800 --> 00:03:50.520]  有很多人問
[00:03:50.520 --> 00:03:53.520]  這個世界真的不是很可愛
[00:03:53.520 --> 00:03:55.520]  我們怎麼愛得下呢?
[00:03:55.520 --> 00:04:00.520]  耶穌在這裡沒有跟我們說
[00:04:00.520 --> 00:04:02.320]  這個世界有多麼不可愛
[00:04:02.320 --> 00:04:05.000]  你可以選擇去愛還是不愛
[00:04:05.000 --> 00:04:07.800]  其實你看薩瑪尼亞人這個故事
[00:04:07.800 --> 00:04:10.320]  在這裡不是一個選擇的問題
[00:04:10.320 --> 00:04:11.800]  是一個必須的問題
[00:04:11.800 --> 00:04:18.320]  它差不多是吩咐你要愛鄰舍如同自己
[00:04:18.320 --> 00:04:22.320]  怎麼去用生理上去理解呢?
[00:04:22.320 --> 00:04:23.520]  我粗俗一點
[00:04:23.520 --> 00:04:25.720]  就等於我們吃了
[00:04:25.720 --> 00:04:27.720]  而一直吃得很開心
[00:04:27.720 --> 00:04:29.120]  但是一直沒有拉出來
[00:04:29.120 --> 00:04:34.720]  你不將上帝對你的憐憫和恩典
[00:04:34.720 --> 00:04:36.520]  將它化成為行動
[00:04:36.520 --> 00:04:40.120]  你就變成一個便秘的基督徒了
[00:04:40.120 --> 00:04:45.920]  如果真實的你吃了有很多很好的東西
[00:04:45.920 --> 00:04:47.720]  但是拉不出來
[00:04:47.720 --> 00:04:49.520]  是會腹腔染死的
[00:04:49.520 --> 00:04:53.720]  你喝多少涼茶都解不了毒的
[00:04:53.720 --> 00:04:56.720]  所以這個不是說
[00:04:56.720 --> 00:04:59.920]  究竟行為會不會帶我們進入永生
[00:04:59.920 --> 00:05:01.920]  而是整件事
[00:05:01.920 --> 00:05:04.920]  大致上我們接受不了一個基督徒
[00:05:04.920 --> 00:05:07.120]  跟我們說我們愛神不愛人
[00:05:07.120 --> 00:05:10.520]  應該是接受不了的
[00:05:10.520 --> 00:05:11.920]  但是你說
[00:05:11.920 --> 00:05:13.920]  我們新樹的社區
[00:05:13.920 --> 00:05:16.320]  或者那個環境真的很不完美
[00:05:16.320 --> 00:05:18.120]  怎麼愛呢?
[00:05:18.120 --> 00:05:23.920]  我記得較早期間有一套夜晚的劇集
[00:05:23.920 --> 00:05:25.320]  是不是有一句名言
[00:05:25.320 --> 00:05:31.320]  他說這個城市死定了
[00:05:31.320 --> 00:05:33.520]  這個城市死定了
[00:05:33.520 --> 00:05:35.720]  意思就是說它是很絕望的
[00:05:35.720 --> 00:05:36.920]  沒有什麼盼望的
[00:05:36.920 --> 00:05:40.520]  你說這個城市死定了
[00:05:40.520 --> 00:05:41.320]  沒有什麼盼望
[00:05:41.320 --> 00:05:42.920]  最近也沒有什麼盼望的
[00:05:42.920 --> 00:05:45.520]  究竟拉布拉到什麼時候呢?
[00:05:45.520 --> 00:05:49.320]  但是剪布又可不可以去剪呢?
[00:05:49.320 --> 00:05:52.720]  我們也有一些納稅人的心理不平衡
[00:05:52.720 --> 00:05:54.920]  我們給你們錢在這裡拉布
[00:05:54.920 --> 00:06:00.320]  說那些基本上是浪費時間的東西
[00:06:00.320 --> 00:06:03.320]  我們發現這個社群裡面
[00:06:03.320 --> 00:06:05.920]  也有更多的絕望的
