
[00:00:00.000 --> 00:00:02.000]  丁子妹 早晨
[00:00:02.000 --> 00:00:04.000]  我們一起同心祈禱
[00:00:04.000 --> 00:00:10.000]  感謝天父讓我們來到神的殿當中敬拜
[00:00:10.000 --> 00:00:13.000]  主讓我們來到你面前的時候
[00:00:13.000 --> 00:00:14.000]  我們的心思意念
[00:00:14.000 --> 00:00:17.000]  讓我們都集中歸向你
[00:00:17.000 --> 00:00:19.000]  天父幫助我們
[00:00:19.000 --> 00:00:22.000]  由願你的說話成為我們眾人的提醒
[00:00:22.000 --> 00:00:25.000]  讓我們得著力量 得著幫助
[00:00:25.000 --> 00:00:28.000]  願我們領受聖靈
[00:00:29.000 --> 00:00:31.000]  去進入你自己的真理當中
[00:00:31.000 --> 00:00:35.000]  去活出你給我們的提醒和鼓勵
[00:00:35.000 --> 00:00:37.000]  願你恩待我們這段時間
[00:00:37.000 --> 00:00:38.000]  讓我們在你面前
[00:00:38.000 --> 00:00:40.000]  無論說的 聽的
[00:00:40.000 --> 00:00:41.000]  我們同德幫助
[00:00:41.000 --> 00:00:44.000]  我們同心獻上禱告奉耶穌基督的聖名
[00:00:44.000 --> 00:00:45.000]  阿彌陀佛
[00:00:45.000 --> 00:00:51.000]  來到這個《出海及記》第十八章
[00:00:51.000 --> 00:00:56.000]  有一些人去看這一章的經文
[00:00:57.000 --> 00:01:03.000]  是一章很特別 很重要的一個訊息
[00:01:03.000 --> 00:01:05.000]  嚴格來說
[00:01:05.000 --> 00:01:11.000]  可以作為整卷出埃及的一半的下部分的開始
[00:01:11.000 --> 00:01:13.000]  什麼意思呢
[00:01:13.000 --> 00:01:14.000]  一到十七章
[00:01:14.000 --> 00:01:17.000]  就是描述了這個以色列人
[00:01:17.000 --> 00:01:21.000]  他們怎樣離開圍爐之地埃及
[00:01:21.000 --> 00:01:25.000]  一路經過很多不同的困難
[00:01:25.000 --> 00:01:28.000]  經過很多的千辛萬苦
[00:01:28.000 --> 00:01:30.000]  又征戰
[00:01:30.000 --> 00:01:33.000]  又沒有東西吃
[00:01:33.000 --> 00:01:34.000]  又沒有水喝
[00:01:34.000 --> 00:01:36.000]  其實不是沒有的
[00:01:36.000 --> 00:01:38.000]  不過不如他所願而已
[00:01:38.000 --> 00:01:40.000]  中間很多的問題底下
[00:01:40.000 --> 00:01:41.000]  來到第十八章
[00:01:41.000 --> 00:01:46.000]  似乎那些難關都過得七七八八
[00:01:46.000 --> 00:01:49.000]  因為接下來的第十九章
[00:01:49.000 --> 00:01:52.000]  就是可以說是一個很重要的時刻
[00:01:52.000 --> 00:01:57.000]  就是上帝親自降臨在西大山當中
[00:01:57.000 --> 00:02:00.000]  去頒佈他的律例典章
[00:02:00.000 --> 00:02:05.000]  所以你說是一個好像十九章準備開始
[00:02:05.000 --> 00:02:08.000]  迎接這個大時代之先
[00:02:08.000 --> 00:02:13.000]  一章準備的一個記載
[00:02:13.000 --> 00:02:15.000]  但是你剛才聽主席讀的時候
[00:02:15.000 --> 00:02:17.000]  不知道你有沒有留意
[00:02:17.000 --> 00:02:22.000]  和頭十七章很不同的就是
[00:02:22.000 --> 00:02:24.000]  頭十七章很多時候的事跡
[00:02:24.000 --> 00:02:28.000]  很明顯都是關乎整個以色列百姓的
[00:02:28.000 --> 00:02:33.000]  或者中間有什麼事都是一起去經歷的
[00:02:33.000 --> 00:02:36.000]  十八章反而你細心看的時候
[00:02:36.000 --> 00:02:39.000]  那個主角就好像集中在摩西
[00:02:39.000 --> 00:02:42.000]  甚至乎是摩西自己的家庭
[00:02:42.000 --> 00:02:44.000]  因為他的外父的出現
[00:02:44.000 --> 00:02:50.000]  就好像是一個私人的見面的情況
[00:02:50.000 --> 00:02:52.000]  何來重要呢
[00:02:52.000 --> 00:02:56.000]  甚至乎如果你仔細看第十九章
[00:02:56.000 --> 00:02:58.000]  我們揭一揭第十九章第一第二節
[00:02:58.000 --> 00:03:00.000]  你在讀的時候
[00:03:00.000 --> 00:03:02.000]  聖經怎麼說呢
[00:03:02.000 --> 00:03:04.000]  第十九章第一第二節那裡說
