
[00:00:00.000 --> 00:00:07.000]  羅馬書第35講,羅馬書第13章8至14節
[00:00:07.000 --> 00:00:11.000]  今日又要同大家提醒一下
[00:00:11.000 --> 00:00:14.000]  我講好多聖經的系列
[00:00:14.000 --> 00:00:17.000]  都是要幫大家一齊讀經
[00:00:17.000 --> 00:00:20.000]  如果你一個星期聽我五篇道的話
[00:00:20.000 --> 00:00:23.000]  你可以在兩年半讀完整部聖經
[00:00:23.000 --> 00:00:27.000]  而且你對聖經會有一個非常深入的認識
[00:00:27.000 --> 00:00:30.000]  因為我每一部聖經的系列
[00:00:30.000 --> 00:00:33.000]  第一講都是一個介紹
[00:00:33.000 --> 00:00:35.000]  是會講很多的背景
[00:00:35.000 --> 00:00:37.000]  給你有很多的資料
[00:00:37.000 --> 00:00:39.000]  能夠認識這一部書
[00:00:39.000 --> 00:00:41.000]  而第二個好處
[00:00:41.000 --> 00:00:43.000]  如果你跟著我們一起讀經
[00:00:43.000 --> 00:00:44.000]  聽我講道的話
[00:00:44.000 --> 00:00:47.000]  你會有一個一致解經的方法
[00:00:47.000 --> 00:00:49.000]  不會有矛盾
[00:00:49.000 --> 00:00:52.000]  因為我是用聖經解釋聖經
[00:00:52.000 --> 00:00:54.000]  是用字面解釋聖經
[00:00:54.000 --> 00:00:56.000]  這個是真正讀經的方法
[00:00:56.000 --> 00:01:00.000]  以致所有的經文都會非常一致
[00:01:00.000 --> 00:01:03.000]  完全沒有矛盾
[00:01:03.000 --> 00:01:06.000]  所以你想讀經讀到完全沒有矛盾
[00:01:06.000 --> 00:01:08.000]  又有深入認識的話
[00:01:08.000 --> 00:01:12.000]  希望你能夠跟我一起讀聖經
[00:01:12.000 --> 00:01:15.000]  今日我們要講的題目
[00:01:15.000 --> 00:01:18.000]  就是得救比初訊時更勤了
[00:01:18.000 --> 00:01:22.000]  為什麼保羅突然間會講這樣的訊息
[00:01:22.000 --> 00:01:24.000]  原因很簡單
[00:01:24.000 --> 00:01:26.000]  因為上一次我們才講過
[00:01:26.000 --> 00:01:29.000]  保羅教我們要服從政府
[00:01:29.000 --> 00:01:32.000]  無條件的來服從
[00:01:32.000 --> 00:01:36.000]  當時的軍王羅馬王是誰
[00:01:36.000 --> 00:01:39.000]  是尼祿一個非常殘暴的軍王
[00:01:39.000 --> 00:01:42.000]  而且他是北基督徒
[00:01:42.000 --> 00:01:46.000]  所以當保羅說要服從政府的時候
[00:01:46.000 --> 00:01:49.000]  他也是給很多羅馬的信徒
[00:01:49.000 --> 00:01:51.000]  有很大的鼓勵
[00:01:51.000 --> 00:01:53.000]  叫他們不要放棄
[00:01:53.000 --> 00:01:57.000]  你們得救比初訊時更勤了
[00:01:57.000 --> 00:02:00.000]  這個也是給我們現在的基督徒
[00:02:00.000 --> 00:02:04.000]  我不知道可能你在聽我這篇道
[00:02:04.000 --> 00:02:06.000]  你是在受很大的逼迫
[00:02:06.000 --> 00:02:08.000]  有很大的困難
[00:02:08.000 --> 00:02:10.000]  但是不用怕
[00:02:10.000 --> 00:02:13.000]  你得救比初訊時更勤了
[00:02:13.000 --> 00:02:16.000]  你很快就會達到你的目的地
[00:02:16.000 --> 00:02:18.000]  所以千萬不要放棄
[00:02:18.000 --> 00:02:21.000]  這個訊息也是給你們的
[00:02:21.000 --> 00:02:23.000]  我上一次也講過
[00:02:23.000 --> 00:02:27.000]  在羅馬書的第十三章一至七節
[00:02:27.000 --> 00:02:30.000]  有一個很精彩的首尾結構
[00:02:30.000 --> 00:02:32.000]  講到我們要服從政府
[00:02:32.000 --> 00:02:35.000]  現在十三章的八節至十四節
[00:02:35.000 --> 00:02:38.000]  都是有一個很精彩的首尾結構
[00:02:38.000 --> 00:02:42.000]  我們今天就要用這個首尾結構來解經
[00:02:42.000 --> 00:02:45.000]  而當我們是用首尾結構
[00:02:45.000 --> 00:02:48.000]  形成一個大綱來講這些經文
[00:02:48.000 --> 00:02:50.000]  就不容易解錯經文了
[00:02:50.000 --> 00:02:54.000]  這個是作者原本有的容易
[00:02:54.000 --> 00:02:59.000]  所以他才用這樣的首尾結構來寫出經文
[00:02:59.000 --> 00:03:02.000]  你說今天的首尾結構是什麼?
[00:03:02.000 --> 00:03:04.000]  一共有四層
[00:03:04.000 --> 00:03:09.000]  第一層就是十三章的八節和十三章的十四節
[00:03:09.000 --> 00:03:14.000]  十三章八節說我們要愛人完全律法
[00:03:14.000 --> 00:03:18.000]  十三章十四節說我們要披戴基督
[00:03:18.000 --> 00:03:21.000]  然後有很多事我們不會去做
[00:03:21.000 --> 00:03:23.000]  我們不會去犯罪
[00:03:23.000 --> 00:03:26.000]  為什麼十三章八節是講愛人
[00:03:26.000 --> 00:03:29.000]  十三章十四節是講披戴基督?
[00:03:29.000 --> 00:03:32.000]  披戴基督和愛人有什麼關係?
[00:03:32.000 --> 00:03:34.000]  等一下我們會來看
[00:03:34.000 --> 00:03:36.000]  第二層這個首尾結構
[00:03:36.000 --> 00:03:40.000]  就是十三章九節和十三章十三節
[00:03:40.000 --> 00:03:43.000]  都是講要守律法,不要去犯罪
[00:03:43.000 --> 00:03:50.000]  第三層十三章十一節說我們該趁早睡醒
[00:03:50.000 --> 00:03:52.000]  你們快點醒吧
[00:03:52.000 --> 00:03:57.000]  十三章十二節說八就將近天光
[00:03:57.000 --> 00:03:59.000]  這是什麼時候?
[00:03:59.000 --> 00:04:05.000]  在第四層整個首尾結構最中心的地方
[00:04:05.000 --> 00:04:08.000]  就是羅馬書十三章十一節
[00:04:08.000 --> 00:04:11.000]  說我們得救的日子越來越近
[00:04:11.000 --> 00:04:14.000]  十三章十一節尾說
[00:04:14.000 --> 00:04:19.000]  因為我們得救 現今比初信的時候更近了
[00:04:19.000 --> 00:04:21.000]  這個就是我們今天的主題
[00:04:21.000 --> 00:04:25.000]  就是保羅要鼓勵當時的基督徒
[00:04:25.000 --> 00:04:31.000]  這個也是給我們每一個在困難當中的基督徒的鼓勵
[00:04:31.000 --> 00:04:35.000]  所以我們今天大綱一共有四點
[00:04:35.000 --> 00:04:38.000]  第一點就是講我們要愛人
[00:04:38.000 --> 00:04:40.000]  我們要披上基督
