
[00:00:00.000 --> 00:00:04.260]  各位現場和在家中參與崇拜鼎姊妹
[00:00:04.260 --> 00:00:06.260]  願你們平安
[00:00:06.260 --> 00:00:10.940]  是的,疫情越來越嚴重
[00:00:10.940 --> 00:00:14.020]  我們需要從主而來的平安
[00:00:14.020 --> 00:00:17.780]  這個平安不在於疫情過去與否
[00:00:17.780 --> 00:00:20.680]  這個平安是上主給我們的
[00:00:20.680 --> 00:00:22.880]  無論環境如何
[00:00:22.880 --> 00:00:26.660]  當我們很忙於防疫
[00:00:27.260 --> 00:00:31.100]  甚至經歷抗疫疲勞的同時
[00:00:31.100 --> 00:00:34.880]  過去的年初一、年初三
[00:00:34.880 --> 00:00:38.560]  我們看到沙田某個廟宇
[00:00:38.560 --> 00:00:42.460]  它是怎樣的?人頭湧湧
[00:00:42.460 --> 00:00:44.000]  為甚麼?
[00:00:44.000 --> 00:00:48.980]  是因為有人很希望祈求他們的偶像
[00:00:48.980 --> 00:00:52.920]  在香港世界疫情快點過去
[00:00:52.920 --> 00:00:56.620]  有人很實在說這些都不重要
[00:00:56.620 --> 00:00:59.140]  最重要的是有愛情的出現
[00:00:59.140 --> 00:01:01.380]  家人平安
[00:01:01.380 --> 00:01:03.860]  今年能夠走好運
[00:01:03.860 --> 00:01:07.220]  甚至有代表為香港求前程
[00:01:07.220 --> 00:01:11.500]  所以那裡人頭湧湧
[00:01:11.500 --> 00:01:14.660]  疫情使很多人
[00:01:14.660 --> 00:01:17.280]  很難去探病
[00:01:17.280 --> 00:01:19.400]  很難去探訪
[00:01:19.400 --> 00:01:20.900]  就算是老人院也好
[00:01:20.900 --> 00:01:24.180]  最多在門口隔著玻璃打招呼
[00:01:24.580 --> 00:01:26.640]  不能親自見面
[00:01:26.640 --> 00:01:30.660]  拜年行動因此而減少
[00:01:30.660 --> 00:01:32.200]  甚至取消
[00:01:32.200 --> 00:01:36.400]  但很多香港人不理疫情有多嚴峻
[00:01:36.400 --> 00:01:39.900]  為了自己不同的需要
[00:01:39.900 --> 00:01:43.520]  都去沙田求籤上香
[00:01:43.520 --> 00:01:46.480]  正如
[00:01:46.480 --> 00:01:49.000]  如果有一天
[00:01:49.000 --> 00:01:52.560]  我們的至親進了醫院
[00:01:53.280 --> 00:01:55.900]  甚至生命面對很大的危機
[00:01:55.900 --> 00:01:57.660]  就快不行的時候
[00:01:57.660 --> 00:02:00.960]  我相信我們都會不顧一切
[00:02:00.960 --> 00:02:04.940]  希望能夠爭取去到當中去探望他
[00:02:04.940 --> 00:02:06.760]  說出最後的說話
[00:02:06.760 --> 00:02:11.820]  教會根據聖經告訴你
[00:02:11.820 --> 00:02:14.620]  教會是基督的身體
[00:02:14.620 --> 00:02:16.680]  我們是互為之體
[00:02:16.680 --> 00:02:21.840]  我們是一群被主選召出來
[00:02:22.500 --> 00:02:24.000]  帶著使命
[00:02:24.000 --> 00:02:25.580]  做他的門徒
[00:02:25.580 --> 00:02:28.320]  亦都叫人做他的門徒
[00:02:28.320 --> 00:02:31.420]  但我們卻活在這個世界
[00:02:31.420 --> 00:02:35.840]  我們確實是腳踏這個世界
[00:02:35.840 --> 00:02:38.980]  我們要面對世界所帶來的影響
[00:02:38.980 --> 00:02:41.580]  我們仍然要面對疫情
[00:02:41.580 --> 00:02:44.140]  我們仍然有機會可能確診
[00:02:44.140 --> 00:02:47.460]  但我們不應該
[00:02:47.460 --> 00:02:48.680]  因為這樣
[00:02:48.680 --> 00:02:52.100]  而忘記了我們作為基督的門徒
[00:02:52.100 --> 00:02:53.640]  是帶著使命
[00:02:53.640 --> 00:02:57.000]  我們不要忘記在世界上
[00:02:57.000 --> 00:03:00.100]  不單止很多人因為疫情
[00:03:00.100 --> 00:03:02.820]  生活受到很大的影響
[00:03:02.820 --> 00:03:03.940]  失業
[00:03:03.940 --> 00:03:06.700]  或者精神狀態受到很大的困擾
[00:03:06.700 --> 00:03:09.240]  但在世界各地除了疫情之外
[00:03:09.240 --> 00:03:11.380]  很多人是活在被壓迫
[00:03:11.380 --> 00:03:12.860]  被輕視
[00:03:12.860 --> 00:03:16.000]  甚至在戰爭邊緣的裏面
[00:03:16.000 --> 00:03:18.820]  有國家甚至要面對飢餓
[00:03:18.820 --> 00:03:20.800]  因為國家被制裁
[00:03:21.040 --> 00:03:23.920]  普羅大眾就面對飢餓
[00:03:23.920 --> 00:03:26.340]  很多人心裏面沒有平安
[00:03:26.340 --> 00:03:28.480]  心裏面很煩躁
[00:03:28.480 --> 00:03:30.960]  很多人心裏面沒有上帝
[00:03:30.960 --> 00:03:34.240]  就算有,都是迷信的光景當中
[00:03:34.240 --> 00:03:36.500]  頂尖我們要知道
[00:03:36.500 --> 00:03:39.780]  世界不單止最大的問題是面對疫情
[00:03:39.780 --> 00:03:42.060]  今日世界上更大的問題是
[00:03:42.060 --> 00:03:45.280]  很多人需要主和祂的福音
[00:03:45.280 --> 00:03:50.100]  1月2號跟大家講的題目
[00:03:50.100 --> 00:03:53.240]  何必偏偏選中我
[00:03:53.240 --> 00:03:59.900]  可能你被選中成為教會有崗位的一個侍奉者
[00:03:59.900 --> 00:04:03.640]  但你和我更加有幸感恩的
[00:04:03.640 --> 00:04:06.440]  就被上主揀選成為他的門徒
[00:04:06.440 --> 00:04:08.360]  竟然我信耶穌
[00:04:08.360 --> 00:04:10.240]  如果不是上帝揀選我
[00:04:10.240 --> 00:04:11.720]  我都不知道現在在哪裏
[00:04:11.720 --> 00:04:13.900]  我現在不知道我的生活如何
[00:04:13.900 --> 00:04:17.020]  何必偏偏選中我
[00:04:17.020 --> 00:04:18.540]  是因為神的恩典
[00:04:19.120 --> 00:04:21.000]  何必偏偏選中我
[00:04:21.000 --> 00:04:24.000]  是因為主耶穌有一件很重要的事情
[00:04:24.000 --> 00:04:25.420]  要交給我們
[00:04:25.420 --> 00:04:29.900]  我們一起讀今日所講到的經文
[00:04:29.900 --> 00:04:31.920]  馬達福音十章五至十五節
[00:04:31.920 --> 00:04:33.800]  很想大家一起讀
[00:04:33.800 --> 00:04:36.300]  我們一起跟著螢幕讀,預備起
[00:04:36.300 --> 00:04:39.740]  耶穌差遣者十二個人出去
[00:04:39.740 --> 00:04:41.620]  吩咐他們說
[00:04:41.620 --> 00:04:44.400]  外邦人的路,你們不要走
[00:04:44.400 --> 00:04:47.680]  三瑪利亞人的城,你們不要進
[00:04:47.680 --> 00:04:51.440]  寧可往以色列迷失的羊那裏去
[00:04:51.440 --> 00:04:55.120]  要邊走邊傳說,天國近了
[00:04:55.120 --> 00:04:58.360]  要醫治病人,使死人復活
[00:04:58.360 --> 00:05:00.440]  使麻風病人潔靜
[00:05:00.440 --> 00:05:02.320]  把鬼趕出去
[00:05:02.320 --> 00:05:06.120]  你們白白地得來,也要白白地吸引
[00:05:06.120 --> 00:05:09.680]  腰袋裏不要帶金銀銅錢
[00:05:09.680 --> 00:05:11.680]  途中不要帶衡郎
[00:05:11.680 --> 00:05:13.680]  不要帶兩件內衣
[00:05:13.680 --> 00:05:16.240]  也不要帶鞋子和手杖
[00:05:16.240 --> 00:05:19.280]  因為工人得飲食是應當的
[00:05:19.280 --> 00:05:22.480]  你們不論進那一城,那一村
[00:05:22.480 --> 00:05:25.280]  要打聽那裏誰是合適的人
[00:05:25.280 --> 00:05:27.280]  就住在他家裏
[00:05:27.280 --> 00:05:29.520]  直住到離開的時候
[00:05:29.520 --> 00:05:32.800]  進他家時要拿家民安
[00:05:32.800 --> 00:05:35.120]  拿家若配得平安
[00:05:35.120 --> 00:05:38.160]  你們所求的平安就臨到拿家
[00:05:38.160 --> 00:05:42.480]  若不配得,你們所求的平安仍歸你們
[00:05:42.480 --> 00:05:45.920]  凡不接待你們,不聽你們話的人
[00:05:45.920 --> 00:05:47.920]  你們離開拿家
[00:05:47.920 --> 00:05:49.920]  或是那城的時候
[00:05:49.920 --> 00:05:52.560]  要躲掉你們腳上的塵土
[00:05:52.560 --> 00:05:54.560]  我實在高騷你們
[00:05:54.560 --> 00:05:56.240]  在審判的日子
[00:05:56.240 --> 00:05:59.200]  所多馬禾、俄摩拉地方所受的
[00:05:59.200 --> 00:06:02.160]  比那城還容易受呢?
[00:06:02.160 --> 00:06:04.160]  所以說到裏面
[00:06:04.160 --> 00:06:08.080]  耶穌是揀選了十二的門徒
[00:06:08.080 --> 00:06:10.080]  原來是有使命的
[00:06:10.080 --> 00:06:12.960]  正如前面第九章記載
[00:06:12.960 --> 00:06:16.400]  耶穌看到很多人困苦流離
[00:06:16.400 --> 00:06:18.400]  好像沒有牧人的羊一樣
[00:06:18.400 --> 00:06:20.400]  耶穌就憐憫他們
[00:06:20.400 --> 00:06:22.400]  於是就揀選門徒
[00:06:22.400 --> 00:06:25.760]  來實踐祂的大使命
[00:06:25.760 --> 00:06:30.080]  當我們讀完《正經文》的時候
[00:06:30.080 --> 00:06:34.560]  有幾個問題可能會產生在我們心裏面
[00:06:34.560 --> 00:06:37.440]  其中一個問題是
[00:06:37.440 --> 00:06:39.440]  為何第五至第七次裏面
[00:06:39.440 --> 00:06:45.680]  耶穌叫門徒不要走外邦人的路呢?
[00:06:45.680 --> 00:06:50.320]  明明在《瑪特芬日》二十八章裏面
[00:06:50.320 --> 00:06:52.320]  耶穌的大使命
[00:06:52.320 --> 00:06:55.200]  是使萬民作祂的門徒
[00:06:55.200 --> 00:06:59.440]  但為何耶穌在差派去門徒的時候
[00:06:59.440 --> 00:07:03.120]  祂說外邦人的路你們不要走
[00:07:03.120 --> 00:07:06.240]  撒瑪利亞的城你們不要進
[00:07:06.240 --> 00:07:08.720]  耶穌是否看不起外邦人呢?
[00:07:08.720 --> 00:07:10.720]  看不起撒瑪利亞人呢?
[00:07:10.720 --> 00:07:15.600]  這似乎不是我們所領受的福音
[00:07:15.600 --> 00:07:16.880]  是不是?
[00:07:16.880 --> 00:07:19.680]  耶穌是否說錯了話呢?
[00:07:19.680 --> 00:07:24.640]  我們很明顯相信不是
[00:07:24.640 --> 00:07:26.640]  肯定不是
[00:07:26.640 --> 00:07:27.440]  為甚麼呢?
[00:07:27.440 --> 00:07:30.960]  因為其實在十章十八節
[00:07:30.960 --> 00:07:33.760]  你們要為我的緣故
[00:07:33.760 --> 00:07:36.720]  被送到統治者和君王面前
[00:07:36.720 --> 00:07:40.560]  對他們和外邦人作見證
[00:07:40.560 --> 00:07:42.560]  其實
[00:07:42.560 --> 00:07:47.920]  耶穌從來沒有否定外邦人需要福音
[00:07:47.920 --> 00:07:51.760]  耶穌甚至告訴門徒
[00:07:51.760 --> 00:07:54.080]  你們遲早都要在外邦人當中
[00:07:54.080 --> 00:07:56.080]  為我作見證
[00:07:56.080 --> 00:07:58.080]  換言之
[00:07:58.080 --> 00:07:59.600]  外邦人得福音
[00:07:59.600 --> 00:08:04.560]  這是耶穌大使命一個很重要的訊息
[00:08:04.560 --> 00:08:06.800]  不過不要忘記
[00:08:06.800 --> 00:08:10.960]  馬太福音寫下的對象是猶太人
[00:08:10.960 --> 00:08:13.680]  加上當時被孵殖的門徒
[00:08:13.680 --> 00:08:14.960]  可以這樣說
[00:08:14.960 --> 00:08:18.000]  他們的信仰仍然很粗淺
[00:08:18.000 --> 00:08:21.600]  對傳福音的概念仍然很基礎
[00:08:21.600 --> 00:08:22.800]  說真的
[00:08:22.800 --> 00:08:24.960]  自己人你都未懂得去傳
[00:08:24.960 --> 00:08:26.960]  都不知道要去傳
[00:08:26.960 --> 00:08:30.480]  你怎能夠去傳外邦人不是猶太人呢?
[00:08:30.480 --> 00:08:32.480]  基於這個原因
[00:08:32.480 --> 00:08:36.320]  所以耶穌說暫時你不要去外邦人的地方
[00:08:36.320 --> 00:08:38.720]  撒瑪利亞城你暫時不要去
[00:08:38.720 --> 00:08:40.720]  是暫時的
[00:08:40.720 --> 00:08:43.840]  因為神要透過猶太人先信耶穌
[00:08:43.840 --> 00:08:46.080]  將這個救恩傳開
[00:08:46.080 --> 00:08:47.200]  可以這樣說
[00:08:47.200 --> 00:08:51.040]  耶穌的吩咐有祂的優先次序
[00:08:51.040 --> 00:08:56.880]  絕對不是否定了外邦人和撒瑪利亞人需要福音
[00:08:56.880 --> 00:09:01.280]  所以這個禁止是暫時的
[00:09:01.280 --> 00:09:03.760]  正如聖經說
[00:09:03.760 --> 00:09:07.040]  所以你們要去使萬民作我門徒
[00:09:07.040 --> 00:09:10.240]  奉父子聖靈的名給他們施洗
[00:09:10.240 --> 00:09:14.480]  這才是神的心意
[00:09:14.480 --> 00:09:16.480]  第二個問題我們要解決
[00:09:16.480 --> 00:09:20.720]  為何主耶穌要給門徒權柄呢?
[00:09:20.720 --> 00:09:21.760]  絕對來說
[00:09:21.760 --> 00:09:24.800]  給權柄教他們怎樣傳福音就行了
[00:09:24.800 --> 00:09:26.800]  我們看看第八節的上半節
[00:09:26.800 --> 00:09:28.800]  我們一起讀
[00:09:28.800 --> 00:09:36.800]  要醫治病人使死人復活使麻風病人潔淨把鬼趕出去
[00:09:36.800 --> 00:09:39.600]  耶穌吩咐了他們
[00:09:39.600 --> 00:09:41.600]  哪些地方可以去
[00:09:41.600 --> 00:09:43.600]  哪些地方暫時不要去
[00:09:43.600 --> 00:09:46.480]  然後向他們說天國近了
[00:09:46.480 --> 00:09:47.840]  然後耶穌說
[00:09:47.840 --> 00:09:51.200]  你要去醫治病人使死人復活麻風病人
[00:09:51.200 --> 00:09:53.200]  一連串
[00:09:53.200 --> 00:09:56.480]  門徒可能聽到一頭霧水
[00:09:56.480 --> 00:09:58.960]  正所謂未識閒
[00:09:58.960 --> 00:10:00.960]  怎會懂得走呢?
[00:10:00.960 --> 00:10:05.120]  可能我跟別人說耶穌或福音
[00:10:05.120 --> 00:10:07.120]  我們都口震震
[00:10:07.120 --> 00:10:09.120]  你還要做這麼大型的事
[00:10:09.120 --> 00:10:11.120]  不要忘記
[00:10:11.120 --> 00:10:14.960]  當我們看第十章的時候
